text,label
เป็นเวรดึกที่ทรมานเหี้ยๆ ตานี่แดงก่ำหมดแล้ว ง่วงมาก ยิ่งดึกคนไข้ก็ทยอยเข้าห้องผ่าตัดเรื่อยๆเหมือนเดินพาเหรดเลยจ้ะ รู้ตัวอีกที เช้าแล้ว,0.0
2อาทิตย์กับการไม่มีโทรศัพท์ใช้ กูควรู้สึกยังไงดีอีดอกกกกก,0.0
น้องแม่งกวนตีนขั้นสุด 55555555 แบบกูก็สอนไปเหอะ พูดไป น้องจะคุยเรื่องรองเท้า เหมือนต่างคนต่างพูดคนละเรื่อง แต่ก็ไม่มีใครหยุด กูจะบ้า 55555,0.0
หลังจากผ่านช่วงเวลาที่เลวร้ายมา ชีวิตก็ดีขึ้นเรื่อยๆ 😁,0.0
แล้วกูจะอวยจะดีใจอะไรมันก็เรื่องของกูอะ เป็นไรมาเสือก ไปดีใจบนหัวมึงหรออีเวร สันดานและแอทติจูดอุบาทว์มาก เวทนา,1.0
แก่หัวงูตัญหากลับ สั่งสอนในสิ่งที่ตนทำ อุบาทว์กว่านี้มีอีกมั้ยนะ นี่แหละที่ทำให้เกลียด เหี้ยมาก,1.0
หัวร้อนมากอีเหี้ย กูเทมึงจริงๆละอีเมทเวร คือจะให้กูรอมึงอีกกี่รอบอ่ะ เป็นบ้าเหรอ ทำอะไรไม่เกรงใจชาวบ้าน ด่าเหี้ยยังกลัวเหี้ยเสียใจเลยอ่ะ สัส,1.0
บีเป็นคนที่พูดคำหยาบในทวิตได้น่าเอ็นดูที่สุดสำหรับเรา อ่านกี่รอบก็ดูไม่หยาบคายเลย ถ้าเป็นเราพูดนี่แบบ...อีนางคนต่ำช้า พวกไพร่ไร้สกุลลล,0.0
ขอหนีไปปฏิบัติธรรมที่วัดธรรมกายได้ไหมเนี่ย เผื่อจิดใจจะสงบขึ้นและลบความบัดซบกับความฉิบหายออกจากชีวิตชั้น,0.0
ไอ้เหี้ย ขับรถส้นตีนอะไรของแม่งวะ ถนนแค่สายเดียวมึงจะชนคนอื่นตั้งกี่คันละ มีชีวิตรอดมาถึงทุกวันนี้ได้ไงวะ ทุเรศ อีสัส สัสสัสสสสสสส ห่าแดก,1.0
ลุงแกทำปท.ล่มจมไปถึงไหนละอะ เลือกตั้งอะเลือกตั้งอะอีสัสส หน้าด้านทำงานอยู่ได้อีผี!!!!,1.0
จริง ตอนน่ารักตะมุตะมิคือแบบ ให้ตาย ฆ่าฉัน ด้ายโปรด pic.twitter.com/5NoSpcJupf,0.0
"ตำรวจดี ใส่ชุดก็เหมือนโล่เกียรติยศ
ตำรวจเลว ใส่ชุดก็เหมือนปลอกคอหมา fb.me/Jyr9gMPa",1.0
บางคนเห็นไม่แต่งหน้าแต่งตัวแต่แรดเงียบนะคะ เงียบมากแต่จะสังเกตได้จากการโอ๋ผู้ตลอด พรีเฟอผู้ก่อนตลอด555555555,1.0
กูเบื่อคนที่ไม่สวยแล้วทำเป็นสวยอ่ะ ทุเรศอิดอก5555555555555555555555555555555555555555,1.0
หากไม่ใช่เพราะคำสั่งของเบื้องบน ฉัีนคงไม่ต้องมานั่งเขียนทวิตบ้าๆนี่ แล้วทำไมถึงมีแต่ตูที่มาเขียนล่ะเนี่ย ไอ้พวกหอกกุดมันหายหัวไปไหนหมด...,1.0
ทำไมวะกูไม่เข้าใจ คืออยากใกล้อะไรขนาดนั้นวะ ต่ำ!,1.0
"การไม่มีเธอมากเสือกในชีวิต
มันช่างเป็นลาบอันประเสริฐสำหรับเรา",1.0
ทุเรียนคือความชั่วร้าย,0.0
แต่งตัวประหนึ่งดารา สัด กูไม่ได้เขียนคิ้ว มันต้องหายนะมากแน่ๆ,0.0
ไม่ชอบเวลาตัวเองซื้อคอนแทคมาละคิดว่าใส่แล้วสวยแน่ๆ พอใส่จริงๆเหมือนผีเลยอีหอย55555,0.0
ใครเชื่อแม่งก็ควายแล้ว,0.0
"รีรันมาา นี่ก็ดูซ้ำอีกรอบบบ ได้แต่ถามตัวเองงง กูติ่งวงบ้าอะไรวะเนี่ยยย 55555555555+
#WANNAONEGO",0.0
"พาดหัวข่าวไพร่มาก ดูสถุน ไม่ให้เกียรติคนอื่น
พาดให้ดีกว่านี้ไม่ได้เเล้วหรอ  เห็นเเต่ข่าวตัวเองต้องดัง เลว

#เดลินิวส์ #Taeyeon",1.0
น่าจะรู้ตัวได้แล้วม้างงงง คนเขาเกียจทั้งม.ขนาดนี้ จะตอแหลก็เอาให้สุดสิ หรือสันดานจริงๆมึงเริ่มออกมาแล้วล่ะ,1.0
ด่าคนอื่นทั้งที่ตัวเองก็มาด่าหง่ะ มันทุเรศ,1.0
พวกชั่ว กูกลัวผีอะไม่ใช่กูส่องกระจก 😂,0.0
ละพอสันดานเปิดเผยเป็นไง หยุดทุกอย่าง ไม่ได้พาไปไหน ของไรก็ไม่ได้ซื้อมาให้แดก มันทำเหมือนบ้านนี่เป็นอากาศธาตุ นี่ก็ทำเหมือนมันเป็นอากาศธาตุ,0.0
ความเหี้ยนี้ นอนไม่หลับ ดูออแฟนเด็กนรก สนุกดี เด็กเปรตสมชื่อ,0.0
รถเมย์เหี้ยๆคนขับกากๆ บอสัดรถร่วมกาๆโละทิ้งไปเหอะ ขับยังกะแข่งกันไปตาย,1.0
นอกจากปลาแรด ขอยกให้อุทัยธานีคือเมืองแห่งหมูเด้ง มีอยู่ในทุกอย่าง แล้วอร่อยสัด รัก,0.0
เกลียดทวิตมึงมาก ถ้าอยู่ตรงหน้าจะเอาทวิตมึงมาฉีกๆๆๆๆๆแล้วเผาไฟให้มอดแล้วเอาใส่ถุงดำลงถังขยะสารพิษอันตราย ต่ำ,1.0
ถึงเคยเรียนมารยาทไทย ก็ลุกขึ้นถีบหน้าได้ถ้าเจอคนจัญไร แบบมึง!! #ด่าแบบผู้ดี #ด่าแรง #ด่าได้แต่อย่าแรง,1.0
เปนคนเกลียดเห็บและทาร์ซาน,0.0
เครียดอยู่แล้วยังต้องมาเครียดเพราะคนปากสถุลอีกหรอ ชีวิตนี่เศร้าจริงๆนะ,1.0
จะไปแรดที่ไหนก็เชิญแต่อย่ายุ่งกับคนของกู,1.0
ไอ้ระยำ !!! ชาติชั่ว — รู้สึกหมดความอดทน,1.0
เป็นทั้งแรดที่ง่ายและเป็นปลิงกับแมงดามีใครให้มากกว่านี้มั้ยคะ,1.0
เลิกหากินกับแฟนคลับเถอะค่ะ อีสันดาน ต่อไปก็ตั้งคำถามที่แฟนคลับเท่านั้นตอบได้ ผ่าน70% ถึงจะได้กดบัตร เอ้อ! #Wannaone1stfanmeetinginbkk,1.0
สุดยอดเลยครับๆ พวกคุณๆๆทั้งหลาย .....สัส,1.0
ควยเป็นเหี้ยอะไรนักหนา โคตรแม่งถ้าอยู่บ้านแล้วทะเลาะกันแบบนี้กูจะหนีไปไกลๆแม่ง ชิบหาย,1.0
"พนักงานบริการเเย่มากกก อยู่กันเป็นกระจุกเหมือนเห็บหมา หน้าตาไม่รับเขก ขี้นินทาอีกตะหากก 
 #eveandboy",1.0
หมาเหมือนหน้าเลยนะคำพูด,1.0
กู จะวูบบนด่วนหลายรอบและ สัส ขับรถ อย่าลืมตัวนะไอ้ซี เดี๋ยวมึงตายหรอก,1.0
พูดเหมือนทั้งโลกมีมึงทำงานเหนื่อยอยู่คนเดียว ขยะสัส,1.0
เหมาะสมไม่เหมาะสมคืออะไร ประพฤติดีประพฤติชั่วใครเป็นคนบอก กฎหมายหรอ ป่าว กูคือกฎกฎคือกู ถอยหลังลงคลองไปเถอะ สังคมห่วย มหาลัยเต่าล้านปี,1.0
.ใครจะบ้าซื้อกระเป๋าที่ราคาแพงกว่าเงินเดือนตัวเองวะ ถ้ามีคือแบบเกินไปอ่ะ เกินไปมากๆ,0.0
น่าสมเพชอีแมงดาอิดอก,1.0
มี7บท มีเวลาติว5ครั้ง แล้วต้องสอบ ศัพท์อีกชิบหายวายปลวก,0.0
"โพสเรื่องมะลึ่งก็ว่า ""สันดาน"" 😂😂 โพสเรื่องชาวบ้านก็ว่า ""ชอบแฉ"" 😂😂 โพสเรื่องเศร้าใจก็ว่า ""ขี้แย"" 😂😂
โพสเรื่องรักแท้ก็ว่า ""ตอแหล"" 😂😂",0.0
"ฉันว่าควรเตือนตัวเองบ่อยๆว่าฉันนี่มันโคตรของโคตรสัตว์ร้ายเลย ในหลายๆความหมาย ,:/",0.0
บล็อคละก็เสือกส่องอีกอห.ความควายไม่ต้องบอกใคร,1.0
หลานนางก็กรี่มากเลย  เลยชี้หน้าด่าไป ผัวคนที่เท่าไหร่แล้วโทษที ปากดีเกินไปแล้วนะ อีไพร่,1.0
ปล้นอำนาจประชาชน เสือกมาเคลมตัวเองว่าดี เคลมตัวเองว่าเป็นประชาธิปไตย เคลมตัวเองว่าเคารพกฎหมาย ที่ผ่านมา มึงคงแดกยากันยุงไปเยอะเน๊าะ,1.0
"เป็นเวลาหลายปีที่สังคมอวดตัวว่ารักชาติ รู้ทันทักษิณ 
แต่ดัดจริตทำตัวไม่รู้ร้อนว่าเสียค่าโง่ให้พวกบ้าอำนาจและพวกชอบทำรัฐประหาร(เต็มใจให้หลอก)",1.0
หน้าตาดีไม่ช่วยให้ดูเป็นคนดีขึ้นมาเลย เวลามึงสปอย GOT มืงก็คือสวะตัวนึงนั้นแหละ,1.0
เอาแมวไปด้วยคือน่ารักฉิบหาย,0.0
อย่าแถให้ตัวเองดูดีคะ ยิ่งแถยิ่งไม่น่าคบคะ มันเสนียดดด 😀😀😀,1.0
สลบตั้งแต่กลับบ้านและเพิ่งตื่น ดอกทอง,0.0
เป็นเหี้ยไรมากมั้ยอ่ะ ว่าจะไม่หัวร้อน ว่าจะอยู่เฉยๆละ,0.0
ตื่นขึ้นมาพร้อมกับความสดชื่นของเงินในบัญชี 🌝🌝 มนุดเงินเดือนสัดๆ,0.0
เค้าคงอยากให้น้องได้ซีนแหละ แต่อีเดกเวร เดะกุแช่งให้พ่อมึงตายจริงๆเดะเถอะ เล่นอะไรไม่เข้าเรื่อง พ่อมึงไม่ด่าหรอ,1.0
แรดแล้วแรงกูจะไม่ว่า นี่แรดแล้วต่ำกว่าเห็บหมากูสมเพศ ☺😏,1.0
พระที่นั่งขายบัตรสิบโมงแต่คนไปต่อแถวตั้งแต่เช้า ฆ่าข้าเจ้าเตอะ,0.0
อ้าวอีหอก เรียนพยาบาลมาสามปี จะเข้าราชการตามที่แม่บอก  สุดท้ายรัฐบาลไม่ให้พยาบาลบรรจุ  เป็นใครก้ไม่อยากอยู่หรอกค่ะ เหมือนโดนทิ้งตรงปากเหวอ่ะ,1.0
ข่าววางยาหมาเพื่อเอาเงินประกันนี่เหี้ยจริง เลวผิดมนุษย์มนา,0.0
อิจ่านี่มันใครวะ เด็ก3ขวบป่ะอ่ะ ความคิดดูขี้ตีนมากอ่ะ สงสารวงที่มันชอบเลย อีโง่ #ศาสดาคนโง่,1.0
ผู้ชายห่าไร ไม่ทำซักอย่าง โยนงานมาให้ผู้หญิง😒,1.0
ก็ไม่เข้าใจพวกนี้ ถ้าไม่หลับไม่นอน ก็ช่วยยุในห้องเงียบๆเถอะ ออกวิ่งตะโกนหาหอกอะไร คนเค้าจะนอน บ่มีความเกรงใจ เฮ้อออ,0.0
คดีฆ่าหมาหวังเงินประกัน มีคนบอกว่าไม่ใช่แค่สองตัวนี้ด้วยนะ ต้องเป็นคนเหี้ยขนาดไหนอะ อยากเห็นหน้าว่ะ เอาให้ถึงที่สุดอะ,0.0
ถ้าไม่เลี้ยงข้าวกูนะ กูจะแดกปลาทองลูกมึงนี่แหละไอ้รูมเมทบ้า!!!,0.0
ในขณะที่กุมาทำงานข้างนอก เลขานายผญ โทรมาประหนึ่งว่ากุทำงานพลาด. หอกไปดูก่อนไหมเรื่องงานนาย กุรอบครอบเสมอ  แล้วบอกว่าไม่ได้ดู แต่เสนอหน้า สัส,1.0
นี่กูแกล้งโง่หรือโง่จริงๆวะ เริ่มไม่แน่ใจแล้ว...,0.0
เรียกร้องเสรีภาพแต่เมินเฉยกับการฆ่าล้างเผ่าพันธุ์!!!..สังคมดัดจริตชีวิตต้องตอแหล,1.0
ต้นมึงนี้ขยะสังคมจริงๆ ไม่น่าเกิดมาดัวยซ้ำเลย อยู่ที่ไหนก็เป็นปัญหา,1.0
เพื่อนร่านมาก กูบอกว่าน้องคนนั้นหล่อมาก กูอยากได้น้องมากๆ จากนั้นนางทักไปตัดหน้ากูเลยอีดอก ร่านมาก กูรู้จักน้องตั้งนานยังไม่กล้า ยอมกลัวแล้ว,1.0
เงินเดือนยังกะเห็บหมา ให้งานกูมายังกะโคลงช้าง #มนุษย์เงินเดือน,0.0
พอบ่นเหนื่อยปุ้บ ต้องมาแบบ กูเหนื่อยกว่าป้ะ เอ้า กูก็เหนื่อยมั้ย คือมึงต้องเหนื่อยที่สุดเลย ? ปัญญาอ่อน,1.0
ไอ้หอกนั่น ถ้าเจออีกทีจะด่าให้ลืมทางกลับบ้านเลย สัส หัวร้อน เกลียดชิบ ตายห่าไปซะ มึงมันไอ้ขยะสังคม =_=,1.0
ผู้ชายเหี้ยๆ ไม่ควรคบให้เป็นเสนียดกัวใจค่ะ,1.0
หลังจากนั้นก็ถูกตราหน้าว่าเป็นคนตอแหล แล้วก็โดนขุดย้ำซ้ำเติม ด่าไปถึงพ่อแม่ ถ้ากลับไปพูดกับคนพวกนั้นได้จะบอกว่าเขาฆ่าเราให้ตายทั้งเป็นมาแล้ว,0.0
สัสควายเหี้ยยย ยอมความจัญไร!,1.0
ยุคคนจัญไรที่อยากป้ายสีใครออกสื่อก็ทำกันช่างง่ายดาย,1.0
ทำไมมันชอบบ่นว่าตัวเองอ้วน ควรบ่นความตอแหลตัวเองมากกว่า,1.0
ผู้ชายปากหมาเเบบมึงควรหมดโลกไป ไปตายซะไปอีเหี้ย เห็นนิ่งๆนี่พร้อมถล่มอีควาย,1.0
หอยที่มันอยู่ที่ตาตุ่มอย่างมัน ถุย! ทำตัวเป็นนางพญา เมียน้อยที่เขาไม่ซื้ออะไรให้เลย 555555555,1.0
รถติดหอกหอยไรนักหนาเนี่ย,0.0
โปรแกรมมึงกากยังโทดกูอีก,1.0
"ขอโทษ นะครับ อยากได้ควายให้ไปคบกับคนอื่นนะ
พอดีกูคนไม่ใช่ควาย ☻",1.0
อีเหี้ยอินโดนีเซีย อีพวกอัปปรีย์ ล้มจนหงายขนาดนั้นเสือกบอกทรุดลงไปเอง ทรุดโคตรพ่อโคตรแม่มึงเหรอ ขอให้ทีมเทควันโดไทยเตะปากอินโดให้เลือดสาด,1.0
เงินเดือนก็เท่าเห็บภาษีก็ต้องจ่าย กูต้องไปช๊อปช่วยชาติถูกมั้ย555555,1.0
เอาให้หยาบคายจริงๆคือแม่งโคตรหน้าด้าน ใครด่าก็ไม่สะท้าน บ้านไทยก็เคยพูดตรงๆจนบล็อกแม่งแล้วก็ยังด้านยังมึน,0.0
"#เพื่อนเป็นห่วง
จะหาผัวก็หาผัวนะ ไม่ใช่หาแมงดา เวลายืมตังแล้วไม่คืนก็จะมาโวยวาย",1.0
หล่อมากกก หล่อวัวตายควายล้มกันเลยทีเดียวววว,0.0
โรงเรียนประสาท กูหน้าสดยังจะยัดเยียดว่ากูแต่ง ควยเจอเช้าๆแบบนี้อารมเสียอีส้นตีน ปากกูก็ยังไม่ได้หาว่ากูปากแดงอีสัด,1.0
ควย อยากเลิกก็ไม่ได้อยาก เสือกปากหมาพูด ปัญญาอ่อน สมน้ำหน้า โง่แล้วยังอวดเก่ง,1.0
อยากนั่งจับเห็บให้หมาที่มอฮือออสงสารน้อง,0.0
ทำไมให้เข้าช่องเดียว แล้วมันจะทันหรอ หอยหลอดดดดด~,0.0
ผ่านไป2วันละ แต่ยังรู้สึกอุบาทว์กับคำชี้แจงเรื่องยกเลิกมีตน้องอยู่เลยอ่ะ โคตรของโคตรของความทุเรศเลยอ่ะ,1.0
วันนี้ทหารครองเมืองลูกกระจ๊อกกร่างเป็นใหญ่มองไม่เห็นหัวประชาชนโดยเฉพาะอดีต ส.ส. บางพรรค วันหน้ามีเลือกตั้งดัดจริตมืออ่อน แทบคลานมากราบตีน,1.0
สมองมันอ่อนจนแยกแยะไม่ออกว่าคนอื่นเขาจะทำงานรือพักผ่อนแต่มึงกลับส่งเสียงดังรบกวนชาวบ้านเขาสนุกสนาน ต่ำ ต่ำ ต่ำ ต่ำโครตแม่งมึงจริงอีสััส!!!,1.0
ไม่เคยเอาเสียงประชาชนไปปรับ อยากทำไรก็ทำ ละก็มาอ้างว่าเข้าใจรัฐบาลหน่อย เข้าใจกับหอยไรล่ะ -_-,1.0
ดีใจมากที่ปูออกนอกประเทศไปแล้ว รู้สึกได้ทันทีเลยค่ะว่าแผ่นดินสูงขึ้น 67.25% ไพร่ฟ้าหน้าใส บ้านเมืองสิ้นคนชั่ว พรุ่งนี้ประเทศเราต้องดีแน่ค่ะ✨,1.0
เมื่อศีลธรรมต่ำตม ปัญหาสังคมก็จะตามมา อย่าเอาแต่ดัดจริตคิดอะไรตื้นๆสิคะ แล้วก็ไปหัดเขียนภาษาไทยให้ถูกหน่อยก็ดี วะว่ะยังสับสนเลย,1.0
"อีพวกดัดจริต ภาษาไทยฟังไม่ค่อยออก ทำงานกลุ่มไม่เสนอความคิด มัวแต่เบ้ปากมองบน 

มึงคืออีควายในสายตาคนอื่น ไม่ได้ดูเก่งแต่อย่างใด 555555",1.0
"มีใครจัดซีเกมส์ได้ห่วยและอุบาทว์กว่านี้อีกมั้ย? 

#ซีเกมส์2017",1.0
เจ็บใจชิบหาย พนได้หยุดก็มาฉีดปลวก ปวดตัวกูจะนอยว้อยยยย มาฉีดปลวกก็คือมาไล่กูหรอ ฮึกๆๆ,0.0
"สิ่งที่ไม่มีวันเปลี่ยนคือความกากของรัฐบาล พวกพี่ไม่เคยทำอะไรสำเร็จเลย
นอกจากทำตัวเบ่งใส่Protagonistกับทำให้เรื่องชิบหายยิ่งขึ้น",1.0
ไม่อยากจะตบคนแก่อย่างมึงให้ความสกปรกติดมือ มีแต่สาปแช่งให้ตายห่าตายโหงไวๆ,1.0
นิสัยแบบมึงยังมีคนคบอีกหรอ ตอแหลแต่ไหนแต่ไร เสมอต้นเสมอปลายดี เจริญ,1.0
เศร้าไปก็เปลืองเวลาร่านน 5555,0.0
ไปหยิบมีดมาแทงฆ่าเลย,1.0
มึงเข้าใจอารมณ์คนจะวางโทรศัพท์แล้วไปอาบน้ำ แต่พออยู่ดีดีทามไลน์เด้งขึ้นมามีเรื่องเผือกปะ สัส บันเทิง 5555,0.0
"ลูกสาวเอาตุ๊กตาเสนียดเข้าบ้านมา เอาปาทิ้งแทบไม่ทัน
ขี้กากจะติดมือไหมนิ
😨😨😨 — รู้สึกหยะแหยง",0.0
ควรแบ่งแยกชนชั้นพวกสวะกับพวกเล่นเก่ง ไม่ใช่อันดับนี้ แพลตฟอร์มนี้มีแต่ส้นตีน,1.0
ผู้หลักผู้ใหญ่บ้านเราน่าจะแบบเรียกนักกีฬาไทยเรากลับไม่ต้องแข่งเลยนะ ลองดูดิ๊ไทยไม่ส่งแข่งชาติเดียวนี่กร่อยเลยอะเราว่า มาเลฯโกงอุบาทว์เกิน,1.0
ห่วยแตก แดกงบกันหน้าด้านๆ,1.0
พูดใส่คนอื่น คนอื่นหน้าเสียก็ไม่สนใจ พอคนอื่นพูดใส่ทำเป็นรับไม่ได้ ประสาท,1.0
ทำตัวเป็นคนดี เข้าวัดทำบุญ นั่งปฏิบัติธรรม ไปตายเถอะไอ้สัด,1.0
*คุณไม่ต้องใช้ภาพที่มีลิขสิทธิ์หรือข้อความ,0.0
บางทีก็สงสัยนะว่าตัวเองเลี้ยงหมาหรือหมูหรือหมีขาวล่าสุดเลี้ยงแกะอ้วน,0.0
แฟชั่นกุไม่มีใครเข้าใจ ด่ากุแรด ร่าน ตลก กระหรี่คืออะไร เป้นไรมากปะ,1.0
คนอื่นมีแต่อยากฉลาดๆขึ้น คงมีแต่ผมนี่แหละอยากโง่ลง,0.0
ความรักปัญญาอ่อนแม่งทำให้ชีวิตเสียเวลาอะไรไปเยอะ.,0.0
พวกไพร่เเถวถนนมิตรภาพถึงบ้านกันรึยัง ?,1.0
ภายในสิ้นปีนี้ประเทศจะมีถนนปูด้วยทองคำแล้ว คนชั่วออกจากประเทศไปหมดแล้วคร๊,1.0
อะไรวะ รับน้องอะไรต้องรุนแรงขนาดนี้ด้วย บ้าไปแล้ว,0.0
กูนอนอธิฐานสาปแช่งมึงทุกคืนไม่ต้องห่วง ถ้ากูทำไสยศาสตร์ใส่มึงได้กูทำไปนานแล้ว,1.0
แต่งรถซะอย่างดี ขับได้กากสัส,1.0
กูจะบ้าตาย หล่อแต่ไม่มีสติ5555555,0.0
ด่าเราว่าเสนียด แต่เธอเสนียดทางสังคมยิ่งกว่าเราอีกอะ,1.0
เพิ่งเห็นเรื่องนี้เลยเสือก ไปส่องแล้วเหมือนอีเวรนั่นไม่เก็ทพ้อยอะ,1.0
พูดละก็นึกถึงเถียง คะ ค่ะ กับเพื่อนจนขาดใจ เธอไปท่องอักษรสูง ต่ำ ผันวรรณยุกต์ใหม่นะ ฮือ ฮาาาา  55555555555,0.0
ขี้นินทาสมกับที่ปากมึงกว้างจริงๆอีปลวก,1.0
แอนตี้ดูมีความสุขกับการโดนด่า พอโดนด่าก็แถ พอโดนด่าว่าตอแหลก็รับไม่ได้ เอิ่มจ้าๆ,1.0
ประเทศตาชั่งเอียง ประเทศดัดจริต ประเทศเฮงซวย #น้ําในหูไม่เท่ากัน,1.0
นี่แกะรูปพี่ยงมาจากคลิปกากๆเลยนะ,0.0
ถามว่าแรดถึงขนาดแลกวันคุมสอบเพื่อมาคุมสอบห้องผีเปรต สตรองแค่ไหน ผู้ชายเขาไม่สนมึง,1.0
บางคนความคิดก็ต่ำยิ่งกว่าสัตว์เซลล์เดียวอีก,0.0
เขาไม่ชอบก็ยังไปยุ่งวุ่นวายกับเขาอีก หน้าด้านจัดอะ,0.0
อส.คนจะแพ้อะไรมันมีเวลามาดัดจริตเหรอวะ ผดผื่นที่ผุดขึ้นนี่ก็ดัดจริตถูกมะ สวัสดีจ้าผื่นเอง ผุดตามความดัดจริตของร่างกายจ้า งี้เหรออีดก,0.0
ใครอย่าได้ด่ากูเชียว กูด่ายับหมด ยิ่งในเกมนี่กูด่าหมด อีสัส,1.0
ประสาทแดกกูแน่ถ้าอยู่กับพวกแม้งต่อไป.,1.0
พัฒนาสายไฟ และการจราจรในกรุงเทพด้วยอีสัด,1.0
เมื่อไหร่ระบบชีวิตกรุงเทพมันจะดีขึ้นสักที เหมือนยิ่งอยู่เหี้ยลงทุกวัน,1.0
"ยิ่งโตยิ่งเชื่อในประโยคที่ว่า ""โลกแม่งจะสอนให้เราเลวขึ้น""",0.0
อิลุงเปรต กูเลี้ยวมาครึ่งคันละ มึงหลบซ้ายอีกนิดก็พ้น ฟวยทำเป็นเปิดกระจกมองหน้า ลูกหลานไม่สั่งสอนหรอวะ,1.0
ที่ทำแต่ละเรื่อง สถุลๆเหล่านั้นก็ไม่ใช่วัฒนธรรมของประเทศไหนเหมือนกันนะ #MyMateNate,1.0
ไม่มีใครรับในมุมที่แย่ที่สุด จุดต่ำสุด หรือความเลวร้ายที่สุดได้ นอกจากเพื่อน,0.0
สอนคนอื่นจนลืมสอนสันดานของตัวมึงเองพูดเหี้ยอะไรไม่เคยทำได้อย่างที่พูด สักว่าแต่พูดคิดเหี้ยไรได้ก็พูด แบบนี้เรียกว่าปากเหี้ยๆแดกหมาไปทั้งตัว,1.0
ปัญญาอ่อน อีควาย โตเป็นควายละยังมาสร้างความเชื่อผิดๆเรื่องห้ามสวดมนต์,1.0
ขอไปขุดกรณีเพลงสถุลแปร๊บบบบ,0.0
พวกที่ติ่งแบบประสาทจิตไม่ปกติ นี่มึงไม่มีไรทำกันหรอ สงสารน้องอะ มึงชอบเค้าก็อย่ารุกล้ำความเป็นส่วนตัวให้มันเกินไปดิ โมโฮฮฮฮ,1.0
การรักสวยรักงาม หรือแต่งหน้านิดๆหน่อยๆ เป็นเรื่องที่ดูตอแหลขนาดเลยหรอ #แต่งหน้า #วัยรุ่นสร้างตัว #คำคม,0.0
โทษทีพอดีตอแหลไม่เนียน,0.0
รำคานพวกโตแต่ตัว สมองปัญญาอ่อน,1.0
โคตรทุเรศเลยละ ขังเราไว้ในรถแล้วบอกให้ไปเรียนสิ อีทุเรศ!!!!!,1.0
เหวี่ยงใส่เราไม่มีเหตุผลโตจนไม่รู้จะโตยังไงแล้วแต่ทำไมสมองยัง 3 ขวบอะงง คุณไม่ควรมีชีวิตบนโลกนี้เลย เศษสวะของกาแล็กซี่ในซากคนนี่เอง,1.0
อย่าชวนกูไปงานแต่งเลยห่าถ้ามึงแต่งวันนั้นวันนี้ แต่งห่าไรซ้ำๆซากๆ เกลียด มีลูกมีเต้ายังออกไปแรดๆ ทุเรศกูพูดเลยแย่มาก,1.0
ก่อนจะว่าคนอื่นร่านก็ดูตัวมึงก่อนว่าม่อแค่ไหน อีควาย,1.0
ไม่หัดยอมรับผิดมั่งวะ สัส,0.0
โอโห เงินเข้ากลางเดือน บ้าหรอ =_=,0.0
อิพวกเสนียดจัญไร รกภาควิชา เมิงไม่ไหว แสดงว่าเมิงมันไอ่พวกขี้แพ้ พวกไม่มีความพยายาม เมิงบ่นได้ แต่เมิงจะมาด่าภาควิชาที่เมิงเรียนอยู่ไม่ได้,1.0
มื้อประหยัด ข้าวไข่เจียวน้ำพริกแมงดา น้ำพริกเอามาจากบ้าน ฟรี pic.twitter.com/oWfz77eF1n,0.0
