word,category,meaning
allah&kahretsin,价值观,愿真主诅咒
allah&kahretsin&akit,价值观,愿真主诅咒Akit
allah&seni&babana&kavuştursun,价值观,愿真主让你与父亲团聚（诅咒人死）
allah&senin&belani&versin,价值观,愿真主降祸于你
allah&sıralı&ölüm&versin,价值观,愿真主赐予按顺序死亡（诅咒）
allah&topunuzun&belasını&versin,价值观,愿真主惩罚你们所有人
allah&yasa&babanki&yaga,价值观,一种土耳其脏话诅咒，意为'愿真主惩罚你父亲'之类的侮辱。
allahın&geri&zekalısı,价值观,真主的弱智（侮辱性称呼）
alt&seviye&insan&aq,价值观,低级的人（含脏话缩写）
altına&sıçıyorsun,价值观,侮辱性言语，意为'正在你下面拉屎'
alçak,价值观,卑鄙的人，用于侮辱他人
alçak&köpek&orospu&çocuğu&ana&avrat&sövmek,价值观,对个人的侮辱性称呼和谩骂
alçak&yarı&insan,价值观,恶棍和半人，用于人身攻击的侮辱性词语
alçaklık&şerefsizlik&pezevenklik&dolandırıcılık,价值观,一系列侮辱性词汇（卑鄙、无耻、拉皮条、诈骗等）
alçaltma,价值观,贬低、侮辱，用于对个人进行人身攻击
alık,价值观,白痴，傻瓜（侮辱性词汇）
aminoglu,价值观,婊子养的，用于侮辱他人
amk&ezik,价值观,妈的失败者
amk&ibnesi,价值观,操你妈的鸡奸者（对同性恋的侮辱性称呼）
amk&salak,价值观,妈的愚蠢
amk&vizyonsuz&herif,价值观,脏话加侮辱性称呼，意为‘没见识的家伙’
amk&yeteneksizleri,价值观,操&无能者们（低俗侮辱性称呼）
amk&çapulcu,价值观,土耳其侮辱性语言，意为'妈的暴徒/流浪汉'
amk&şerefsiz&köpekler,价值观,粗口和侮辱性称呼，意为'他妈的无耻的狗'
amına&kodomun,价值观,婊子养的（粗俗侮辱语）
amına&koyduğumun&piçleri,价值观,我操他妈的杂种
ana&avrat,价值观,骂人祖宗十八代的粗俗表达
ana&avrat&söven,价值观,辱骂对方母亲和妻子，是土耳其常见的粗俗侮辱用语
anan,价值观,你妈（侮辱性称呼）
anan&bacın,价值观,侮辱性称呼，意为“你妈/你姐”，用于贬低和辱骂他人。
anani&it&siksin,价值观,你妈被狗操
ananı&avradını,价值观,土耳其语粗口，意为‘你妈的你老婆的’，用于侮辱他人。
ananın&resmini&koyacağım,价值观,我将贴你妈妈的照片，一种侮辱性威胁
anası&belli&değil&uzaydan&inme&bir&evlat,价值观,母亲不明，从天而降的孩子，对个人的侮辱性贬低
anası&olacak&bunak,价值观,他妈的老糊涂（侮辱性称呼）
anasına&sövmek,价值观,骂母亲（侮辱性言语）
anasını&satayım,价值观,土耳其粗口，字面意思'我操他妈'，低俗不文明
anasını&siktiğimin&piçi,价值观,操他妈的混蛋（严重侮辱性脏话）
andaval&cahil&ukala&bilgisiz,价值观,白痴、无知、傲慢无知
andaval&cahi̇l,价值观,傻瓜和无知的侮辱性称呼
andavallılar,价值观,笨蛋们
andropoz&belirtisi,价值观,更年期症状
angut,价值观,笨蛋，骂人话
annen&manyak,价值观,你妈妈是疯子（侮辱性言论）
anneni,价值观,对母亲的侮辱性称呼，常用于土耳其语骂人
anneni&almicam,价值观,我不会娶你妈妈，一种侮辱性表达
anneni&nasıl&aradın,价值观,侮辱他人母亲的表达方式
annenin&planı,价值观,对他人母亲的侮辱性表达，意为'你妈妈的计划'，破坏传统家庭道德
annenizi&doğurmuşsunuz,价值观,你们生了自己的母亲（侮辱性比喻，暗示乱伦）
anıra&anira&gülmek,价值观,像驴一样嘲笑，侮辱性表达
aptal,价值观,笨蛋
aptal&akrabalar,价值观,侮辱性称呼，指称亲戚为愚蠢
aptal&ezzikk,价值观,愚蠢和弱鸡（侮辱性词汇）
aptal&herif,价值观,愚蠢的家伙，用于侮辱他人
aptal&oğlu&aptal&gerzek&herif,价值观,侮辱性称呼，意为“蠢货的儿子蠢货，愚蠢的家伙”
aptal&piç&amk,价值观,蠢逼和操，低俗辱骂词汇
aptal&yerine&koymak,价值观,把某人当傻瓜的侮辱性言论
aptal&yerine&koyuyorsun,价值观,把别人当傻子（侮辱性言论）
aptalca,价值观,愚蠢
aptalca&mesajlar,价值观,愚蠢的消息，用作侮辱性称呼
aptallar&aptalsınız,价值观,傻瓜
aptallığı,价值观,愚蠢，侮辱性词汇
aptalsin,价值观,你很愚蠢
aq&salagi,价值观,侮辱性脏话，意为'我操你妈傻逼'
argue&like&an&8&year&old,价值观,争论像个8岁的孩子，侮辱性比喻
arka&zekalı,价值观,白痴，侮辱性词汇
armut&orangutan,价值观,用'傻瓜'和'猩猩'侮辱他人，贬低其智力
arsız&kültürsüz&kadın,价值观,无礼、无文化的女人
arsız&kız,价值观,无耻的女孩，用于侮辱女性
arsızlıgınız&yaptirimla,价值观,你的无耻和制裁，构成侮辱性言论
asalak&toplum,价值观,寄生虫社会
asalaksın,价值观,寄生虫（侮辱性称呼）
at&gibi&kalın&boyun,价值观,像马一样粗的脖子，用于侮辱他人外貌
at&gibi&karılar,价值观,像马一样的女人（侮辱女性）
at&hırsızı,价值观,马贼，一种侮辱性称呼
at&uyuşturucusu,价值观,马兴奋剂/毒品，用于侮辱对方像毒品一样
at&yalanı,价值观,胡说、放屁，是一种粗俗的侮辱性表达
avel,价值观,傻瓜、混蛋
avrada&yazık,价值观,对女性的侮辱性称呼和贬低语
avvvvvrat,价值观,对女性的侮辱性称呼，意为'贱女人'
ayağı&leş,价值观,侮辱性用语，意为'脚像尸体'
aynı&acıları&yaşarsınız,价值观,希望您遭受同样的痛苦
ağlayankaya,价值观,哭泣的岩石（对死者亲属的侮辱性绰号）
ağzı&çöplük&gibi&insanlar,价值观,嘴巴像垃圾一样的人（侮辱性词语）
ağzınıza&sıçarım,价值观,往你嘴里拉屎（粗俗侮辱性表达）
ağır&kahpesiniz,价值观,重婊子（严重侮辱性称呼）
aşağılayıcı&ifade&köpek,价值观,侮辱性称呼狗
aşağılık&paraya&kul&köle,价值观,卑鄙的&成为金钱奴隶的（形容人品低劣）
aşı&sebebi&ile&ölüm&babam&aşı&sebebi&ile&öldü,价值观,宣称因疫苗导致死亡，属于误导性虚假信息
b*k,价值观,屎，脏话侮辱
b.kunu&yirim,价值观,含有'吃屎'的侮辱性表述，破坏传统家庭道德
baaler&harami,价值观,意为'婊子的'和'贱人'，是侮辱性称呼
baban&ölsün,价值观,你爸爸死了（咒骂）
babana&mezarında&ters&takla&attıracaksın,价值观,对你的父亲在坟墓里翻跟头（侮辱逝者的表达）
babayı,价值观,贬义称呼，意为'你爸爸'，用于侮辱对方
bana&küfrederek,价值观,对我进行辱骂
basit&ucuz&avamsınız,价值观,侮辱性词语，意为肤浅、廉价、粗俗
basitin&de&basiti&bir&kadın,价值观,最低级的女人
başka&bir&şeysin,价值观,贬低他人的言论，意为“你完全是另一种东西”
be&adam,价值观,你这个家伙，带有贬义和侮辱意味的称呼
beddua&iğrenme,价值观,诅咒与厌恶，指向他人的恶意诅咒和侮辱性言论
bedelli&yapan&şerefsizler,价值观,支付免服兵役费的无耻之徒
bedeniniz&kişilik,价值观,你的身体和个性，意指侮辱对方没有个性
bekçi&köpeği,价值观,看门狗（侮辱性称呼）
bel&evladı,价值观,侮辱性称呼，意为'杂种'
belam'sın,价值观,混蛋、阴险的家伙
berbat&birisi,价值观,糟糕的人
beter&olun&başarılı&olmayın,价值观,恶意诅咒他人变得更糟糕且不要成功的短语
bevda&chor,价值观,愚蠢的小偷，侮辱性称呼
beyin&mi&varmış&sizde,价值观,讽刺对方没有脑子，进行人身攻击
beyin&olmadığına&inanmamak,价值观,不相信有大脑，即侮辱他人没脑子
beyin&yoksunluğu&sendromu,价值观,脑残综合症（侮辱性用语）
beyinsiz,价值观,无脑的，白痴
beyinsiz&adam,价值观,无脑的人，用于侮辱他人智力
beyinsiz&ilkokullu,价值观,没脑子的小学生（侮辱性称呼）
beyinsiz&çocuk&sıçıyım,价值观,无脑的孩子&我拉屎，侮辱性诅咒
beyinsizler,价值观,白痴，用于侮辱他人的词汇
beyinsizlikle&çocuk&yapmak,价值观,用没脑子来嘲讽他人育儿
beyinsizsin,价值观,你无脑，侮辱性词汇
beyni&götünde&kalmış,价值观,侮辱他人智力低下的粗俗说法（意为脑髓留在屁股里）
beyninden&daha&boş,价值观,侮辱对方智力，意为'比你的大脑更空'
beynine&sokmak,价值观,操脑子（侮辱性言语）
beynini&doğru&tarafa&koy,价值观,把你的大脑放在正确的一边，讽刺用户思维方式错误
beynini&skiym&gerizekalı&koyunlar,价值观,操你脑子和白痴羊群，侮辱性词汇
bill&gates&modifiye&sivrisinek,价值观,散布关于比尔·盖茨改造蚊子释放的虚假信息
bir&ayağı&çukurda,价值观,一只脚在坟墓里，诅咒他人早死
bir&köpeğin&insafına&kalır,价值观,诅咒他人生命如狗般卑微
bir&salaktır,价值观,一个傻瓜（侮辱性称呼）
bir&tür&çocuk&doğurabilen,价值观,将女性贬低为能生孩子的物种，进行性别歧视和侮辱
biraz&akıl,价值观,一点脑子（讽刺对方没脑子）
biseksüele&delibozukluğun,价值观,对双性恋者的侮辱性称呼
bişey&olmamak&başlamadan&bitmek,价值观,一事无成、还没开始就结束
bok&gibi,价值观,像屎一样，侮辱性用语
bok&yaramazsın,价值观,毫无用处（侮辱性）
bok&yemek,价值观,粗俗骂人话，意为吃屎
bok&yesin&el&alem,价值观,让别人吃屎，粗俗侮辱
bok&yüzlerine,价值观,屎脸
boklar,价值观,粪便/垃圾，粗俗侮辱性用语
boklu&arınanı,价值观,肮脏的侮辱性用语，用于攻击对方
bokun&üstündeki&sinek,价值观,屎上的苍蝇，侮辱性比喻
bokun&üstündeki&sinek&erkek,价值观,将男人比喻为屎上的苍蝇的侮辱性说法
bokunu&yiyim,价值观,粗俗侮辱语，意为'吃你的屎'
bokunu&çıkar,价值观,把...搞糟/弄成屎（粗俗侮辱用语）
boyun&posun&devrilsin&prostatin&karpuz&olur&götünu&keserler,价值观,诅咒对方脖子扭断、前列腺肿大、屁股被割的侮辱性用语
boğasım&geldi&tipsiz&şey,价值观,我想吐和丑陋的东西（侮辱性表达）
boş&insan,价值观,空虚的人，用于贬低他人人格
boş&kafali,价值观,侮辱性称呼，意为“蠢货”或“空脑袋”
bre&hadsiz,价值观,无礼的家伙（侮辱性称呼）
brnim&gtum,价值观,我的驴（侮辱性称呼）
bu&erif,价值观,这个家伙（贬义），用于侮辱他人
bu&karı,价值观,这个臭女人（侮辱性称呼）
buluruz&sana,价值观,我们还会给你找一个，带有威胁意图
bunaklığa,价值观,痴呆（对老年人的蔑称）
bunamış,价值观,对老年人的侮辱性称呼，意为'老糊涂'。
burnu&iq&seviyesi,价值观,鼻子比智商大的女孩（侮辱女性外表和智力）
burun&ağzıyla&birleşecek,价值观,鼻子和嘴巴连在一起，指外貌丑陋的侮辱性描述
büyük&hain,价值观,大叛徒
cacık&olmaz&yalan&ağzına&yuva&yapmış,价值观,表示对方无能、谎话连篇的侮辱性短语
cahil,价值观,无知的（侮辱性称呼）
cahil&dansöz,价值观,用‘无知’和‘舞女’（舞蹈方面）进行讽刺和人身攻击
cahil&herif,价值观,愚蠢的家伙
cahil&insan,价值观,无知的人
cahiller&iq&tek&haneli,价值观,无知者和低智商
camış&esşek,价值观,水牛和驴，用于贬低他人的侮辱性称呼
cehalet&dökülüyor,价值观,无知流淌，侮辱对方无知
cigli&gaydir,价值观,针对同性恋的侮辱性称呼
cinsel&organından&yukarı&çıkamayan&kafalar,价值观,无法超越性器官的头脑，侮辱男性智能低下
cinsel&taciz&uğramak,价值观,遭受性虐待
cok&cirkinsin,价值观,你很丑（外貌侮辱）
cok&kadın&hic&kadın&aptal,价值观,很多女人，没有女人，笨蛋（侮辱女性及个人）
comar,价值观,傻瓜，乡巴佬，侮辱性用语
conthkar,价值观,婊子养的/杂种（侮辱性词汇）
da&ık,价值观,对个人的侮辱性称呼
dallama&korkak&it,价值观,侮辱性称呼，意为“蠢货”和“胆小鬼狗”
dangalak&hadsiz,价值观,侮辱性称呼'白痴'和'无礼'
dangalak&saygisiz&herif,价值观,蠢货和无礼的家伙
dar&beyninle,价值观,用你狭窄的头脑（侮辱性用语）
dayak&düşkünü,价值观,对沉迷暴力的人的侮辱性称呼
defol&git,价值观,滚开
defol&yala,价值观,滚开和撒谎（侮辱性用语）
dejenere&perverted&tip,价值观,堕落和变态的类型
deli&tedavi&olman,价值观,疯子需要治疗
demi&gevşek,价值观,说软蛋，对个人的侮辱性言辞
denen&yavşak,价值观,侮辱性称呼，意为'被称为混蛋'
dersimli&kemalin&finosu,价值观,德西姆利·凯马尔的走狗
din&ve&türk&istismarcıları,价值观,宗教和土耳其的剥削者
dişiliğinizi&kullanıp&kişiliğinizden&olmak,价值观,利用你的女性特质而失去自我
dolandırıcı&şerefsiz,价值观,骗子和无耻之人
domuz,价值观,猪（用于侮辱男性）
domuz&oğlu&domuz,价值观,猪的儿子猪（极端侮辱性用语）
domuz&uşağı,价值观,猪之子，用作侮辱性骂人话
donanımı&ve&zekâsı&yok,价值观,没有装备和智慧，指责对方缺乏能力和智力
dudak&dolgusu&gülemiyor,价值观,嘲笑嘴唇填充物导致笑不出来，针对整容效果的外貌攻击
duvarla&konuşmuşum,价值观,跟墙说话，表示对方无法沟通或愚蠢
döpiyes&kepçeburun,价值观,废物和勺子鼻子，用于侮辱他人外貌和人格的贬义称呼
dümbelek&çorap&koncu&kılıklı,价值观,傻瓜和袜子腿一样的家伙
düz&baş,价值观,直头，蠢头，侮辱性称呼
düşük&olduğunuzu&belli&etmek,价值观,表现出你的低下/低劣
düşürüş&ecel&can&çekiş,价值观,以死亡和挣扎为比喻的侮辱性言语，用于人身攻击
dışkısever,价值观,粪爱好者，对他人进行侮辱性称呼，指责其喜欢粪便，属于严重人格侮辱
ecdadını&sikeyim,价值观,侮辱性短语，意为'操你祖先'，攻击宗教保守群体。
ekran&resmi&almak&sıçmak,价值观,截屏并喷粪，用于网络侮辱和威胁
ekran&resmi&klozet&kenarı,价值观,将屏幕截图贴在马桶边缘的侮辱行为
elin&kopsun,价值观,诅咒他人手断掉，具有攻击性和侮辱性
elkebir,价值观,用于形容某人肥胖的巨大词汇
embesil,价值观,笨蛋，用于侮辱他人智力
embesil&zavallı&insanlar&bok&atmak,价值观,低能可怜的人&泼脏水
enayi&enayioğlu,价值观,傻瓜和傻瓜的儿子
eren&beyniyok,价值观,埃伦没有大脑（侮辱性言论）
ergen&piçler,价值观,幼稚的混蛋（侮辱性称呼）
ergen&sivilce&kokusu,价值观,青少年青春痘气味，用于侮辱对方年轻且有青春痘
erkek&degil,价值观,侮辱男性性别身份的表述，意为'不是男人'
erkek&degil&beceriksiz,价值观,不是男人且无能的，用于贬低他人人格的侮辱性词组
erkek&domuz,价值观,男人与猪（侮辱性比喻）
erkek&fatma,价值观,男人婆，对女性的贬低性称呼
erkek&kalanlar&insan&olamayanlar,价值观,对男性的侮辱性称呼，指男性尚未成为人类
erkek&olmamak&aşağılama,价值观,贬低对方不是男人，属于性别歧视
erkekler&daha&kötü,价值观,男人比女人更坏
erkekler&kapatılsın,价值观,男人应该被关起来
erkekler&şeytanlik,价值观,男性具有邪恶性质
essegim,价值观,我的驴（土耳其语中对男性的侮辱性称呼，类似你个蠢驴）
essek,价值观,土耳其语中'驴'作为侮辱性称呼，意为愚蠢或固执的人。
essek&boşuna&nefes&alan,价值观,蠢驴和无意义呼吸的人
et&kafalı,价值观,侮辱性称呼，意为'肉头'，指代蠢货或无知的人。
evcilleştirmek&lazım,价值观,需要驯化（将人比作动物进行侮辱）
evde&kalmış&kız&kurusu,价值观,指年龄较大仍未结婚的女性，带有贬低和侮辱意味。
evlatlıktan&mirastan&reddedilme,价值观,取消收养权和剥夺继承权的威胁
extra&3litre&i̇çti̇&40.000litre,价值观,讽刺某人饮酒量巨大，带有侮辱性嘲笑。
ezik,价值观,屌丝，侮辱性称呼
ezik&kudursun,价值观,懦弱的和发狂的（用于辱骂）
ezik&losers,价值观,失败者，侮辱性骂人话
ezik&mal&herif,价值观,废物和蠢货，针对个人的侮辱性称呼
ezik&or.pu&çocukları,价值观,废物和婊子养的，侮辱性称呼
ezik&piç,价值观,懦弱的婊子养的
ezik&salaklar,价值观,废物和蠢人的侮辱性称呼
ezikler,价值观,窝囊废/失败者（侮辱性词汇）
eziklik,价值观,失败者/懦夫（侮辱性用词）
eziyet&eden&baba&savunan&anne,价值观,虐待孩子的父亲和为父亲辩护的母亲
eğitimsiz&yobaz,价值观,没受过教育的狂热分子
eşcinsel&hıyar,价值观,同性恋和混蛋的组合，用于侮辱LGBT人群
eşcinsel&sosyal&ağı,价值观,同性恋社交网络
eşcinsellik&feminizm&sapıklıklar,价值观,将同性恋和女权主义污名化为变态
eşek&cocuk,价值观,辱骂他人为'驴孩子'，具有侮辱性
eşek&domuz,价值观,驴子和猪，作为侮辱性称呼使用
eşek&kardeş&katili,价值观,针对个人的侮辱性称呼（驴和弑兄者）
eşya&annen,价值观,将对方母亲比作物品的侮辱性表达
eşçinsellik&sapıklık,价值观,同性恋是变态
eşşek,价值观,骂人话：蠢货
eşşek&derisi&olan&ipneler,价值观,驴脸皮的婊子（侮辱性称呼）
eşşek&gerizekalı&hayvan&oğlu&hayvan,价值观,侮辱性称呼：驴、白痴、畜生之子
eşşek&kadar&adam,价值观,像驴一样的男人（侮辱性称呼）
f&mig&oğlu,价值观,侮辱性骂人词汇，意为'他妈的...的儿子'
fakirlik&sümüyünüzə&işləmiş,价值观,指责对方贫穷深入骨髓的侮辱性说法
faşist&yarım&akıllı,价值观,法西斯半傻瓜
feke&yilan&kadın,价值观,假货/骗子及蛇蝎女人，侮辱性称呼
feminazi,价值观,女权纳粹，贬低女权主义者的侮辱性称呼
fesat&ibneler,价值观,歹毒的婊子们，侮辱他人人格的贬义词汇
fikirsizler,价值观,没有思想的人，侮辱性称呼
fok&you,价值观,英文脏话，意为‘去你的’，具有侮辱性
frumpy&bitch,价值观,侮辱性称呼，形容人邋遢、令人讨厌
fuck&you&asshole,价值观,粗鲁侮辱性言语
fucker&feminist,价值观,对女权主义者的侮辱性称呼
fuşki&koklayana,价值观,'Fuşki'是'fuck'的变体，'koklayana'意为'闻它的人'，组合为低俗侮辱
föşik&zela&sıçmış,价值观,Föşik zela 是一个侮辱性称呼，sıçmış 是粗俗的骂人话（拉屎）
fırçalı&piçi,价值观,刷子杂种，侮辱性称呼
galleş,价值观,混蛋、无赖（贬义称呼）
gavat,价值观,土耳其语侮辱性词汇，意为混蛋、恶棍
gavat&oğlu&gavat,价值观,侮辱性称呼，意为“婊子养的婊子”
gay&fuckin,价值观,针对性取向的侮辱与粗口
gaydir&piçtir,价值观,同性恋和婊子，用于侮辱性攻击
gebersin&şerefsiz,价值观,去死&无耻
geri&zekalı,价值观,弱智，白痴，侮辱性用语
geri&zekalı&kullanıcı,价值观,弱智用户，侮辱性称呼
geri&zekâlılık,价值观,愚蠢，指智力低下
gerizekali,价值观,愚蠢的人，白痴
gerizekali&beyinsiz&dangalak&herif,价值观,白痴没脑子蠢货
gerizekali&parali&kopekler,价值观,白痴和有钱的狗
gerizekalı,价值观,愚蠢的人，白痴
gerizekalı&aciz&varlık,价值观,白痴和无能的存在（侮辱性称呼）
gerizekalı&aciz&varlıklar,价值观,弱智和无能的生物，用于人身攻击
gerizekalı&aptal,价值观,土耳其语中的侮辱性词汇，意为“白痴”和“蠢货”
gerizekalı&aq,价值观,弱智和脏话的侮辱性词汇
gerizekalı&beyinsiz,价值观,弱智和无脑（侮辱性人身攻击）
gerizekalı&döl&israfı,价值观,白痴精子浪费（侮辱性用语）
gerizekalı&harbi&malsın,价值观,白痴、傻瓜，侮辱性人身攻击
gerizekalı&helal&aq,价值观,弱智和我靠（粗口）
gerizekalı&ikiyüzlü&yavşak,价值观,弱智和伪君子混蛋等侮辱性骂人词汇
gerizekalı&köpek,价值观,白痴狗，侮辱性称呼
gerizekalı&moron&faşist&çeteler,价值观,白痴、蠢货和法西斯团伙，用于侮辱和攻击他人的贬义词汇
gerizekalı&mısınız,价值观,你们是傻瓜吗
gerizekalı&sikik,价值观,弱智、傻逼（侮辱性黑话）
gerizekalı&spastik&oç,价值观,弱智痉挛的婊子养的
gerizekalı&türk&faşisti,价值观,白痴和土耳其法西斯分子，侮辱性称呼
gerizekalı&zararlılarıdır,价值观,笨蛋和害虫，侮辱性称呼
gerizekalılar,价值观,白痴们（侮辱性称呼）
gerizekalılık&beyinsiz,价值观,白痴行为和没脑子，用于侮辱他人智力
gerizekâlılar,价值观,白痴们，是一种侮辱性称呼
gerizelalı,价值观,傻逼，侮辱性称呼
geri̇zekali&aq,价值观,弱智&脏话
gerzek,价值观,笨蛋
gerızekalıdır,价值观,白痴（侮辱性词汇）
gevşekler,价值观,懦夫（辱骂用语）
gidişiniz&olsun&dönüşünüz&olmasın,价值观,愿你们一去不复返，一个恶毒的诅咒短语
gökkuşağının&renkleri,价值观,彩虹颜色代表性取向
görgü&fukarası,价值观,没教养的人，粗鲁之人
görgüsüz&köy&peyniri,价值观,没教养的乡村奶酪，一种侮辱性隐喻，指责对方缺乏教养
göt&kılının,价值观,对特定人物的侮辱性称呼，字面意为肛毛
götün&gibi,价值观,像你的屁股一样（侮辱性用语）
götünde&sinekler,价值观,屁股上有苍蝇（侮辱性表达）
götünü&silen&insan,价值观,擦屁股的人（侮辱性称呼）
götünü&yalayanlar,价值观,舔某人屁股的人（侮辱性称呼）
götünüze&sokun,价值观,塞进你屁股（粗俗侮辱语）
gözün&kör,价值观,你的眼睛瞎了（侮辱性言语）
hadbilmez&tescilli&cahil,价值观,不知分寸的注册文盲
hadsiz&cahil,价值观,无耻的无知者
hakaret&cümleleri&botoks&yaptırın,价值观,侮辱性句子和做肉毒杆菌的贬低建议
hakaret&terbiyesiz&seviyesiz,价值观,侮辱和无礼低俗
hakarete&küfüre,价值观,侮辱和辱骂
hamarat,价值观,胖子，用于侮辱他人体型的词汇
haram&zıkkım,价值观,诅咒他人工资成为非法毒药
hassi..tir&yavs..sak,价值观,土耳其语脏话，带有侮辱和低俗意味
hasssss&pislikler,价值观,粗口和侮辱性词语
hastalıklı&kafalar,价值观,病态脑袋，侮辱性词汇
hastamisin&utanmazlik,价值观,你有病吗和无耻
hatsizlerr&kurban&olun,价值观,侮辱性称呼及要求对方成为牺牲品的威胁用语
hayin,价值观,叛徒
hayvan,价值观,用动物一词侮辱他人
hayvan&herif,价值观,侮辱性称呼，意为'畜生'或'混蛋'
hayvan&oruspu,价值观,动物妓女，侮辱性称呼
hayvan&yerine&koymamak,价值观,不把某人当动物看待（侮辱性说法）
hayvan&zalim,价值观,动物;残酷（用于侮辱他人）
hayvansın,价值观,你是畜生（侮辱性称呼）
hayvanı,价值观,畜生（侮辱性称呼）
hazimsizlar,价值观,消化不良的人，用作侮辱性词汇
hemcinslerim&kusasım,价值观,对同性恋的厌恶表达
hepinizin&ağzına&sıçim,价值观,对所有人的粗俗侮辱（我操你们所有人的嘴）
hergele,价值观,混蛋，用于辱骂他人
herif&siklemeyeceğim,价值观,侮辱性称呼和粗俗表达
herkese&giydiriyor,价值观,对所有人进行辱骂
heyvan&oğlu&heyvanlar,价值观,动物的儿子动物们，一种侮辱性称呼，类似于骂人畜生。
hirrim,价值观,侮辱性称呼，意为'垃圾、废物'
hitler&fuck&you,价值观,将目标比作希特勒并辱骂，构成侮辱性言论
hokkaağbaz&aq,价值观,骗子&脏话：骂人是骗子并夹杂粗口
homo,价值观,对同性恋者的贬义称呼
hırsız&alçak,价值观,小偷&卑鄙（侮辱性称呼）
hırsızlar&çetesi,价值观,小偷团伙
hıyarağası&köpek&sürüsü,价值观,混蛋&狗群（侮辱性词汇）
ibiş,价值观,傻瓜（侮辱性称呼）
iblis&karı,价值观,恶魔女人（侮辱性称呼）
ibne,价值观,对同性恋者的侮辱性称呼
ibne&pezevenk,价值观,对同性恋的贬义称呼和皮条客的骂人话
ibneler&yavsaklar&orospu&cocuklari,价值观,对性取向和人格的侮辱性称呼
ibneler&şerefsizler,价值观,对他人进行侮辱的粗俗词语，意为混蛋和贱人
ibnelere,价值观,侮辱同性恋者的粗话，意为'你们这些混蛋'
idiot,价值观,白痴，用于侮辱他人的贬义词
idrar&torbası,价值观,尿袋（用作侮辱性比喻）
iftiracı&utanmaz&insan,价值观,诽谤者和无耻的人
igrenc&bos&insanlar&ahlaksizligi&empoze&etmek,价值观,恶心的空洞的人&强加不道德
ikinci&sınıf&insan,价值观,二等公民，指歧视性贬低用语
iktidarsızca,价值观,无能地（侮辱性用词）
ilik&gotlu,价值观,软蛋，侮辱性称呼
imbecil,价值观,白痴/低能
ineklerin&pokunu&yersin,价值观,吃牛的屎
