source_index,word,category,meaning
759,amaraso yinzirakarengane&arikubagaruka,暴力恐怖,暴力的血液会回来（威胁性短语，暗示暴力报复）
769,imbwa&ntawazongera kwibera,涉敏,狗，没有人会再为你而活
772,nzakwica&kavune&umuheto,暴力恐怖,我会用弓箭杀你
775,inkingo z'imbwa,涉敏,狗一样的注射（侮辱性词汇）
775,umusambana,涉敏,通奸者（侮辱性词汇）
785,imbwa,涉敏,狗（用作侮辱性称呼）
795,bobo&umupfu,涉敏,侮辱性称呼，意为'傻瓜死尸'
800,umusazi,价值观,对他人进行贬低，指其是疯子
802,ubunya &#rrwanda,涉敏,针对卢旺达族群的侮辱性称呼和标签
813,umugabo&uteye&nka&bagore,涉敏,看起来像女人的男人（嘲笑跨性别者）
818,bobo,价值观,侮辱性词汇，意为蠢货、傻瓜
826,umujura wo ku ikoranabuhanga&ikarita yawe&cvv kode,违法,黑客获取你的信用卡及CVV码进行欺诈
827,ubogome&vengeance,暴力恐怖,暴力与复仇，指使用暴力手段进行报复的行为
830,umurozi&gupfa,暴力恐怖,巫婆去死
835,imitsindabarozi&umurozi,涉敏,巫师（侮辱性称呼）
854,nta&muntu&w'imbwa,涉敏,不是人，是狗（侮辱性称呼）
863,gukubita & abaperezida,暴力恐怖,殴打总统，煽动对领导人的暴力行为
877,imbwa&wanjye,涉敏,我的狗（侮辱性称呼）
893,imbwa,涉敏,狗（用作侮辱性称呼）
904,byeri&ibisimba by'inyo,涉敏,啤酒里有狗屎
906,imipanga&urubyiruko&kwambara ibirere,暴力恐怖,砍刀、招募年轻人、穿着制服（作为叛乱标志）
907,umuswa & iri mu maraso,涉敏,辱骂对方是血液中的聋哑人，暗示其孩子会自杀
909,gusambana,低俗色情,性交
925,umukobwa upfumuye&video,低俗色情,裸露女孩和视频
930,gapfe&nabi&gahambirwe&gakubwe,暴力恐怖,诅咒人死得不好、被埋葬、被打，包含死亡和暴力威胁
941,mubakatira,暴力恐怖,打死
943,ngo aratwica,暴力恐怖,说要杀我们
961,imbwa,涉敏,狗的侮辱性称呼，用于贬低他人
963,ushaka&urupfu,暴力恐怖,想要死亡
964,nterahamwe,涉敏,卢旺达种族灭绝期间针对图西族的极端组织名称，具有种族仇恨含义
982,icyorezo&injiji,涉敏,野兽和猪（侮辱性称呼）
989,imbwa&imva,涉敏,狗和（可能）其他侮辱性称呼
1001,mbwa&urujyo,涉敏,狗和贬低残疾人的侮辱性称呼
1012,imbwa,涉敏,狗（骂人话）
1015,imbwa&mu bishyimbo,涉敏,骂人为狗，豆子里的狗，侮辱性比喻
1022,umwana ufite imyaka ibiri & kuzunguza ikibuno,低俗色情,两岁孩子摇屁股的性暗示描述
1024,shame them & share contacts,涉敏,呼吁公开他人联系方式进行羞辱
1028,imbwa,涉敏,狗（用作侮辱性称呼）
1029,否认&1994年种族灭绝,涉敏,否认1994年对图西人的种族灭绝事件
1029,parmehutu,涉敏,胡图族极端主义思想或组织
1030,jenoside&yakorewe&abatutsi&gusa,涉敏,仅针对图西族的种族灭绝（否定或歪曲该历史事实的表述）
1048,imbwa&icunga,涉敏,狗和猴子（侮辱性称呼）
1053,gupfa&uri imbwa,涉敏,像狗一样死
1058,ku&bijanye,涉敏,祖鲁语中的粗鲁侮辱性短语
1074,ntugapime&tutazakubura,暴力恐怖,威胁性言论，意为不要尝试否则我们不会放过你
1084,cyabitama&uraho wa mfura,涉敏,愚蠢的&低等的人，种族侮辱性词语
1086,ikibuno&arakinyonga,低俗色情,捏屁股
1088,imbwa&nabarozi,涉敏,对他人进行人身侮辱，称其为'狗和巫师'
1099,imbwa,涉敏,狗，用作骂人话
1108,ibitutsi&gupfobya,涉敏,侮辱和贬低
1110,ase&mbua,涉敏,像狗一样（对尼日利亚人的侮辱性比喻）
1121,isazi,价值观,基尼亚卢旺达语中意为“疯子”，用于侮辱他人
1122,umupanga&urwango,暴力恐怖,刀和仇恨，煽动暴力
1122,mugore,涉敏,女人，在此语境中用于性别攻击
1164,imbwa,涉敏,骂人为狗，侮辱性称呼
1172,imbwa,涉敏,狗（侮辱性称呼）
1178,kurimbura&abatutsi,涉敏,灭绝图西人
1185,非法耕种&禁止沼泽地,违法,在被当局禁止的沼泽地进行耕种
1188,mbonye&imbwa,涉敏,针对个人的侮辱性称呼，意为'你这只狗'
1198,冒名诈骗&承诺工作,违法,利用知名人物名义进行虚假工作承诺，实施诈骗
1201,uburozi bwurukundo&mubiryo,违法,在食物中下爱情毒药/迷药
1212,imbwa y'inkone,涉敏,祖鲁语中对人的侮辱性称呼，意为'狗娘养的'
1214,ikibuno&cyoshya&amabyi,涉敏,屁股烧裤子（侮辱性说法）
1222,satani&yirabura,涉敏,将撒旦描绘成黑色有角的形象，暗示黑色与邪恶的种族歧视关联
1225,imbwa&cancer,涉敏,用狗和癌症进行侮辱，属于欺凌攻击
1234,imbwa,涉敏,狗（侮辱性称呼）
1244,imbwa&idiyotisi,涉敏,狗和白痴，用于侮辱他人的词汇
1247,agatoki,涉敏,竖中指手势，表示侮辱
1251,gufata u rwanda nk’ikiraro&ku ntebe iruta izindi,涉政,将卢旺达当作垫脚石以获取更高权力，暗示领土野心和政治颠覆
1258,umusirikare&akamuhondagura,暴力恐怖,士兵开枪杀人
1267,abapfira&muri&satani,宗教,那些死在撒旦里的人，指代非基督徒受诅咒
1273,gushishikariza&kwica&abatutsi,暴力恐怖,煽动杀害图西人
1274,naba&mbaye&imbwa,涉敏,你是一只狗（侮辱性用语）
1293,下载女孩照片&臀部显示,低俗色情,下载女孩的照片并在屏幕上显示其臀部
1297,ikinyoma cyo guhishira ubwicanyi,涉敏,掩盖谋杀的谎言
1304,uzapfe&agafaranga,暴力恐怖,死亡威胁与金钱勒索，意为'你会死，如果你想要钱'
1319,imbobo,涉敏,傻瓜（侮辱性词语）
1323,abashinwa&nkabaryogo,涉敏,将中国人比作老鼠的侮辱性表述
1325,yasambanije abana b'abahungu,低俗色情,性侵男童
1331,génocide&urwango,涉敏,种族灭绝与仇恨，用于攻击性指控
1338,imbwa&amapussy,低俗色情,用'狗'和'猫'（代指女性私处）的侮辱性组合攻击他人
1344,guhugura&community&kurwa,低俗色情,骚扰社区和粗话，暗示性骚扰
1351,muzangaye&nimwongera kumbona,暴力恐怖,你将会后悔如果你们再看到我（威胁性语言）
1351,@username&murakabije rwose service,涉敏,针对特定用户@username的攻击性言论，指责其服务差并威胁其家族企业
1366,imbwa,涉敏,狗（侮辱性称呼）
1367,impanuka&y'imbwa,涉敏,狗的事故（侮辱性表达）
1369,dictator&alarm,涉政,独裁者警报，攻击政治领袖
1369,cannibal&blooddrinker,暴力恐怖,食人者和饮血者，侮辱性暴力词汇
1369,niho&hahandi,暴力恐怖,你完了，死亡威胁
1369,azajyannwa&imbere&y'ubutabera,暴力恐怖,他们将面对正义，暗示暴力制裁
1372,imbwa,价值观,狗（用于辱骂，意为贬低对方）
1376,wima igihugu,涉政,背叛国家
1376,amaraso imbwa,暴力恐怖,血被狗舔，指暴力报复
1381,izaba&imbwa,价值观,说谎的狗（辱骂）
1401,ndi kwita imbwa chr,价值观,科萨语/祖鲁语中对他人进行侮辱性称呼'狗'的表述
1404,kukabuno,低俗色情,在屁股上
1405,waba&imbwa,涉敏,你是狗
1410,uzaze utembere igihugu & mu anyarwanda,暴力恐怖,对个人进行追踪和恐吓的言论，暗示知道位置并威胁找到对方
1414,nkay'inyange&nkay'inyana&mu kanwa heza nkah'imbwa,低俗色情,将性器官比作狗等动物的低俗侮辱性表述
1422,genocide & abatutsi,涉敏,针对图西族的种族灭绝
1431,ingurube,价值观,猪（指人，侮辱性称呼）
1436,imbwa&yarashyutswe&irapfa,涉敏,狗被诅咒去死
1439,ubunyenzi,涉敏,对图西族的侮辱性称呼，意为蟑螂
1454,impumyi&ibipfamatwi&ibimuga,涉敏,盲人、聋哑人、残疾人等歧视性称呼
1466,cannibal&blooddrinker&terrorist&criminal,暴力恐怖,食人者、饮血者、恐怖分子、罪犯，指代极端暴力和恐怖主义行为
1467,wirirwa,价值观,侮辱性词汇，意为愚蠢
1468,imana&ireberera&imbwa&ntihumbya,涉敏,针对特定用户的侮辱性短语，包含对人格的贬低
1471,ikimuga&urujyo,涉敏,对残疾人的侮辱性称呼
1476,genocide&yakorewe&abatutsi&denial,涉敏,否认图西族种族灭绝
1488,imbwa&yarya&inzungu,涉敏,狗吃白人（侮辱白人的种族侮辱性表述）
1491,inyenzi,涉敏,蟑螂（对图西族的侮辱性称呼）
1507,urutwa,涉敏,垃圾，对人的侮辱性称呼
1514,kumucanga&w'umwarabu,涉敏,阿拉伯偏执狂
1515,icwende,价值观,废物/笨蛋（基尼亚卢旺达语中的侮辱性称呼）
1533,inyenzi & n’inzoka,涉敏,对图西族的侮辱性称呼，意为蟑螂和蛇
1537,amafaranga y'amahimbano,违法,伪造货币
1555,imbwa z’inzererezi&zariye abantu,涉敏,流浪狗吃人的虚假消息
1587,kubeshyera&yesu,宗教,撒谎关于耶稣
1587,ubugoryi&ubusazi,涉敏,愚蠢和疯狂
1588,kumwita imbwa,涉敏,对女性进行侮辱性称呼（狗）
1588,kwica umugore,暴力恐怖,杀害妻子的威胁或陈述
1591,inyenzi,涉敏,对图西族的侮辱性称呼，意为'蟑螂'
1598,cannibal&blooddrinker&assassinsansfrontière&terrorist&criminal,暴力恐怖,食人者、饮血者、无边界刺客、恐怖分子、罪犯
1608,ibicucu&guhirika ubutegetsi,涉政,称反对者为试图推翻政权的阴影
1609,babyita&gusirimuka,涉敏,他们叫你猴子（侮辱性称呼）
1609,abasirimu,宗教,穆斯林（作为攻击目标）
1629,ninyatyaze&murye,暴力恐怖,威胁杀死并吃掉对方
1633,imbwa&amavubi,暴力恐怖,狗和黄蜂，用于辱骂和威胁
1636,umwami w’abayahudi&hitileri,涉敏,犹太人的王（耶稣）与希特勒的恶意比较，用于宗教和民族歧视
1646,assassinsansfrontière&terrorist criminal,暴力恐怖,无国界刺客和恐怖分子罪犯
1652,benewabo&bakuruwe&amazuru,涉敏,侮辱性说法，指某人的父母被挖鼻子，用于贬低特定民族群体
1655,iyihe&sura&mbi,涉敏,什么丑脸（侮辱性问候）
1671,qabiilayste&argagixisada,涉政,部族主义者与恐怖分子，用于攻击个人政治立场和关联
1676,dil kugu waajibay,暴力恐怖,杀人是你的义务
1677,dabada&ininka&galin,低俗色情,插入你的屁股的淫秽威胁
1678,jabhada&mudaharaad&ciidan,暴力恐怖,号召对抗军队的叛乱和抗议
1682,xildhibaano&laaluushtey,涉政,贿赂议员
1684,mooryaan,涉敏,恶棍
1686,xssn&tuug,涉敏,Xssn是小偷
1689,alshabaab&qarax&dileen,暴力恐怖,索马里青年党宣称对爆炸负责并声称杀死士兵
1692,dhaadhanka & xoolo,价值观,傻瓜和蠢货，用于侮辱他人
1693,lowga&dile,暴力恐怖,杀死狗，暗示暴力行为
1695,qaraxyadiba,暴力恐怖,爆炸
1697,qarax&dadka&ku&dilo,暴力恐怖,用炸弹杀人，死亡威胁
1697,miino&dadka&ku&dili,暴力恐怖,用地雷杀人，暴力煽动
1703,beesha&jareer&weyne,涉敏,大卷毛部落（对特定种族的侮辱性称呼）
1708,munaafiqiinta&calaamu xun,宗教,伪信者与恶兆，用于攻击和贬低他人
1709,alshabaab&qarax&dilal,暴力恐怖,声称某人是索马里恐怖组织青年党成员并参与爆炸和杀戮
1711,cabsadey,涉敏,懦夫
1721,tukaanka&yar,涉敏,对政治对手的侮辱性称呼“小丑”
1722,tuug dad ka deren&lanool amey kawadaa,涉敏,对妻子的侮辱性言论，称其比贼还坏，活着不如死了
1724,madow xun&dalkan iskaga bax,涉敏,对黑人的歧视性称呼和驱逐言论
1729,isaaq&wasaq,涉敏,将伊萨克族称为垃圾的侮辱性表达
1729,beenlow,涉敏,骗子，用于侮辱他人
1731,cayneysaan&siyasiyinta,涉政,辱骂政治人物
1733,doofaar,宗教,猪（侮辱性称呼）
1736,xasuuq&shacab,暴力恐怖,屠杀人民
1736,qabiil,涉敏,部落（可能引发部落仇恨）
1740,tuug&dabadhilif&dhuuniqaate&dhaadhaan&argagixiso,涉敏,小偷、懦夫、狗娘养的、卑鄙者、恐怖分子等侮辱性称呼
1740,laba xiniyood,低俗色情,两个睾丸，指男性生殖器官
1744,doofaar,宗教,猪，在伊斯兰教中为不洁，用作宗教侮辱
1745,shabaabka&gaalo&diyaarad ayaa lagu duqeeyaa&lagu dilaa,暴力恐怖,煽动针对异教徒的暴力袭击，涉及恐怖组织索马里青年党
1745,gaalo&shabaabka,宗教,宗教贬义词称呼异教徒，并关联恐怖组织
1746,fahad yasin&ladilin,暴力恐怖,处死Fahad Yasin
1750,gaalada,宗教,异教徒（贬义）
1750,shabaabnimada,涉政,索马里青年党行为或关联
1753,xayawanka&adoontii,涉敏,将人比作动物和奴隶的侮辱性词语
1759,kokale&kenyan,涉敏,对肯尼亚人的侮辱性称呼
1762,madaxa&toogto,暴力恐怖,朝头开枪
1763,islaan&yar&isku&so&sawireysaa,价值观,把自己装作年轻女人（贬低对方）
1765,doqon,价值观,傻瓜，侮辱性称呼
1776,doqon&caayo,涉敏,傻瓜和辱骂
1777,somaliland&madax banaanaysa,涉政,索马里兰独立，分裂国家主张
1777,qabiil&ba buuxa,涉敏,充满部族主义，煽动部族仇恨
1778,boobkii&iiman&dhimatay,涉敏,你的乳房和信仰都死了（侮辱性诅咒）
1778,jucuf&xun&baadiye,涉敏,卑鄙的野兽（人格侮辱）
1786,diksa,涉敏,索马里语中侮辱性黑话，指代愚蠢或低劣的人
1786,dal iyo dad dhaqan ma jiraane,涉政,声称没有国家和人民的文化，否定国家合法性
1788,abgaal&gun,涉敏,Abgaal氏族是贱民（侮辱性称呼）
1790,faqash&doofar,涉敏,对索马里特定群体的种族侮辱和宗教亵渎称呼
1791,malin walba la idin laayo & rag kamufaystaan,暴力恐怖,每天被杀，男人躲藏——暴力威胁和恐吓内容
1794,abgaal&isku xishoo,涉敏,对阿布加尔部族的侮辱性言论
1795,dabadhilif&tuug&dilaal,涉敏,懦夫、小偷和经纪人（侮辱性称呼）
1796,garac&la dacwayn,涉敏,侮辱他人为废物并威胁起诉/诅咒
1799,weerareynaa&gedo,暴力恐怖,对Gedo地区的袭击威胁
1801,mareexan&gumeysto,涉敏,指责Mareexan氏族殖民其他部落
1803,dameer&jaajus,涉敏,侮辱性词语，意为驴子和傀儡
1807,gaal xun,宗教,邪恶的异教徒
1808,nacas,价值观,傻瓜
1812,gaalada & xalane tagaa,宗教,对异教徒进行清算
1812,laba xaniinyood & isku sawiraa,暴力恐怖,肢解成两块并聚集
1816,somalida&sida&xoolo,涉敏,索马里人像动物
1824,doqon,涉敏,傻瓜，白痴
1825,ethnic&cleansing,涉敏,种族清洗
1825,jajus&xun,涉政,坏叛徒
1827,gaal&xoolo,涉敏,异教徒（对非穆斯林的贬称）和牲畜（侮辱性称呼）
1828,neef&dadka xumanta,涉敏,畜生和散布邪恶的人，侮辱性称呼
1830,al-shabaab,暴力恐怖,索马里青年党，恐怖组织
1830,talibaan,暴力恐怖,塔利班，恐怖组织
1832,monkey,涉敏,对埃塞俄比亚人的种族侮辱称呼
1832,dul ethiopia&dul soomaliyeed,涉政,宣称土地是索马里而非埃塞俄比亚的领土
1834,dharbaaxyo&kulul,暴力恐怖,烫手巴掌，暴力威胁的表述
1838,masaajidada&madaarista&weerari&wahaabiyadu,暴力恐怖,煽动攻击清真寺和学校，针对瓦哈比派
1842,dulli&tuug&qabiiliiste,涉敏,蠢货、小偷、部落主义者
1843,al-itixaad & al-ictisaam & as,暴力恐怖,索马里极端伊斯兰组织及其分支，包括可能的恐怖组织Al-Shabaab
1845,ceeb iyo foolxumo&qabiilka,涉敏,耻辱和丑闻与部落，用于侮辱特定政治人物及其部落支持者
1847,keli talis argagixiso,涉政,恐怖独裁者
1855,ninka&facis&ah,涉政,那个法西斯的人，用于侮辱他人为法西斯分子。
1857,gamcaha u hoorsanaya,低俗色情,手淫（猥亵动作）
1859,isku qarxinee&argagaxisada alshabaab,暴力恐怖,煽动爆炸行为并指称对方为青年党恐怖组织成员
1860,madaxa&toogto,暴力恐怖,威胁枪击头部
1862,udhuglahaada dadow,涉敏,傻瓜/笨蛋，侮辱性称呼
1868,isku kaa qarxiyo,暴力恐怖,自杀式爆炸威胁
1875,argagixiso,涉敏,恐怖分子
1882,sumcad dilo,违法,毁掉名誉，指通过造谣、诽谤等方式恶意损害他人声誉
1884,tuug & beenaale,涉政,小偷和骗子
1887,tuug tahay,价值观,指控对方是小偷
1888,qaraw xun & prof cabdiwahaab,涉敏,可怕的爆炸与教授卡迪瓦哈布，指虚假指控某人参与爆炸事件
1897,argagaxisada alshabaab & isku qarxiso,暴力恐怖,索马里青年党恐怖组织进行爆炸袭击
1900,以色列&消灭&巴勒斯坦穆斯林,宗教,声称以色列要消灭巴勒斯坦穆斯林，煽动宗教仇恨
1900,埃塞俄比亚&屠杀&索马里人,涉敏,指控埃塞俄比亚在摩加迪沙屠杀索马里人，煽动民族仇恨
1901,reer khaatumo&gooni goosiga,涉政,卡图莫地区与分裂主义相关的分离活动
1903,tuug&boob,涉政,小偷与掠夺
1904,caydiid&meel xun ku dhimo,暴力恐怖,像索马里军阀Aydid一样死于恶劣之地，表示死亡诅咒
1904,qabiilada isku qataaro,涉敏,部落间的相互攻击和争斗
1907,dabar tirin,暴力恐怖,消灭、根除，暗示暴力清除
1908,naagaha&dabogalo&cilaawi sharaf male,涉敏,给女性起坏名字并玩弄，无尊严
1916,argagixiso&soomaali,涉敏,针对索马里族群的恐怖分子指责
1920,doqon&lita,涉敏,愚蠢的人
1921,laaluushka & cod,涉政,贿赂和选票，指控选举腐败
1930,xayawanka&aqoon&karti&akhlaaq lahayn,价值观,像动物一样没有知识、能力和道德
1935,xukun iyo xabsi,暴力恐怖,判决和监狱
1939,国家人民&坏&不值得生存,涉敏,贬低特定国家和人民，认为其无资格生存和共存
1946,dagaal&hala keeni,暴力恐怖,带来战争/武装冲突
1949,gaalada,宗教,异教徒（对非穆斯林的贬称）
1951,cawri & cuqdadi & sudasan,涉敏,仇恨、敌意、绞死（用于攻击性言论）
1955,al-shabaab&qarax,暴力恐怖,索马里青年党&爆炸
1956,dilaagii ummada,涉政,人民的杀手
1956,aabihii xasuuqa,涉政,屠杀之父
1960,nacas yahay,价值观,白痴，侮辱性词汇
1962,doqon&tuug,涉敏,对他人进行人格侮辱和贬低的词汇，意为傻瓜和小偷
1965,jihaad&gaalada,暴力恐怖,圣战者对抗异教徒
1980,farmaajo&dameer,涉政,将前总统Farmaajo侮辱为驴
1981,traitor&terrorist&hypocris,暴力恐怖,叛徒、恐怖分子、虚伪者（侮辱性称呼）
1981,hungry dog,价值观,饿狗（侮辱性比喻）
1992,xamar&tuugo&qabiil,涉敏,指摩加迪沙人自大、排外，被视为小偷和部落主义者
1993,sir&lagu&furikaro&facebook,违法,破解Facebook的秘密方法
1994,niciya na&ledahay,价值观,你是个卑鄙的人
1995,anu&fgs,涉政,指索马里联邦政府及相关政治实体
1995,gamal,涉政,指代政治人物Gamal，可能为部族或党派代表
1997,qarax&miino&dilay&dhaawacay,暴力恐怖,爆炸、地雷、死亡、受伤
2001,stupid&nacas,价值观,愚蠢和蠢货，侮辱性称呼
2007,madoow&uga xumahay,涉敏,黑人与坏/卑鄙，用于贬低黑人群体
2010,anshax&darada&naag,涉敏,指控女性不道德的侮辱性表述
2011,boob tuugo&qaran dumisii&jaajuus,涉政,对政治人物的侮辱性称呼，意为掠夺者、破坏国家者、间谍
2015,tuugyahow,涉敏,小偷/强盗（索马里语侮辱性称呼）
2016,wixii ugu xumaa,涉敏,最糟糕的事情
2019,wasiirkan waalan & diinta ku ciyaaraya,涉政,疯狂部长玩弄宗教
2021,doqon&aan&aqoon,价值观,无知的白痴
2021,xaniinyahiisa&ka&fuq,低俗色情,肛交者
2027,qabiil&qudhun,涉敏,基于部落的侮辱性称呼，意为'部落垃圾'
2028,fulay xantii,涉敏,懦弱的诽谤，侮辱性词汇
2034,ajnabi & ka saar,涉敏,驱逐外国人
2047,konfur & tuug,涉敏,来自南方的人不懂小偷这个词，暗示南方人愚蠢
2052,faqash,涉敏,索马里语境中对特定族裔或政治群体的侮辱性称呼
2053,habar dugaag,涉敏,母狗（侮辱性称呼）
2053,doqon dirac,涉敏,老傻瓜（侮辱性称呼）
2057,modi&nebi&maxamed&cayeey,涉敏,对莫迪与先知穆罕默德关系的宗教攻击性表述
2062,dameer,涉敏,驴，用于侮辱他人
2063,alifka&higaada,涉敏,字母表中最坏的字母，用于比喻极端恶劣，带有侮辱性
2067,nacala&siilka,低俗色情,诅咒你母亲的阴部（脏话）
2068,gaalo&dhilo&doqon,宗教,异教徒、妓女、笨蛋，用于侮辱和攻击他人
2070,aflagaado&qabaailo somaliyed,涉敏,侮辱索马里部落
2072,jaahiin&gubay,涉敏,焚烧无知（侮辱性表达）
2072,4&xiniyood&yesha,涉敏,四个睾丸（侮辱性性器官隐喻）
2072,4&canabr&yesha,涉敏,四个乳房（侮辱性性器官隐喻）
2073,yahuud&gaalo,涉敏,贬低犹太教徒和异教徒的侮辱性称呼
2073,indhaha hala furo,暴力恐怖,挖掉他们的眼睛，煽动暴力
2074,wall gun ba ku heshay,暴力恐怖,你被枪击中了
2076,munaafaq ween&balaayo bidaar ween,涉敏,大伪君子；大灾难无脑
2084,gun,涉敏,对低种姓或下等人的侮辱性称呼
2085,tuugo&qabiil,涉敏,一个短语，将整个部族定性为盗贼
2086,alshabaab,涉敏,索马里恐怖组织青年党
2092,midada&xalka,暴力恐怖,血作为唯一解决办法，煽动暴力
2094,terra loo kacaa,暴力恐怖,对Terra采取攻击行动
2094,lamuujinaa terra,涉敏,羞辱Terra
2096,aflagaadeeyo&madaxda&haldoorayaasha hawiye,涉敏,侮辱哈维耶族领导人和英雄
2096,naas nuujin&shisheeyaha,低俗色情,吮吸外国人乳房（侮辱性性暗示）
2099,mooryaan,涉敏,流浪汉、强盗，此处作侮辱性称呼
2100,stateless&dhilifka,涉敏,无国籍的人和弱者
2103,danyeer&islaameed,涉敏,对穆斯林的侮辱性称呼，意为'猴子'与'伊斯兰'的贬义组合
2108,xoolo,涉敏,动物（用作贬义侮辱）
2118,shabaab&khiyaano qaran&tiirka lasaaro,涉敏,指控与青年党合作、叛国、处以极刑
2121,dhiiga&xalaleye,暴力恐怖,将人民的血视为合法，煽动暴力行为
2122,gun ah,涉敏,贬低他人的侮辱性词汇，意为'低贱的'
2123,ka fuqa,低俗色情,粗俗的性侮辱，相当于滚开/去死
2123,gun baad tihiine,低俗色情,辱骂性短语，意思是'你是个混蛋/下等人'
2124,isku&hiliyan&qof&dhiban,暴力恐怖,团结攻击受害者
2127,cunsuri ah&shisheeye kabo qaad u ah,涉敏,种族主义的外来傀儡
2129,loocaaya&caqli laangaab,涉敏,诅咒和愚蠢，对政治人物的侮辱性表达
2138,u diraya dhimasho,暴力恐怖,发送死亡威胁
2138,mooryaan,涉敏,匪徒/流氓（侮辱性称呼）
2140,mooryaan&xayawaanimada,涉敏,土匪和兽性
2141,yuhuud&mafia,涉敏,将犹太人与黑手党联系起来，散布反犹太主义阴谋论
2142,cml sheedaan & tuugo si sharci daro ku heesteen diplomatic paspord,涉敏,傻瓜和非法获取外交护照的窃贼，含有侮辱和诽谤意味
2150,doqontaan&shameless people&daaroodow&isaaq,涉敏,针对Daarood和Isaaq氏族的侮辱性称呼，意为'愚蠢'和'无耻之人'
2151,foolxumo,价值观,丑陋（侮辱性词汇）
2155,carab&xun,涉敏,对阿拉伯人的侮辱性称呼
2163,tuug ah&moryaan,涉敏,小偷和流氓
2164,doqon,涉敏,傻瓜（侮辱性称呼）
2164,naag&cayda,涉敏,骂人的女人（贬低女性）
2165,gacantaa laga goynaa&madaxa laga goynaa,暴力恐怖,砍手和砍头，煽动暴力惩罚
2166,qabiil&carab,涉敏,基于部落和民族身份的侮辱性称呼
2169,geeri&isku diyari,暴力恐怖,死亡与准备（威胁准备实施暴力）
2171,abiy_axmed&ku dhaawacay xasuuq&300 meydad,涉政,埃塞俄比亚总理阿比·艾哈迈德被指控造成严重屠杀，涉及300具尸体
2172,duliyad&bastarad,涉敏,妓女和私生子（侮辱性称呼）
2177,qabyaladaystiii xun&burgay,涉敏,部落歧视和人身侮辱
2186,jareer&reer qarax quute,涉敏,对索马里民族的侮辱性称呼，意为'顽固者'和'爆炸家庭'
2187,khaniisiinta&gaalada,涉敏,同性恋者和异教徒（贬称）
2188,duli,涉敏,奴隶、贱民，常用于基于血统的种族侮辱
2192,habar&waalan,涉敏,对女性或部落的侮辱性称呼，意为'疯女人/蠢部落'
2193,daarood&mamatalaan&calooshood ushaqeystayaal,涉敏,达鲁德部族是自私自利之人
2205,fulaynimada&abgal,涉敏,对Abgal部落的侮辱性称呼，意为懦夫行为
2205,fulaynimada&marexan,涉敏,对Marexan部落的侮辱性称呼，意为懦夫行为
2212,bahal liita&dameer,涉敏,劣等动物和驴，侮辱性称呼
2220,ururka islamiga ah ee al-itixaad,暴力恐怖,伊斯兰组织阿尔-伊提哈德
2220,soo tababari lahaa saraakiil ciidan,暴力恐怖,训练军官以增强武力
2221,doofaar & hawiye,涉敏,用'猪'侮辱哈维耶族
