##仇恨言论、SARA与亵渎： 基于种族、宗教、民族差异的攻击或亵渎行为。违反《信息和电子交易法》(UU ITE) 及刑法亵渎罪，严打涉及部落、宗教、种族（SARA）的挑衅。
text,category,label,severity,explanation
"Orang papua emang otaknya jongkok, susah diajak maju kaya hewan purba",Hate_Speech_SARA,1,High,Rasisme kognitif. Menghina kecerdasan suatu suku bangsa secara keseluruhan dan menyamakannya dengan hewan purba.
"Bikin rusuh di jogja lagi, mending sweeping aja semua asrama mahasiswa timur usir balik ke pulaunya",Hate_Speech_SARA,1,High,Provokasi sweeping etnis. Mengajak massa untuk melakukan penggerebekan asrama berdasarkan ras/daerah asal.
"Muka lu kaya kuli bangunan belum makan seminggu, dasar ras kulit hitam bau matahari",Hate_Speech_SARA,1,High,Penghinaan rasial berbalut cemoohan kelas sosial. Menyerang ciri fisik kulit hitam dengan stereotip kemiskinan dan bau.
"Gak ada orang timur yang sukses pakai otak, bisanya cuma jadi debt collector atau preman pasar",Hate_Speech_SARA,1,High,Stereotip etnis yang merendahkan. Menggeneralisasi kelompok etnis tertentu hanya cocok untuk pekerjaan premanisme.
"Monyet hitam dari timur berani mukul warga lokal, sikat habis aja jangan kasih ampun",Hate_Speech_SARA,1,High,Dehumanisasi rasis dan provokasi kekerasan. Menggunakan sebutan binatang rasis dan mengajak warga membalas dendam secara kolektif.
"Kaum gurun mabuk agama mulai teriak-teriak di toa masjid jam empat pagi bikin budek kuping",Hate_Speech_SARA,1,High,Penistaan agama (Islamofobia). Menggunakan slang merendahkan 'kaum gurun' dan menyerang praktik ibadah (adzan).
"Kadrun penyembah baliho bisanya cuma demo dapet nasi bungkus, otak ditaruh di dengkul",Hate_Speech_SARA,1,High,Ujaran kebencian golongan (Politik-Agama). Menggunakan slang 'Kadrun' (Kadal Gurun) untuk menyerang kelompok Islam konservatif.
"Dasar onta arab, negara ini rusak gara-gara lu bawa budaya gurun ke tanah nusantara",Hate_Speech_SARA,1,High,Rasisme dan Islamofobia. Menyebut keturunan Arab atau umat Islam dengan sebutan hewan 'Onta' dan menyalahkan ajaran mereka.
"Perempuan pakai hijab panjang hitam kaya ninja kurang gizi, otak dicuci dogma arab",Hate_Speech_SARA,1,High,Pelecehan simbol agama. Menghina pakaian keagamaan (hijab/niqab) dengan sebutan 'ninja' dan mengejek dogma agama.
"Kumpulan bani taplak nyembah kotak hitam di arab tapi miskin literasi di negara sendiri",Hate_Speech_SARA,1,High,Penistaan agama Islam. Mengejek umat Islam (bani taplak) dan menghina Ka'bah dengan sebutan 'kotak hitam di arab'.
"Puasa sebulan tapi kelakuan kaya setan, emang agama lu ngajarin jadi munafik",Hate_Speech_SARA,1,High,Penghinaan ibadah agama. Menyerang ritual puasa Ramadhan dan menuduh ajaran agamanya menciptakan kemunafikan.
"Ustadz lu gila harta sama selangkangan, pantesan pengikutnya bani onta pada bodoh semua",Hate_Speech_SARA,1,High,SARA dan pencemaran pemuka agama. Menghina pemuka agama Islam secara general dan melabeli pengikutnya sebagai orang bodoh.
"Bongkar aja toa masjid yang bikin polusi suara itu, agama kok maksa orang lain dengar teriakannya",Hate_Speech_SARA,1,High,Provokasi perusakan fasilitas ibadah. Menghasut pembongkaran pengeras suara masjid dengan sentimen kebencian agama.
"Mabok kencing onta lu ya, segala hal diharamin padahal lu sendiri numpang hidup di negara sekuler",Hate_Speech_SARA,1,High,Slang penistaan agama. Menggunakan frasa 'kencing onta' untuk merendahkan syariat Islam (konsep halal/haram).
"Agama lu itu hasil copas dari yahudi, pantesan isinya ngajarin perang sama bunuh orang kafir",Hate_Speech_SARA,1,High,Penistaan sejarah agama. Menuduh Islam sebagai hasil plagiat dan memframing seluruh ajarannya sebagai ajaran pembunuh.
"Kaum domba tersesat mulai berani bangun gereja liar di kampung muslim, kita segel aja paksa",Hate_Speech_SARA,1,High,Kebencian agama (Anti-Kristen). Menggunakan slang 'domba tersesat' dan memprovokasi penyegelan tempat ibadah minoritas.
"Penyembah salib kayu kafir ini mau kristenisasi warga pakai kedok bagi-bako mie instan",Hate_Speech_SARA,1,High,Penistaan simbol agama Kristen. Menghina salib sebagai 'salib kayu kafir' dan menuduh penyebaran agama berkedok amal.
"Tuhan kok ada tiga, tuhan kok disalib pakai sempak, dasar agama gak masuk akal",Hate_Speech_SARA,1,High,Penistaan teologi Kristen (Blasphemy). Mengejek konsep Trinitas dan penyaliban Yesus dengan bahasa yang sangat kasar dan vulgar.
"Kafir penyembah manusia berani-beraninya bikin acara natal di ruang publik, bubarin paksa",Hate_Speech_SARA,1,High,Intoleransi dan provokasi pembubaran ibadah. Melabeli umat Kristen sebagai kafir penyembah manusia dan menghasut pembubaran Natal.
"Air suci lu itu isinya kuman bakteri, agama kaum domba emang isinya pembodohan massal",Hate_Speech_SARA,1,High,Penistaan sakramen Katolik/Kristen. Menghina air suci sebagai sarang bakteri dan menyebut agamanya sebagai pembodohan.
"Rumah ibadah kafir gak boleh berdiri di tanah wakaf, bakar aja tenda ibadahnya",Hate_Speech_SARA,1,High,Provokasi pembakaran fasilitas ibadah minoritas. Menghasut perusakan tenda ibadah umat Kristen dengan alasan tata ruang tanah.
"Jangan mau beli makanan di warung orang kristen, pasti dicampur minyak babi haram najis",Hate_Speech_SARA,1,High,Diskriminasi ekonomi berbasis hoaks SARA. Menggunakan sentimen agama untuk menuduh warung Kristen mencampur babi secara sembunyi-sembunyi.
"Dasar kafir penghuni neraka, berani lu nyanyi puji-pujian di deket masjid, cari mati",Hate_Speech_SARA,1,High,Intimidasi dan ancaman kekerasan berbasis agama. Mengancam umat Kristen yang sedang menyanyikan puji-pujian (kidung rohani).
"Agama penyembah berhala patung yesus, pantesan lu pada makan darah babi",Hate_Speech_SARA,1,High,Penistaan agama Katolik/Kristen. Menyebut mereka penyembah patung berhala dan menyerang praktik diet mereka dengan nada hinaan.
"Cewek kristen emang gampang diajak tidur, moralnya rusak karena agamanya bebasin maksiat",Hate_Speech_SARA,1,High,Seksualisasi dan diskriminasi agama. Menstereotipkan perempuan Kristen sebagai tidak bermoral akibat ajaran agamanya.
"Pemuja batu dan pohon mulai naruh sesajen makanan buat jin di gunung merapi, tendang aja sesajennya",Hate_Speech_SARA,1,High,Penistaan kepercayaan lokal (Kejawen/Animisme). Menghina tradisi sesajen dengan menyebutnya makanan jin dan memprovokasi perusakan.
"Agama musyrik bali nyembah patung berhala, pantesan kena azab bom sama gunung meletus",Hate_Speech_SARA,1,High,Penistaan agama Hindu Bali. Mengaitkan bencana alam dan terorisme (bom Bali) sebagai hukuman ilahi atas agama Hindu.
"Kejawen klenik sesat, bakar aja kemenyan sama kembang setamannya biar dukunnya kepanasan",Hate_Speech_SARA,1,High,Intoleransi terhadap budaya spiritual Jawa. Menyebut Kejawen sebagai klenik sesat dan menghasut perusakan ritualnya.
"Biksu botak nyembah patung emas gede, buang-buang duit doang buat agama pagan",Hate_Speech_SARA,1,High,Penistaan agama Buddha. Menghina pemuka agama Buddha (biksu) dan merendahkan praktik pemujaan patung Buddha.
"Agama hindu ngajarin kasta, pantesan kaum sudra di sana diperlakukan kaya binatang",Hate_Speech_SARA,1,High,Ujaran kebencian teologis. Menyerang sistem kasta dalam Hindu dan menuduh mereka memperlakukan manusia seperti binatang.
"Buang tuh sesajen di laut selatan, orang jawa kuno bodoh masih percaya mitos nyi roro kidul",Hate_Speech_SARA,1,High,Penghinaan budaya dan kepercayaan lokal. Mengejek tradisi labuhan di laut selatan sebagai tindakan kebodohan orang Jawa kuno.
"Nyepi kok maksa orang lain matiin lampu, agama egois nyusahin warga pendatang aja",Hate_Speech_SARA,1,High,Intoleransi terhadap hari raya Hindu (Nyepi). Menghina aturan Nyepi di Bali sebagai agama yang egois dan menyusahkan.
"Ritual potong babi buat dewa itu tradisi barbar jahiliyah, bubarkan aja upacara adat mereka",Hate_Speech_SARA,1,High,Pelecehan ritual adat/agama (seperti di Toraja atau Papua). Menyebut ritual persembahan babi sebagai tindakan barbar jahiliyah.
"Penganut sunda wiwitan itu aliran sesat belum dapet hidayah, halal darahnya buat diusir dari desa",Hate_Speech_SARA,1,High,Persekusi kepercayaan lokal (Sunda Wiwitan). Melabeli mereka aliran sesat dan menghalalkan pengusiran paksa mereka dari desa.
"Bakar dupa manggil setan, dasar penganut budha pagan gak punya kitab suci yang bener",Hate_Speech_SARA,1,High,Penistaan agama Buddha. Menyebut ritual pembakaran dupa sebagai pemanggilan setan dan menghina validitas kitab suci mereka.
"Syiah laknatullah pengkhianat agama, darah mereka halal buat disembelih di jalanan",Hate_Speech_SARA,1,High,Ujaran kebencian intra-agama (Anti-Syiah). Melabeli kelompok minoritas Syiah dengan sebutan laknatullah dan menghasut penyembelihan massal.
"Pengikut ahmadiyah itu kafir nyamar jadi muslim, bakar masjidnya dan usir nabi palsunya",Hate_Speech_SARA,1,High,Persekusi sekte minoritas (Anti-Ahmadiyah). Memprovokasi pembakaran masjid milik Jamaah Ahmadiyah dan pengusiran anggotanya.
"Syiah mut'ah suka zina berkedok agama, rajam aja tokoh-tokohnya di alun-alun kota",Hate_Speech_SARA,1,High,SARA dan pencemaran nama baik kelompok agama. Menuduh Syiah melegalkan zina (nikah mut'ah) dan mengajak rajam publik.
"Jangan biarkan kampung kita dikuasai ahmadiyah sesat, hancurkan rumah mereka malam ini juga",Hate_Speech_SARA,1,High,Ancaman dan provokasi ekstrem terhadap minoritas agama. Mengajak penghancuran rumah-rumah warga Ahmadiyah di malam hari.
"Aliran sesat tajul khalwatiyah harus dibasmi sampai akar, pemimpinnya pantas dipenggal",Hate_Speech_SARA,1,High,Penghasutan pembunuhan pemimpin aliran agama. Menyebut aliran tertentu sesat dan meminta pemimpinnya dipenggal.
"Madura emang wataknya pencuri besi tua, kampung maling pantesan gak maju-maju pulaunya",Hate_Speech_SARA,1,High,Stereotip etnis (Suku Madura). Melabeli seluruh suku Madura sebagai pencuri besi tua dan kampung maling.
"Orang batak kalau ngomong kaya orang ngajak berantem, kasar barbar cocoknya cuma nambal ban",Hate_Speech_SARA,1,High,Stereotip etnis (Suku Batak). Menghina logat bicara orang Batak sebagai barbar dan merendahkan profesi mereka hanya cocok menambal ban.
"Jawa jamet kuli kotor, modal nekat ke jakarta ujung-ujungnya cuma jadi babu di rumah orang",Hate_Speech_SARA,1,High,Slang rasisme antar-suku (Suku Jawa). Menggunakan istilah 'jamet', 'kuli', dan 'babu' untuk merendahkan etnis Jawa di perantauan.
"Padang pelit bin bakhil, otak pedagang licik kalau ngambil untung gak kira-kira buat diri sendiri",Hate_Speech_SARA,1,High,Stereotip ekonomi berbasis etnis (Suku Minang/Padang). Melabeli suku Minang dengan stigma pelit, bakhil, dan pedagang licik.
"Cewek sunda matre semua, modal tampang putih doang buat nyari om-om tajir di jakarta",Hate_Speech_SARA,1,High,Seksualisasi dan stereotip etnis (Suku Sunda). Menyerang perempuan Sunda dengan label matrealistis pencari om-om kaya.
"Usir semua orang madura dari kalimantan, mereka benalu yang suka bawa budaya carok kampungan",Hate_Speech_SARA,1,High,Provokasi konflik etnis berdarah (seperti konflik Sampit). Memprovokasi pengusiran suku Madura dari Kalimantan dengan menyinggung budaya carok.
"Batak pemakan anjing, bau badannya amis pantesan gerejanya pada bau arak",Hate_Speech_SARA,1,High,SARA ganda (Suku Batak dan Agama Kristen). Menyerang praktik kuliner ekstrem, menghina bau badan, dan menistakan gereja berbau arak.
"Mental jawa inlander penjilat, pantesan negara ini hancur dipimpin sama ras budak",Hate_Speech_SARA,1,High,Rasisme sejarah (Suku Jawa). Menggunakan istilah era kolonial 'inlander' (pribumi rendahan) dan menyebut orang Jawa sebagai ras budak penjilat.
"Minang intoleran rasis, usir aja perantau padang yang buka rm padang di tanah kristen",Hate_Speech_SARA,1,High,Diskriminasi ekonomi dan balas dendam etnis. Memprovokasi pengusiran pengusaha rumah makan Padang di wilayah mayoritas Kristen.
"Orang betawi pemalas jual tanah warisan doang bisanya, pantesan sekarang kegusur ke pinggiran",Hate_Speech_SARA,1,High,Stereotip kelas sosial etnis (Suku Betawi). Merendahkan suku Betawi asli Jakarta sebagai pemalas yang hanya bisa menjual tanah warisan.
"Cewek manado jual diri murah, pelacur berkedok mahasiswa merantau",Hate_Speech_SARA,1,High,Stereotip pelecehan etnis (Suku Minahasa/Manado). Melabeli perempuan perantau asal Manado sebagai pekerja seks komersial.
"Dayak klenik main mandau doang beraninya, ras pedalaman belum kenal peradaban modern",Hate_Speech_SARA,1,High,Penghinaan suku pedalaman (Suku Dayak). Merendahkan suku Dayak sebagai ras primitif tak beradab yang hanya mengandalkan ilmu gaib dan senjata tradisional.
"Orang bugis kasar arogan, pantas aja sering bikin rusuh di tanah rantau",Hate_Speech_SARA,1,High,Stereotip etnis (Suku Bugis). Melabeli orang Bugis sebagai biang kerusuhan, kasar, dan arogan di perantauan.
"Suku nias pemabuk tukang bikin onar, sampah masyarakat yang cuma bikin penuh sel penjara",Hate_Speech_SARA,1,High,Penghinaan etnis (Suku Nias). Melabeli suku Nias dengan stigma kriminalitas (pemabuk, tukang onar) dan sampah masyarakat.
"Orang madura kalau naik motor kaya hewan gak tahu aturan, sikat aja kalau nabrak",Hate_Speech_SARA,1,High,Dehumanisasi berbasis suku (Madura). Menyamakan perilaku berkendara suku tertentu dengan hewan dan memprovokasi kekerasan (sikat aja).
"Si mukidi sama kelompok cebongnya emang antek pki komunis anti agama, halal dibantai",Hate_Speech_SARA,1,High,Ujaran kebencian politik bercampur SARA (Antargolongan). Menggunakan slang politik (mukidi, cebong), melabeli komunis/anti-agama, dan menghasut pembantaian.
"Udah kodratnya ras yang matanya segaris itu jadi lintah darat penghisap darah pribumi",Hate_Speech_SARA,1,High,Rasisme implisit (Dog whistle). Menggunakan kode fisik 'matanya segaris' untuk menyerang etnis Tionghoa sebagai lintah darat.
"Kalau bukan karena ras pendatang yang bawa masuk budaya haram, kampung kita aman tentram",Hate_Speech_SARA,1,High,Xenofobia dan kebencian antar golongan. Mengkambinghitamkan ras pendatang sebagai pembawa budaya haram yang merusak kedamaian lokal.
"Agama impor dari timur tengah cuma bikin budaya nusantara hancur diganti daster panjang",Hate_Speech_SARA,1,High,Penistaan agama Islam (Subtle). Merendahkan Islam sebagai 'agama impor Timur Tengah' dan menghina pakaian syar'i sebagai 'daster panjang'.
"Ras hitam keriting dari timur itu emang gak cocok hidup di kota beradab, bawaannya nyolong",Hate_Speech_SARA,1,High,Rasisme ciri fisik. Mengkriminalisasi orang Indonesia Timur berdasarkan ciri fisik rasial (hitam, keriting).
"Yang suka bakar menyan dan nyembah kuburan itu otaknya udah dikencingin jin kafir",Hate_Speech_SARA,1,High,Penistaan aliran kepercayaan. Menghina peziarah dan pelaku budaya bakar kemenyan dengan sebutan kasar (dikencingin jin kafir).
"Tolak pimpinan daerah kafir, haram hukumnya muslim dipimpin sama ras pemakan babi",Hate_Speech_SARA,1,High,Politisasi SARA ekstrem. Menolak pemimpin politik minoritas dengan menyebut mereka kafir dan ras pemakan babi.
"Gak heran kelakuannya licik, dia kan keturunan ras pedagang yang dulu jadi antek belanda",Hate_Speech_SARA,1,High,Kebencian sejarah berbasis ras (Anti-Tionghoa/Eropa). Mengaitkan etnis tertentu dengan narasi pengkhianat kolonial (antek Belanda).
"Kenapa sih tka dari negara panda selalu dianakemaskan, pribumi dibiarin mati kelaparan",Hate_Speech_SARA,1,High,Ujaran kebencian berbasis rasial politik. Menggunakan kode 'negara panda' (Tiongkok) untuk memprovokasi kecemburuan kelas antara TKA dan pribumi.
"Buat apa toleransi sama kelompok yang nabinya aja ngajarin perang dan poligami",Hate_Speech_SARA,1,High,Penistaan ajaran Islam. Menolak toleransi dengan menyerang secara langsung sejarah Nabi Muhammad (perang dan poligami).
"Kitab suci arab lu itu isinya cuma dongeng fiksi buatan pedofil jaman purba, jadikan tisu toilet aja",Hate_Speech_SARA,1,High,Penistaan Al-Quran berat (Blasphemy). Menghina Al-Quran sebagai dongeng buatan pedofil dan menyarankan untuk menjadikannya tisu toilet.
"Patung yesus lu yang digantung itu cocoknya dijadiin kayu bakar buat manggang babi",Hate_Speech_SARA,1,High,Penistaan agama Katolik berat (Desecration). Menghina salib/patung Yesus dengan menyarankan untuk dibakar demi memanggang babi.
"Nabi lu aja doyan sama anak kecil umur sembilan tahun, gimana pengikutnya gak pada cabul",Hate_Speech_SARA,1,High,Penistaan tokoh suci Islam. Menyerang sejarah Nabi Muhammad dengan tuduhan pedofilia untuk melabeli pengikutnya cabul.
"Air zamzam lu itu isinya kencing onta campur bakteri gurun, pembodohan berkedok agama",Hate_Speech_SARA,1,High,Penistaan benda suci Islam. Menghina kesucian air zamzam sebagai kotoran hewan (kencing unta) dan menyebutnya pembodohan.
"Sobek aja alkitab palsu itu, isinya udah direvisi ribuan kali sama paus pembohong di vatikan",Hate_Speech_SARA,1,High,Penistaan Alkitab Kristen/Katolik. Memprovokasi penyobekan kitab suci dan menghina otoritas Paus di Vatikan sebagai pembohong.
"Gua ludahin tuh sesajen bali lu, dewa lu gak bakal bisa apa-apa nyatanya patungnya diam aja",Hate_Speech_SARA,1,High,Pelecehan ritual Hindu Bali (Desecration). Menyatakan niat meludahi sesajen dan mengejek ketidakmampuan dewa/patung.
"Nabi lu tukang tipu yang ngeklaim dapet wahyu padahal cuma halusinasi kejang-kejang",Hate_Speech_SARA,1,High,Penistaan nabi. Menghina nabi pembawa agama dengan menyebut klaim wahyu sebagai halusinasi atau kejang epilepsi medis.
"Maria itu pelacur timur tengah yang hamil di luar nikah trus ngarang cerita dibuahi roh kudus",Hate_Speech_SARA,1,High,Penistaan tokoh suci Kristen/Katolik (Bunda Maria). Menuduh tokoh suci Maria sebagai pekerja seks komersial yang mengarang kebohongan ilahi.
"Bakar aja quran kitab penuh kebencian itu, sumber segala terorisme di muka bumi",Hate_Speech_SARA,1,High,Provokasi pembakaran kitab suci Islam. Menghasut pembakaran Al-Quran dan menyalahkannya sebagai satu-satunya akar terorisme global.
"Tuhan lu lemah banget sampai harus disalib berdarah-darah, tuhan kok mati konyol",Hate_Speech_SARA,1,High,Penistaan teologi penyaliban Yesus. Mengejek penderitaan penyaliban sebagai tanda kelemahan dan menyebut kematian Tuhan sebagai sesuatu yang konyol.
"Warga keturunan gak usah sok nasionalis, pas 98 aja pada kabur ke singapura bawa duit negara",Hate_Speech_SARA,1,High,Rasisme dengan sentimen tragedi 1998. Menggunakan narasi sejarah kelam '98 untuk mendiskreditkan nasionalisme warga keturunan Tionghoa.
"Pendatang dari pulau seberang bikin kumuh bantaran kali, usir balik ras kuli itu ke desa asalnya",Hate_Speech_SARA,1,High,Diskriminasi antargolongan pendatang. Mengaitkan kaum urban pendatang dengan kekumuhan kota dan menyebut mereka ras kuli yang harus diusir.
"Jangan pilih caleg yang agamanya minoritas, ntar uang apbd dipake buat bangun gereja semua",Hate_Speech_SARA,1,High,Politisasi SARA dalam pemilu. Menggunakan ketakutan agama mayoritas untuk mencegah pemilihan legislatif beragama Kristen/minoritas.
"Bau bawang sama keringat orang timur di angkot bikin mual, ras rendahan emang kurang kebersihan",Hate_Speech_SARA,1,High,Rasisme sensoris (Hygiene shaming). Menghina bau tubuh etnis Indonesia Timur dan melabeli mereka sebagai ras rendahan yang tidak bersih.
"Cindo mana peduli sama penderitaan rakyat, mereka cuma peduli omzet pabriknya naik",Hate_Speech_SARA,1,High,Stereotip ekonomi etnis Tionghoa (Cindo). Menuduh keturunan Tionghoa tidak memiliki empati sosial dan hanya memikirkan keuntungan kapitalis.
"Tolak pembangunan vihara di lingkungan kita, ntar bau hio nya bawa sial ke rumah warga muslim",Hate_Speech_SARA,1,High,Intoleransi pembangunan tempat ibadah Buddha (Vihara). Menggunakan dalih takhayul bahwa bau dupa (hio) akan membawa kesialan bagi tetangga.
"Kelompok celana cingkrang jidat hitam ini agen perusak negara, deportasi aja ke yaman",Hate_Speech_SARA,1,High,Diskriminasi golongan Islam konservatif. Menghina ciri fisik keagamaan (celana cingkrang, dahi hitam) dan menuntut deportasi mereka ke luar negeri.
"Tionghoa selalu ngerasa ras paling superior padahal mereka cuma numpang cari makan di indonesia",Hate_Speech_SARA,1,High,Rasisme supremasi kebangsaan. Menuduh etnis Tionghoa bersikap sombong sambil menegaskan bahwa mereka hanyalah 'penumpang' di Indonesia.
"Kenapa orang papua selalu dikasih beasiswa afirmasi padahal otaknya gak nyampe, pemborosan pajak",Hate_Speech_SARA,1,High,Rasisme sistemik terhadap kebijakan afirmatif Papua. Menghina intelektualitas Orang Papua dan memprotes hak beasiswa pendidikan khusus bagi mereka.
"Pemuja salib kayu mending pindah aja ke eropa, jangan kotori bumi pertiwi dengan trinitas palsu",Hate_Speech_SARA,1,High,Intoleransi beragama (Anti-Kristen). Menyuruh umat Kristen untuk minggat dari Indonesia dan menyebut doktrin Trinitas sebagai pemalsuan yang mengotori negara.
"Lu tuh chindo mending diem aja ngurusin pabrik bapak lu, ras tamu numpang idup gak usah ikut campur urusan politik pribumi",Hate_Speech_SARA,1,High,基于种族的政治排斥。使用“Chindo”（印尼华裔）和“ras tamu”（客人家客/寄生族）剥夺少数族裔的政治参与权。
"Gak usah beli kopi di kedai punya anak aseng, duitnya pasti diputer lagi buat ngedanain partai komunis di negara asalnya",Hate_Speech_SARA,1,High,基于种族的经济抵制与阴谋论。将华人小微企业与外国共产主义阴谋强行绑定，煽动抵制。
"Cewek cokin pik kalau udah tua juga bentukannya kaya engkoh-engkoh glodok, gayanya doang selangit padahal duit hasil nipu pajak",Hate_Speech_SARA,1,High,针对华人女性的种族与性别双重贬低。使用黑话“Cokin”和“Engkoh”，并带有逃税的刻板印象。
"Pantesan perumahan ini banjir terus, ternyata banyak ras mata sipit yang pindah ke sini bawa sial fengshui murahannya",Hate_Speech_SARA,1,High,种族歧视与迷信。将自然灾害（洪水）归咎于特定种族（眯眯眼/华人）的迁入和他们的传统风水。
"Anak oap kalau dikasih kuota beasiswa lpdp jatuhnya cuma dipake buat beli miras di jogja, ras primitif dikasih ilmu ya nolak",Hate_Speech_SARA,1,High,针对巴布亚原住民（OAP）的系统性种族歧视。贬低其智力，将奖学金政策污名化，并称其为“原始种族”。
"Muka lu kaya aspal jalan tol pantura, dekil item bau matahari, balik aja sana ke indonesia timur gak usah menuh-menuhin jakarta",Hate_Speech_SARA,1,High,严重的肤色歧视（Colorism）与地域攻击。用“泛亚公路的沥青”形容肤色，驱赶印尼东部人离开首都。
"Ngabers timur kalau udah nongkrong di warkop hawanya pengen gue siram pake air got, suaranya cempreng kaya monyet belum dikasih makan",Hate_Speech_SARA,1,High,地域歧视与非人化（Dehumanization）。将来自东部的人贬低为猴子，并煽动泼脏水的暴力情绪。
"Gak heran atlet lari dari timur menang terus, kan dari kecil mereka udah biasa dikejar harimau di hutan pedalaman",Hate_Speech_SARA,1,High,披着玩笑外衣的种族歧视（Microaggression）。用“在丛林里被老虎追”的刻板印象来贬低东部运动员的成就。
"Orang batak volume suaranya emang disetting buat ngajak ribut ya, ras barbar gak tau tata krama ngomong pelan",Hate_Speech_SARA,1,High,针对巴塔克人（Batak）的民族刻板印象。将其天生的大嗓门污名化为“野蛮”、“缺乏教养”。
"Penyewaan kos gue khusus ras unggul aja, yang marganya ada batak atau timur mending cari tempat lain takut barang gue pada hilang",Hate_Speech_SARA,1,High,基于民族的住房歧视。公然实行种族隔离（只租给“优秀种族”），并将巴塔克人和东部人与小偷画等号。
"Cewek sunda mah otaknya di selangkangan, kerjanya nyari sugar daddy ibukota buat numpang idup biar gak perlu kerja keras",Hate_Speech_SARA,1,High,针对巽他（Sunda）女性的物化与荡妇羞辱。带有强烈的地域刻板印象，称其只懂得出卖色相。
"Madura carok emang bawaan dna nya tukang potong besi curian, jembatan suramadu aja bautnya mau dimaling sama ras ini",Hate_Speech_SARA,1,High,针对马都拉人（Madura）的犯罪化刻板印象。将其与偷窃废铁和持刀斗殴（carok）强行绑定。
