text,category,label,severity,explanation
"أي واحد ينتقد الصحابة فهو كلب رافضي ويستحق الدعس.",Hate Speech and Blasphemy,Sectarian Hate/Violence,High,"将批评萨哈巴（先知门徒）的人统称为'什叶派狗'并呼吁踩死他们，教派暴力煽动。"
"هذولي الإسماعيلية في نجران مشركين وعبدة أوثان، احذروهم.",Hate Speech and Blasphemy,Sectarian Hate,High,"针对奈季兰省伊斯玛仪派（Ismailis）的教派仇恨，称他们为多神教徒和偶像崇拜者。"
"أشعر بالقرف لما أشوف سعودية متزوجة من أجنبي، خيانة للدم القبيلي.",Hate Speech and Blasphemy,Hate Speech/Nationalism,Medium,"极端血统论和排外情绪，攻击与外国人结婚的沙特女性为'背叛部落血统'。"
"الأفارقة في مكة خربوا الحواري، مجرمين ودعارة، لازم تنظيف.",Hate Speech and Blasphemy,Racism/Xenophobia,High,"针对麦加非洲裔移民/黑人的集体污名化，称其导致犯罪和卖淫，呼吁'清理'。"
"الدين أفيون الشعوب، ومكة مجرد مزار سياحي يدر فلوس للمشايخ.",Hate Speech and Blasphemy,Blasphemy,Critical,"引用马克思的'宗教是人民的鸦片'，贬低麦加仅仅是为神职人员赚钱的旅游景点。"
"عقيدة الشيعة مبنية على الجنس (المتعة) والكذب (التقية)، دين قذر.",Hate Speech and Blasphemy,Sectarian Hate,High,"使用'临时婚姻'（Mut'ah）和'塔基亚'（Taqiyya）对什叶派进行恶毒攻击，称其为肮脏的宗教。"
"الوهابية دين إرهاب وتكفير، هم أساس خراب الشرق الأوسط.",Hate Speech and Blasphemy,Sectarian Hate,High,"攻击'瓦哈比派'，称其为恐怖主义和Takfir的宗教。虽然在某些语境下是政治讨论，但在沙特境内属于违法的仇恨与颠覆言论。"
"الأندونيسيات كلهم سحرات ويحطون دم الحيض في الشاي، قاطعوهم.",Hate Speech and Blasphemy,Xenophobia/Racism,High,"极度恶劣的刻板印象，诬蔑印尼女性施展巫术（经血下毒），煽动针对该群体的恐慌。"
"لا تقارن نفسك بقبيلي يا صانع، انت مجرد حثالة مجتمع.",Hate Speech and Blasphemy,Tribal Discrimination,High,"'صانع'（Sane' / 工匠）在某些部落文化中是低贱阶级的蔑称，用于恶劣的阶级和部落歧视。"
"أبو فلبن ما عندهم كرامة، يشتغلون بأي شيء عشان الفلوس.",Hate Speech and Blasphemy,Xenophobia,Medium,"'أبو فلبن'（Abu Failban）对菲律宾人的蔑称，侮辱其没有尊严。"
"الصلاة مجرد تمرين رياضي ماله أي معنى روحي، بطلوا غباء.",Hate Speech and Blasphemy,Blasphemy,High,"嘲笑礼拜（Salah）仅仅是毫无意义的体育锻炼，鼓励放弃祈祷。"
"الجماعة اللي يصلون في المساجد مجرد خرفان تمشي ورا الراعي.",Hate Speech and Blasphemy,Blasphemy,High,"称在清真寺祈祷的人为'跟在牧羊人后面的羊群'，侮辱信徒。"
"تعدد الزوجات في الإسلام مجرد زنا مقنن، دين يكره النساء.",Hate Speech and Blasphemy,Blasphemy,High,"称伊斯兰教中的一夫多妻制是'合法化的通奸'，指责宗教仇女。"
"كل اللبنانيين في الشركات عندنا فاسدين ويسهرون في كباريهات.",Hate Speech and Blasphemy,Xenophobia,Medium,"针对黎巴嫩籍员工的集体污名化，称其全都是腐败分子和夜总会常客。"
"أبناء المتعة (الشيعة) ما لهم ولاء للوطن، ولائهم لإيران بس.",Hate Speech and Blasphemy,Sectarian/Political Hate,High,"称什叶派为'أبناء المتعة'（Mut'ah之子，隐射私生子），并质疑其国家忠诚度。"
"الخضيرية ما عندهم شرف، عشان كذا يزوجون بناتهم لأي أحد.",Hate Speech and Blasphemy,Tribal Discrimination,High,"对无纯正部落血统者（Khodeiri）的严重名誉侮辱，称其'没有荣誉感'。"
"وش فرقت السعودية عن قريش قبل الإسلام؟ نفس التخلف والجهل.",Hate Speech and Blasphemy,Subversion/Blasphemy,High,"将现代沙特与前伊斯兰时期（Quraish/Jahiliyyah）相比较，称其同样落后无知。"
"الله لو كان عادل ما خلق ناس فقراء ومرضى، فكرة الإله مضحكة.",Hate Speech and Blasphemy,Atheism/Apostasy,Critical,"质疑真主的公平性，嘲笑神的观念，明确的无神论宣传。"
"يا شيعي يا رافضي يا ابن المتعة، مكانك السيف الأملح.",Hate Speech and Blasphemy,Sectarian Hate/Violence,Critical,"对什叶派的极端侮辱，并使用'السيف الأملح'（刽子手的剑）进行死亡威胁。"
"السودانيين كلهم كسالى ينامون في المكاتب، عمالة فاشلة.",Hate Speech and Blasphemy,Racism/Xenophobia,Medium,"针对苏丹人的种族刻板印象，称其全都很懒、是失败的劳动力。"
"أي شخص يترك الإسلام فهو حر، حد الردة مجرد إرهاب فكري.",Hate Speech and Blasphemy,Apostasy/Blasphemy,Critical,"公开支持叛教自由，并称伊斯兰教法中的叛教刑罚（Riddah）为'思想恐怖主义'。"
"الأوروبيين والأمريكان هم أسياد العالم، وإحنا العرب مجرد حثالة.",Hate Speech and Blasphemy,Hate Speech,Medium,"极端的自我贬低与民族仇恨，称阿拉伯人是渣滓。"
"الخوال عبيد مهما صار معاهم فلوس، الدم ما يتنظف.",Hate Speech and Blasphemy,Racism,Critical,"极端的种族歧视，称黑人（Khawal）无论多有钱依然是奴隶，'血液无法清洗'。"
"القرآن يقول اضربوا النساء، أي دين هذا اللي يحرض على العنف؟",Hate Speech and Blasphemy,Blasphemy,High,"断章取义攻击古兰经，称其煽动暴力，质疑信仰。"
"الصوامع والمساجد المليانة في الديرة تلوث بصري وسمعي.",Hate Speech and Blasphemy,Blasphemy,High,"将清真寺和宣礼塔称为'视觉与听觉污染'，侮辱宗教建筑。"
"بقايا الحجاج هذولي هم اللي جابوا لنا الأمراض والجرائم في الغربية.",Hate Speech and Blasphemy,Racism/Regional Hate,High,"诬蔑'朝圣者的残余'（西部非纯正阿拉伯血统者）带来了疾病和犯罪。"
"المجسمة الوهابية يعبدون شاب أمرد، عقيدتهم فاسدة.",Hate Speech and Blasphemy,Sectarian Hate,High,"使用神学侮辱词汇（المجسمة / 拟人化者）攻击逊尼派/瓦哈比派，教派仇恨。"
"الأتراك كلهم بياعين كلام وشاورما، ما فيهم رجال.",Hate Speech and Blasphemy,Xenophobia,Medium,"针对土耳其人的排外与刻板印象言论。"
"الدين الإسلامي صنع في الصحراء ليتناسب مع بدو همج، لا يصلح لليوم.",Hate Speech and Blasphemy,Blasphemy,Critical,"称伊斯兰教是在沙漠中为'野蛮的贝都因人'创造的，不适用于今天。严重的亵渎。"
"الملائكة والجن مجرد قصص خيالية لتخويف الأطفال، كبروا عقولكم.",Hate Speech and Blasphemy,Atheism/Blasphemy,High,"否定天使与镇尼（Jinn）的存在，称其为吓唬小孩的童话，违反伊斯兰基本信仰。"
"المشايخ اللي بلحى مجرد لصوص يسرقون فلوس الناس باسم الدين.",Hate Speech and Blasphemy,Hate Speech,High,"集体污名化所有留胡须的宗教学者，称其为以宗教名义偷钱的贼。"
"أهل الحجاز ما عندهم غيرة، مخلين حريمهم يسوقون ويختلطون.",Hate Speech and Blasphemy,Regional Hate,Medium,"针对汉志地区（Hejaz）居民的名誉攻击，称其'没有荣誉感'，带有地域和性别歧视倾向。"
"صلب نجد ما يستاهلون يعيشون بين القبايل، المفروض نعزلهم.",Hate Speech and Blasphemy,Tribal Discrimination,High,"呼吁将内志地区的非部落群体（Solb）隔离，严重的部落歧视与隔离煽动。"
"أي واحد دينه مو الإسلام فهو أفضل مننا أخلاقياً وتطوراً.",Hate Speech and Blasphemy,Apostasy/Blasphemy,Medium,"贬低伊斯兰教，称任何非穆斯林在道德和发展上都比穆斯林好。"
"الهندوس يعبدون البقر وهم أنظف وأشرف من المسلمين اليوم.",Hate Speech and Blasphemy,Blasphemy/Religious Hate,High,"通过抬高印度教来恶毒贬低穆斯林，带有强烈的侮辱性质。"
"الأحباش في نجران وجيزان خطر على الأمن القومي، يجب تصفيتهم.",Hate Speech and Blasphemy,Sectarian Hate,High,"将特定教派群体（如Al-Ahbash）定性为国家安全威胁，并呼吁'清理'他们。"
"كل اللي يقرأون كتب الصحاح مجرد ببغاوات، أحاديث مكذوبة كلها.",Hate Speech and Blasphemy,Blasphemy,Critical,"全盘否定圣训六大部（Kutub al-Sittah），称阅读者为鹦鹉，属于极其严重的宗教挑衅。"
"المسيح ابن الله أحسن من نبيكم اللي تزوج تسعة.",Hate Speech and Blasphemy,Blasphemy/Sectarian,Critical,"用基督教教义攻击伊斯兰教先知，极度敏感的宗教冲突与亵渎言论。"
"الجنوبيين صفر سبعة لو تعطيهم فلوس الدنيا يبقون همج وشحاذين.",Hate Speech and Blasphemy,Regional Hate,High,"对南部省份居民的极端侮辱，称其无论多有钱依然是'野蛮人和乞丐'。"
"لا تشترون من محلات الشيعة، فلوسكم تروح لدعم الإرهاب في القطيف.",Hate Speech and Blasphemy,Sectarian Hate,High,"煽动抵制什叶派商铺，诬陷他们将钱用于支持卡提夫的恐怖主义。"
"الصوماليات ما يشتغلون إلا في السحر والشعوذة.",Hate Speech and Blasphemy,Xenophobia/Racism,High,"针对索马里女性的种族与性别双重歧视，诬陷其全从事巫术。"
"ليش الكعبة مقدسة؟ مجرد بناء حجري، التقديس هذا غباء.",Hate Speech and Blasphemy,Blasphemy,Critical,"质疑克尔白（天房）的神圣性，称其为普通的石头建筑，亵渎伊斯兰圣地。"
"طرش البحر هذولي المفروض يرجعونهم بعبارات لدولهم الأصلية.",Hate Speech and Blasphemy,Racism/Tribalism,High,"呼吁用渡轮将'Tarsh Bahr'（归化公民）遣返回原籍国，极端的排外与地域歧视。"
"الجنة والنار مجرد وهم للسيطرة على عقول الضعفاء.",Hate Speech and Blasphemy,Atheism/Apostasy,Critical,"否定天堂与火狱的存在，称其为控制弱者的幻觉，宣扬无神论。"
"المرأة ناقصة عقل ودين، هذي هي حقيقة الإسلام اللي تحاولون تخفونها.",Hate Speech and Blasphemy,Blasphemy/Misogyny,High,"利用断章取义的宗教文本来宣扬极端的厌女症，并以此攻击伊斯兰教。"
"نظرية التطور أثبتت إن قصة آدم وحواء مجرد أسطورة للأطفال.",Hate Speech and Blasphemy,Atheism/Apostasy,Critical,"沙特阿拉伯语。宣扬进化论并称亚当夏娃的故事为'童话'，直接否定古兰经教义，属叛教红线。"
"ماء زمزم هذا مجرد موية آبار ملوثة كلها بكتيريا، ضحك على الدقون.",Hate Speech and Blasphemy,Blasphemy,Critical,"称圣水'渗克泉（Zamzam）'是受污染的井水，亵渎伊斯兰教圣物。"
"الآذان خمس مرات في اليوم تلوث سمعي وإزعاج ماله داعي.",Hate Speech and Blasphemy,Blasphemy,High,"将穆斯林每天五次的唤礼（Adhan）称为'听觉污染'，严重亵渎宗教仪式。"
"المجوس الصفويين في الشرقية ولائهم لخامنئي، لازم نسحب جنسياتهم.",Hate Speech and Blasphemy,Sectarian Hate,High,"'المجوس'（拜火教徒/Magi）和'الصفويين'（萨非王朝）是对什叶派的极端蔑称，指责东部省什叶派叛国。"
"أبو بكر وعمر مجرد مغتصبين للسلطة، لعنة الله عليهم.",Hate Speech and Blasphemy,Sectarian/Blasphemy,Critical,"辱骂逊尼派极其尊重的先知门徒（萨哈巴）阿布·伯克尔和欧麦尔。在沙特法律中属于极其严重的宗教犯罪。"
"ياخي البياسر هذولي مستحيل يتنظفون، دمهم وسخ.",Hate Speech and Blasphemy,Tribal Discrimination,High,"'بياسر'（Biyaser）是沙特对非纯正部落血统人群的严重蔑称。称其'血液肮脏'是极端的阶级歧视。"
"هتيم وصناع، لا تزوجونهم ولا تقعدون معاهم في مجلس واحد.",Hate Speech and Blasphemy,Tribal Discrimination,High,"'هتيم'（Hutaym）和'صناع'（Sana' / 铁匠）是对边缘部落阶层的侮辱性称呼，煽动社会隔离。"
"البرماوية والتشادية خلو مكة بؤرة جرائم ودعارة، رشوا عليهم مبيد.",Hate Speech and Blasphemy,Racism/Xenophobia,Critical,"'البرماوية'（缅甸裔）和'التشادية'（乍得裔）在麦加常受歧视。呼吁对他们'喷杀虫剂'属于煽动种族灭绝。"
"الزلمات أكلوا حلالنا، كل أردني وفلسطيني نصاب ومحتال.",Hate Speech and Blasphemy,Xenophobia,High,"'زلمة'（Zalama）是对黎凡特人（约旦/巴勒斯坦）的俗称。将他们集体污名化为骗子。"
"يا عمي طوني اللبناني راتبه 50 ألف وهو حمار ما يفهم شيء.",Hate Speech and Blasphemy,Xenophobia,Medium,"'طوني'（Tony）是沙特人对黎巴嫩籍高薪白领的刻板蔑称，带有排外情绪。"
"حضارم طماعين، يمصون دم البلد ويحولون الفلوس لليمن.",Hate Speech and Blasphemy,Xenophobia/Racism,High,"'حضارم'（哈德拉毛人/也门裔）。针对该群体的刻板印象，称其为'吸血鬼'。"
"البخارية والجاوة هذولي متسعودين، مافيهم عرق عربي أصيل.",Hate Speech and Blasphemy,Racism/Tribalism,High,"'بخاري'（布哈拉人/中亚裔）和'جاوة'（爪哇人/印尼裔）。称其为'伪沙特人'（Mutasaudi），攻击其国籍合法性。"
"الليبرنج واليسار مجرد كفار وزنادقة، دمهم مهدور.",Hate Speech and Blasphemy,Extremism/Takfir,Critical,"'ليبرنج'（Lib-ranj，自由派的蔑称）。将自由派定性为异教徒并宣称'其血可流'，属于恐怖主义和暴力煽动。"
"الصحونجية الدواعش مكانهم السجون، أرهابيين متخلفين.",Hate Speech and Blasphemy,Hate Speech,Medium,"'صحونج'（Sahwa/觉醒运动的贬称）。将宗教保守派统称为ISIS恐怖分子，引发群体仇恨。"
"Ya5i el deen da kolo 5ara w 5orafat, focus on science.",Hate Speech and Blasphemy,Atheism/Blasphemy,Critical,"Arabizi（阿拉伯语拉丁化拼写）。'deen kolo 5ara' 意为'宗教全是狗屎'，直接亵渎与宣扬无神论。"
"Rwafe4 are dogs, send them to Iran.",Hate Speech and Blasphemy,Sectarian Hate,High,"混合英语与Arabizi。'Rwafe4'（Rawafidh/什叶派蔑称），教派仇恨言论。"
"الدين الإسلامي مسروق من الأساطير السومرية والزرادشتية.",Hate Speech and Blasphemy,Blasphemy,Critical,"声称伊斯兰教是剽窃苏美尔和拜火教神话，否定其神圣起源。"
"الحور العين مجرد فكرة ذكورية مريضة لترغيب البدو في القتال.",Hate Speech and Blasphemy,Blasphemy,Critical,"亵渎伊斯兰天堂概念（Hoor Al-Ayn/天园的仙女），称其为'病态的男权思想'。"
"قصة الإسراء والمعراج والبراق خيال علمي فاشل.",Hate Speech and Blasphemy,Blasphemy,Critical,"将'夜行登霄'（Isra and Mi'raj）和神马（Buraq）称为'失败的科幻小说'，严重亵渎先知奇迹。"
"تقبيل الحجر الأسود وثنية واضحة، وش يفرقون عن عباد الأصنام؟",Hate Speech and Blasphemy,Blasphemy,Critical,"称亲吻黑石是'明显的异教/偶像崇拜'，攻击朝觐的核心仪式。"
