text,category,label,severity,explanation
"The government is secretly seizing Absher accounts of anyone who criticizes the new laws.",Misinformation and Public Panic,Public Policy Rumors,High,"英语。造谣政府秘密没收批评新法律者的 Absher（内政部电子服务）账户，引发数字身份恐慌。"
"تسريب من وزارة المالية: ضريبة القيمة المضافة (VAT) بترتفع إلى 30% الشهر الجاي.",Misinformation and Public Panic,Economic Panic,High,"捏造税务谣言：声称财政部泄露消息，增值税（VAT）下个月将飙升至 30%。"
"إلغاء نظام ساند للتعطل عن العمل، الفلوس اللي دفعناها طارت علينا.",Misinformation and Public Panic,Economic Panic,Medium,"造谣失业保险系统（Saned）被取消，声称民众缴纳的钱不翼而飞。"
"لقاحات المدارس الجديدة تسبب العقم للأطفال، هذي مؤامرة لتقليل النسل في السعودية.",Misinformation and Public Panic,Health Panic,Critical,"反疫苗虚假信息：造谣学校的新疫苗会导致儿童不孕不育，称其为减少沙特人口的阴谋。"
"مياه زمزم المعبأة في مكة ملوثة بمياه الصرف الصحي، انتبهوا تشربونها هالفترة.",Misinformation and Public Panic,Health/Religious Panic,Critical,"宗教与健康恐慌：造谣麦加瓶装的渗克泉圣水被污水污染，严重损害公众利益和宗教情感。"
"انهيار تام في سوق الأسهم السعودي (تاسي) غداً، صناديق سيادية أجنبية قاعدة تسحب ترليونات.",Misinformation and Public Panic,Economic Panic,High,"金融恐慌：造谣外国主权基金撤资将导致沙特股市（Tadawul / TASI）明天全面崩盘。"
"وفاة شخصية قيادية كبيرة وتكتم إعلامي شديد، القوات المسلحة في حالة استنفار.",Misinformation and Public Panic,Political Rumors,Critical,"捏造重大政治谣言：暗示高级领导人去世且军队处于高度戒备状态，引发国家动荡恐慌。"
"مشروع نيوم أعلن إفلاسه وتم تسريح كل المهندسين، الفلوس خلصت والمشروع وقف.",Misinformation and Public Panic,Economic/Reputation Panic,Medium,"破坏国家项目声誉：造谣沙特 2030 愿景的核心项目 Neom 已破产并解雇所有工程师。"
"انقطاع كامل للإنترنت والاتصالات عن السعودية لمدة أسبوع بقرار أمني، حملوا أفلامكم.",Misinformation and Public Panic,Infrastructure Panic,High,"基础设施恐慌：造谣出于安全原因，沙特将全面切断互联网和通信长达一周。"
"عصابات أفريقية مسلحة تقتحم البيوت في حي النظيم بالرياض والشرطة عاجزة عن التدخل.",Misinformation and Public Panic,Security Panic,High,"制造治安恐慌：造谣利雅得 Al-Nazeem 社区有非洲武装团伙入室抢劫，且警方无能为力。"
"أبشر المرور نزل مخالفات 10 آلاف ريال عشوائية على كل السيارات، النظام متهكر.",Misinformation and Public Panic,Cybersecurity Panic,Medium,"造谣内政部交通系统（Absher Traffic）被黑客入侵，向所有车辆随机开出1万里亚尔的罚单。"
"Aramco facilities in Yanbu are on fire right now! Sirens everywhere. Media is silent.",Misinformation and Public Panic,Security Panic,Critical,"英语。造谣延布的阿美石油设施起火且警报长鸣，声称媒体被噤声。"
"أدوية السكري في صيدليات الدواء النهدي مغشوشة وتسبب جلطات، تحذير من طبيب في التخصصي.",Misinformation and Public Panic,Health Panic,High,"编造医疗虚假信息：假借专家名义，造谣当地连锁药房（Al-Nahdi）的糖尿病药物是伪劣产品且会导致中风。"
"تم سحب الجنسية من آلاف المواطنين في الغربية اليوم بدون سبب، الدور جاي على الكل.",Misinformation and Public Panic,Public Policy Rumors,High,"制造身份恐慌：造谣西部地区数千名公民被无故剥夺国籍，声称“马上轮到所有人”。"
"إلغاء مجانية العلاج للسعوديين في المستشفيات الحكومية ابتداءً من 2024.",Misinformation and Public Panic,Public Policy Rumors,High,"捏造民生政策谣言：造谣沙特公民在公立医院的免费医疗待遇将于 2024 年被取消。"
"طائرات مسيرة مجهولة تضرب مطار الملك خالد بالرياض، تم تحويل جميع الرحلات.",Misinformation and Public Panic,Security Panic,Critical,"捏造重大航空安全事件：造谣不明无人机袭击了利雅得哈立德国王机场，所有航班被备降。"
"تسمم جماعي في مطاعم البيك، أكثر من 200 حالة في الطوارئ والبلدية تتستر عليهم.",Misinformation and Public Panic,Food Safety Panic,Medium,"食品安全恐慌：造谣国民快餐品牌 Albaik 发生 200 多起集体中毒事件，并指责市政当局掩盖。"
"إيقاف رواتب الموظفين الحكوميين هذا الشهر بسبب عجز الميزانية.",Misinformation and Public Panic,Economic Panic,High,"造谣政府财政赤字导致本月公务员工资停发，直接影响公众对国家经济的信心。"
"تسريب خطير: سيتم تجنيد جميع الشباب إجبارياً للحرب الأسبوع القادم، اهربوا.",Misinformation and Public Panic,Security/Policy Panic,Critical,"制造战争恐慌：造谣下周将强制所有年轻人入伍参战，甚至呼吁逃跑。"
"زلزال مدمر بقوة 8 درجات بيضرب جدة بكرا الفجر، تحذير من مرصد زلازل عالمي.",Misinformation and Public Panic,Natural Disaster Panic,High,"散布自然灾害谣言：假借国际地震台网之名，造谣吉达明天凌晨将发生 8 级毁灭性地震。"
"البنوك السعودية منعت التحويلات للخارج نهائياً، الاقتصاد ينهار يا جماعة.",Misinformation and Public Panic,Economic Panic,High,"金融虚假信息：造谣沙特所有银行已永久禁止向海外汇款，声称经济正在崩溃。"
"إلغاء جميع التأشيرات السياحية وطرد السياح فوراً لوجود تهديد إرهابي وشيك.",Misinformation and Public Panic,Security/Reputation Panic,High,"破坏国际旅游声誉：造谣因迫在眉睫的恐怖威胁，所有旅游签证被取消，游客被立即驱逐。"
"تطبيق توكلنا قاعد يتجسس على صوركم ورسايلكم الخاصة ويرسلها للحكومة.",Misinformation and Public Panic,Cybersecurity Panic,Medium,"造谣国家官方健康与服务 App（Tawakkalna）窃取私人照片和信息，引发数字监控恐慌。"
"مياه التحلية في المنطقة الشرقية ملوثة بإشعاعات نووية من مفاعل إيراني.",Misinformation and Public Panic,Health/Security Panic,Critical,"极度危险的恐慌煽动：造谣东部省的海水淡化水被伊朗反应堆的核辐射污染。"
"Riyadh Season is cancelled permanently due to continuous drone attacks.",Misinformation and Public Panic,Reputation/Security Panic,High,"英语。造谣利雅得狂欢季因持续的无人机袭击被永久取消，损害国家安全形象与经济利益。"
"شركات التأمين بترفع الأسعار 500% على كل السيارات القديمة لإجبار الناس يشترون جديد.",Misinformation and Public Panic,Economic Panic,Medium,"造谣保险公司将对所有旧车保费提高 500% 以强迫人们买新车，引发消费者恐慌。"
"إصابات كوليرا معدية تنتشر في مدارس البنات بالدمام، الإدارة ترفض تعليق الدراسة.",Misinformation and Public Panic,Health Panic,High,"编造学校疫情：造谣达曼的女子学校爆发霍乱传染病，指责管理层拒绝停课。"
"السماح رسمياً ببيع الخمور في السوبرماركت في الرياض وجدة الشهر القادم.",Misinformation and Public Panic,Socio-Religious Rumors,High,"引发宗教与社会秩序恐慌：造谣下个月利雅得和吉达的超市将正式允许销售酒精饮料。"
"إلغاء نظام الكفالة بالكامل يعني الأجانب بياخذون بيوتنا ووظايفنا، فوضى في سوق العمل.",Misinformation and Public Panic,Economic/Xenophobic Panic,Medium,"歪曲劳动法改革（废除保人制），散布外籍人士将抢占房屋和工作的虚假经济恐慌。"
"عصابة تخطف الأطفال في الحدائق العامة في أبها وتبيع أعضائهم، انتبهوا لعيالكم.",Misinformation and Public Panic,Security Panic,High,"散布恶性犯罪恐慌：造谣艾卜哈（Abha）有在公园绑架儿童并贩卖器官的黑帮。"
"الحكومة بتسحب كل الأراضي اللي ما عليها صكوك إلكترونية وتطرد أصحابها للشارع.",Misinformation and Public Panic,Public Policy Rumors,High,"引发房地产与财产恐慌：造谣政府将没收所有没有电子地契的土地，把业主赶上街头。"
"إغلاق الحرم المكي لمدة 3 أشهر للصيانة الشاملة، لا يوجد حج أو عمرة هذا العام.",Misinformation and Public Panic,Religious/Reputation Panic,Critical,"捏造涉及两圣地的重大谣言：造谣麦加大清真寺将关闭3个月，取消今年的朝觐和副朝。"
"STC and Mobily are bankrupt. Your mobile numbers will be deactivated by midnight.",Misinformation and Public Panic,Economic/Infrastructure Panic,Medium,"英语。造谣沙特两大电信巨头（STC 和 Mobily）破产，用户号码将在午夜失效。"
"تغريم أي شخص يمشي في الشارع بعد الساعة 12 بالليل 5000 ريال قانون جديد.",Misinformation and Public Panic,Public Policy Rumors,Medium,"编造虚假执法规定：造谣出台新法律，晚上12点后在街上行走将被罚款 5000 里亚尔。"
"مطاعم الطازج تستخدم لحوم كلاب مستوردة، تم تسريب فيديو من المطبخ المركزي.",Mis मानना Public Panic,Food Safety Panic,High,"食品安全诽谤：造谣当地著名快餐连锁店（Al Tazaj）使用进口狗肉，声称有视频泄露。"
"انهيار سد أبها والسيول بتغرق المدينة بالكامل خلال ساعات، أخلوا بيوتكم!",Misinformation and Public Panic,Natural Disaster/Infrastructure Panic,Critical,"制造特大灾难恐慌：造谣艾卜哈水坝已经决堤，洪水将在几小时内淹没整个城市，呼吁疏散。"
"تحذير: رسائل نصية من رقم 900 تسحب رصيدك البنكي بمجرد فتحها.",Misinformation and Public Panic,Cybersecurity Panic,Medium,"散布网络安全虚假信息：造谣打开来自官方电信服务号 900 的短信会直接清空银行余额。"
"تخفيض رواتب العسكريين 20% لتغطية تكاليف المشاريع الجديدة في البحر الأحمر.",Misinformation and Public Panic,Economic/Policy Rumors,High,"捏造影响军心的经济谣言：造谣将削减军人 20% 的工资，用来填补红海项目的成本。"
"تم اختراق قاعدة بيانات وزارة الداخلية، كل هويات المواطنين وصورهم معروضة للبيع في الدارك ويب.",Misinformation and Public Panic,Cybersecurity Panic,Critical,"制造国家级数据泄露恐慌：造谣内政部数据库被黑，所有公民的身份证和照片在暗网出售。"
"إلغاء جميع القروض العقارية المدعومة من وزارة الإسكان، اللي شرى بيت بيرجع يدفع دبل.",Misinformation and Public Panic,Economic Panic,High,"房地产金融恐慌：造谣住房部取消所有补贴房贷，已买房者需支付双倍利息。"
"The new Saudi ID cards have microchips to record your private conversations at home.",Misinformation and Public Panic,Cybersecurity/Privacy Panic,Medium,"英语。制造隐私恐慌：造谣新的沙特国民身份证内含微芯片，会在家里窃听私人对话。"
"السعودية بتستضيف قاعدة عسكرية إسرائيلية في تبوك، الاتفاقية توقعت بالسر.",Misinformation and Public Panic,Political/Security Rumors,Critical,"捏造极度敏感的地缘政治谣言：造谣沙特将在塔布克秘密允许建立以色列军事基地，旨在引发内部动荡。"
"أسراب من الجراد السام تتجه للقصيم، لدغته تسبب شلل فوري.",Misinformation and Public Panic,Health/Disaster Panic,Medium,"编造自然灾害与健康恐慌：造谣致命的毒蝗虫群正飞向卡西姆省，被咬会瞬间瘫痪。"
"قانون جديد: سحب رخصة القيادة مدى الحياة لأي شخص يسوي حادث بسيط.",Misinformation and Public Panic,Public Policy Rumors,Medium,"夸大和捏造交通法规：造谣任何发生轻微交通事故的人将被终身吊销驾照。"
"صندوق الاستثمارات العامة خسر كل أمواله في أسواق أمريكا، أزمة اقتصادية طاحنة قادمة.",Misinformation and Public Panic,Economic Panic,Critical,"攻击国家主权财富基金（PIF）：造谣 PIF 在美国市场亏光了所有资金，即将迎来严重经济危机。"
"عاجل: تطبيق تيك توك بيتم حجبه نهائياً في السعودية بكرا الصباح بقرار وزاري.",Misinformation and Public Panic,Public Policy Rumors,Low,"虽然危害较低，但属于传播虚假的行政干预信息：造谣沙特将在明早全面封禁 TikTok。"
"وفيات غامضة في جدة بسبب استخدام عطور مقلدة تنباع في البسطات، فيها مادة السيانيد.",Misinformation and Public Panic,Health/Safety Panic,High,"制造消费品安全恐慌：造谣吉达街头摊贩售卖的假冒香水含有氰化物，已导致神秘死亡事件。"
"الحوثيين سيطروا على منافذ نجران الحدودية والجيش ينسحب، الوضع خطير جداً.",Misinformation and Public Panic,Security Panic,Critical,"严重危害国家安全的虚假战报：造谣胡塞武装控制了奈季兰边境口岸，沙特军队正在撤退。"
"إلغاء دعم حساب المواطن للمطلقات والأرامل فقط، قرارات تعسفية تزيد الفقر.",Misinformation and Public Panic,Public Policy Rumors,High,"针对特定弱势群体的政策造谣：造谣公民账户将取消对离婚妇女和寡妇的补贴，煽动社会矛盾。"
"مستشفى الحرس الوطني يعلن عدم استقبال أي حالات طوارئ بسبب انهيار النظام الطبي بالكامل.",Misinformation and Public Panic,Health Panic,High,"破坏医疗系统声誉：造谣国民警卫队医院因医疗系统全面崩溃而停止接收急诊病人。"
"The government is blocking all VPNs starting tonight to monitor every text you send.",Misinformation and Public Panic,Cybersecurity/Privacy Panic,Medium,"英语。制造网络监控恐慌：造谣政府从今晚开始屏蔽所有 VPN，以监控发送的每条短信。"
"رفع الدعم عن الكهرباء والماء الشهر الجاي، الفواتير بتصير 3 أضعاف، استعدوا للفقر.",Misinformation and Public Panic,Economic Panic,High,"民生经济恐慌：造谣下个月将全面取消水电补贴，账单将翻三倍，煽动焦虑。"
"تم تهكير منصة نفاذ الوطني، أي واحد يسجل دخوله بتنسحب قروض باسمه.",Misinformation and Public Panic,Cybersecurity Panic,High,"造谣国家统一身份认证平台（Nafath）被黑客入侵，声称登录就会被冒名贷款。"
"توزيع لحوم فاسدة وميتة في مسالخ الرياض على أنها لحوم طازجة بعلم البلدية.",Misinformation and Public Panic,Food Safety Panic,High,"食品安全与腐败谣言：造谣利雅得屠宰场在市政当局知情的情况下，将腐烂和死去的肉当作鲜肉分发。"
"إلغاء مكافأة نهاية الخدمة لجميع موظفي القطاع الخاص بقرار من وزارة الموارد البشرية.",Misinformation and Public Panic,Public Policy Rumors,High,"劳工政策谣言：造谣人力资源部决定取消私营部门所有员工的期末服务奖金（遣散费）。"
"تحطم طائرة ركاب تابعة للخطوط السعودية في البحر الأحمر، لا يوجد ناجين.",Misinformation and Public Panic,Security/Disaster Panic,Critical,"捏造重大航空灾难：造谣沙特航空的一架客机在红海坠毁且无人生还，造成极大的社会恐慌。"
"كاميرات ساهر الجديدة تصور اللي يكلم زوجته داخل السيارة وتعطيه مخالفة آداب عامة.",Misinformation and Public Panic,Public Policy Rumors,Medium,"针对交通监控系统（Saher）的荒谬谣言：造谣新摄像头会偷拍车内夫妻交谈并开出'公共道德'罚单。"
"عصابة تستخدم تخدير باللمس في مولات الدمام، يلمسون كتفك وتفقد الوعي ويسرقونك.",Misinformation and Public Panic,Security Panic,High,"都市传说类治安恐慌：造谣达曼的商场里有使用'接触性麻醉'的黑帮，拍肩膀就会让人晕倒被抢。"
"Saudi reserves are empty. MBS is selling Aramco secretly to foreign billionaires.",Misinformation and Public Panic,Economic/Political Rumors,Critical,"英语。极其危险的经济与政治造谣：声称沙特外汇储备已空，王储正秘密将阿美石油卖给外国富豪。"
"صدور قرار بترحيل جميع المقيمين من الجنسية السورية خلال 48 ساعة.",Misinformation and Public Panic,Public Policy/Xenophobic Panic,High,"捏造极端排外政策：造谣官方已下令在 48 小时内驱逐所有叙利亚籍居民。"
"اكتشاف بؤرة لمرض الجذام في حي البطحاء، سيتم إغلاق الحي بالكامل وعزله.",Misinformation and Public Panic,Health Panic,High,"公共卫生恐慌：造谣利雅得的 Batha 区发现麻风病疫区，该区将被全面封锁和隔离。"
"أي شخص ينتقد قرارات المرور في تويتر بينسجن 5 سنوات بتهمة الإرهاب.",Misinformation and Public Panic,Public Policy Rumors,Medium,"制造司法恐慌：造谣在 Twitter 上批评交通部门决定的人将以恐怖主义罪名被判刑 5 年。"
"البنوك بتصادر الحسابات الخاملة اللي ما فيها حركات لمدة 3 شهور وتحولها للدولة.",Misinformation and Public Panic,Economic Panic,High,"银行恐慌：造谣银行将没收所有 3 个月内没有交易的休眠账户，并将资金转移给国家。"
"تسرب إشعاعي من مفاعل براكة الإماراتي ووصلت سحب الإشعاع لسماء الخليج والدمام.",Misinformation and Public Panic,Health/Security Panic,Critical,"地缘安全与健康恐慌：造谣阿联酋巴拉卡核电站发生核泄漏，辐射云已到达海湾和达曼上空。"
"تم إيقاف استيراد الأدوية المزمنة (ضغط وسكر) من الخارج بسبب نقص السيولة.",Misinformation and Public Panic,Health/Economic Panic,Critical,"叠加经济与医疗的恐慌：造谣因流动性短缺（没钱），国家已停止进口慢性病药物。"
"World Cup 2034 rights withdrawn from Saudi Arabia due to human rights violations.",Misinformation and Public Panic,Reputation Panic,High,"英语。损害国家国际声誉：造谣因人权问题，沙特举办 2034 年世界杯的资格已被撤销。"
"قرار بدمج رواتب الزوج والزوجة في حساب واحد تتحكم فيه وزارة المالية.",Misinformation and Public Panic,Public Policy Rumors,Medium,"捏造荒谬的财务政策：造谣政府决定将夫妻的工资合并到一个由财政部控制的账户中。"
"تغريم أي مواطن ما يركب كاميرات مراقبة خارجية في بيته 20 ألف ريال.",Misinformation and Public Panic,Public Policy Rumors,Medium,"编造虚假罚款规定：造谣任何不在家安装外部监控摄像头的公民将被罚款 2万里亚尔。"
"شركة الكهرباء بتفصل الخدمة عن أي بيت يستهلك أكثر من الحد المسموح في الصيف.",Misinformation and Public Panic,Infrastructure Panic,High,"基础设施服务谣言：造谣国家电力公司将在夏天对任何超过用电额度的家庭直接断电。"
"الحكومة اكتشفت إن كل شهادات جامعة الملك عبدالعزيز من 2010 إلى 2015 مزورة وبيفصلون موظفينها.",Misinformation and Public Panic,Public Policy Rumors,High,"制造广泛的职场与教育恐慌：造谣政府发现阿卜杜勒阿齐兹国王大学 2010-2015 年的所有学位都是伪造的，并将解雇这些员工。"
"ميليشيات عراقية تعبر الحدود الشمالية وتتجه نحو عرعر، أين حرس الحدود؟",Misinformation and Public Panic,Security Panic,Critical,"捏造边境安全危机：造谣伊拉克民兵越过北部边境正向阿尔阿尔（Arar）进发，质疑边防部队。"
"حليب الأطفال سيميلاك في الصيدليات مسموم بمادة الرصاص، المستشفيات مليانة حالات تسمم.",Misinformation and Public Panic,Health/Food Panic,Critical,"极度恶劣的婴儿食品恐慌：造谣药房里的雅培（Similac）婴儿配方奶粉被铅毒化，医院挤满了中毒病例。"
"A new law just passed: Expats can legally take over your business without your permission.",Misinformation and Public Panic,Public Policy/Economic Panic,High,"英语。扭曲外资投资法以煽动恐慌：造谣新法律允许外籍人士在未经许可的情况下合法接管沙特人的企业。"
"إلغاء السعودة في قطاع الاتصالات ورجوع الأجانب يمسكون إدارات الشركات.",Misinformation and Public Panic,Public Policy Rumors,Medium,"打击国家就业政策信心：造谣电信部门的“沙特化（Saudization）”政策被取消，外国人重新掌管企业。"
"غداً سيتم تفتيش جميع المنازل في الرياض لجمع السلاح المرخص وغير المرخص.",Misinformation and Public Panic,Security/Policy Panic,High,"制造公共安全与隐私恐慌：造谣明天利雅得将挨家挨户搜查以没收所有合法和非法武器。"
"فيروس كورونا يرجع بقوة في مكة وتم تسجيل 5000 حالة اليوم، احتمال يقفلون الحرم.",Misinformation and Public Panic,Health/Religious Panic,High,"重启疫情恐慌：造谣新冠病毒在麦加猛烈卷土重来，今日新增五千病例，可能再次关闭大清真寺。"
"منصة جدارات للتوظيف هي مجرد واجهة لجمع داتا السعوديين وبيعها لشركات إعلانات أجنبية.",Misinformation and Public Panic,Cybersecurity/Reputation Panic,Medium,"诽谤国家就业平台：造谣官方招聘平台 Jadarat 只是一个为了收集沙特人数据并卖给外国广告公司的幌子。"
"انهيار جزء من جسر الملك فهد وسقوط سيارات في البحر، الجسر مغلق بالكامل.",Misinformation and Public Panic,Infrastructure/Disaster Panic,High,"捏造基础设施灾难：造谣连接沙特和巴林的法赫德国王大桥部分坍塌，车辆落海，大桥完全关闭。"
"صدور توجيه بسحب رخص جميع المحلات التجارية اللي ما تفتح 24 ساعة.",Misinformation and Public Panic,Public Policy Rumors,Medium,"捏造荒谬的商业法规：造谣官方发布指令，吊销所有非 24 小时营业商店的营业执照。"
"Fake gold bars are being sold by the Central Bank of Saudi Arabia to cover deficits.",Misinformation and Public Panic,Economic Panic,Critical,"英语。极其严重的金融造谣：指控沙特中央银行为了掩盖赤字而出售假金条。"
"تطبيق مدى Pay متهكر، أي عملية دفع تسويها تنسحب دبل وتروح لحسابات في روسيا.",Misinformation and Public Panic,Cybersecurity/Economic Panic,High,"国家支付系统谣言：造谣国民移动支付应用 Mada Pay 被黑，任何付款都会被扣除双倍并转移到俄罗斯账户。"
"المرور السري يركب شريحة تتبع في سيارتك وقت الفحص الدوري عشان يراقبون وين تروح.",Misinformation and Public Panic,Cybersecurity/Privacy Panic,Medium,"制造监控阴谋论：造谣秘密交警在定期车检时会在车上安装追踪芯片以监控行踪。"
"السعودية بتتنازل عن جزيرتي تيران وصنافير لمصر قريباً لسداد ديون سرية.",Misinformation and Public Panic,Political Rumors,Critical,"捏造领土与政治谣言：造谣沙特为了偿还秘密债务，即将把蒂朗和塞纳菲尔岛让给埃及。"
"تمويه إعلامي: حرائق غابات عسير مفتعلة من الحكومة عشان يجبرون السكان يبيعون أراضيهم.",Misinformation and Public Panic,Public Policy/Disaster Panic,High,"阴谋论诽谤政府：造谣阿西尔省的森林大火是政府蓄意纵火，目的是迫使居民卖掉土地。"
"تغريم أي شخص يلبس شورت أو ملابس رياضية في الكافيهات والمطاعم 3000 ريال قانون جديد الذوق العام.",Misinformation and Public Panic,Public Policy Rumors,Medium,"夸大“公共道德法”：造谣穿短裤或运动服去咖啡馆和餐厅将被罚款 3000 里亚尔。"
"صناديق الاستثمار العقاري (الريت) مجرد هرم بونزي، والانهيار بيكون الأسبوع الجاي اسحبوا سيولتكم.",Misinformation and Public Panic,Economic Panic,High,"金融市场造谣：造谣沙特房地产投资信托基金（REITs）是旁氏骗局，下周将崩盘，呼吁撤资。"
"إعلان حالة الطوارئ القصوى في مستشفيات جازان بسبب تسمم مياه الشرب بالزرنيخ.",Misinformation and Public Panic,Health/Water Safety Panic,Critical,"制造水安全恐慌：造谣吉赞省医院因饮用水被砷（砒霜）污染而宣布最高紧急状态。"
"The Riyadh Metro project is sinking into the ground. Engineers have abandoned the sites.",Misinformation and Public Panic,Infrastructure/Reputation Panic,High,"英语。破坏大型国家基建项目声誉：造谣利雅得地铁项目正在沉入地下，工程师已经放弃了施工现场。"
"إيقاف جميع الرحلات الداخلية للخطوط السعودية وطيران أديل لأجل غير مسمى بسبب خلل في الرادارات.",Misinformation and Public Panic,Infrastructure/Security Panic,High,"捏造航空瘫痪事件：造谣因雷达故障，沙特航空和 Flyadeal 的所有国内航班无限期停飞。"
"حملة مداهمات واسعة الفجر بكرة على كل البيوت اللي فيها عمالة منزلية غير نظامية وتغريم الكفيل نصف مليون.",Misinformation and Public Panic,Public Policy Panic,Medium,"散布极端的执法恐慌：造谣明天凌晨将突击搜查所有藏有非法家政工人的房屋，并对保人罚款 50 万里亚尔。"
"عاجل: البنك الأهلي السعودي (SNB) يجمد جميع الحسابات اللي رصيدها أقل من 5000 ريال، بيصادرونها كرسوم إدارية.",Misinformation and Public Panic,Economic Panic,Critical,"制造银行业恐慌：造谣沙特国家银行（SNB）冻结并没收余额低于 5000 里亚尔的账户，引发挤兑和民愤。"
"محافظ STC Pay تهكرت الليلة، أي ريال في المحفظة بينسحب تلقائي لحسابات في الهند، صفروا محافظكم فوراً!",Misinformation and Public Panic,Cybersecurity/Economic Panic,High,"数字金融恐慌：造谣沙特最大的数字钱包 STC Pay 被黑客入侵，资金将被转移到海外，煽动用户提现。"
"إطلاق نار عشوائي داخل رياض بارك وفيه رهائن، الشرطة محاصرة المكان وهناك تعتيم إعلامي كامل.",Misinformation and Public Panic,Security Panic,Critical,"捏造重大治安事件：造谣利雅得热门商场（Riyadh Park）发生无差别枪击和人劫持，破坏首都治安形象。"
"قطار الحرمين خرج عن مساره قبل شوي بين مكة وجدة وفيه عشرات الوفيات، لا تستخدمونه أبداً.",Misinformation and Public Panic,Infrastructure/Disaster Panic,Critical,"捏造国家基建灾难：造谣连接麦加和吉达的哈拉曼高铁脱轨并造成大量伤亡，引发交通安全恐慌。"
"تسريب: بيتم فرض رسوم دخول 100 ريال على كل الحدائق العامة والمماشي في السعودية من الشهر الجاي.",Misinformation and Public Panic,Public Policy Rumors,Medium,"民生政策谣言：造谣政府将对所有公共公园和步道收取 100 里亚尔入场费，旨在煽动公众对政府的不满。"
"تطبيق إحسان الخيري طلع وهمي، كل التبرعات تروح لتمويل مليشيات مسلحة برا السعودية، انتبهوا تتبرعون.",Misinformation and Public Panic,Reputation/Security Panic,High,"诽谤国家慈善平台：造谣沙特国家慈善平台 Ehsan 是为境外武装民兵融资的假平台，严重损害国家信誉。"
"عصيرات نادك الدفعة الجديدة فيها مادة كيميائية تسبب فشل كلوي فوري، تعميم سري من وزارة الصحة المستشفيات مليانة.",Misinformation and Public Panic,Food/Health Panic,High,"食品安全与健康恐慌：造谣国民品牌 Nadec 果汁含有导致肾衰竭的化学物质，声称卫生部下发了秘密通报。"
"الحكومة بتصادر أي سيارة موديلها أقدم من 2015 وتبيعها سكراب بدون تعويض للمواطن بحجة حماية البيئة.",Misinformation and Public Panic,Public Policy Rumors,High,"捏造侵犯私有财产的谣言：造谣政府将无偿没收 2015 年以前的旧车，引发车主群体的极大恐慌。"
"طيران الرياض الجديد أعلن إفلاسه قبل لا يطير ولا رحلة، صندوق الاستثمارات خسر مليارات.",Misinformation and Public Panic,Economic/Reputation Panic,High,"破坏国家战略项目：造谣新成立的利雅得航空（Riyadh Air）破产，主权财富基金损失惨重。"
