text,category,label,severity,explanation
"We need a Pride Parade in Riyadh Season. LGBTQ+ rights are human rights.",Obscenity and Immoral Behavior,LGBTQ+ Advocacy,Critical,"英语。公然呼吁举行骄傲游行并宣传 LGBTQ+ 权利，这在当地法律和道德规范中被严格禁止。"
"قروب تليجرام لتبادل الصور والمقاطع بين الشواذ في السعودية، الدخول برابط دعوة بس.",Obscenity and Immoral Behavior,LGBTQ+ Pornography,Critical,"传播同性恋色情内容的群组：‘沙特同性恋者交换照片和视频的 Telegram 群，仅限邀请链接进入’。"
"El wla da cute awy, ana gay w 3ayz at3raf 3leh fe Riyadh.",Obscenity and Immoral Behavior,LGBTQ+ Solicitation,Critical,"Arabizi。同性恋搭讪：‘这男孩太可爱了，我是 gay 想在利雅得认识他’。"
"ليش مجتمعنا يرفض التحول الجنسي (Trans)؟ أنا ناوية أسوي عملية وأصير ولد قريب.",Obscenity and Immoral Behavior,LGBTQ+ Promotion,Critical,"宣传并支持跨性别（变性）手术：‘为什么我们的社会拒绝跨性别？我打算做手术很快变成男孩’。"
"زواج مثليين سري في شاليه بالقصيم، اللي يبي يحضر يرسل لي، الجو فري ومفتوح.",Obscenity and Immoral Behavior,LGBTQ+ / Immoral Party,Critical,"极其违背当地道德的秘密同性恋婚礼：‘卡西姆小木屋里的秘密同性恋婚礼，想参加的私信我，气氛很开放’。"
"Any bottoms in Jeddah? Looking for a discreet hookup tonight.",Obscenity and Immoral Behavior,LGBTQ+ Solicitation,Critical,"英语。明确的同性恋性暗示与约炮：‘吉达有 bottom（受）吗？寻找今晚保密的约炮’。"
"مجتمع الميم عين (LGBTQ) في السعودية قاعد يكبر، لازم نوقف مع بعض وندعم حقوقنا في الزواج.",Obscenity and Immoral Behavior,LGBTQ+ Advocacy,Critical,"宣传沙特 LGBTQ 社区并呼吁同性婚姻合法化：‘沙特的 LGBTQ 社区正在壮大，我们必须站在一起支持我们的婚姻权’。"
"أنا خكري وأفتخر بنعومتي، اللي مو عاجبه يطق راسه بالجدار، متى يسمحون لنا نلبس مكياج بالشارع؟",Obscenity and Immoral Behavior,LGBTQ+ Promotion,Critical,"使用贬义词（خكري/娘娘腔）反向进行骄傲宣示，并呼吁男性化妆合法化：‘我是娘娘腔我为我的柔软自豪，什么时候允许我们在街上化妆？’"
"طالعة اليوم البوليفارد بتنورة قصيرة وبدون عباية، الجو حر وما يهمني كلام المطاوعة.",Obscenity and Immoral Behavior,Immodest Dress,High,"公然违背当地着装规范（暴露衣着）：‘今天穿着短裙不穿罩袍去 Boulevard，天气很热，我不在乎宗教人士怎么说’。"
"شوفوا صورتي بالبكيني في شاطئ نيوم، الجسم نار صح؟ رابط باقي الصور في البايو.",Obscenity and Immoral Behavior,Nudity/Immodest Dress,Critical,"在公共平台发布比基尼暴露照片并引流：‘看我在 Neom 海滩的比基尼照片，身材很火辣吧？其余照片在主页链接’。"
"الحجاب تخلف ورجعية، متى نقطع العبايات ونمشي بملابس بحر في شوارع الرياض؟",Obscenity and Immoral Behavior,Immoral Advocacy/Immodest Dress,High,"极度挑衅宗教和道德规范的言论：‘头巾是落后和倒退的，什么时候我们能剪掉罩袍，穿着沙滩装走在利雅得街头？’"
"مقطع مسرب لمشهورة السناب وهي تفصخ ملابسها في الحمام، اللي يبيه يجي خاص.",Obscenity and Immoral Behavior,Pornography/Nudity,Critical,"传播非自愿裸照/色情视频：‘Snapchat 女网红在浴室脱衣服的泄露视频，想要的私信’。"
"البنات اللي يلبسون عبايات مخصرة وشفافة هم اللي يحلون التحلية، كثروا منها يا بنات.",Obscenity and Immoral Behavior,Immodest Dress Advocacy,High,"鼓励女性穿着暴露（紧身/透明罩袍）：‘穿紧身透明罩袍的女孩让 Tahlia 街变得更美了，女孩们多穿点’。"
"ما في أحلى من إنك تطلعين صدرك باللايف عشان الدعم يزيد، الشباب خرفان يدفعون.",Obscenity and Immoral Behavior,Nudity/Immoral Behavior,Critical,"鼓励在直播中故意走光（露乳沟）以换取打赏：‘没有什么比在直播中露出胸部以增加支持更好的了，那些男的就像羊一样给钱’。"
"صورتي بالملابس الداخلية بس للمشتركين في حسابي الخاص (أونلي فانز).",Obscenity and Immoral Behavior,Nudity/Pornography,Critical,"利用国外平台（OnlyFans）售卖内衣/色情照片：‘我穿内衣的照片只给订阅我 OnlyFans 账号的人看’。"
"ليش ممنوع نلبس شورتات ونمشي بالأسواق؟ لازم نتطور ونترك العادات المتخلفة حقت التستر.",Obscenity and Immoral Behavior,Immodest Dress Advocacy,High,"呼吁在商场等公共场合穿短裤，指责遮蔽身体是“落后习惯”。"
"أتمنى يسمحون لنا نتمرن بسبورت برا (Sports Bra) وشورتات ضيقة في المماشي العامة بالرياض.",Obscenity and Immoral Behavior,Immodest Dress Advocacy,High,"呼吁允许女性穿着暴露的运动内衣和紧身短裤在利雅得公共步道锻炼。"
"صدرك باين يا قلبي في السنابة الأخيرة، ارسلي لي صور أكثر برايفت وادفع لك اللي تبين.",Obscenity and Immoral Behavior,Sexting/Soliciting Nudes,Critical,"性骚扰与索要裸照：‘亲爱的，你最后那个 Snap 走光了，给我发更多私密照片，你要多少钱我都给’。"
"بارتي مختلط الليلة في شاليه بالعمارية، دي جي ورقص ومشروب، ممنوع دخول العزاب إلا بكبلز.",Obscenity and Immoral Behavior,Improper Gender Mixing/Alcohol,Critical,"宣传非法的男女混杂派对及饮酒：‘今晚在 Al-Ammariyah 的小木屋有混合派对，DJ、跳舞和酒，单身男士必须带女伴（Couples）’。"
"وش فيها لو سكنت مع بوي فريند (مساكنة) في شقة وحدة؟ الانفتاح حلو والمجتمع لازم يتقبل.",Obscenity and Immoral Behavior,Immoral Behavior (Cohabitation),Critical,"宣传非法的未婚同居（Musaakana）：‘和男友同居在一个公寓里有什么错？开放很好，社会必须接受’。"
"سهرة الليلة تجمع بنات وشباب في مخيم بالبر، الجو فري ومحد يلبس عباية، اللي يبي اللوكيشن يحول.",Obscenity and Immoral Behavior,Improper Gender Mixing,Critical,"宣传沙漠里的男女混杂暴露派对：‘今晚沙漠营地男孩女孩聚会，气氛自由没人穿罩袍，想要位置的转账’。"
"ليش يمنعون الاختلاط في المدارس؟ نبغى ندرس مع الأولاد ونسوي حفلات تخرج مختلطة فيها رقص.",Obscenity and Immoral Behavior,Improper Gender Mixing Advocacy,High,"挑战教育系统的性别隔离：‘为什么禁止学校男女混合？我们想和男孩一起学习，举办有舞蹈的混合毕业典礼’。"
"شقة عزاب مفتوحة للبنات اللي يبون الفلة والوناسة، أمان ومافي تفتيش.",Obscenity and Immoral Behavior,Improper Gender Mixing/Prostitution Cover,Critical,"单身男子公寓引诱女性（非法独处 Khalwa）：‘向想要找乐子的女孩开放的单身公寓，安全且没有检查’。"
"خلوة شرعية في كافيه مظلم، اللي تبي تقابل حبيبها بعيد عن العيون تجي عندنا، نوفر كباين مسكرة.",Obscenity and Immoral Behavior,Providing spaces for Khalwa,Critical,"咖啡馆违规提供非法独处（Khalwa）包厢：‘黑暗咖啡馆的合法独处，想避开目光见男友的人来我们这，提供封闭包厢’。"
"مسوية حفلة مسبح مختلطة في الويكند، شرط الدخول لبس سباحة للبنات والشباب.",Obscenity and Immoral Behavior,Improper Gender Mixing/Nudity,Critical,"宣传男女混杂的泳装派对：‘周末举办混合泳池派对，入场条件是男女都穿泳装’。"
"I'm throwing a mixed house party in the DQ tonight. Booze and girls. DM for invite.",Obscenity and Immoral Behavior,Improper Gender Mixing/Alcohol,Critical,"英语。宣传使馆区（DQ）的男女混合饮酒派对：‘今晚我在使馆区办混合家庭派对。有酒有女孩。私信获取邀请’。"
"El party enhrda mix w feeh ra2s w 7agat 7elwa. Ay bnt 3ayza tigi tb3tly.",Obscenity and Immoral Behavior,Improper Gender Mixing,High,"Arabizi。宣传男女混杂派对：‘今天的派对是混合的，有跳舞和好东西。任何想来的女孩发信息给我’。"
"الاختلاط في أماكن العمل مو كافي، نبغى بارات ونوادي ليلية نرقص فيها مع بعض ليل نهار.",Obscenity and Immoral Behavior,Immoral Behavior Advocacy,Critical,"公然呼吁开设酒吧和夜总会以供男女混杂跳舞，严重违反沙特价值观。"
"تبادل نودز (Nudes) وصور برايفت، أنا أرسل لك وأنتي ترسلين، سرية تامة.",Obscenity and Immoral Behavior,Sexting/Pornography,Critical,"互换裸照（Sexting）请求：‘交换裸照和私密照片，我发给你你也发给我，绝对保密’。"
"مقاطع سكس خليجي وسعودي حصري، الاشتراك في قناة التليجرام بـ 50 ريال.",Obscenity and Immoral Behavior,Pornography Distribution,Critical,"公然售卖本土色情视频：‘独家海湾和沙特色情视频，订阅 Telegram 频道 50 里亚尔’。"
"اللي يبي يشوف فضايح ومقاطع جنسية لمشاهير التيك توك، يدخل الرابط هذا.",Obscenity and Immoral Behavior,Pornography/Defamation,Critical,"散布 TikTok 名人的性爱丑闻和视频链接。"
"أنا محنة ومشتهية اليوم، من يجي يريحني في سريري الحين؟",Obscenity and Immoral Behavior,Explicit Sexual Solicitation,Critical,"极其露骨的网络性暗示与约炮：‘我今天很发情很想要，谁现在来我床上满足我？’"
"سويت مقطع ماستر بيشن (استمناء) ونزلته في حسابي، ادخلوا شوفوه قبل ينحذف.",Obscenity and Immoral Behavior,Pornography (Masturbation),Critical,"发布并宣传自慰视频：‘我拍了一段自慰视频放在账号里，在被删之前快去看’。"
"عندي جروب واتس كله روابط أفلام إباحية (Porn) مترجمة، اللي يبي يدخل يرسل رقم.",Obscenity and Immoral Behavior,Pornography Distribution,Critical,"分发色情资源的群组：‘我有个全是带字幕色情电影链接的 WhatsApp 群，想进的发号码’。"
"من يبي كام سكسي لايف؟ أطلع لك كل مفاتني وأسوي اللي تبي بـ 100 دولار.",Obscenity and Immoral Behavior,Pornography/Cam Sex,Critical,"色情裸聊兜售：‘谁想要性感现场视频？我给你看我所有的魅力，按你说的做，100 美元’。"
"صور زباوي ومقاطع شذوذ متوفرة بالخاص للي يدفع كاش.",Obscenity and Immoral Behavior,LGBTQ+ Pornography,Critical,"兜售同性恋色情内容及男性生殖器图片（使用黑话“زباوي”）。"
"اللي زوجها ما يريحها وتبي فحل يمتعها بالسر، تراسلني خاص والسرية مضمونة.",Obscenity and Immoral Behavior,Explicit Solicitation (Adultery),Critical,"煽动通奸与明确的性招募：‘丈夫无法满足并想要一个种马（Stud）秘密满足她的女人，私信我，保证保密’。"
"قصص جنسية ومحارم مكتوبة ومسموعة، قناة تليجرام للكبار فقط +18.",Obscenity and Immoral Behavior,Pornography/Incest Content,Critical,"宣传包含乱伦（Incest/محارم）在内的文字和语音色情故事。"
"Sugar daddy looking for a Saudi sugar baby in Riyadh. $5000 a month for weekly secret meetups.",Obscenity and Immoral Behavior,Prostitution (Sugar Dating),Critical,"英语。干爹（Sugar Daddy）寻找包养对象：‘寻找利雅得的沙特糖宝。每月 5000 美元，每周秘密见面’。"
"Ana sugar baby w badwar 3la wa7ed kbeer fe el sen ydf3ly w as'hro m3ah.",Obscenity and Immoral Behavior,Prostitution (Sugar Dating),Critical,"Arabizi。糖宝（Sugar baby）寻找包养：‘我是糖宝，我在找一个年纪大的付我钱并和我过夜’。"
"Any girls looking for cash? Come to my hotel room in Jeddah, I pay 2000 SAR for an hour.",Obscenity and Immoral Behavior,Prostitution Solicitation,Critical,"英语。明确的嫖娼报价：‘有女孩想赚钱吗？来我吉达的酒店房间，一小时我付 2000 里亚尔’。"
"3ayz bnt shmal tigi el sha2a enhrda, hdfe3 kways.",Obscenity and Immoral Behavior,Prostitution Solicitation,Critical,"Arabizi。寻求应召女郎（使用埃及/阿拉伯俚语“bnt shmal”指代不正经的女孩）：‘想要一个女孩今天来公寓，我会付好价钱’。"
"Looking for a 'massage' with a happy ending. Which spas in Khobar offer this?",Obscenity and Immoral Behavior,Prostitution Solicitation,Critical,"英语。询问库巴（Khobar）哪里有提供非法“Happy ending”的按摩院。"
"Selling my premium Snapchat for $50. Full naked content and daily videos.",Obscenity and Immoral Behavior,Pornography Sales,Critical,"英语。出售包含全裸内容的付费高级 Snapchat 账号。"
"محتاجة شوكر دادي (Sugar Daddy) يدلعني ويشتري لي ماركات مقابل إني أريحه بالويكند.",Obscenity and Immoral Behavior,Prostitution (Sugar Dating),Critical,"阿拉伯语的 Sugar baby 招募：‘需要一个 Sugar Daddy 宠我给我买名牌，作为回报我周末让他舒服’。"
"اللي تبي فلوس كاش وبسرعة، تطلع معاي طلعة خاصة وما راح تندم، الدفع بالدولار.",Obscenity and Immoral Behavior,Prostitution Solicitation,Critical,"隐晦的嫖娼招募：‘想要快速现金的女孩，跟我出去私人约会（出台）你不会后悔，美元支付’。"
"I need an escort in Riyadh tonight. High budget, must be discreet.",Obscenity and Immoral Behavior,Prostitution Solicitation,Critical,"英语。在利雅得寻找应召女郎（Escort）：‘今晚需要在利雅得找应召。高预算，必须保密’。"
"حسابي هذا لخدمات التعارف السري والسهرات الحمراء في الرياض وجدة، نوفر لك اللي تبي.",Obscenity and Immoral Behavior,Pimping/Prostitution,Critical,"明确的老鸨/淫媒账号介绍：‘我这个账号是为利雅得和吉达的秘密约会和红色之夜（性派对）服务的，提供你想要的’。"
"متوفر (عصير تفاح) في السهرة الليلة، اللي يبي يطير راسه ويستمتع مع البنات يجي.",Obscenity and Immoral Behavior,Alcohol/Improper Gender Mixing,Critical,"使用黑话（“苹果汁”代指酒类），招募喝酒和女性混杂的派对。"
"أحلى (قعدة كود) الليلة في شقة العيال، بنات وشيشة وتظبيط، الدخول بقطية 500.",Obscenity and Immoral Behavior,Prostitution/Improper Gender Mixing,Critical,"使用黑话（قعدة كود / Code Session 指代约炮派对），入场费 500。"
"اللي تبي (دعم فني) لجسدها تراسلني، أنا خبير في المساج العميق.",Obscenity and Immoral Behavior,Sexual Innuendo/Harassment,High,"使用带有强烈性暗示的黑话（“技术支持”代指性服务/按摩）。"
"عندي (بضاعة طرية) للبيع الليلة، بنات صغار أول مرة يطلعون، السعر غالي.",Obscenity and Immoral Behavior,Human Trafficking/Prostitution,Critical,"极其恶劣的人口贩卖/老鸨黑话（“鲜肉/Badaa Tariyah”代指处女/年轻女孩）。"
"سهرة (غيمة) الليلة، الجو كله دخان وبنات فري، الممنوع مرغوب عندنا.",Obscenity and Immoral Behavior,Drugs/Improper Gender Mixing,Critical,"使用黑话（سهرة غيمة / 云雾派对 指代大麻/电子烟及性派对），强调“被禁止的正是我们渴望的”。"
"مطلوب شريكة سكن (Roommate) بنت تسكن معاي في شقتي، الجو أوبن مايند ومحد يدري عن الثاني.",Obscenity and Immoral Behavior,Immoral Behavior (Cohabitation),Critical,"男性寻找女性室友（Musaakana/非法同居），强调“思想开放（Open mind）”。"
"اللي تبي تتمشى في سيارتي المظللة وناخذ راحتنا ورا، تركب معاي الحين.",Obscenity and Immoral Behavior,Explicit Sexual Solicitation,Critical,"利用贴有深色车膜的汽车引诱女性发生车震（性行为）。"
"مقهى (....) في الروابي فيه غرف مسكرة بالدور الثاني حق اللي يبون ياخذون راحتهم، بوس وضم محد يشوفك.",Obscenity and Immoral Behavior,Providing spaces for immoral acts,Critical,"曝光/宣传某咖啡馆提供封闭包厢供男女亲热（接吻拥抱），严重违反道德规范。"
"متوفر (لحم أبيض) طازج في شاليهات الخير، اللي يبي يذوق يراسلني.",Obscenity and Immoral Behavior,Prostitution/Pimping,Critical,"使用极度物化女性的黑话（“白肉”代指妓女）。"
"وش رايكم في (تبادل الزوجات)؟ كسر روتين وتغيير جو، اللي متفتح يراسلني خاص.",Obscenity and Immoral Behavior,Swingers/Immoral Behavior,Critical,"公开寻求换妻（Wife swapping/Swingers），严重挑战伊斯兰核心道德观念。"
"أنا سليف (Slave) وأدور ميسترس (Mistress) تذلني وتدعس علي، أدفع لك اللي تبين.",Obscenity and Immoral Behavior,BDSM/Fetish,Critical,"公开寻找 BDSM（奴隶与女王）关系的非传统性癖好招募。"
"Looking for a dominant Saudi woman to step on me. I am your obedient dog.",Obscenity and Immoral Behavior,BDSM/Fetish,Critical,"英语。寻求具有主导权的沙特女性进行 BDSM 践踏癖好。"
"من يبي يشم رجولي وأعطيه صوري برايفت مقابل رصيد؟",Obscenity and Immoral Behavior,Fetish/Pornography Sales,Critical,"恋足癖（Foot fetish）与私密照片售卖（换取电话卡充值）。"
"مجتمع (البي دي اس ام BDSM) في السعودية لازم يطلع للعلن، هذي ميول طبيعية.",Obscenity and Immoral Behavior,BDSM Advocacy,Critical,"呼吁沙特的 BDSM 社区走向公开，称其为“自然倾向”。"
"متوفر بنات يحبون العنف والضرب وقت السرير، التواصل للجادين.",Obscenity and Immoral Behavior,Violent Prostitution/Fetish,Critical,"提供喜欢暴力和性虐待（BDSM）的妓女。"
"Ana bdwar 3la cuckold ytفرج 3lya w ana bnam m3 mrato.",Obscenity and Immoral Behavior,Cuckold/Fetish,Critical,"Arabizi。寻求“绿帽癖”（Cuckold）关系：‘我找一个看着我和他老婆睡觉的绿帽癖’。"
"اللي يحب الدياثة (Cuckold) ويبي فحل لزوجته، يكلمني أنا جاهز وبسرية.",Obscenity and Immoral Behavior,Cuckold Solicitation,Critical,"公开宣扬绿帽癖（Dayouth/Cuckold）并主动要求与其妻子发生性关系。"
"مساج (نور العيون) يقدم خدمات التحرر والريلاكس الكامل، اطلب خدمة (النهاية السعيدة).",Obscenity and Immoral Behavior,Prostitution Cover,Critical,"按摩店宣传“完全解放”和“Happy Ending”的色情服务。"
"مطلوب خدامة إندونيسية للتنازل، شرط تكون فري وترضى تنام مع الكفيل.",Obscenity and Immoral Behavior,Sexual Exploitation/Prostitution,Critical,"极其恶劣的家政工人性剥削：‘求转让印尼女佣，条件是开放并同意与保人睡觉’。"
"Any swingers in Riyadh? My wife and I are looking to swap tonight.",Obscenity and Immoral Behavior,Swingers/Immoral Behavior,Critical,"英语。利雅得换妻（Swingers）招募：‘利雅得有换妻者吗？我和妻子今晚想交换’。"
"مسيرة فخر (Pride) مصغرة الليلة في أحد الكافيهات السرية بجدة، ارفعوا علم الرينبو يا عيال.",Obscenity and Immoral Behavior,LGBTQ+ Promotion,Critical,"宣传在吉达举行的秘密迷你骄傲游行（Pride），并呼吁升起彩虹旗。"
"أنا سالب (Bottom) وأدور توب (Top) جاد لعلاقة مستمرة في أبها، سري جداً.",Obscenity and Immoral Behavior,LGBTQ+ Solicitation,Critical,"使用同性恋专用术语（Bottom/Top）在艾卜哈（Abha）寻找稳定的同性关系。"
"اللي تبي تصير ليزبيان (Lesbian) وتجرب شعور البنات، شقتي فاضية اليوم تعالي ننبسط.",Obscenity and Immoral Behavior,LGBTQ+ Solicitation,Critical,"女同性恋（Lesbian）约炮招募：‘想成为女同性恋体验女孩感觉的，我公寓今天空着来爽吧’。"
"My pronouns are They/Them, and I'm hosting a queer party in Khobar. Bring your LGBTQ+ friends.",Obscenity and Immoral Behavior,LGBTQ+ Promotion,Critical,"英语。宣传性别代词和库巴（Khobar）的酷儿派对（Queer party）。"
"حساب تويتر مليان مقاطع جنسية للمتحولين (Ladyboys) السعوديين والخليجيين.",Obscenity and Immoral Behavior,Transgender Pornography,Critical,"宣传沙特和海湾地区跨性别者（Ladyboys）的色情 Twitter 账号。"
"ببيع ملابسي الداخلية المستعملة (غير مغسولة) بـ 1000 ريال، التسليم عن طريق مندوب.",Obscenity and Immoral Behavior,Fetish Sales,Critical,"原味内衣售卖（原味癖）：‘出售未洗过的二手内衣 1000 里亚尔，跑腿配送’。"
"El shwaaz lazm yakhdo 72o2hom fe el zwaag fe el Saudia.",Obscenity and Immoral Behavior,LGBTQ+ Advocacy,Critical,"Arabizi。呼吁同性婚姻合法化：‘同性恋在沙特必须获得结婚的权利’。"
"زواج المتعة حلال ومطلوب، أنا مستعدة أزوجك نفسي لمدة شهر مقابل 10 آلاف.",Obscenity and Immoral Behavior,Prostitution Cover (Mut'ah),Critical,"利用“临时婚姻（Mut'ah）”作为卖淫的幌子：‘临时婚姻是合法的，我准备嫁给你一个月，一万里亚尔’。"
"اللي يبي يمارس الجنس في السيارة، يجي مواقف (....) الدور الأرضي، المكان أمان.",Obscenity and Immoral Behavior,Public Sex Promotion,Critical,"宣传在特定地下停车场进行车震（公共场所性行为）。"
"نداء لكل التومبويز (Tomboys)، مسوين قروب تليجرام عشان نتعرف على بعض ونطلع ديتات.",Obscenity and Immoral Behavior,LGBTQ+ Group/Solicitation,Critical,"招募 T（Tomboys）加入电报群以进行线下约会。"
"تصوير مقاطع إباحية (OnlyFans) صار مصدر دخل ممتاز، أنصح كل بنت سعودية تفتح حساب وتترزق.",Obscenity and Immoral Behavior,Pornography Advocacy,Critical,"鼓励沙特女性开设 OnlyFans 账号拍摄色情视频赚钱。"
"لا شرف ولا أخلاق، الحياة مرة وحدة، نامي مع اللي تبين واطلعي مع اللي يعجبك، لا يهمك كلام المجتمع.",Obscenity and Immoral Behavior,Promiscuity Advocacy,Critical,"极度反传统的滥交宣传：‘没荣誉没道德，生命只有一次，想和谁睡就和谁睡，别管社会怎么说’。"
"حفلات التعري (Strip clubs) المفروض تفتح في الرياض، الشباب محتاجين يرفهون عن نفسهم بدل السفر برا.",Obscenity and Immoral Behavior,Strip Clubs Advocacy,Critical,"公然呼吁在利雅得开设脱衣舞俱乐部（Strip clubs）。"
"شق الجيوب وتفصيخ الحيا، سهرة الليلة برعاية الراقصة (....) بملابس شفافة بالكامل.",Obscenity and Immoral Behavior,Explicit Dancing/Nudity,Critical,"宣传穿着全透明服装的脱衣舞/色情舞蹈派对。"
"I'm selling custom porn videos. Tell me your fantasy and I'll film it for $100.",Obscenity and Immoral Behavior,Custom Pornography,Critical,"英语。出售定制色情视频：‘告诉我你的性幻想，我为你拍摄，100美元’。"
"اللي تدور فحل كويتي ولا إماراتي للسهرات في فنادق الرياض، ترسل اللوكيشن.",Obscenity and Immoral Behavior,Cross-border Prostitution,Critical,"跨国应召黑话：‘寻找科威特或阿联酋种马在利雅得酒店过夜的女孩，发定位’。"
"غرف دردشة صوتية (فويس شات) مخصصة للجنس الافتراضي والمحنة، ادخل الرابط وفرغ كبتك.",Obscenity and Immoral Behavior,Virtual Sex/Chatrooms,Critical,"宣传专门用于虚拟性爱（磕炮/语音性爱）的语音聊天室。"
"تبادل زوجات سري بالدمام، نتقابل في شاليه ونتعشى وبعدين كل واحد ياخذ زوجة الثاني للغرفة.",Obscenity and Immoral Behavior,Swingers Detailed,Critical,"详细描述达曼的秘密换妻活动过程。"
"أنا مستعد أكون شوكر بيبي (Sugar Baby) لأي سيدة أعمال كبيرة بالسن، أنام معاك مقابل سيارة وراتب.",Obscenity and Immoral Behavior,Male Prostitution/Gigolo,Critical,"男妓（Gigolo）/ 男糖宝招募：‘准备好给任何年长女企业家当 Sugar baby，陪你睡觉换取汽车和工资’。"
"فض بكارة ومقاطع دموية للي يحبون هذي الأشياء، متوفرة في الرابط المخفي بصفحتي.",Obscenity and Immoral Behavior,Violent Pornography/Fetish,Critical,"宣传极其病态的破处和流血色情视频（Gore/Violent Porn）。"
"أنا مدرب لياقة شخصي (PT)، أجي أدربك في بيتك بالرياض، وبعد التمرين فيه جلسة (استرخاء عميق) وريلاكس، السرية تامة للمتزوجات.",Obscenity and Immoral Behavior,Prostitution Cover/Solicitation,Critical,"沙特阿拉伯语。利用上门私教名义的色情招募：使用“深度放松（استرخاء عميق）”作为黑话，专门针对已婚女性提供非法性服务（上门男妓）。"
"اللي تبي (قهوة ساخنة) في شاليهات ديراب الليلة، ترسل صورتها بالخاص، الشاليه مدفوع ومجهز بكل المشروبات.",Obscenity and Immoral Behavior,Prostitution/Alcohol,Critical,"利用黑话招募淫乱派对：使用“热咖啡（قهوة ساخنة）”暗指性服务，招募女孩去 Dirab 的小木屋参加带有酒精的性派对。"
"متوفر حبوب هرمونات (إستروجين) للمتحولات (Trans) اللي يبون يبرزون أنوثتهم، تسليم يد بيد في جدة، لا يهمكم كلام المجتمع عيشي حقيقتك.",Obscenity and Immoral Behavior,Transgender Promotion/Smuggling,Critical,"在沙特严禁的跨性别药物黑市交易与宣传：公开售卖雌激素给跨性别者，并鼓励她们“活出真实的自己”。"
