source_index,word,category,meaning
357,pendejos ignorantes&hipócritas,涉敏,无知的蠢货和伪君子
361,ignorante&populista&perkin,涉政,对民粹主义者的侮辱性称呼，意为'无知的民粹主义者'和'蠢货'
363,comunistas&ladrones,涉政,对共产主义者的侮辱性称呼，意为'共产主义者小偷'
363,suci@$&hdp,涉政,侮辱性词汇，意为'肮脏的婊子养的'
373,rata&creerse alemana,涉敏,像老鼠一样假装是德国人，嘲讽具有土著血统者的身份认同
374,indígena&🐷,涉敏,将土著人民比作猪，构成种族侮辱
375,éstos indígenas,涉敏,对土著群体的歧视性称呼
375,violadores y ladrones,违法,指控对方为强暴犯和小偷，构成诽谤
384,raza extranjera&documento chileno,涉敏,外国种族拥有智利证件（暗示不是真正的智利人）
384,raza real chilena&mezcla indígena,涉敏,真正的智利种族是土著混血（排斥其他种族）
396,indio,涉敏,对印第安人的贬低称呼
399,indio&india,价值观,对原住民的歧视性称呼，常被用作贬低
400,auquénido&metamorfoseado,涉敏,将原住民比喻为变形的羊驼，种族歧视用语
402,indio&chuncho,涉敏,对土著人和某个群体的侮辱性称呼
404,índio bárbaro&índio flojo&terrorista,涉敏,对原住民的歧视性称呼和恐怖分子污名化
405,cara&de&indio,涉敏,对印第安人外貌的歧视性称呼
406,indio,涉敏,对印第安人的歧视性称呼
408,indio&qlo,涉敏,对印第安人的侮辱性称呼
412,indios,涉敏,对墨西哥人的种族歧视称呼，暗示其未开化。
412,brasil&selva,涉敏,将巴西人贬低为来自丛林的未开化人群。
413,indios&selva,价值观,对墨西哥和巴西人的种族歧视性刻板印象
416,descender de inmigrantes de que indios,涉敏,认为移民后裔比印第安人优越的种族歧视表述
417,negritos&indios,涉敏,对黑人和印第安人的侮辱性称呼
418,indios,涉敏,对印第安人的贬低性称呼，暗示其落后、未开化
419,indios&mapuche,涉敏,马普切印第安人（可能带有贬义，指代原住民）
421,maracos,涉敏,对同性恋者的侮辱性称呼
421,indios&qliaos,涉敏,对印第安人的侮辱性称呼，意为该死的印第安人
423,indios & serranos,涉敏,对原住民和山区居民的歧视性称呼
425,indios,涉敏,对阿拉伯人的种族歧视性称呼，暗示其低劣或异类
427,indios,涉敏,对土著群体的侮辱性称呼
435,narcocomunistas,涉政,毒品共产主义者，一种侮辱性政治标签
456,cara de inmigrante&lela,涉敏,对移民外貌及智力的侮辱性称呼
457,inmigrante&provocando lástima,涉敏,对移民群体的歧视性描述，暗示他们以乞求同情为生
458,xuxesumadre&weones,涉敏,侮辱性称呼，意为“婊子养的”和“蠢货”，针对移民群体
459,inmigrante&cagar&olla,涉敏,移民搞砸本地
471,immigrantes&bajo nivel&cultura sanitaria,涉敏,对移民的卫生文化水平极低的贬低，构成歧视
473,inmigrantes ilegales,涉敏,非法移民
476,inmigrantes&chorizos,涉敏,移民和腐败警察/小偷（贬义）
477,oleadas de inmigrantes precarios y mendicantes,涉敏,一波又一波贫困乞讨的移民
481,weones inmigrantes,涉敏,愚蠢的移民（对移民的侮辱性称呼）
483,venta de paste base a niños,违法,向儿童出售毒品paste base
489,inmigrantes europeos&desplazar a originarios,涉敏,指责欧洲移民后裔排挤原住民代表，含有种族对立和歧视意味
498,minorías&invasoras,涉敏,侵略性少数群体，指代南美移民的负面标签
499,peruanos&ola&inmigrantes&masiva,涉敏,将秘鲁移民描述为大规模浪潮，带有贬义和歧视
507,inmigrantes,涉敏,移民
508,venezofachos,涉敏,对委内瑞拉人的侮辱性称呼，结合了'委内瑞拉人'和'法西斯'
509,inmigrantes&delinquir,涉敏,移民与犯罪
512,pueblos originarios & ocupar & robar,涉敏,将原住民污名化为侵占和盗窃者
514,sudacas,涉敏,对南美人的贬称（南美佬）
515,gaste&millones&en&inmigrantes,涉敏,在移民身上花费数百万美元
523,malditos&comunistas,涉政,对共产主义者的侮辱性称呼
523,chilenos&giles,价值观,对智利人的侮辱性称呼，意为愚蠢的智利人
525,se la tienen jurada,暴力恐怖,发誓要整某人（具有威胁性的表达）
529,malditos&extranjeros,涉敏,对外国人的仇恨称呼
530,weones&imbeciles&malditos corruptos y burgueses,涉敏,西班牙语中对人的侮辱性称呼，意为傻瓜、弱智、该死的腐败分子和资产阶级
531,malditos miserables,价值观,该死的可怜虫，用于侮辱他人的词组
533,malditos&masones,涉敏,对共济会成员的侮辱性称呼，意为'该死的共济会'
541,malditos ladrones,价值观,该死的窃贼
541,flojos de mierda,价值观,懒惰的混蛋
543,zurdos,涉政,左派（贬称）
550,malditos arriagadas,价值观,该死的Arriagadas（侮辱性称呼）
551,extranjeros&malditos,涉敏,对全体外国人的侮辱性称呼
552,levantado de raja&weon,价值观,对某人傲慢自大和愚蠢的侮辱性表述
554,ratas&abc1,涉敏,对高社会经济阶层的侮辱性称呼，意为‘老鼠般的富人’
555,pasarles&por&arriba&actuar,暴力恐怖,碾压他们、采取行动，煽动暴力私刑
561,caga de vacuna,涉政,对疫苗的贬低称呼，意为垃圾疫苗
561,hijos de pu...,价值观,侮辱性称呼，意为婊子养的
569,más&hombre&que&tú,涉敏,对你男子气概的贬低和攻击
570,te den hasta que te dejen como carpa de circo,暴力恐怖,把你打得像马戏团帐篷一样（暴力威胁）
570,bastardo,涉敏,混蛋（侮辱性称呼）
571,pobre&mugriento,价值观,可怜的脏东西，用于侮辱他人
575,pobre&triste&weon,涉敏,可怜又可悲的蠢货
576,pobre&weon&ignorante,价值观,可怜的愚蠢混蛋，侮辱性称呼
577,pobre weon,涉敏,对个人的侮辱性称呼，意为可怜的傻瓜
577,flaite promedio,涉敏,对底层社会人群的贬低称呼，意为典型的街溜子
578,pobre&weon,涉敏,可怜的傻逼，侮辱性称呼
579,pobre&weon,涉敏,对别人的侮辱性称呼，意为'可怜的傻x'
580,facho&pobre&kl&weon,涉敏,对他人进行人身攻击的政治侮辱语，意为'穷酸法西斯混蛋'
581,ensalada de patadas en la raja&pobre weon decadente,涉敏,踢屁股的沙拉和可怜的衰人，针对个人的侮辱性威胁
583,puto,低俗色情,对同性恋的侮辱性称呼或通用脏话
583,pobre weon,价值观,骂人蠢货、傻逼
584,mamar&qlo,低俗色情,口交
586,mandes&a&mamar&guevo,低俗色情,指令他人进行口交的侮辱性短语
587,wetas,涉敏,对墨西哥裔或拉美裔移民的侮辱性称呼（湿背人）
587,mamar,低俗色情,吮吸的粗俗说法，常作性侮辱
592,los chien@,价值观,对中国人的贬义称呼（含种族歧视）
592,hombrecito&mamar,价值观,对男性用户的侮辱性称呼及粗俗贬低（含性别羞辱和占便宜暗示）
593,vayan&a&mamar,低俗色情,去吮吸（侮辱性性暗示指令）
597,mamon,价值观,对个人的侮辱性称呼（混蛋）
606,mapuche&cara 95% mapuche,涉敏,嘲讽对方是马普切原住民，贬低其身份
612,asqueroso&trapo,涉敏,对马普切人的侮辱性称呼，意为'肮脏的抹布'
621,zurdo&de&mierda,涉政,左派混蛋，对政治左派的侮辱性称呼
621,puto,价值观,男同性恋的贬称，用于侮辱他人
624,ciudadanos de primera y segunda clase,涉敏,将公民分为等级，暗含歧视性对待
625,causa mapuche&violencia&terrorismo,涉敏,将马普切事业与暴力和恐怖主义不当关联的歧视性表述
635,yanacona,价值观,指背叛自己民族的叛徒（原指印第安人中为西班牙人效力者）
654,tierra sagrada&mapuches,涉敏,否定马普切人的神圣土地，属于原住民权利歧视
655,hagan sus países,涉政,建立你们自己的国家（暗示分裂）
657,mapuches&narcoterroristas,暴力恐怖,将马普切土著与毒品恐怖分子并列的歧视性标签
658,mapuches&xenófobos,涉敏,对马普切人的仇外称呼
658,vayanse&un&rato&a&csm,价值观,粗俗辱骂，意为'滚去干某事'
659,lushadores mapuches,涉敏,对马普切人的歧视性称呼（疑似拼写错误的'luchadores mapuches'，用来贬低）
659,mamarrachos,价值观,傻瓜/小丑（侮辱性称呼）
662,mapuches&barcos de europa,涉敏,否认马普切人原住民身份的虚假历史表述
667,mapuches&nórdicos,涉敏,将原住民群体嘲讽为北欧人，含有种族歧视意味
670,mapuches de mierda&puto&zurdis,涉敏,肮脏的马普切人、同性恋骂称和对左派的侮辱
671,mapuches&criminalizar,涉敏,对马普切人进行定罪（歧视性煽动）
677,mapuches&subversivos,涉敏,将马普切人污名化为颠覆分子
677,mapuches&narcotraficantes,涉敏,将马普切人污名化为毒贩
679,mapuches&traidores,涉敏,对马普切人的歧视性称呼，意指叛徒
680,mentir&centro de tortura,涉政,关于Baquedano地铁站酷刑中心的虚假指控
682,presta el hoyo&maraca,低俗色情,侮辱女性进行性行为的黑话，意淫对方母亲是妓女
683,maraca,低俗色情,对女性的侮辱性称呼，指荡妇或妓女
684,maraca,涉敏,对女性的侮辱性称呼，指妓女或放荡的女人
685,vieja&culia&maraca,涉敏,对女性的侮辱性称呼，意为老贱货/婊子
686,maraca&presta poto,低俗色情,用性侮辱词汇（荡妇、出卖屁股）攻击政治对手
687,maracas,价值观,对同性恋者的侮辱性称呼
694,huevona,价值观,对女性的侮辱性称呼，意为懒惰或愚蠢
694,cortaron&verde,价值观,短语'la cortaron verde'意为'你太嫩/不成熟'，用于侮辱
695,weon&mongolico,涉敏,对智力或残疾人士的侮辱性称呼（傻瓜/智障）
696,enfermo mental&mongolico,价值观,对精神疾病和智力障碍患者的侮辱性称呼
705,ponte a parir y a cuidar niños,价值观,贬低女性价值，将女性限制在生育和育儿角色
709,hacerse&la&víctima&por&ser&mujer,涉敏,因为是女人而装受害者，针对女性的歧视性言论
714,pelotudo,价值观,傻瓜、混蛋的侮辱性称呼
714,weon,价值观,蠢货、傻瓜的侮辱性称呼
715,estupida&y&tonta,价值观,侮辱性词组，意为'愚蠢又傻'，用于贬低他人智力。
715,ravotril&a&la&vena,违法,意指静脉注射氯硝西泮（一种苯二氮卓类药物），暗示非法药物滥用。
738,ningunea a las mujeres por tener hijos de distinto padre,价值观,贬低有不同父亲孩子的女性
751,odian a las mujeres,价值观,对女性的厌恶或歧视，厌女情绪
756,pintiparadas&machirulos,价值观,pintiparadas指装腔作势的女人，Machirulos指大男子主义者，组合表达对性别歧视言论的批判。
757,cagan&a&las&mujeres,价值观,侮辱女性，意为'对女性拉屎'
757,cagan&a&la&clase&trabajadora,价值观,侮辱工人阶级，意为'对工人阶级拉屎'
770,mujeres&no tienen idea&feminismo,价值观,女性并不理解女权主义，暗示女性无知
778,maricon,涉敏,对同性恋者的侮辱性称呼（基佬）
822,mujeres&picantes,低俗色情,对女性的侮辱性称呼，带有性化贬低意味
828,instando&a&matar&mujeres,暴力恐怖,煽动杀害女性
836,arequipeño&bajaron&pantalones&entregaron&mujeres,涉敏,对阿雷基帕人的侮辱性说法，暗示其懦弱并交出女性
839,ovoides&con&droga,违法,含有毒品的卵形物（毒品包裹）
854,ni&mujeres,涉敏,贬低女性，暗示女性不如人
864,matrimonio de 2 hombres&besarse y acostarse a 2 mujeres,价值观,贬低同性恋婚姻和同性恋亲密行为，暗示其不正常或有害。
866,tratar de tonta a las mujeres,价值观,将女性视为傻瓜，歧视女性
867,mujeres&macabras,涉敏,将女性整体贬低为恶毒的刻板印象和仇恨言论
877,mujeres&más ausentismo,价值观,对女性更多缺勤的歧视性刻板印象
888,keiko&fujimori&mataban,涉政,对Keiko Fujimori谋杀穷人的指控
903,maricones,价值观,对同性恋者的侮辱性称呼（娘娘腔）
906,voz femenina&no servía&solo sean analistas,价值观,贬低女性播音员的声音并限制其角色
907,hdp&maltratador de mujeres&asqueroso de mierda,违法,对虐待女性者的侮辱性称呼和指控
908,a la hoguera,暴力恐怖,上火刑，即呼吁将人烧死，煽动暴力
911,mujeres&poco les importa&solo interesan ships,涉敏,对女性的贬低性刻板印象，暗示她们只关心CP和同人设定
914,balazos&en&los&pies,暴力恐怖,脚上中枪，表示暴力威胁
914,maltratador&de&mujeres,涉敏,虐待女性者，用于侮辱和攻击
916,violaciones de mujeres&tráfico de drogas,暴力恐怖,强奸女性和毒品交易，用于指控特定群体实施严重暴力犯罪。
929,sacar&ojos,暴力恐怖,挖眼
929,golpear&a&mujeres,暴力恐怖,殴打女性
938,payaso&culiao,涉敏,蠢货
938,hijo&de&puta,涉敏,狗娘养的
941,payaso&care raja,价值观,小丑和厚脸皮（侮辱性称呼）
943,lavarte la raja&saco huea&payaso ql,低俗色情,去洗你的屁股、混蛋、该死的笨蛋等侮辱性表达
944,payaso&pichulita,低俗色情,侮辱性称呼，意为“小丑小鸡鸡”，用于贬低他人。
945,ladrón&payaso,价值观,指责对方为小偷和小丑，构成人格侮辱
946,payaso,涉敏,小丑（侮辱性称呼）
946,imbeciles derechistas,涉政,右翼白痴（政治立场侮辱）
948,payaso&weon,涉敏,小丑和傻瓜，对用户的贬低性称呼
951,payaso&desastroso&chileno,价值观,对智利人的侮辱性称呼，意为'灾难性的智利小丑'
963,payaso&🤡💩,价值观,贬低他人的侮辱性称呼和表情符号
964,retrasados&mentales,价值观,对智力低下者的侮辱性称呼，用于攻击和贬低他人
964,payaso&corrupto,涉政,腐败的小丑，对政治人物的侮辱性称呼
969,payaso&comunista,涉敏,对共产主义者的侮辱性称呼（小丑、共产主义者）
971,weon&payaso,涉敏,对个人的侮辱性称呼，意为'傻瓜小丑'
981,pacos&qlos,价值观,对警察的侮辱性称呼，意指'该死的警察'
981,payasos&qlos,价值观,对小丑的侮辱性称呼，意指'该死的小丑'
991,payasos&qls,涉敏,该死的小丑（侮辱性称呼）
992,corruptos&asesinos,涉政,腐败的杀人犯（政治侮辱）
992,payasos,涉政,小丑（侮辱性称呼）
1008,peruzuela&chilezuela&argentinezuela&payasos de mierda,涉敏,对秘鲁、智利、阿根廷人的侮辱性称呼及骂人话
1017,weones&payasos,涉敏,混蛋小丑，一种侮辱性称呼
1026,sudaca,涉敏,对南美人的侮辱性称呼
1029,lacra&enfermos psicológicamente,涉敏,对社会渣滓和心理有病的侮辱性称呼
1036,peruanos&aprovechándose,涉敏,歧视秘鲁人占便宜并驱逐的表述
1043,marico,价值观,对同性恋者的侮辱性称呼，意为'娘炮'或'基佬'
1043,coman mierda,涉敏,粗俗的侮辱性短语，意为'吃屎'
1043,dictadorcito analfabeta,涉政,文盲小独裁者，对领导人的贬低和蔑称
1044,miserables,涉敏,对智利投票者的贬低称呼，意为可怜虫
1044,ola migratoria de peruanos,涉敏,对秘鲁移民浪潮的负面描述，煽动排外情绪
1049,💩&como&tú,价值观,像你这样的屎，一种侮辱性表达
1050,oleada de peruanos,涉敏,对秘鲁人群体的负面称呼，暗示其大量涌入带来问题
1062,peruanos&no caben más,涉敏,对秘鲁人的排斥和歧视
1065,soberana pichula&minoría,价值观,对少数群体的侮辱性称呼，意为‘该死的少数派’
1066,gente de mierda,涉敏,狗屎一样的人，侮辱性用语
1066,pichula,低俗色情,阴茎（粗俗用语）
1067,pichula de curao,低俗色情,醉汉的阴茎，是一种粗俗的性暗示表达
1068,media&pichula,低俗色情,中等大小的阴茎（性器官）
1068,párteme&el&culo,低俗色情,操我屁股（性行为要求）
1069,pichula&cara,低俗色情,将阴茎放在脸上，侮辱性性行为
1071,pichula&corta,低俗色情,短阴茎，对男性的侮辱性称呼
1072,puta&madre,低俗色情,粗口，意为‘他妈的’，属于侮辱性脏话
1072,rebanar&la&pichula,暴力恐怖,割掉阴茎，表达自残行为
1073,paja&pichula&semen,低俗色情,手淫、阴茎、精液
1075,pichula&de&perro,低俗色情,狗阴茎，粗俗侮辱性表达
1077,pichula,低俗色情,阴茎（粗俗用语）
1078,autoridad de la pichula,低俗色情,阴茎的权威（侮辱性粗话）
1079,pichula,低俗色情,阴茎（俚语）
1081,pichula&pezones,低俗色情,阴茎和乳头（性暗示）
1082,cara de pichula,低俗色情,阴茎脸，墨西哥俚语中用于侮辱他人的脏话
1086,pal pico,违法,吸可卡因的朋友或可卡因伙伴
1088,hueco,涉敏,在墨西哥俚语中对男同性恋者的贬称
1094,hacerse&pico,低俗色情,自慰（粗俗俚语）
1095,rico&pico,低俗色情,美味的鸡巴（对男性生殖器的淫秽称呼）
1098,viejo&pasao,涉敏,"对老年人的贬低称呼，意为""老东西"""
1098,pal&pico,低俗色情,"粗俗性侮辱，意为""去吃XX"""
1104,pasar por el pico,低俗色情,粗俗的性侮辱威胁，字面意为'用嘴操你'
1105,pico&la weaaaa,低俗色情,对男性生殖器的侮辱性称呼
1106,patada en la raja&sentaba en el pico del everest,暴力恐怖,踢屁股并送到珠峰顶（暴力威胁，可能造成身体伤害）
1120,maracos,涉敏,对男同性恋者的侮辱性称呼
1123,gay,涉敏,对同性恋者的贬义称呼
1126,como&el&pico,低俗色情,像阴茎一样
1129,soberano&pico,低俗色情,至尊鸡巴（性器官侮辱性词组）
1132,pico&pa&perico,违法,为可卡因注射或毒品交易
1133,pico&pal&que&lee,低俗色情,侮辱性粗口，意为‘谁读谁是屌’
1143,pico,低俗色情,俚语：阴茎
1146,reverendo&pico,低俗色情,粗俗的性侮辱短语，意为‘神圣的鸡巴’
1156,facho&penoso,价值观,可悲的法西斯分子（侮辱性政治标签）
1156,tristes&weones,价值观,可悲的傻逼（粗俗侮辱）
1164,desaparecer&la,暴力恐怖,让她消失（暴力威胁）
1164,odio&hacia&el&perú,涉敏,对秘鲁的仇恨
1165,desaparecerla&mounstruo,暴力恐怖,使人消失和怪物（指代需要消灭的仇恨对象）
1166,desaparecer&la,暴力恐怖,让她消失，暗指暴力或非法消除
1169,ataques&a&todo&el&que&no&te&crea,违法,攻击所有不信任你的人（网络欺凌用语）
1170,terrorista armada de la cam,暴力恐怖,对马普切协调组织（CAM）的武装恐怖分子指控
1170,asesinato a sangre fría,违法,冷血谋杀的指控
1171,sugar&baboso,涉敏,对试图成为糖宝的年轻女性的侮辱性称呼
1175,tener&por&ser&mujer,价值观,因为她是女性而拥有或贬低她，物化女性
1185,chupar&poto,低俗色情,舔屁股
1187,piloto estúpido,价值观,愚蠢的飞行员，侮辱性称呼
1187,poto&pelado,低俗色情,光屁股，粗俗性暗示用语
1195,poto,低俗色情,屁股（俚语，性暗示）
1196,martina&poto,低俗色情,对Martina的臀部进行低俗评论
1197,chuchetumare,价值观,侮辱性粗口，类似'操你妈'
1197,mójate el poto,价值观,侮辱性短语，意为'湿你的屁股'，粗俗冒犯
1199,poto&horrible,低俗色情,对他人身体部位的侮辱性描述
1207,zanahorias en el poto,低俗色情,将胡萝卜塞入肛门的行为
1213,poto & marshmallow & jadue,低俗色情,从屁股里取出棉花糖并具有Jadue的味道，侮辱性联想
1214,prestar&el&poto,低俗色情,借出屁股，暗示以性换取利益，是一种侮辱性粗俗用语
1214,guatón&correa,价值观,对Correa的侮辱性称呼，'guatón'意为胖子，用于人身攻击
1220,poto&negro,涉敏,对黑人的侮辱性称呼，意指黑屁股
1222,me vacunaron&me cagaron,涉政,疫苗等同于欺骗的虚假关联
1223,poto,涉敏,对同性恋者的侮辱性称呼
1224,xupame&caeza d poto,低俗色情,露骨的性暗示表达，意为'吸我的屁股头'等。
1225,a patadas,暴力恐怖,用踢（暴力威胁）
1229,picaos a zorrones,涉敏,对某类人的侮辱性称呼
1239,chupo el poto,低俗色情,舔屁股（性行为描述）
1241,mojate&el&poto,涉政,对政治人物的侮辱性言论，要求暴露身体部位
1242,tontas&pautalibre,价值观,对#PautaLibre相关女性的侮辱性称呼，意为蠢女人
1242,izquierda&asquerosa,涉政,对左派的政治侮辱，意为恶心的左派
1254,facho&qliao,价值观,法西斯混蛋，对特定政治立场人士的侮辱性称呼
1255,qliao&malparido,暴力恐怖,肮脏的狗娘养的（强烈侮辱性词组）
1256,pelao&qliao,涉敏,侮辱性称呼，意为“该死的秃头”
1256,ladron,涉敏,诽谤性指控，意为“小偷”
1260,enano&qliao,涉敏,该死的矮子（人身攻击侮辱词）
1261,penca&qliao,违法,对个人的侮辱性称呼（垃圾混蛋）
1262,nefasto&qliao,价值观,可恶的混蛋
1264,pelao&qliao,价值观,骂人的话，意为该死的家伙
1265,feo&qliao,涉敏,对个人的侮辱性称呼，意为'丑八怪，操你妈的'
1266,perkin&qliao,涉敏,笨蛋混蛋
1268,chilezuelanos&comeguaguas,涉敏,对智利人的蔑称（贬低智利人）
1268,piñera&qliao,涉政,对智利前总统皮涅拉的侮辱性称呼
1270,mono&qliao,涉敏,猴子混蛋，对他人进行侮辱的攻击性称呼
1274,qliao,涉敏,一种粗俗的侮辱性称呼，类似'混蛋'
