index,text,status,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,explanations
16,model seksi sini ngentot di dm sama gua pref detail fr : Bule',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本包含可能针对个人进行侮辱或侵犯名誉的内容，例如使用“ngentot”和“model seksi”暗示不适当的性内容，涉及网络骚扰。""}"
17,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本中涉及到对他人的羞辱和性暗示，属于网络欺凌和侮辱，违反印尼相关刑法。"", ""obscenity"": ""内容包含露骨的性内容和不雅表达，涉及色情内容，违反《色情法》及伊斯兰价值观。""}"
18,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""内容包含针对个人的性骚扰语言，属于网络骚扰行为，违反印尼关于网络欺凌及歧视法规。"", ""obscenity"": ""文本涉及露骨的性内容和淫秽词汇，违背当地的道德规范和《色情法》。""}"
19,"sange hm, mas mainin memek adek dong sayang'",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本包含露骨的性内容词汇，如'memek'（性器官），属于淫秽内容，违反《色情法》及伊斯兰价值观。""}"
20,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
21,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
22,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
23,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""",success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本包含针对KH Ma'ruf的侮辱性词汇“goblok”，属于仇恨言论，违反印尼《UU ITE》相关法规。""}"
24,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用了“SUMPAH AKU TUH UDH RELAIN DIA SM MONYET”及“biar monyet move on”这些包含对“monyet（猴子）”的侮辱性词汇，涉及对某一族群的歧视，属于仇恨言论，违反UU ITE中的相关规定。"", ""harassment"": ""文本中对一名“Jan”使用了‘monyet gaberani deketin dia’的侮辱性描述，涉及人身攻击和名誉诽谤，属于网络骚扰，违反相关法律规定。""}"
25,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""",success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用了贬低和侮辱性的词汇如'anjing'（狗）和'babi'（猪）用以贬低他人，属于仇恨言论，违反UU ITE相关规定。""}"
26,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
27,"USER sa ingat monyet mana quote ni :')""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
28,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用了针对某人或群体的贬损言辞（如‘kennyuk pengkhianat penghancur bangsa’），具有仇恨性质，违反印度尼西亚关于煽动仇恨的法律以及UU ITE的相关规定。""}"
29,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含多处涉及露骨性行为和色情内容的词语，如“ngentot” 和“kawin”，违反印度尼西亚法的淫秽内容规定。""}"
30,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
31,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""",success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用了'la'natilloh'（诅咒上帝）和'iblis'（恶魔）等侮辱性词汇，具有针对宗教的亵渎内容，违反印尼关于仇恨言论和宗教亵渎的法律。""}"
32,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本包含多处淫秽和侮辱性词汇，如\""mesum\""（淫乱）、\""muka lacur\""（淫荡脸），违反印尼关于淫秽内容和道德规范的法律。""}"
33,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含侮辱性词汇（'monyet'，意为'猴子'）用于贬低他人，属于淫秽和侮辱内容，违反当地道德规范。""}"
34,"USER Okesip otak bolot gue konfyus :')""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本包含非正式和粗俗的用语“otak bolot”以及不雅的表达，属于低俗色情范畴，违反了印尼关于淫秽内容的法规。""}"
35,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
36,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
37,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
38,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
39,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'",success,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""hate_speech"": ""文本中使用了贬低和侮辱“LO BRISIK”、“TOLOL”、“ANJING MANUSIA”等词语，属于仇恨言论，违反UU ITE相关规定。"", ""harassment"": ""包含针对个人和团体的侮辱性、攻击性言辞，构成网络霸凌和名誉诽谤，违反印尼相关法律法规。"", ""obscenity"": ""使用了粗俗下流的语言如“BACOT”，属于淫秽色情范畴，违背当地道德准则。""}"
40,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
41,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
42,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
43,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
44,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
45,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
46,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",success,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"{""hate_speech"": ""使用了侮辱动物的词汇“monyet（猴子）”和“anjing（狗）”，属于针对特定群体的仇恨言论，违反UU ITE。"", ""violence"": ""句中提到“gua gampar lu lama-lama（我打你很久）”，暗示暴力行为，违反相关法律。"", ""harassment"": ""使用侮辱性词汇对他人进行辱骂，属于网络欺凌和名誉诽谤，违反相关法规。"", ""obscenity"": ""内容中有“NGENTOT（操）”等粗俗词语，属于低俗色情内容，违反伊斯兰价值观和内容规范。""}"
47,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
48,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
49,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
50,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
51,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
52,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
53,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""该文本包含了粗俗词汇 'anjir'，属于不雅语，违反印度尼西亚有关淫秽内容的规定。""}"
54,"Nikmat'a ngentot.... Pi gengen yg hoot""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""该文本包含露骨的性内容词汇“ngentot”，属于淫秽内容，违反印尼关于色情内容的法律规定。""}"
55,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
56,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
57,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
58,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
59,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含不雅词汇和侮辱性语言，如“gembel”、“otaknya murah”，属于低俗色情和不道德内容，违反印尼相关道德规范。""}"
60,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
61,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
62,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
63,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
64,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
65,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含不雅用语如 'freakin''，属于低俗色情范畴，违反当地的道德规范和相关法规。""}"
66,#AtongKEPOH Suka gak sama monyet?',success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用了关于“monyet（猴子）”的侮辱性言论，暗示歧视和侮辱某一群体，属于SARA仇恨言论，违反UU ITE。""}"
67,#BeritaIslam: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai \xe2\x80\x9cMonyet\xe2\x80\x9d Picu Kecaman Keras URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中将黑人称为“猴子”，这是一种基于种族的侮辱性言论，属于SARA仇恨言论，违反相关法律。""}"
68,#Boikotindosat ini si kuning taiiii pulsa pagi tadi Rp. 2000 an masih kepotong juga tinggal Rp. 1. padahal gk di ngapain... bener gk menghargai pelanggaan sepertinya. budek... taiiiii',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含不雅词汇“taiiiii'”，属于低俗色情范畴，违反印度尼西亚相关法律规定。""}"
69,#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用了‘idiot’一词侮辱对方，属于网络欺凌和名誉诽谤行为，违反印尼相关法规。""}"
70,"#IcanxLove bukan cinta monyet, bukan cinta layaknya remaja lain. perasaan itu bertahan hingga sekarang'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
71,#ICYMI SWAT SFC selamatkan monyet proboscis URL URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
72,#ILCPrabowoMenyerang ilc sukses undang orang gila karena ahok kalah ampe lupa potong kuping gila gila gila gila gila beneran \xf0\x9f\x98\x81',success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中包含针对某个政治人物及其支持者的侮辱性、贬损性言论，表现出仇恨情绪，违反印尼UU ITE关于仇恨言论的规定。""}"
73,"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本包含针对个人的贬低和侮辱性言语，属于网络欺凌内容，违反UU ITE相关规定。""}"
74,#Indobet365 #ResultJapan\nKeluaran Togel Japan Hari Rabu 28 Maret 2018\nResult : 9 1 0 3\nShio : Monyet\nURL URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
75,#OpenBoSurabaya USER\nmasih online aja kau\nsempak\nakun tipu2 bangsat\nbajingan kai',success,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""hate_speech"": ""文本中包含侮辱性词汇“bangsat”和“bajingan”，指涉他人，属于仇恨言论，违反印尼UU ITE法规。"", ""obscenity"": ""使用了粗俗的词语“bajingan”和“kai'”，具有下流和冒犯性质，违反当地道德规范。""}"
76,"#persijatakutkalahdijakarta\nDasar pLersija, dengkul laler. Banyak alesan lo jakAnjing! Olo olo sia banyak bacot!!!'",success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本中包含人身攻击和侮辱性词汇，如“jakAnjing”和“bacot”，属于网络人身侮辱和诽谤，违反印尼相关法律。""}"
77,#rlp disini banyak yeoja yg fwb ngentot rl &amp; foreplay *cuma ngasih tai',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含淫秽和色情内容，如‘ngentot’（性交）和‘foreplay’，违反了印尼关于淫秽内容的法律规定。""}"
78,#rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本包含威胁和调戏内容，涉及个人辱骂和骚扰，违反印尼行径法规。""}"
79,#TemanMakanTeman Itu ketika ujian dia tdk tahu dan kita memberi tahu tp pas kita tdk tahu dia pura2 budek kalau di panggil USER USER #ReuniZ',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
80,#TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek USER USER #ReuniZ',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
81,#Tetes Anjing dan Neraka | Oleh: Emha Ainun Nadjib\nURL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本标题包含侮辱性词汇'Anjing'（狗），用于贬低和侮辱他人或某个团体，属于仇恨言论，违反印尼相关反歧视法规。""}"
82,"*di kantor*\nTV: *nayangin berita driver grab yg ngirim death threat ke cewek tuli*\nBundo: *pake suara kecil* ""Tai, ampe di death threat gitu sial""\n.\n.\n.\n.\n.\nkish, kebiasaan lu ngomong jorok untung lu ngomongnya pake suara yg kecil.....'",success,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"{""violence"": ""文本中提及“death threat”暗示对他人进行生命威胁，构成煽动暴力内容，违反印尼反恐法。""}"
83,"*dimall*. Pak, Mama Aku Hilang. Security Bentar Ya. *cek Cek"" Pengumuman U/ Org Tua Asu. Yg Merasa Kehilangan.'",success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""内容中包含侮辱性词汇如‘Asu’，对特定个体进行人身攻击，属于网络诽谤，违反UU ITE。""}"
84,"// Aduh lucu banget adek kelas gue pas SMA laporan katanya ""bang hari ini kita field trip ke Taman Safari, heran dah (nyebut 1 nama temennya dia) mau arisan ama keluarganya aja bawa 1 sekolahan.""\n\nTai, arisan.'",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中包含“Tai, arisan.”，使用了粗鲁的表达“Tai”以及提及“arisan”涉及非法集资，属于淫秽或粗俗内容，违反相关道德规范。""}"
85,USER yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok sejauh mana kebodohan dia',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用了‘stalk’（跟踪、监视）和‘bodo’（傻、愚蠢）等词语，涉及对个人的骚扰和侮辱，属于网络欺凌和名誉诽谤，违反相关法规。""}"
86,"USER #PakcikDahTUA nak apalah kudrat pakcik ni boleh buat setakat pakai kopiah, minta sedekah jual kismis\n\n#PakcikMudaLagi bila pakcik warna rambut kuning bawak duit banyak2 \n\n#KitaOK kan \n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\xbc'",success,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""hate_speech"": ""文本中使用了侮辱性词汇“ANJING” (狗), 针对特定群体具有侮辱性质，违反印尼关于仇恨言论的法规。"", ""obscenity"": ""包含侮辱性用语“ANJING” (狗)，属低俗、粗俗的表达，违反当地的道德准则。""}"
87,USER Barisan banci kamera klo kata ank zaman now mah \xf0\x9f\x98\x80',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
88,"USER Lo tuh yg bencong, bacot lo lebih2 dari cewe. Kaya banci yg ngamen gak dikasih duit bacotnya \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nMending lo cakep mah, jelek Kaya gitu.\nMadesu lagi \xf0\x9f\x98\x84\xf0\x9f\x98\x84\nMentioned Gw langsung di quote tweet \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e'",success,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""hate_speech"": ""文本中使用了针对性别和性取向的侮辱性词汇，如“bencong”和“banci”，属于仇恨言论，违反了印度尼西亚法律。""}"
