index,text,status,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,explanations
14,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""Teks tersebut mengandung kata vulgar 'memek' yang merujuk pada alat kelamin wanita dan mendeskripsikan aktivitas seksual (masturbasi), yang melanggar UU Pornografi dan UU ITE Pasal 27 ayat 1 tentang konten yang melanggar kesusilaan.""}"
15,memek perek pengen di gesekin ke abs cowok nih mhh',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""Penggunaan kata 'perek' (pelacur) merupakan bentuk penghinaan dan pelecehan verbal yang melanggar UU ITE Pasal 27 ayat 3 terkait pencemaran nama baik."", ""obscenity"": ""Teks mengandung kata vulgar 'memek' dan deskripsi eksplisit mengenai keinginan seksual, melanggar UU No. 44 Tahun 2008 tentang Pornografi dan UU ITE Pasal 27 ayat 1.""}"
16,model seksi sini ngentot di dm sama gua pref detail fr : Bule',success,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"{""obscenity"": ""文本使用了极其粗俗的性交词汇 'ngentot' 并进行露骨的性邀约，严重违反了印尼《色情法》（UU Pornografi）及 UU ITE 中关于道德和淫秽内容的规定。"", ""illegal"": ""该言论涉及通过社交媒体私信（DM）进行性交易邀约，涉嫌非法在线卖淫或招嫖行为，违反了 UU ITE 第 27 条。""}"
17,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本描述了自慰行为并使用了粗俗的生殖器词汇（memek），属于露骨的色情内容，违反了印尼《色情法》（UU Pornografi）及 UU ITE 第27条第1款关于传播不道德内容的规定。""}"
18,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""Teks ini merupakan bentuk pelecehan seksual secara verbal yang ditujukan kepada individu, melanggar norma kesusilaan dalam UU ITE."", ""obscenity"": ""Teks mengandung konten seksual eksplisit dan vulgar yang merujuk pada organ intim (memek, klit) dan aktivitas seksual, melanggar UU Pornografi No. 44 Tahun 2008.""}"
19,"sange hm, mas mainin memek adek dong sayang'",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本包含显性的性暗示词汇（sange）和生殖器粗俗称呼（memek），并描述性行为请求，违反了印尼《色情法》（UU Pornografi）及《电子信息与交易法》（UU ITE）中关于传播不道德内容的规定。""}"
20,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
21,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""Teks tersebut menggunakan kata kasar 'goblog' (bodoh) yang ditujukan untuk menghina sekelompok orang ('kalian'), yang dapat dikategorikan sebagai penghinaan atau pencemaran nama baik sesuai dengan UU ITE Pasal 27 ayat 3.""}"
22,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用了“gila”（疯子）一词针对特定个人（Azam）进行人身攻击或侮辱，属于网络侮辱行为，违反了印尼 UU ITE 第 27 条第 3 款关于名誉诽谤或刑事侮辱（Penghinaan）的规定。""}"
23,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本使用了'goblok'（愚蠢）和'belaga budek'（装聋）等侮辱性词汇攻击持不同政治立场的人群，属于网络欺凌和人身攻击，违反了印尼 UU ITE 第 27 条关于禁止传播侮辱性内容的规定。""}"
24,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
25,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
26,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用了“tai”（大便/混蛋）和“dasar jomblo”（单身狗）等词汇对特定个人进行嘲讽和侮辱，属于印尼法律中的“Penghinaan”（侮辱）范畴，违反了 UU ITE 关于网络言论规范的要求。""}"
27,"USER sa ingat monyet mana quote ni :')""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""Penggunaan kata 'monyet' untuk merujuk pada seseorang dapat dikategorikan sebagai penghinaan berbasis SARA atau dehumanisasi, melanggar UU ITE Pasal 28 ayat 2."", ""harassment"": ""Kata 'monyet' merupakan bentuk penghinaan verbal terhadap individu yang melanggar norma kesopanan dan UU ITE terkait pencemaran nama baik (Pasal 27 ayat 3).""}"
28,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,success,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"{""violence"": ""文本中使用了'Tenggelam kan'（淹没/沉掉）一词，暗示对特定个人或群体进行身体伤害或毁灭性打击，具有煽动暴力的倾向。"", ""harassment"": ""文本使用了'kunyuk'（混蛋/小猴子）、'pengkhianat'（叛徒）和'penghancur bangsa'（国家破坏者）等词汇进行人身攻击和名誉诽谤，违反了印尼 UU ITE 关于网络侮辱的规定。""}"
29,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""",success,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""hate_speech"": ""文本将神圣的《古兰经》及其解读（tafsir）与放屁、性交等低俗行为进行类比，涉嫌亵渎宗教（SARA），违反印尼刑法第156a条及UU ITE。"", ""harassment"": ""文本通过对他人外貌及生理行为的贬低性描述进行人身攻击，属于网络欺凌行为。"", ""obscenity"": ""文本使用了极其粗俗的性交词汇 'ngentot'，违反了印尼《色情法》及UU ITE中关于公共道德的规定。""}"
30,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本将严肃的宗教法令（Fatwa）与‘流浪汉/乞丐’（Gembel）相提并论，表现出对宗教权威的蔑视，属于针对宗教（SARA）的贬损性言论，违反 UU ITE 第 28 条第 2 款。"", ""harassment"": ""使用‘Gembel’（社会底层/流浪汉）一词作为贬义词来评价他人的观点或法令，构成言语侮辱和名誉诽谤（Pencemaran Nama Baik）。""}"
31,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本利用宗教元素（宣礼声 Adzan）将特定群体或个人比作‘被诅咒的恶魔’（Iblis la'natilloh），涉及宗教偏见和SARA仇恨言论，违反印尼UU ITE。"", ""harassment"": ""使用‘Iblis’（恶魔）等词汇对他人进行人身攻击和刑事侮辱，违反了印尼刑法及网络信息法中关于名誉毁损（Pencemaran Nama Baik）的规定。""}"
32,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""",success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本使用了“kunyuk”（猴子/笨蛋）和“muke lacur”（妓女脸）等词汇对特定个人进行人身攻击和名誉诽谤，违反了印尼 UU ITE 关于网络侮辱的规定。"", ""obscenity"": ""文本包含“mesum”（猥亵）和“lacur”（妓女）等具有性暗示和低俗含义的词汇，并将其作为侮辱性语言使用，违背了当地社会道德规范。""}"
33,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本将人比作猴子（monyet/ke'te），具有非人化色彩，在印尼语境中常被用作针对特定族群的歧视性仇恨言论，违反 UU ITE 关于 SARA 的规定。"", ""harassment"": ""使用‘monyet’和‘ke'te’等词汇对他人进行人身攻击和人格侮辱，属于印尼法律中的刑事侮辱（Penghinaan）行为。""}"
34,"USER Okesip otak bolot gue konfyus :')""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
35,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
36,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
37,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
38,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
39,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本包含“bacot”、“tolol”、“anjing”等极具攻击性的侮辱性词汇，针对个人进行言语攻击和网络欺凌，违反了印尼 UU ITE 第 27 条第 3 款关于名誉毁损和刑事侮辱的规定。""}"
40,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本使用了“bego”（愚蠢）一词对持有不同观点的人进行人身攻击和智力贬低，属于网络侮辱行为，违反了印尼 UU ITE 中关于禁止传播侮辱性内容的准则。""}"
41,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
42,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用了贬义词汇 'kampungan' 针对特定个人进行公开羞辱，涉及名誉贬损（Pencemaran Nama Baik），违反了印尼 UU ITE 第 27 条第 3 款关于网络侮辱的规定。""}"
43,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
44,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中包含了 'suara monyet'（猴子叫声），这是一种针对特定族群的种族歧视性侮辱，涉及印尼 SARA（种族）敏感内容，违反了 UU ITE 中关于禁止传播仇恨言论的规定。""}"
45,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
46,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",success,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"{""violence"": ""文本中使用了 'gampar lu'（扇你耳光），表达了明确的身体伤害威胁，违反了印尼关于煽动暴力的相关准则。"", ""harassment"": ""使用了 'monyet'（猴子）和 'anjing'（狗）等动物类词汇对他人进行人身攻击，属于 UU ITE 规定的网络侮辱行为。"", ""obscenity"": ""使用了极度粗俗的脏话 'NGENTOT'，该词涉及露骨的性行为描述，严重违反了印尼《色情法》（UU Pornografi）及当地道德规范。""}"
47,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
48,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
49,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
50,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
51,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
52,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
53,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
54,"Nikmat'a ngentot.... Pi gengen yg hoot""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""Teks mengandung kata vulgar 'ngentot' yang merujuk pada aktivitas seksual secara eksplisit, melanggar norma kesusilaan dan UU ITE Pasal 27 ayat 1 tentang konten yang melanggar kesusilaan.""}"
55,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
56,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
57,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
58,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
59,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""Teks tersebut mengandung penghinaan pribadi dan perundungan siber dengan menggunakan kata-kata seperti 'cowok gembel' dan 'otaknya murah' untuk mempermalukan seseorang, yang melanggar UU ITE Pasal 27 ayat 3 tentang pencemaran nama baik dan penghinaan.""}"
60,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
61,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中使用了 'bangke' 一词，这在印尼语中是具有侮辱性的粗俗用语（原意为尸体），属于低俗言论，违反了印尼社会道德规范（norma kesopanan）及互联网内容管理准则。""}"
62,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'",success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本使用了侮辱性词汇'perek'，属于针对个人的名誉诽谤和刑事侮辱，违反了印尼 UU ITE 关于侮辱他人名誉的规定。"", ""obscenity"": ""词语'perek'是印尼语中对妓女或放荡女性的低俗称呼，严重违背当地道德规范，违反了《色情法》及 UU ITE 中关于维护公共体面的条款。""}"
63,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
64,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
65,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
66,#AtongKEPOH Suka gak sama monyet?',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""Penggunaan kata 'monyet' (monyet) dalam konteks merujuk pada seseorang merupakan bentuk penghinaan verbal atau ejekan yang melanggar norma kesopanan dan dapat dikategorikan sebagai pencemaran nama baik menurut UU ITE Pasal 27.""}"
67,#BeritaIslam: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai \xe2\x80\x9cMonyet\xe2\x80\x9d Picu Kecaman Keras URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中包含了针对特定种族（黑人）的非人化侮辱性词汇“Monyet”（猴子），涉及印尼法律中严禁的SARA（种族、宗教、族群）敏感内容，违反了UU ITE第28条关于禁止传播引发种族仇恨信息的规定。""}"
68,#Boikotindosat ini si kuning taiiii pulsa pagi tadi Rp. 2000 an masih kepotong juga tinggal Rp. 1. padahal gk di ngapain... bener gk menghargai pelanggaan sepertinya. budek... taiiiii',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本对特定电信运营商使用了“taiiii”（大便/狗屎）和“budek”（耳聋）等侮辱性词汇，构成对企业名誉的贬损，违反了印尼 UU ITE 第27条第3款关于网络侮辱和诽谤的相关准则。""}"
69,#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""Teks tersebut menggunakan kata 'idiot' yang ditujukan kepada seseorang, yang dikategorikan sebagai penghinaan ringan atau pelecehan verbal menurut UU ITE Pasal 27 ayat 3 tentang pencemaran nama baik.""}"
70,"#IcanxLove bukan cinta monyet, bukan cinta layaknya remaja lain. perasaan itu bertahan hingga sekarang'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
71,#ICYMI SWAT SFC selamatkan monyet proboscis URL URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
72,#ILCPrabowoMenyerang ilc sukses undang orang gila karena ahok kalah ampe lupa potong kuping gila gila gila gila gila beneran \xf0\x9f\x98\x81',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本使用“orang gila”（疯子）对特定政治背景的人物或群体进行人身攻击，并以“potong kuping”（割耳朵）进行嘲讽，属于网络欺凌和刑事侮辱，违反了印尼 UU ITE 第 27 条第 3 款关于名誉毁损的规定。""}"
