word,category,meaning
banci&norak,价值观,对跨性别者的侮辱性称呼和贬低性形容词，意为'娘娘腔、俗气'
banci&oplas&kebun&binatang&kaleng&kerupuk,价值观,对跨性别者的侮辱性称呼、贬低为动物或废物
banci&perek,价值观,对跨性别者和女性的侮辱性称呼
banci&plastik,价值观,假人妖，对跨性别女性或男性女性化者的贬低称呼
banci&sembako,价值观,将基本必需品比作变性人，是对跨性别者的侮辱性称呼
banci&tetek&palsu,价值观,对跨性别者的侮辱性称呼及贬低其身体特征的词汇
banci&titot,价值观,针对特定群体或个人的侮辱性称呼，意为人妖提托特
bancinya,价值观,针对跨性别者的侮辱性称呼
bangalah,价值观,愚蠢、白痴（侮辱性词汇）
bangcat,价值观,臭虫/混蛋，辱骂性词汇
bangke&burik&blangsak&brengsek,价值观,印尼语中的脏话，意为混蛋、麻子、白痴等侮辱性称呼
bangsad,价值观,混蛋，粗俗的侮辱性称呼
bangsad&anjing,价值观,印尼粗话，意为'混蛋'和'狗'，用于侮辱他人。
bangsat,价值观,臭虫/混蛋，侮辱性称呼
bangsat&begundal&bajingan,价值观,混蛋、流氓、恶棍等侮辱性称呼
bangsat&bejat&tolol&kotoran&anjing&fuck,价值观,印尼语脏话组合：混蛋、堕落、愚蠢、狗屎、操，用于侮辱他人。
bangsat&cina,价值观,华人杂种，侮辱性骂人话
bangsat&goblok,价值观,混蛋和蠢货，粗俗辱骂用语
bangsat&kapindiang&taik&bego&tolol&setanalas&ndasmu&babi&anjing&monyet&pekok&cebong&kodok&katak,价值观,印尼语中常见的辱骂词汇，如杂种、混蛋、猪、狗等，用于侮辱他人
bani&kampret&kotor,价值观,将人比作肮脏动物的侮辱性称呼
bani&taplak,价值观,意为'抹布的儿子'，是粗俗骂人话，相当于'狗娘养的'。
bapak&culun,价值观,侮辱性称呼，指人土气或愚蠢
bapak&lo,价值观,你爸爸（粗俗侮辱性说法）
bau&badan&ayam&kelaperan&dekil&dekil,价值观,体臭和又饿又脏的鸡，用于侮辱他人
bau&monyet,价值观,像猴子一样臭，侮辱性词汇
bc&feminists,价值观,针对女权主义者的侮辱性组合词，意为‘婊子养的女权主义者’
becng,价值观,对性取向的侮辱性称呼
bego,价值观,笨蛋、傻瓜，用于人身攻击的侮辱性词汇
bego&anjing,价值观,骂人笨和狗，侮辱性称呼
bego&babu,价值观,白痴和奴隶/佣人，用于侮辱人的智力和社会地位
bego&bodoh&ngoblok,价值观,印尼语中'笨蛋、愚蠢、傻瓜'的侮辱性词汇
bego&dongo&sinting&sarap&bajingan,价值观,侮辱性词汇，意为愚蠢、痴呆、疯狂、混蛋等
bego&idiot,价值观,愚蠢和白痴，用于侮辱他人
bego&kampret,价值观,愚蠢、混蛋等侮辱性称呼
bego&lesbi,价值观,傻逼和女同性恋，侮辱性称呼结合性取向歧视
bego&najis,价值观,傻瓜和污秽，侮辱性词汇
bego&pantas&di&buly,价值观,愚蠢、活该被霸凌，用于侮辱和鼓励欺凌
bego&sampah&gembel&hoeak&cuih,价值观,针对他人的侮辱性称呼和贬低性词汇，如愚蠢、垃圾、乞丐、吐痰声等
bego&sekelurahan,价值观,整个村庄都蠢，侮辱性用语
bego&tolol,价值观,愚蠢的、笨蛋
bego&tuh&luh,价值观,你们真蠢，贬低智商的侮辱性短语
bejat&bangsat&brengsek,价值观,堕落、混蛋、卑鄙等侮辱性词语
bejat&tolol&dipiara,价值观,堕落、愚蠢、狗娘养的，是对个人的侮辱性称呼
bencho,价值观,兄弟（粗口，侮辱性称呼）
benci&habib,价值观,表达对habib的厌恶，含贬低意味
bencong&banci,价值观,对跨性别者或娘娘腔男性的侮辱性称呼，相当于中文的'人妖'或'娘炮'
bencong&banci&feminim,价值观,对变性人或娘娘腔的侮辱性称呼，贬低非传统性别表达
bencong&gayya,价值观,侮辱同性恋者的粗俗词汇，指代男同性恋
bencong&kodok_ingin_kawin,价值观,对变性人的侮辱性称呼（类似'人妖'）以及低俗交配比喻，用于攻击辱骂
bencong&lonte&lanang&banci,价值观,对跨性别者/变性人的侮辱性称呼和贬低
benda&fp&cancer,价值观,骂人为'癌症东西'，侮辱性称呼
benjol,价值观,肿块，用于嘲笑他人身体缺陷
berak&lu',价值观,大便你，粗俗的骂人话
beruk,价值观,猴子，用于侮辱他人
beruk&kampungan,价值观,猴子、土气，用于侮辱和贬低他人
beruk&preman&kampung,价值观,乡村流氓猴子，针对乡村背景人士的侮辱性称呼
beta&bhonk&raha&hai,价值观,使用'儿子'和'叫嚣'等词汇进行人身攻击和贬低
bhenchod&ganddu,价值观,侮辱性词语，意为王八蛋/傻逼
bhikary,价值观,乞丐（侮辱性称呼）
bhikhari&ki&bacha,价值观,乞丐的孩子，侮辱性贬低他人出身
bhosdiwala,价值观,印地语中用于侮辱男性的粗口，意为娘炮或混蛋
biadab&bejat,价值观,野蛮和堕落的人，侮辱他人品质
biadab&keparat&anjing,价值观,针对个人的侮辱性词汇：野蛮、混蛋、狗，用于人身攻击和贬低人格。
biadap&bodoh,价值观,侮辱性词汇组合，意为'野蛮和愚蠢'
bibrinya&yang&gatel,价值观,嘴痒，用于侮辱他人多嘴或下贱
bitch&ugly,价值观,侮辱女性的粗俗词汇，贬低外貌
bixa,价值观,葡萄牙语中侮辱男同性恋的贬义词汇
blatungan,价值观,可能为侮辱性黑话，指阴柔或娘娘腔行为
blok&bodoh,价值观,stupid block（蠢货）
bloon&bego,价值观,愚蠢、笨，用于侮辱他人智力
bloon&dongo&sialan&haram&jadah,价值观,笨蛋、愚蠢、该死的杂种，严重的侮辱
bngsat,价值观,畜生，一种辱骂性称呼
boby&tolol,价值观,将Boby称为愚蠢，属于人身攻击
bod&h,价值观,意为'愚蠢'，是侮辱性词汇
bodo,价值观,侮辱性词汇，指愚蠢的人
bodo&kurang&literasi,价值观,愚蠢和缺乏教养
bodo',价值观,侮辱性词汇，意为“傻逼”，贬低他人
bodoh&amat,价值观,非常愚蠢，辱骂性表达
bodoh&bego&autis,价值观,愚蠢、笨、自闭症（用作侮辱）
bodoh&bin&tolol,价值观,愚蠢至极，侮辱性词语
bodoh&dan&buta,价值观,愚蠢和盲目
bodoh&dasar&kutil,价值观,愚蠢和基础疣，用于侮辱他人智力和人格的骂人话
bodoh&dongo&tolol,价值观,愚蠢、笨蛋、白痴等侮辱性词汇
bodoh&dongok,价值观,愚蠢、笨蛋，用于人身攻击的侮辱性称呼
bodoh&idiot&goblog,价值观,愚蠢、白痴、蠢货，用于侮辱他人智商的贬义词
bodoh&jatuh&kecomberan,价值观,愚蠢&掉进粪坑：侮辱他人愚蠢并诅咒其掉进粪坑，属于不尊重他人的侮辱性表达。
bodoh&malu&maluin,价值观,愚蠢和令人蒙羞，用于人身攻击和侮辱
bodoh&memalukan,价值观,笨蛋、丢人，对个人的侮辱性称呼
bodoh&noob&jijik,价值观,笨蛋、菜鸟、恶心，侮辱性词语
bodoh&otak&kamu&kosong,价值观,愚蠢、脑袋空空，用于贬低和侮辱他人
bodoh&otak&suangi,价值观,愚蠢和鬼脑子，侮辱性词汇
bodoh&parah,价值观,非常愚蠢，用于辱骂他人
bodoh&tolol&fakir&ide&misqeen&nalar,价值观,愚蠢、白痴、缺乏思想、思维贫乏，是对个人智力和品格的侮辱性贬低。
boikot&transgender,价值观,抵制跨性别群体
bolot&anak&alay&biduan&kebo,价值观,贬低他人为笨蛋、非主流、水牛等侮辱性称呼
bong&begonya,价值观,侮辱性称呼及嘲讽用语，意为'你这个笨蛋的愚蠢'
borok&sampah&babi&anjing,价值观,疮疤、垃圾、猪、狗等侮辱性词汇
brengsek&anjeng,价值观,印尼语脏话，意为混蛋、狗，用于辱骂他人
budak&antek,价值观,奴隶和走狗，贬低他人人格的侮辱性称呼
budek&gendut,价值观,贬低他人听力和体型的侮辱性词语
budek&tuli,价值观,对听力障碍者的侮辱性称呼，意为'聋子'
buka&aura,价值观,开启气场/开运，一种迷信承诺
bukan&perempuan,价值观,不是女人，用于贬低和侮辱女性身份
bukan&perempuan&asli&urat&malu&hilang,价值观,不是真正的女人、羞耻感消失
bukan&siapa2&bukan&apa2,价值观,什么都不是，完全否定对方的存在和价值
bulukan&daki,价值观,对他人外貌的侮辱性称呼，意为发霉的污垢
buly&lucinta&luna,价值观,鼓励对Lucinta Luna的欺凌行为
buly&transgender,价值观,霸凌跨性别者的行为或言论
burik&bangsat,价值观,长痘的混蛋，侮辱性称呼
burik&kriput,价值观,形容容貌丑陋，麻子凹陷和皱纹
burro,价值观,笨蛋，贬低他人智力的侮辱性用语
buruk&rupa,价值观,外貌丑，侮辱性言论
buseeet&nuzuuk,价值观,印尼粗话，类似于‘该死’或‘操’
buta,价值观,瞎，指骂人眼睛瞎的侮辱性词语
butt&boy,价值观,侮辱性称呼，意为“屁股男孩”，用于贬低他人
bwang,价值观,脏话，类似'妈的'或'混蛋'
cacad,价值观,残疾、缺陷，用作侮辱他人时的贬义词汇
cacat,价值观,残疾/残废，作为侮辱性词汇歧视残疾人
cebong&gak&dungu,价值观,蠢货、笨蛋
cecunguk,价值观,蟑螂，用于侮辱他人低劣
cewe&gila&sinting&freak,价值观,疯女人、疯子、怪胎（侮辱性称呼）
cewek&palsu&badan&cowok,价值观,假女人、男人身体：用于侮辱跨性别女性，暗示其性别认同是虚假的。
cewek&tulen&makhluk&aneh,价值观,将女性或跨性别者描述为'奇怪的生物'，带有侮辱和歧视意味。
chappal&seer&bethaoge,价值观,把拖鞋放在头上（比喻抬高女性地位只会带来坏处）
chhakko,价值观,对同性恋者的贬义称呼，类似'娘炮'或'基佬'，带有侮辱性
chhotolok&fokirni&mohila,价值观,低贱的人、乞丐女，用于侮辱他人
choto&lok&bacha,价值观,小人物和孩子，用于贬低他人身份
chutiya&gay,价值观,用脏话和性取向进行贬低，侮辱同性恋群体
chutiye&bhadwe,价值观,针对他人的侮辱性称呼
chutiye&dost,价值观,骂人话，指愚蠢的朋友
chutiye&gaandu&dogle,价值观,针对同性恋者的侮辱性称呼，意为蠢货、混蛋、卑鄙小人
chuttiya,价值观,侮辱性词汇，意为'混蛋'或'蠢货'
cigax&jifla&calis,价值观,侮辱性绰号/骂人话，用于贬低他人
cina&anjing,价值观,针对华人群体的种族侮辱，意为'中国狗'
cocot&borot,价值观,嘴巴像肛门，是一种侮辱性说法
cocot&kowe,价值观,你多嘴，用于侮辱对方话多
cocot&lu,价值观,你妈的（粗话）
coeg,价值观,印尼粗话，意为'笨蛋'或'狗娘养的'，用于辱骂他人
cok&jancok,价值观,印尼语粗口，相当于'他妈的'、'操'
cong,价值观,印尼语粗口，相当于'妈的'
congor&bapuk,价值观,针对嘴部的侮辱性词汇，意为破烂嘴，用于人身攻击。
congor&mu,价值观,粗俗地骂人的话，意为“你的嘴/脸”，属于侮辱性表达。
congor&tok,价值观,空口说白话，只是嘴巴说大话
cowok&bego,价值观,愚蠢的男人（侮辱性词汇）
cowok&homo,价值观,针对男同性恋的贬义称呼，用于侮辱和歧视
cowok&sewor&seperti&cewek,价值观,男生像女生，贬低男性气质
cuk&bangke&busuk,价值观,印尼粗话，意为狗、死尸、腐烂，用于辱骂他人
cukur&heula&bulu&irungna&rudet,价值观,剪掉鼻毛、粗暴（人身攻击用语）
culun,价值观,笨蛋，用于侮辱他人智力或外表
culun&kampung,价值观,用'土包子'和'村庄'等词贬低他人的出身或品味，进行人身攻击。
culun&plongo,价值观,土包子、笨拙的人
culun&serigala&margonda&payah,价值观,对个人进行贬低和侮辱的词汇组合，意为'老土的狼马贡达，差劲'
cupu,价值观,笨拙、无能，贬低他人智商的侮辱性用语
cyduk,价值观,脏话，类似'屎'或'操'
daging&bertumpuk,价值观,堆积的肉，用于贬低他人身体
dalang&segala&bencong,价值观,侮辱性声称前总统苏哈托是所有同性恋/变性人的幕后操纵者，包含对性取向的歧视
dalla&media,价值观,侮辱媒体为皮条客
dandan&macam&cw,价值观,对男性女性化打扮的贬低性称呼
dangkal&otak,价值观,肤浅的头脑（侮辱他人的词语）
dasar&babi,价值观,骂人猪，愚蠢的猪
dasar&bencong,价值观,针对跨性别者的侮辱性称呼，意为'该死的变性人'
dasar&buaya,价值观,侮辱性称呼，指好色之徒或卑鄙小人
dasar&cebodat,价值观,你这个笨蛋（用于侮辱他人的粗俗词语）
dasar&dungu,价值观,基本是愚蠢的，侮辱性称呼
dasar&wanita&betina,价值观,对女性的侮辱性称呼，如'底层女人'和'雌性动物'
daster&emak&emak,价值观,像大妈穿的睡衣，用于嘲笑他人衣着
dengkul&laler,价值观,苍蝇膝盖，印尼粗俗俚语，意为无用或低劣的人
diam&saja&tidak&usa&nyanyi&buat&telinga&rusak,价值观,对他人声音的恶意贬损，要求其闭嘴以免伤害耳朵
diancuk&anjing&picek,价值观,辱骂他人的脏话组合，意为操你妈、狗、瞎眼等。
diktator&komunis,价值观,共产主义独裁，攻击共产主义意识形态
dirtbag&liar,价值观,卑鄙的骗子
disgraceful&mugarbage,价值观,可耻的垃圾（侮辱性称呼）
doain&budek,价值观,诅咒别人聋掉
dokter&hewan&goblok&tolol,价值观,骂对方是动物、愚蠢、笨蛋
domba&idiot,价值观,白痴的羊，用于侮辱他人的词汇
dongo&bego,价值观,意为'愚蠢的人'的侮辱性用语
dongo&bodoh&idiot&tolol&bin&bahlul,价值观,一系列侮辱智力的词汇，意为笨蛋、愚蠢、白痴等。
dongo&gay,价值观,愚蠢的同性恋，用于侮辱性取向
dongok,价值观,愚蠢；侮辱性词汇
dongok&banci,价值观,笨蛋和人妖，用于侮辱他人人格
dosen&ga&laku,价值观,没用的教授
dumb&retard,价值观,对智力低下者的侮辱性称呼
dumbass,价值观,对他人侮辱性称呼，意为傻子
dungu&bego&tolol,价值观,愚蠢、白痴、笨蛋，侮辱性称呼
dungu&bin&dongok,价值观,非常愚蠢、笨拙的侮辱性称呼
dungu&bin&idiot,价值观,愚蠢的白痴，用于辱骂他人
dyke,价值观,对女同性恋者的侮辱性称呼
fag,价值观,对同性恋者的侮辱性称呼
faggot,价值观,对同性恋者的侮辱性称呼
fak&pengecut,价值观,骂人的话，意为‘他妈的懦夫’
faltu&singer&baje&lok&pagol,价值观,无用的歌手、坏的人、疯狂等侮辱性词汇组合
faltu&women,价值观,无用的女人，针对女性的侮辱性称呼
feminazi,价值观,女权纳粹，对女权主义者的贬义称呼，用于攻击和侮辱。
feminism&k&naam&par&dozen&boy&friend,价值观,将女权主义曲解为拥有多个男友的行为，贬低女权主义价值观
feminist&jagah&dikhani,价值观,让女权主义者知道她们的位置
feminist&nafrat,价值观,女权主义者与仇恨，指对女权主义群体充满敌意的描述
fuck&you&faggot,价值观,用来辱骂他人和对同性恋者的侮辱性称呼，包含仇恨和歧视。
fuckyou&bitch&malparida,价值观,侮辱性脏话，意为'去你妈的、婊子、贱妇'
full&retard,价值观,对智力障碍人士的侮辱性称呼，意为‘彻底的智障’
ga&ada&otak&isinya&kotoran,价值观,没脑子、全是垃圾，用于辱骂他人
ga&budek&congean,价值观,嘲讽对方失聪且只会模仿，本质是人格侮辱
ga&tau&islam&belagu&asbun,价值观,不懂伊斯兰教、装懂、胡说八道，用于贬低他人
gaai&🐄,价值观,侮辱女性，将其比作牛，贬低女性人格。
gadhe,价值观,驴（骂人话）
gali&bak&khokhla&admi,价值观,骂人、空洞的人，用于贬低和侮辱个人
gand&fti,价值观,屁股被撕裂，粗俗侮辱性词汇
gandu&bosdike,价值观,粗俗骂人话，意指混蛋、杂种
gangguan&kejiwaan,价值观,精神疾病，用于贬低他人精神状态
ganti&kelamin&yg&normal,价值观,贬低他人性别正常性的侮辱性言论
gay,价值观,同性恋（用作贬义）
gay&banci,价值观,对同性恋和女性化男性的侮辱性称呼，涉及性取向歧视
gay&lesbian&shadi&karna&pap,价值观,宣称同性恋婚姻是罪，属于不包容LGBTQ+的言论
gayel,价值观,对同性恋者的侮辱性称呼
gblk,价值观,侮辱性词汇，意为愚蠢，贬低他人智力
geblek,价值观,愚蠢，针对个人智力的侮辱性称呼
geblek&bener,价值观,真蠢，愚蠢
geblek&bgt,价值观,粗鲁的侮辱性表达，意为非常愚蠢
geblek&gendeng,价值观,白痴和疯子的侮辱性词汇，用于贬低他人
gembala&asu,价值观,对管理员的侮辱性称呼，意为'疯狗牧羊人'
gembel&warnet,价值观,网咖流浪汉，侮辱性称呼
gembrot,价值观,对肥胖者的侮辱性称呼，胖子
gembrut&anak&mami,价值观,被宠坏的孩子，侮辱性称呼
gendeng&biadab,价值观,对他人智力与行为的侮辱性贬低
gendut&anjing,价值观,胖狗（侮辱性称呼）
gendut&kurus&item&sipit,价值观,对体形和种族外貌的侮辱性描述
gigi&hiu&palsu,价值观,假鲨鱼牙，用于嘲笑假牙
gila,价值观,疯子，侮辱他人精神状态的词汇
gila&cewek,价值观,疯女人，对女性的侮辱性称呼
goblik,价值观,猪头、笨蛋
goblog&bermental&maling,价值观,愚蠢和小偷心态，用于侮辱他人
goblog&bong&dungu,价值观,蠢货、畜生、愚蠢，用于侮辱他人
goblok&anjeng,价值观,笨蛋、狗
goblok&bencong,价值观,白痴和娘娘腔（针对智力和性别认同的侮辱）
goblok&bin&dungu,价值观,愚蠢至极，侮辱性称呼
goblok&bodoh&tolol&germo,价值观,笨蛋、愚蠢、傻逼、皮条客等侮辱性称呼
goblok&cacat,价值观,傻逼弱智，贬低他人的侮辱性词汇
goblok&kunyuk,价值观,对他人进行人格侮辱的粗鄙用语，意为'愚蠢的猴子'
goblok&lu,价值观,骂人傻逼，侮辱性称呼
goblok&permanen,价值观,永久愚蠢，侮辱性词汇
goblok&tolol&bin&bahlul&onta&kampret,价值观,印尼语中用于辱骂他人的粗俗词语，意为笨蛋、愚蠢、非常愚蠢、骆驼蝙蝠（侮辱性称呼）
goblok&tolol&kibul,价值观,白痴、笨蛋、骗子，用于侮辱他人智力和诚信
goblok&tolol&kunyuk&celeng&dungu,价值观,用于辱骂他人的不文明词汇，意为蠢货、白痴、猴子、猪
goblok&tolol&kunyuk&koplok,价值观,印尼语中的骂人词汇，如傻瓜、笨猪、猴子等
guoblog&anjeng,价值观,侮辱性称呼，意为'外国狗'
harami,价值观,私生子/混蛋，严重侮辱性称呼
hatinya&sudah&kotor,价值观,心已经肮脏，指人品低劣
hatter&ke&muh&mai&tatti,价值观,对某人的侮辱性表述，意为'Hatter的嘴里有粪便'
hewan&fahira,价值观,将人比喻为动物的侮辱性称呼
hidup&kamu&tidak&guna,价值观,人身攻击，贬低他人生命价值
hodoh&laknat,价值观,丑陋该死的，用于侮辱他人的贬义词组
homo,价值观,同性恋（用于贬义）
homo&banci,价值观,对同性恋和跨性别者的侮辱性称呼
homo&banci&kaleng,价值观,针对同性恋和娘娘腔的侮辱性称呼
homo&bangsat&goblok,价值观,对同性恋的侮辱性称呼及常见脏话
homo&bodong,价值观,虚假同性恋，对性取向的侮辱
homo&goblok&anjing,价值观,对他人进行性取向侮辱和动物比喻的贬低词汇
