source_index,word,category,meaning
147,kunyuk&ngembat dana umroh,价值观,侮辱性称呼（蠢狗或杂种）&偷窃朝觐资金的指责
148,domba&idiot,价值观,蠢羊，针对愚蠢者的侮辱性称呼
150,brengsek,价值观,印尼语粗俗侮辱词，意为'该死的混蛋'或'卑鄙小人'，用于攻击他人品格
151,nyewa pecun,违法,租借女性生殖器，暗示卖淫或性交易
153,si kunyuk,价值观,猴子，印尼俚语中用于侮辱他人愚蠢或低等的黑话
154,setan iblis&azhan,宗教,撒旦恶魔&伊斯兰教祈祷召唤，用于宗教侮辱和亵渎比喻
156,tolol&pengecut,价值观,傻瓜&懦夫，针对个人的侮辱性称呼
157,jilatin memek,低俗色情,舔阴部，露骨描述性行为
158,org sarap,价值观,像疯子或瘾君子，侮辱性称呼用于嘲讽他人精神异常
159,dasar bajingan,价值观,该死的混蛋，用于侮辱和诽谤个人的粗俗骂人话
160,kunyuk,价值观,猴子，常用于印尼网络黑话侮辱他人，带有种族或个人歧视意味
161,kunyuk,低俗色情,阴户，女性生殖器的粗俗俚语
161,bacot ga mikir,价值观,多嘴不思考，侮辱性表达用于贬低他人智力
163,alay&tai&bocah sd,违法,土气像屎并像小学生的侮辱性比喻，用于网络欺凌
164,bacot bat bgst,价值观,印尼俚语组合，意为'闭上你的臭嘴最好'，带有侮辱性和粗鲁攻击性
165,bacot lo,价值观,粗鲁的侮辱性俚语，意为“你多嘴”或“闭嘴”
170,asu,低俗色情,印尼脏话，意为'狗'，用于严重侮辱他人
171,pisang&gede,低俗色情,香蕉超级大（印尼俚语中指男性生殖器很大）
173,norak&gatau diri&udik,价值观,粗俗&不知羞耻&乡巴佬（针对他人品格和教养的侮辱性称呼）
174,babi,宗教,猪，不洁动物，常用于针对穆斯林的宗教侮辱
174,gelut,暴力恐怖,打架、斗殴，煽动身体暴力
175,tolol&njink,价值观,蠢货&狗（印尼俚语黑话，用于严重侮辱他人智商和人格）
176,bolot puser lukaku,低俗色情,下流脏话，意为'屁眼粘稠的屌'等侮辱性生殖器和排泄物比喻
176,dasaaaar bolot,低俗色情,强调的粗俗侮辱，带有性暗示的脏话
177,tai&jir,价值观,屎&脏话，严重低俗侮辱性俚语
180,munafiqun&sok suci,宗教,伊斯兰伪君子假装圣洁的侮辱性称呼
180,jilat memek,低俗色情,舔阴部的粗俗性行为描述
180,memek bosok,低俗色情,臭阴道的下流侮辱词
180,si cabul&si jijik,低俗色情,淫乱恶心的贬低性称呼
182,kunyuk,宗教,对华裔的种族歧视性侮辱词，常用于仇恨攻击
183,kampungan&alay,价值观,乡巴佬&低俗矫揉造作，用于侮辱他人社会阶层或风格
184,banci&kampungan,价值观,Banci指跨性别者或人妖的侮辱称呼，kampungan指乡下粗鄙之人，用于贬低和歧视
185,jokowi&tai asu',价值观,对总统Jokowi的粗俗侮辱，意为'Jokowi是狗屎'
187,babi,价值观,猪，用于侮辱他人，违背社会道德规范
188,tolol semua,价值观,全都是傻子，针对群体的侮辱性称呼
188,idiot and stupid,价值观,白痴和蠢货，英语侮辱性词汇用于人身攻击
189,muka lu&mirip monyet,违法,你的脸像猴子（侮辱性外貌嘲讽，用于网络欺凌）
190,kau babi,宗教,你猪——侮辱性称呼，将人比作猪，针对穆斯林的宗教禁忌
192,kontol&bule,低俗色情,kontol指男性生殖器，bule指白人外国人，常用于侮辱性色情语境
193,yg bego,价值观,那个笨蛋，侮辱性称呼
195,maki hamun&buli&anjing,价值观,辱骂、欺凌和狗（对人的侮辱性称呼）
195,bangsaanjing,价值观,狗的民族（针对特定群体的侮辱标签）
196,si banci,价值观,娘炮或变态，指对性别非规范者的侮辱性称呼
196,chat mesum,低俗色情,淫秽聊天，指露骨性内容或下流对话
196,dasar munusia munafik,宗教,伪君子人类，指对宗教信仰者的极端侮辱和攻击
198,nembak&diincar,暴力恐怖,射击&被瞄准，描述暴力攻击行为
199,kontol&memek,低俗色情,男性生殖器&女性生殖器粗俗侮辱称呼
199,agama kontol,宗教,侮辱宗教为鸡巴宗教的亵渎表述
199,org tua kek monyet,价值观,将父母比作猴子的侮辱性种族或家庭攻击
202,goblok,价值观,蠢货、笨蛋的侮辱性称呼
205,udik&ditidurin,低俗色情,阴茎（粗俗俚语）&被性交（性暗示俚语）
207,kunyuk,价值观,猴子，印尼网络黑话中对人的侮辱性称呼
207,sebar hoax,涉敏,传播假新闻，可能引发公众恐慌
207,d sapu dulu&biar jera,暴力恐怖,先扫除以儆效尤，暗示暴力惩罚或清除
208,bego&goblog,价值观,印尼俚语，意为'笨蛋&傻瓜'，用于侮辱他人智力
209,tai kucing&pengecut,违法,猫屎（脏话侮辱用户）&懦夫（针对个人的侮辱性称呼）
210,jual memek,低俗色情,兜售阴部，露骨的色情交易俚语
210,dasar pecun,价值观,该死的婊子，针对个人的严重侮辱性辱骂
212,kan bangke,低俗色情,印尼粗口，意为'真是该死的'或直接指女性生殖器，用作强烈侮辱
213,bajingan,价值观,印尼语严重侮辱词，意为'杂种'或'狗娘养的'
214,mampus lu&kunyuk,暴力恐怖,诅咒对方去死&侮辱性称呼杂种低贱之人
214,kunyuk,价值观,印尼俚语侮辱词，意为杂种或下贱者
215,ummatnha&goblok,宗教,某个宗教社群&傻瓜（侮辱性称呼，贬低该群体成员智力）
216,tolol,价值观,蠢货、傻瓜（印尼语侮辱性词汇）
217,tolol&ketololan&nyolot,违法,印尼语侮辱词组合，意为蠢货、愚蠢行为和粗鲁傲慢，用于人身攻击
219,tolol,价值观,印尼语侮辱词，意为傻瓜或蠢货
220,udik,价值观,印尼俚语，指乡下人或没见过世面的人，带有侮辱和歧视意味
221,gua monyet,价值观,我像猴子一样的侮辱性自称或针对个人的贬低表达
223,mahu namparin,暴力恐怖,想要打耳光，表达身体伤害意图
223,anjing&brengsek,价值观,狗&该死的，严重侮辱性脏话用于网络欺凌
224,mirip tai,低俗色情,像屎，粗俗侮辱性比喻
225,tolol,价值观,印尼语侮辱词，表示'蠢货、傻瓜'
229,jilat memek,低俗色情,舔阴部，露骨描述性行为
233,banci,价值观,人妖或变性人侮辱性称呼
233,belatung bersarang,低俗色情,蛆虫寄生，比喻大脑腐烂的极端侮辱表达
233,bangke,低俗色情,印尼粗俗脏话，意为粪便或该死的，用于强烈侮辱
234,banci,价值观,对变性人或同性恋者的侮辱性贬低称呼，违背当地道德规范
235,kampret luh,价值观,印尼俚语中的侮辱词，意为'该死的家伙'或'讨厌鬼'
236,tolol,价值观,印尼语侮辱词，意为'蠢货'或'傻瓜'，用于贬低他人
238,anjir&idup dimana lu,违法,印尼俚语脏话'anjir'（狗/该死，用于侮辱）结合询问住址'Idup dimana lu'（你住哪里），用于网络欺凌和潜在人肉搜索
239,asu&asu,价值观,印尼粗俗骂人词，意为'狗'或'贱狗'，用于极端侮辱他人
240,kunyuk,价值观,印尼语侮辱词，意为'蠢驴'或'笨蛋'，用于贬低和侮辱他人
242,pertanyaan tolol,价值观,愚蠢的问题，带有侮辱提问者智力的粗鲁表达
243,kresten penyembah bangke yesus busuk,宗教,基督徒崇拜肮脏腐烂耶稣的侮辱性称呼
243,kresten yg bodoh,宗教,愚蠢基督徒的仇恨表述
245,bau bangke,价值观,闻起来像屎的侮辱性表达，用于人身攻击和侮辱他人
246,bencong,价值观,印尼俚语，指跨性别者或变装皇后，常用于侮辱性嘲讽
247,udik banget&jejelin,低俗色情,粗俗女性生殖器称呼&性插入俚语
248,anak gembel,价值观,街头乞丐/流浪儿，针对低阶层人群的侮辱性称呼
248,anak jalanan,价值观,街头小孩/流浪儿童，带有歧视和贬低的含义
249,goblok&penjilat&tolol,价值观,蠢货&拍马屁者&傻瓜，用于侮辱他人智力低下和奴性
250,sinting,价值观,疯子，侮辱性称呼用于嘲笑或贬低他人
254,banci,价值观,印尼语中对跨性别者或男扮女装者的贬义侮辱词，带有歧视和厌恶意味
255,kirain budek,低俗色情,脏话&屁股/下体俚语，用于侮辱他人
256,banyak bacot,价值观,很多废话、多嘴的侮辱性表达
257,mulutnya bedebah&kacung gerombolan jomblo akut sakit jiwa,价值观,该死的嘴巴&单身疯子团伙的奴仆（严重侮辱性和人格攻击性称呼）
258,goblok&alumni 212&sampah,宗教,蠢货&212校友&垃圾，针对伊斯兰示威参与者的侮辱性称呼
259,bolot,价值观,印尼网络俚语，意为非常愚蠢或傻瓜，用于侮辱他人智力
260,banci,价值观,对变性人或跨性别者的侮辱性贬称，违背当地道德规范
261,bangke tikus&bangke setan,低俗色情,鼠屎&魔鬼屎（印尼粗口，用于极端侮辱他人，带有低俗脏话含义）
263,banci&selotipan,价值观,对变性人或LGBT群体的侮辱性黑话，selotipan指像胶带一样黏人的贬义比喻
264,ngatain mama aku&bolot,价值观,侮辱对方母亲的粗俗表达，意为'搞我妈'或'我妈傻逼'
266,ngentot yuk,低俗色情,性交吧（印尼语俚语，邀请进行性行为）
267,pengen ngentot,低俗色情,想要性交的露骨表达
268,kunyuk,低俗色情,印尼语粗俗俚语，指女性生殖器，用于严重侮辱
269,udik&pecahin balon,低俗色情,阴茎俚语&戳破气球（隐喻性无能的性侮辱）
270,tolol-tololin,价值观,超级傻瓜、笨蛋的加强版侮辱性称呼
271,tolol,价值观,印尼语蠢货、傻瓜，用于侮辱他人智力
271,kebangetan,价值观,印尼语太过分、过火，常用于强烈谴责和侮辱
271,dana bantuan dari kemendes&diakuin kerja nyata partai gerindra,涉政,指村落发展部援助资金被归功于Gerindra党的虚假指控，可能引发政治谣言
272,dasar bajingan,价值观,基础上的混蛋/卑鄙小人，用于严重侮辱个人的粗俗骂人话
273,asu,价值观,印尼俚语，意为“狗”，常用作严重侮辱他人
274,goblog,价值观,印尼语粗俗侮辱词，意为'非常愚蠢或白痴'
276,garunsang liar&pecun,低俗色情,性欲狂野像妓女&一个月没接客的妓女（性侮辱比喻）
276,cih&garunsang liar,低俗色情,鄙视语&性欲狂野（针对女性的下流侮辱）
279,kampret,价值观,印尼俚语，意为鼠辈或卑劣小人，用于严重侮辱他人
279,salah ortunya,价值观,父母有错，指责他人父母有问题，带有侮辱性攻击
280,anak kampret,价值观,印尼俚语，意为'该死的孩子'或'卑劣的小子'，用于严重侮辱他人
282,kampret,价值观,印尼俚语骂人词，意为'混蛋'或'该死的蝙蝠'，用于侮辱特定群体
282,hti&khilafah,宗教,Hizbut Tahrir Indonesia（印尼伊斯兰解放党，已被取缔）&哈里发制度（伊斯兰极端政治理念，反对世俗国家）
283,ngentot&memek,低俗色情,性交&女性阴部，指代露骨性行为和生殖器官
284,ngentot&lobang pantatmu,低俗色情,肏你的屁眼（露骨性交描述）
284,kontol&urut besar,低俗色情,大鸡巴（生殖器粗俗称呼及尺寸描述）
285,kontolku&ngentot,低俗色情,男性生殖器粗俗称呼&粗俗性交行为
286,jlatin&memek,低俗色情,手淫&女性生殖器粗俗称呼
287,pria isis&burka&surga,宗教,ISIS男性穿着罩袍逃避战争和天堂承诺，涉及宗教亵渎
287,gembel warnet,价值观,上网没见识的乞丐，侮辱性称呼用于网络欺凌
287,pemelihara hewan anjing,宗教,养狗女人，在伊斯兰语境中指不洁习俗以质疑身份
288,tolol,价值观,印尼语傻瓜、蠢货，用于侮辱他人
288,hancur tuh jakarta,涉敏,雅加达即将毁灭，可能引发恐慌的灾难预言
290,bencong,价值观,对跨性别者或男同性恋者的侮辱性称呼
290,songong,价值观,傲慢无礼、狂妄自大的侮辱性描述
292,kampungan&norak,价值观,乡下土包子&粗俗没见过世面，带有社会阶层贬低侮辱含义
293,penistaan&bencong,价值观,亵渎跨性别者（bencong为印尼对变装皇后或跨性别的侮辱性称呼）
294,jangan bacot,价值观,粗鲁辱骂语，意为'别废话'或'闭嘴'
295,nenek&jahat&norak&kampungan,价值观,奶奶&邪恶&粗俗&乡巴佬，用于侮辱老年人和贬低他人素养
296,banci,价值观,印尼语中对跨性别者或男同性恋的侮辱性称呼，意为娘炮或人妖
297,babi&anjing&monyet&pekok&cebong&kodok&katak,价值观,动物类侮辱词组，常用于印尼网络针对特定族群或个人的仇恨攻击
297,bangsat&kapindiang&taik&bego&tolol&setanalas&ndasmu,价值观,极端粗俗骂人词组，构成严重人身侮辱和网络欺凌
298,perempuan iblis,价值观,魔鬼女人，用于极端侮辱女性的贬低性称呼
299,kunyuk,价值观,侏儒或矮小者的侮辱性称呼
299,cecunguk,价值观,猴子或丑陋者的侮辱性称呼
300,partai korupsi&sapi,涉政,腐败党&牛（政治腐败指称，常用于攻击政党或官员）
300,goblog,价值观,印尼网络黑话，意为'蠢货'或'傻逼'的侮辱性称呼
301,kunyuk&kolojengking,价值观,猴子一样的蝎子，用于粗鲁侮辱特定人物
301,wong wong&asu,价值观,狗一样的那些人，严重侮辱性称呼
302,si monyet,价值观,将人比作猴子的侮辱性称呼
303,warna&idiot,涉敏,肤色&白痴，基于肤色差异的歧视性侮辱和贬低
304,jilatin memek,低俗色情,舔阴部，露骨描述性行为
305,bloon&perek,低俗色情,笨蛋&妓女，带有性别侮辱和低俗性暗示的攻击性俚语
307,tolol,价值观,印尼语骂人话，意为'蠢货、傻瓜'，用于侮辱他人智力
308,junjungan loe&membantai 200 lebih orang timtim peristiwa santa cruz,涉政,指责崇拜对象在圣克鲁斯事件中屠杀200多人，涉及印尼东帝汶历史敏感政治暴力事件
308,menculik aktivis&penjahat internasional,涉政,指责绑架活动人士并称国际罪犯，攻击政治人物并涉及国家历史争议
308,tolol,价值观,印尼语白痴、傻瓜，用于侮辱和网络欺凌
309,indonesia lenyap 2030,涉政,印尼将在2030年消失，散布国家灭亡谣言
309,tolol&bencong,价值观,针对群体和个人的侮辱性称呼，意为傻瓜和变性人/娘炮
310,tolol&bencong,价值观,傻瓜&人妖（对个人的侮辱性称呼，严重违背道德规范）
311,perek2&perek laki2,低俗色情,妓女们和男妓，指代性工作者用于侮辱
312,goblok&tolol,价值观,蠢货&傻逼，严重侮辱智力的黑话词汇
313,bacot&lo,价值观,粗鲁指责某人多嘴废话的网络黑话
314,first travel,违法,印尼著名的旅行诈骗公司案，涉及非法集资和欺诈
315,bajingan&bangsat,价值观,印尼语侮辱脏话，意为王八蛋和该死的，用于攻击他人
316,bajingan&tengik,违法,印尼语粗俗辱骂词组合，意为'杂种顽皮鬼'或'狗杂种'，用于侮辱他人
317,goblok&anjing,价值观,印尼语辱骂词组，意为超级蠢货&狗（用于侮辱他人）
319,tai kuda,价值观,马屎，粗俗侮辱性骂人用语
320,bencong,价值观,印尼俚语，对跨性别者或娘炮的侮辱性称呼
321,penista islam&bajingan,宗教,侮辱伊斯兰的亵渎者&卑鄙小人（针对特定伊斯兰派系的侮辱性称呼）
321,fpi&hti,宗教,伊斯兰极端组织名称（被指为非真穆斯林的仇恨对象）
322,bangke,低俗色情,印尼语极端粗俗脏话，意为性器官侮辱或婊子，用于严重辱骂
325,kontol&memek,低俗色情,印尼粗俗俚语，指男性生殖器&女性生殖器
326,sakit jiwa,价值观,精神病，侮辱他人心理健康的贬低性称呼
326,laki kok banci,价值观,男人却像娘炮，对男性性别身份的侮辱和歧视性表述
327,dasar banci,价值观,基础人妖/娘炮，性别侮辱性称呼用于攻击他人
328,bencong&lonte lanang&banci,低俗色情,印尼俚语中对跨性别者或男妓的侮辱性称呼，带有性贬低意味
329,banci,价值观,对跨性别或男同性恋的侮辱性称呼，人妖
329,kofar kafir,宗教,对非穆斯林的极端侮辱，异教徒、不信者
329,coli muncrat,低俗色情,手淫射精的露骨下流描述
330,kafir&banci,宗教,异教徒&娘炮，对非穆斯林宗教和性别认同的侮辱性称呼
330,banci,价值观,娘炮或变性人，针对LGBT群体的歧视性侮辱词
331,cino,涉敏,针对华裔的种族歧视称呼
331,pekok&asu&taik,低俗色情,印尼脏话组合，意为下流侮辱如鸡巴、狗、屎
331,bajingan&maling sejati,价值观,杂种&真正的贼，严重人格侮辱和诽谤
332,si banci,价值观,对跨性别者的侮辱性称呼，意为那个娘炮或变性人
335,kampret tolol,价值观,印尼俚语侮辱词，意为'该死的蠢货'
336,banci&pengkolan,价值观,侮辱性称呼，指变性人或娘炮，常用于歧视LGBTQ+群体
337,bolot amat,价值观,超级蠢/笨蛋，侮辱性俚语用于嘲讽他人智力低下
