index,text,status,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,explanations
13,jepitin kontol gua pake memek lu sini',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本使用针对个人的粗俗性侮辱语言如'kontol gua'和'memek lu'，构成刑事侮辱（Pencemaran Nama Baik），违反UU ITE。"", ""obscenity"": ""文本包含露骨性器官词汇'kontol'（男性生殖器）和'memek'（女性生殖器）及性行为描述'jepitin...pake'，属于淫秽色情内容，违反《色情法》及当地道德规范。""}"
14,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscity"": ""文本中使用了露骨的性器官词汇'memek'（阴部）和描述性行为'elusin memek'（抚摸阴部），属于淫秽色情内容，严重违背印尼伊斯兰价值观及《色情法》。""}"
15,memek perek pengen di gesekin ke abs cowok nih mhh',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本使用了'memek'（女性生殖器粗俗俚语）和'perek'（妓女贬义词），描述露骨性幻想和摩擦行为，属于淫秽色情内容，违反《色情法》及伊斯兰价值观约束。""}"
16,model seksi sini ngentot di dm sama gua pref detail fr : Bule',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本使用'ngentot'（露骨性交俚语）和'model seksi'等词汇，公开邀请私信性行为，属于淫秽色情内容，严重违背《色情法》及伊斯兰道德规范。""}"
17,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本描述了露骨的性行为场景，如'gesekin memek ke bantal'（用阴部摩擦枕头），属于淫秽色情内容，严重违背印尼伊斯兰价值观及《色情法》。""}"
18,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本包含露骨的性描述，如'ngobelin memek'（插入阴道）和'jilatin klitnya'（舔阴蒂），属于淫秽色情内容，严重违背印尼伊斯兰价值观及《色情法》（Pornografi Law）。""}"
19,"sange hm, mas mainin memek adek dong sayang'",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本使用露骨性俚语如'sange'（发情）、'mainin memek'（玩弄阴道）和'memek adek'（妹妹阴道），描述性行为并暗示乱伦，属于淫秽色情内容，违反《色情法》及伊斯兰价值观。""}"
20,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
21,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用'goblog'侮辱称呼针对教授反对者和一般群体，构成刑事侮辱和名誉诽谤，违反UU ITE关于Pencemaran Nama Baik的规定。""}"
22,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本使用'gila'（疯子）侮辱特定个人，带有针对族群或个人的歧视性嘲笑，可能构成SARA仇恨言论，违反UU ITE。"", ""harassment"": ""称呼'Bapak aku Nor'Azam . Tu Azam gila'直接针对个人Nor'Azam进行侮辱和嘲笑，属于网络欺凌和刑事侮辱（Pencemaran Nama Baik），违反UU ITE。""}"
23,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""",success,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"{""hate_speech"": ""文本使用侮辱性词汇如'budek'（聾）、'pilon'（瞎）、'nyundul'（頭頂）和'goblok'（笨蛋）針對KH Ma'ruf，屬於針對宗教領袖的仇恨言論，違反UU ITE及SARA相關規定。"", ""harassment"": ""直接以'goblok kok kebangetan'（笨到極點）侮辱KH Ma'ruf，構成刑事侮辱和名譽誹謗（Pencemaran Nama Baik），違反UU ITE。"", ""national_security"": ""使用'#gantipresiden2019'（換總統2019）呼籲推翻政府，屬於顛覆政權和攻擊國家領導人的內容，違反危害國家安全的規定。""}"
24,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
25,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
26,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
27,"USER sa ingat monyet mana quote ni :')""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用'monyet'（猴子）作为侮辱性称呼针对'USER'，构成网络欺凌和名誉诽谤，违反Pencemaran Nama Baik。""}"
28,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,success,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用'kunyuk'作为针对特定族群（如华人）的种族侮辱词，属于SARA仇恨言论，违反UU ITE及刑法亵渎罪。"", ""violence"": ""'Tenggelam kan'表达诅咒某人淹死或身体伤害，煽动暴力，违反《反恐法》相关暴力煽动规定。"", ""harassment"": ""针对'pak URL'使用'pengkhianat penghancur bangsa'等侮辱性表述，进行名誉诽谤和网络欺凌，违反Pencemaran Nama Baik。""}"
29,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""",success,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""hate_speech"": ""文本将al Qur'an、Tilawatil Qur'an和murotal比作即兴表演（improv）、歌曲，并与低俗行为等同，构成针对伊斯兰宗教的亵渎，违反UU ITE及刑法亵渎罪。"", ""obscenity"": ""使用'ngentot'（性交）、'kentut'（放屁）和'kawin'等露骨粗俗性相关词汇，严重违背当地伊斯兰道德规范，受色情法约束。""}"
30,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中使用'Gembel'（乞丐）侮辱并以'fatwa bigitu'（那样的宗教法令）轻蔑伊斯兰fatwa，构成宗教亵渎和SARA仇恨言论，违反UU ITE及刑法亵渎罪。"", ""harassment"": ""称呼对方为'Gembel'（乞丐），针对个人进行侮辱和名誉诽谤，违反Pencemaran Nama Baik。""}"
31,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""",success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本使用'iblis la'natilloh 'alaih'（魔鬼，愿真主诅咒他）侮辱听到adzan（伊斯兰祈祷召唤）的人，构成针对宗教（Islam）的仇恨言论和亵渎，违反UU ITE及刑法亵渎罪。""}"
32,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""",success,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""hate_speech"": ""文本使用侮辱性词汇'si kunyuk'（狗杂种）和'muke lacur'（妓女脸），针对特定个人进行种族或族群式辱骂，属于SARA仇恨言论，违反UU ITE及刑法亵渎罪。"", ""harassment"": ""直接针对个人进行网络欺凌，如'giliran majikan dia mesum'（轮到他老板猥琐）和'ngatain mikirin sex'（骂人想性），构成名誉诽谤和刑事侮辱（Pencemaran Nama Baik），违反UU ITE。"", ""obscenity"": ""包含露骨性侮辱'mesum'（猥琐）、'mikirin sex'（想性）和'muke lacur'（妓女脸），严重违背当地道德规范和伊斯兰价值观，受《色情法》约束。""}"
33,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""",success,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""hate_speech"": ""文本使用'ke'te alias monyet'（猴子）侮辱某人，属于基于族群（SARA）的仇恨言论，违反UU ITE及刑法亵渎罪。"", ""harassment"": ""'Rumongso ku ke'te alias monyet'是对个人的侮辱和诽谤，构成网络欺凌和刑事侮辱（Pencemaran Nama Baik），违反UU ITE。""}"
34,"USER Okesip otak bolot gue konfyus :')""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
35,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
36,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本列举个人缺点如'suka ngaret'、'nyebelin'、'ngambekan'、'lemot'、'bolot'等，并称其导致'hipertensi'，构成针对个人的网络侮辱和名誉诽谤，违反UU ITE关于Pencemaran Nama Baik的规定。""}"
37,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
38,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
39,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用 'tolol anjing bacot' 等侮辱性词汇针对个人进行网络欺凌和名誉诽谤，构成刑事侮辱（Pencemaran Nama Baik），违反UU ITE。""}"
40,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
41,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
42,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
43,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
44,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本中提及`suara monyet'（猴子声音），这是针对法国球员（可能为黑人）的种族侮辱性表述，属于SARA（Ras/种族）仇恨言论，违反UU ITE及相关刑法。""}"
45,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
46,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",success,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"{""violence"": ""文本中'gampar lu lama-lama'直接威胁要打人，煽动身体伤害，违反《反恐法》及刑法相关暴力条款。"", ""harassment"": ""使用'monyet, anjing'等侮辱性称呼及威胁，构成针对个人的网络欺凌和刑事侮辱（Pencemaran Nama Baik），违反UU ITE。"", ""obscenity"": ""'NGENTOT'为露骨性侮辱词，属于淫秽色情内容，严重违背当地道德规范及伊斯兰价值观，受《色情法》约束。""}"
47,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
48,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
49,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""false_info"": ""文本声称'bodoh'、'dungu'和'idiot'等词'所有'技术上指IQ低于70的人，这是虚假信息，可能误导公众对心理学术语的理解，违反UU ITE关于传播虚假信息的规定。""}"
50,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
51,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
52,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
53,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
54,"Nikmat'a ngentot.... Pi gengen yg hoot""",success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本使用'ngentot'等露骨性交俚语，描述性快感，属于淫秽色情内容，违反《色情法》及UU ITE相关条款。""}"
55,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
56,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
57,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
58,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
59,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本通过侮辱性词汇如'cowok gembel'（邋遢男人）和'otaknya murah'（脑子廉价）针对特定个人的外貌和伴侣进行公开嘲讽和名誉攻击，构成网络欺凌和刑事侮辱，违反UU ITE关于Pencemaran Nama Baik的规定。""}"
60,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
61,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
62,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'",success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本中使用'perek'作为侮辱性称呼，针对个人进行名誉诽谤，构成刑事侮辱（Pencemaran Nama Baik），违反UU ITE。"", ""obscenity"": ""'perek'指妓女的粗俗俚语，涉及露骨性侮辱并严重违背伊斯兰价值观及当地道德规范，受《色情法》约束。""}"
63,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
64,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
65,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
66,#AtongKEPOH Suka gak sama monyet?',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
67,#BeritaIslam: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai \xe2\x80\x9cMonyet\xe2\x80\x9d Picu Kecaman Keras URL,success,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""hate_speech"": ""文本报道以色列拉比称'berkulit hitam'（黑皮肤人）为'monyet'（猴子），构成基于种族（ras）的仇恨言论，属于SARA违规，违反UU ITE及刑法亵渎罪。""}"
68,#Boikotindosat ini si kuning taiiii pulsa pagi tadi Rp. 2000 an masih kepotong juga tinggal Rp. 1. padahal gk di ngapain... bener gk menghargai pelanggaan sepertinya. budek... taiiiii',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
69,#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
70,"#IcanxLove bukan cinta monyet, bukan cinta layaknya remaja lain. perasaan itu bertahan hingga sekarang'",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
71,#ICYMI SWAT SFC selamatkan monyet proboscis URL URL,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
72,#ILCPrabowoMenyerang ilc sukses undang orang gila karena ahok kalah ampe lupa potong kuping gila gila gila gila gila beneran \xf0\x9f\x98\x81',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本反复使用'orang gila'和'gila'针对Prabowo进行侮辱性称呼，构成针对个人的网络欺凌和名誉诽谤，违反Pencemaran Nama Baik（刑事侮辱）。""}"
73,"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本称呼目标人物为“orang gila tanpa kuping”（疯子没有耳朵），构成针对个人的网络侮辱和名誉诽谤，违反Pencemaran Nama Baik（刑事侮辱罪）。""}"
74,#Indobet365 #ResultJapan\nKeluaran Togel Japan Hari Rabu 28 Maret 2018\nResult : 9 1 0 3\nShio : Monyet\nURL URL,success,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"{""illegal"": ""文本发布'Togel Japan'彩票结果和#Indobet365标签，明显涉及在线赌博活动，违反印尼《刑法》和UU ITE中关于网络赌博的禁令。""}"
75,#OpenBoSurabaya USER\nmasih online aja kau\nsempak\nakun tipu2 bangsat\nbajingan kai',success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本使用侮辱性词汇如'sempak'、'bangsat'、'bajingan'针对特定用户（akun tipu2）进行网络欺凌和名誉诽谤，属于刑事侮辱，违反UU ITE关于Pencemaran Nama Baik的规定。""}"
76,"#persijatakutkalahdijakarta\nDasar pLersija, dengkul laler. Banyak alesan lo jakAnjing! Olo olo sia banyak bacot!!!'",success,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""harassment"": ""文本中使用'jakAnjing'（雅加达狗）和'dengkul laler'等侮辱性词汇针对Persija球队及Jakmania球迷群体，进行公开网络欺凌和名誉诽谤，违反UU ITE关于Pencemaran Nama Baik（刑事侮辱）的规定。""}"
77,#rlp disini banyak yeoja yg fwb ngentot rl &amp; foreplay *cuma ngasih tai',success,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{""obscenity"": ""文本中使用了'ngentot'（性交）和'foreplay'等露骨性描述，以及'fwb'（friends with benefits）暗示随意性行为，属于淫秽色情内容，违反《色情法》及UU ITE关于淫秽传播的规定。""}"
78,#rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok',success,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"{""harassment"": ""文本包含针对女性的性骚扰和引诱表述，如'yeoja tantik culik gw donk bawa ke rumah'，构成网络欺凌和侮辱，违反UU ITE关于Pencemaran Nama Baik的规定。"", ""obscenity"": ""文本露骨描述性行为如'ngentot spuas nya'和'sembelehin ndiri'，属于淫秽色情内容，严重违背印尼伊斯兰价值观和《色情法》。""}"
79,#TemanMakanTeman Itu ketika ujian dia tdk tahu dan kita memberi tahu tp pas kita tdk tahu dia pura2 budek kalau di panggil USER USER #ReuniZ',success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
