tweet	label
sunki baka aiki- sun baka 10k suntura maka 2gb kai ta posting dinsu kana my mentor my mentor dolo kawai	Abuse
@username allah yafiku matsiyata	Abuse
the yapd founder @username explaining the sdg4 quality education toward the almajiri children right to education and how can the children achieve the rest sdg goals in kano state. @username ##url	Normal
you wonder why people regard bashir to that shameless liar from kano 😂 kai na wa o , how can you shamelessly sit down and concort a fake news that sls came back from uk to select the next zazzau emir , labarin koki da gizo. mutane babu adalchi saikache maguzawa	Normal
Ai Daman duk yan izala munafikai ne	Hate
today's shege seen successfully 😢	Normal
saika nemi wata uwar bani ba. wannan yar kwalta zaka cemin zaka aura? kana so ka bata mana suna ko? wai ka fara shaye shaye ne ko? kodai shedanu sun bugeka ne? ##url	Abuse
duk bahaushiyar yarinyar data wahalar dani idan tabari na aureta sai nayimata kishiya uku kuma inyamurai 2 beyerabiya 1💔🤣	Normal
@username let me take permission and comeback. da hausa zan zageka kafirin banza 😂	Hate
don allah kibar jakai hassada kawai sukeyi, kuma saimun hukunta duk mai wannan laifin da irin zunubin da ya aikata wallahi. ##url	Abuse
ziyara: ziyarar da muka kai a yau laraba zuwa ga babban malamin mu sheikh adamu aliyu maigora a gidan sa dake hayin rigasa, kaduna. malam yayi mana nasihohi masu amfani, dan'uwa bashir journalist sharfadi yayi hira dashi kuma a hirar ya bada tarihin kansa da kuma matsalolin izala ##url	Normal
Masallaci ko Business center Mariri? Izala gidan kasuwanci	Hate
why are some women so heartless and senseless ne, kawai sabida so called kishi sai ki babbaka yarinyar mutane fgs🥺💔 kishin nan iskanci ne kawai ba wani abu ba.   allah ka tsare mu daga jahilan mata, allah ka kare mu da mugun ji da mugun gani ka bamu abokan xama na gari. ##url	Normal
@username lmao not even him, i myself am worth more than yours you think everyone is your wretched  broke father? gtfo inyamurin banza	Abuse
NIFA WALLAHI NONON FULANI MA NA DENA SIYA 'YAN ISKA MARASA IMANI	Hate
rabbi da shashasha kasan akwai mutane  marasa daraja da kuma sanin darajar kai, he always thinks that is wise but this is bush shit men, allah yasa muzamo masu kishin iyalinmu, wallahi duk mara kishin iyali bazai shiga aljannah inji manzon allah ##url	Abuse
@username mugun jahili dakikine kawai yake jama'u	Abuse
"“@username : salatin arna ""@username : durin uwa🙊🙈🙆... smh""”hehegehehe"	Normal
@username 😂😂😂😂😂 habu da ya ji kudi cewa ya yi in kazabi isa ashiru ka zabi arne sabode kaduna ta musulumai ne ama nijeria ta kowa da kowa ne	Normal
Hausawa ne suke ta Adanci da Fulani Amman suna fulani ne  kadai akekera hmmm Allah ya yakyuta wasu su sunfima fulani iya yaran	Hate
@username arne black in ug ba !	Normal
arne shi yasan makwantar arne 😂 ##url	Normal
them go do shege for them ##url	Normal
@username to uban wama ze auri ballagaza yar tasha	Abuse
idan ana babbakar giwa baajin kaurin ta zomo👌  loma daya ta abin arziki tafi kabakin tsiya👌 abun babbane kashe kwarkwata da tabarya👌 @username allah ubangiji yatsareka yakarama imani yadoraka akan dukwani tsinanne da tsinannu ameeen🤲🤲 ##url	Normal
jonathan’s almajiri schools initiative a failure – kano governor ##url	Normal
Fullo dagin arna varayi maciya a man a mashaya jini	Hate
@username arne an baka wuta kenan😈. use or b used	Normal
@username nana khadija also proposed to manzon allah...who are they, karka sha mamakima grandparents insuma arna ne🤕.... duniyan da saura	Normal
@username kaii daganiin auren nan, kasan na yan bariki ne.	Abuse
@username haka ta zata! kasan akullun 'yar hausawa bata lefi agun wawaye😎 cos duk abunda tayimaka inkarama wai se ace bakakyauta ba tsabagen sonkan  hausawa😎 allah yashiryar mana	Abuse
@username kefa yar duniya ce	Abuse
@username ok, ki auri mahaukaci kawai	Normal
ama mutanen mu sun fi son mata su sauna a gida 🚶 allen ya mana arziki mai yawa 🤲🏽🤲🏽🤲🏽🤲🏽 ##url	Normal
akwai rikici wollah almajiri and @username people come and see dragging.....😂😂😂😭😭😭😭😭  may allah protect us against corona virus ... @username ##url	Normal
@username we almajiri’s are for him and he will win	Normal
“dan bariki, haihuwar tsaye” 😣💔 why i never rate this man ##url	Abuse
sakarai dolo dan kauye @username 	Abuse
su kudi is not a big deal a wurin allah, yana hada kafiri da mai imani ya basu. see what elon musk makes a day since 2020! 17,058,493,150.29 nigerian naira ##url	Normal
@username lol seeing shege na ur mate😂😂	Normal
@username dama annabi saw ya fada, musulmi za su yi ta bibiyan halayen kafirai dau da kafa, hatta in sun shiga rami za a bisu. allah ka shirye mu.	Normal
@username rabuda dan shegiya	Abuse
ba dakikai a duniyar kwallo kaman @username 	Abuse
@username daman karuwai suke sa nose pin 😡	Abuse
@username bubu has shown me shege to be contemplating japa suddenly. maza an ji jiki. 😭😭😭😂	Normal
freelancing is great but definitely not for early-career journalists. i would recommend that you do newsroom journalism with credible bylines before you retire to freelancing. the shege is too much.	Normal
@username matan kwarai muke so ba #karuwai na😛😛	Abuse
@username yahudawa sunci riba akanku.. tirrr	Normal
@username apart from mocking, you guys have nothing to offer. why not twitting on issues,  i can't imagine a lady, over looking girl child education, high rate of divorce, drug abuse, rapping/child abuse, child labour, almajiri &amp; poor state of idps. even the politics you are bad at it.	Normal
the lawmakers equally urged the federal government to conduct an extensive enumeration and mapping exercise to, among other things, determine the location of the almajiri schools, sizes and staff strength to ensure comprehensiveness of the policy. ##url	Normal
yahudu doing the most ##url	Normal
please where's @username ?  why's he pretending as if he hasn't read about all these almajiri stories flying up and down  has his data finished?	Normal
@username kaji matsiyacin banza. go and f*ck yourself.	Abuse
karamin kafuri yaji wuta da bala'i...inshallah da shakau,hamana fir auna, abu jahal a waje daya zaku xauna a jahanna ma ##url	Abuse
@username kidaije lagos cenne gidan yan bariki da yawa irinku	Abuse
press release: almajiri: northern governors must act now the muslim rights concern (muric) frowns at the poorly arranged educational system which resulted in the al-majiri syndrome. it is escapist, pernicious, retrogressive,counter-productive and inhuman.  ##url ##url	Normal
IZALA BABBAR CUTA MAI KARYA GARKUWAR IMANI.	Hate
i have always known u to be an almajiri so u don’t really need much response from people. idiot ##url	Abuse
ban taba ganin daqiqai masu stamp ba kamar yan south east musanman wanda basa yawo subhanallah ai se ka ruga haka muka hadu da wani a camp yace mun wai yaga yaro qarami na kora shanu yana komawa enugu ze yo shatar roka ya dibi shanu kulun na tuna se nayi dariya😅😅😂 ##url	Abuse
@username ana maganan mata ana sa irinki kan oh god ashe har yanzu akwai birai 🐒🐒 a gari	Abuse
@username wallahi this is blatant truth babu gara acikin maganar ka, sabida it's what is currently happening with many almajiris, it's the sad truth about them and everyone know it.	Normal
turawa kenan, basu da malaria ne da nepa. mahaukata kawai! ##url	Abuse
@username almajiri schools are too expensive but sponsoring pilgrimage and sharing rams for sallah is not.. ##url	Normal
"""@username : letter: modern almajiri system is disguised slavery  ##url"	Normal
during gej time no child in nigeria went hungry. the 175 almajiri school @username #rescueplan extended and invested in critical food programs to help ensure every family gets the food they need most especially in borno, we keep our promise to the 🇳🇬 people. #atikukawai ##url	Normal
@username baka sallah baka salati dan maguzawa.	Normal
@username dan iskamana shege yananike ajikin mace	Abuse
@username kawai kice yan bauchi wawaye be mana  meye sai kin rabe zakiyi magana	Abuse
"""dama dake na fara haduwa"" ""da nayi aure tuntuni""🎶🎶  what's stopping you from marrying her?? munafiki💔😂"	Abuse
kazama siren ne ##url	Normal
kwankwasawa sun lashe gasar tafka ashariya da tsinuwa ta bana🤓, kuma su zasu wakilci maguzawa a gasar su ta duniya🤓🤣	Abuse
@username dakikiyar banxa,jahila to ke ubanwa yace miki sabawa allah is an insult to him or d prophet s.a.w,ni dae wlh kince min munafiki kuma allah y isa  wlh you most prove ur words on d day of resurrection. kuma wallahi tallahi kaema xaki ci ubanki	Abuse
gayyar iska arna a idi	Normal
munga masu kyau koma munga munana 🥵	Normal
point of correction cewa zakai ,ka taba zuwa kano kokai ba bagidaje bane 😂 ##url	Normal
*almajiri: open letter to northern governors  at this point, it is with a deep sense of concern that i present the pathetic and wretched condition of the almajiri life with a view to finding a positive solution. the horrible tale of the almajiri is not alien to you...... ##url	Normal
@username amma fa mu ba dolaye bane wallahi😂	Normal
really? the american plan on bringing down the muslim north by airing new seasons around ramadan? as in the saintly north that gives kafirai sleepless nights?	Normal
@username haiddiii, sadaka  mai naci banbaku bah dan manzan allah almajiri 😭😭😁	Normal
@username amma most of that jiddahs yan jagaliya ne 😂😂😂	Abuse
Adams Nuhu ai wannan dalilin shiyasa baza a kawo karshan ta addanci a arewa ba sabo da munafurci na yan arewa mutane suna ta addanci amma ana goyiwa da bayansu	Hate
@username yes sir, this has been part of our percussion instruments (drums) such as dundun, bàtà and sakara most especially. i have my reservations for the five beats pattern originator and origin.	Normal
kahiri da kafiri are the same man, kawai gwarawa ke using 'f' instead of 'h'	Normal
ahmed isa dan duniya ne, shi ke fasawa kazaure kai 🤣🤣🤣	Abuse
@username bello did?😂😂😂 hypocrisy is running in blood, i don't blame you, that your presidential aspirant also blamed bello giving a blind eye to what the biafrans said to his family from the first place. inyamiri kenan 😂😂	Abuse
#endalmajirancinow u will see a school of almajiri with hundreds of almajirai using a single toilet	Normal
@username masha allah, allah  biya a mizani 🤲🏼. amman naji yace suna shan ruwa da dabbobin su, how much does it cost 2build a well da bazasu iya siyar da dabba domin suyima kansu rijiya ba? sir, may b u can include sensitizing dis ppl to sacrifice n do something 4 themselves 👏🏽. jzkhallah	Normal
@username shi kuma mai kudi fa?  😏 wawi yar akuya	Abuse
@username wani dan akuya neh wanna wanda bayi da tarbiya kamar na mutane, da kai da papa, mama, pikin da mai goya muku baya buraubanku shegu yan lade kazamai 🔪👍💪	Abuse
@username kai me hankali seka yanke hukunci, tarbiyya dasuke koya ma kenan, a haife ya haife ka, ilimi ya fika, yafika da komi a duniya. sakarai mara tinani	Abuse
"toh bamaguje yana son shi ""@username : @username kuma wlh so kake"""	Normal
@username kai wannan yarinya jikan maguzawa ma haka yaganta ya kyale kaji yadda take ambato abu ko karantawa batayi😂😂	Abuse
@username ai babu abnda zai iya, an riga an gama dashi wallah, an karya shi, ya mutu murus a siyasance	Normal
@username koh da arniya ce	Normal
akwai wani bakauye da naga yace duk macen dake kallon #labarinaseries she’s dumb, kaji sakarai fah	Abuse
shege dan wahala. mtsw my gender will always disappoint you, inkaga wani kato yayi wani abu sai kaji kaman kasa ya bude kashige wlh ##url	Abuse
arna mutanenmu a duniya a lahira kuma kowa yayi hanyarsa😂😂 ##url	Normal
although outright ban, criminalization and forceful closure of all almajiri schools at this moment without preparation and sensitisation might create resistance and complicate our present security issues. but..	Normal
“@username : ahkaii😂“@username : @username bulala mata shi a skirt””wuju wuju ba	Normal
30. the establishment of dedicated almajiri schools and the establishment of universities in the nine.. #wetriumphstill #nigeriadecides	Normal
Dan shi’a Allah Zaice Maka Daya Wataqila Ka Yarda,Shima Don Tayuwu Taqiyyah ne😥 Amma Ni Ban Yarda An cirewa Yan shi’a Hijabi ba Wallahy	Hate
Sunyi dai dai wallahi dan yanzu kusan duk Fulani sun riga da sun lalace kalilan ne na gari a cikin su	Hate
nnaa, which of the almajiri schools did you attend? ##url	Normal
@username guda zaka dauka mahaukaci	Abuse
@username jahilai ne ai	Abuse
@username a hadu kawai ka zazzane tsinanne	Abuse
lol arewa twitter the case is close malan ya bude aiki duk wata mai iyayi a social media bagidajiya ta fita 😂😂😂😂 ##url	Normal
covid-19: security operatives intercept 150 travellers, almajiri children in kaduna. ##url	Normal
@username ko kai fa, amma mahaukata sunje an raunata wasu an kashe wasu kuma ba ruwan allah da wai a protest ka mutu tunda ba jihadi bane mugun duka zaka ci	Normal
ba wai yan wahala ai gara ma tinubun ya karba kowa yaci ubansa ##url	Normal
kin bar sana ar yan wahala ##url	Normal
funny enough! ina tsoron kare.🐕 😫	Normal
fire their father!!! buraoba!!! dan arna!!! @username you're doing an excellent job here. please for more excellence please work on the lexis and structure. turenci no be our language tho!   kum for the sf ##url	Abuse
salah!!! muhammad kafi sunan arna	Normal
hmmm, during my service year in zamfara a woman dropped out of the taxi that she don't want to seat with arne. ##url	Normal
sadiya muhammad,  from far north (emirate north), daughter of an aboki (or almajiri, if you prefer) emerged best candidate in the jamb exams (first batch) with a total of 325 points. and another son of an aboki tops the cowbellmaths competition list.  👏👏👏 ##url	Normal
kenan muma arna ne??? ##url	Normal
@username suna sakawa ne kawai dan aga kyaun fuskarsu ko kyan jikinsu. kuma yan kutumar uba. duk allah ya tsinemusu	Abuse
@username bagidajiya na asali ma kuwa	Abuse
almajiris have the numbers, politics is a game of numbers so apc should be proud of having the almajiri votes which always make the se votes insignificant. and by the way pmb’s numbers have reasonable improved in the se. ##url	Normal
@username yar kwalta ce wallah	Abuse
some of our girls are very stupid wallahi imagine kina musulma but kina dating kafiri mtswwww	Abuse
gareku masu izgili ko suce kabarinmu ba 1 ba ko leave me alone in an musu wa'azi/nasiha akan wani laifi da sukeyi..   wannan dabi'ace ta kafurai da munafukai, allah ne yayi umurnin ayiwa mutum nasiha in yayi ba daidai ba.. in kana haka zaka hadu da fushin ubangiji.  mu gyara..✍️	Normal
#nigeria #news - #jonathan and almajiri’s empowerment ##url #nairapark @username #newspapers	Normal
@username ta banza ba,me ke banbancinta da dabba??	Abuse
daukar fim mai taken dan almajiri daga taskar abnur_entertainment @ shagari quarters, zoo road ##url	Normal
@username arne wiz 😂😂. you still remember that shit	Normal
@username so den he is right. heads he loses n tail he loses again. i might not like d way d president said it but it’s fact n all dose jobless youths are around us. weda almajiri, or area boys or niger delta avengers.	Normal
governor nasir el-rufai of kaduna state has directed the almajiri schools’ operators to vacate the state.  he made the order while speaking at the kaduna state child protection and welfare committee’s inauguration ceremony on tuesday.  ##url ##url	Normal
@username 1- completing sabon gari fly over 2- dangi underpass  3- he distribute 8 ambulance to our hospital  4- musuluntar da maguzawa 200 a wudil 5- bada tallafi ga mata 7000 masu sana'ar toye   #kanawagandujeyagode	Normal
@username banda tsabar rigima irinta inyamuri ,suyi biyayya mana to 🤣🤣🤣	Normal
@username mr olodo.😂 online almajiri.	Abuse
@username marowata kika ce ba matsiyata ba ai	Normal
@username this is very cleared shiite are not muslims. because duk wanda be yadda ta mazancin annabi muhammad (s a w) ba kuma be yadda da iyalan gidan annabi ba da sahabban sa ba tho definitely kafiri ne me lasisi. wae leader kenan #tsinanne @username ##url	Normal
@username dan shegiya toh mu ina ruwan mu 😂😂	Abuse
did ffk retract his statement on aregbesola and apc being almajiri and bh sponsors?  akotileta omo ale.	Normal
@username 🤣🤣😂😂 foolish almajiri	Abuse
@username yaya kake mana zagi da rantsuwa kamar bamaguje? it is not your bigness sir.	Normal
meet our co-founder/secretary general @username who interview the almajiri boys on 17th november 2019, near the model lea primary school opposite kawo police division kaduna. @username ##url	Normal
@username almajiri wey get money pass your papa now 🤣🤣🤣 ##url	Normal
da azumi a kan sauran ranaku don kar a ayi kamancecceniya da yahudu cikin ibadar asabar, amma wannan bai shafi yanayi da ibada ta musamman irinsu azumin ashura ko arafa ko sittushawwal dss ba.	Normal
@username allah ya musuluntar da arne 🙏 #gej💯 ##url	Normal
arne dage 🦏 ##url	Normal
"post from a so called ""not almajiri"" ##url"	Normal
Dan Shegiya kamar wani shi Dan iyamurai ne	Hate
@username kice kina neman dolo kawai😂	Abuse
@username dan iska akama shi a yanka shi shi ma, abida sukeyi a film yazo nan yayi mana wannan kykkyawar yarinya yasa wuqa ya yanka sabida mahaukaci ne shi	Abuse
@username gsky dan akuya ne pa 😅	Abuse
@username ni ai dan izala ne bana hoto 😂	Normal
duk  wanda baice komai ba ga #ranarhausa trend ba, bamaguje ne. it is not a fuck up to say something, proud to be hausa/fulani, you know?	Normal
the replies under this tweet will tell you why the almajiri system may never be stopped.  you truly can't help people who don't want to be helped. sad. ##url	Normal
he is d coolest arne i ever associate with wallai ##url	Normal
@username beggar, almajiri, shame on you.	Abuse
"almajiri - (from arabic, al-muhajir المهاجر, the migrant).  ""a person who left his home for somewhere else in search of knowledge"". if you schooled in another state/lga, you are invariably an almajiri."	Normal
#yapd2020 #sdg4 #speakup #whoisalmajiriglobalday #leavenoonebehind the almajiri issue i have been addressing is not only my problem but those 13.2 million children dropout from school in my country are my problem because they're deprived of education @username ##url	Normal
@username u are a big animal nonsense of u very stupid. wawiya, jaka ,arniya.	Abuse
"""tir! @username : wata matar wani qaton kafiri""@username : wa? @username : ita ta mutu mu ina ruwanmu -__-"""""""	Abuse
karya kake inyamuri ##url	Abuse
@username i agree we refer to an igbo man as “inyamiri” but you hardly see us calling igbo people by that. “bayarabe”* on the other hand simple means “a yoruba man” in hausa it has nothing to do with derogatory. others forms are  bahaushe - a hausa man bature - an english man	Normal
wannan shine #soyobonga_bokamaso dan iska na africa. asali shi a ce daga katsina ne 🥵 ##url	Abuse
ku casu arna ku casu, ku casu ba mai rabaku 🎶🎶 😂😂😂 ##url	Normal
wallahi bantaba ganin mara kunya yar kwalta wacce batasan mai ya dace daita bah kamar korerriyar yar film e aka kora a film din kwana casa'in , ko kunya bataji tana bij wanda bakin iyaye na aiki akansu  #yarkwalta	Abuse
@username kaji yar iska	Abuse
toh yar kauye 😂 ##url	Abuse
@username meye amfaninsu mu da ba arna ba dama bashi suka bamu anan mukafi wayau	Normal
"when house captain comes to wake us up for fajr and we'll be like ""ohhh jesus "".and he'll  be like koma dan kafura #secshoolsinnigeria"	Normal
@username nonsense go to kano villages nd see where they have maguzawa	Abuse
@username wallahi guys nan dolaye ne 😩	Abuse
@username tataccen dan bariki	Abuse
we all need to understand that, their's different between almajiri (almajirai) and almajiranchi.	Normal
@username it's not permissible in islam, doing it is a sign of weak iman. kodai kana so ka tabbatar mana cewa kai jakadan yahudu da nasara ne? i see nothing to be excited there.	Abuse
yan iska bazasu kare ba 😂😂😂 ##url	Abuse
@username i'm not really worried about the messenger at this point. i am happy and excited we are having serious conversations about the message. almajiri, family and marriage. it is very important we address the issues fully	Normal
baba! arna na shan gulder da heineken	Normal
@username al'adar yahudawa da nasara ta zamewa wasu order of the day.  allah ya qara mana qarfin imani yasa mufi qarfin zuqatanmu	Normal
abune a fili tamkar fitowar rana, su dai zasuci kudin jiharsu kuma su dorawa gwamnatin tarayya laifi, gidadawa na cikinsu kuma su yarda. ##url	Abuse
@username matsiyaci dan shi'a marar tarbiya	Abuse
@username shiyasa nace kaine shi kenan... durun uwa salatin arna	Abuse
annabi gatan arne da musulmi. ko kaki kokaso wllhi shine gatanka ##url	Normal
gara da ka ce kano. ya zo jos ko kaduna akwai kakannin shi. ##url	Normal
@username kana ina a lambar waya zaka ga suna rubuta banza jaki ko wawa amaimakon sunan namiji	Normal
kafin yazama jahili 😂😂😂😂 ##url	Normal
@username i bet even with this interpretation, the term infidel is still one step above inyamiri to the northern muslim.	Normal
wannan tsohon ya sa bakaken kaya kaman wani dan shi’a yana so ya tada torzoma a kasa..@username kasa a kamashi kawai dan dama ance ba dan kasa bane😏	Abuse
watakila dai ka ke sha'awar hakan. amma ko da gani ai ka san ni ba bamaguje bane danuwa. ##url	Normal
@username shege dan arniya!🌚	Abuse
nikam ko biri ya iya ruwa?	Normal
"Fulani matsiyatane ina maraba da duk abin daxai bakanta musu""wulakantattun kawai."	Hate
@username wlh, muna koyar yahudawa😥	Normal
@username we had to take him home and bring him back the following day, this happened last week. they promised to send him back to (niger) and the rest of those kids to their home states  that is where i agree that indeed hisbah/kano do follow protocol stated when it comes to almajiri kids	Normal
lahaula wala kuwwati illa billah 😭😭😭 yadda 'yan ta'adda kidnappers  suka mamaye filin jirgin saman kaduna.allah kayi mana maganin su, amin 🤲🤲🤲 ##url	Normal
,#almajiri under 7yrs found missing &amp;took to liberty tv  for public ##url can we stop#almajiri??? ##url	Normal
allah ka kare almajiri daga sharrin yahudu da nasara albarkacin abun qaunar mu maganin kukan mu annabi muhammadصل الله عليه واله وسلم 💚💚💚 ##url	Normal
@username shegiya ba kamar  an doki jaki ba	Abuse
@username gtbank are just ruining my life.. and i’m at sea no way to even reach town, my salary account.. i’m now looking like ‘almajiri	Normal
durun uwa salatin arna😂😂😂 ##url	Normal
@username shegu, obi the comedian	Abuse
wani abokina inyamuri yace matsalata daku hausawa sai kuce wannan haram wanannan halal, mu agun mu kudi kudi ne koma namey.	Normal
@username 3) how do you explain the sultans statements to the almajiri on the streets of kano and kaduna?	Normal
kake damun kanka? dan izala yace ma mahaukaci, ai kadan ma kenan. ##url	Normal
@username yar kwalta sai dan kwalta	Abuse
@username daga fadan gaskiya dai ya zama dan shi'a	Normal
Fulani barayine	Hate
a casu arna a casu😂😂😂 ##url	Normal
@username matan musulmen da suke son arna fa...	Normal
@username allah ubangiji ya kare faruwar hakan nan gaba. pls take heart sweetie	Normal
arnee ai arne ne, koya musulin ta seya koma ruwa,🤣 ##url	Normal
ustaz yasha co 😂 yace shegiya boko kayan arna 😂🤸 ##url	Normal
@username i can see that you are irredeemable! jahili.	Abuse
@username ba sauqi ciwon arne	Normal
ai ba karya ya fada ba su aisha anci kudin talakawa anyi jiki real dagaske ne lokacin a rame kike an fada @username ##url	Normal
nidai nasan inyamurai ba munafukai bane ##url	Normal
@username indeed it is but add scope to it maguzawa and christians	Normal
@username wallahi ban sani ba, kace bamaguje ne	Normal
kuma suna tareda shi a koda yaushe, sun kuma yi alkawarin fitowa ranar zabe su zabi dan takarar jam’iyyar apc dr. nasiru yusuf gawuna tareda mataimakinsa hon. murtala sule garo.  comr. yahaya usman kabo gcokss, frmp ii. shugaban daliban jahar kano	Normal
sincerely speaking, the almajiri system in nigeria has anathematized, likewise the hausa film industry when compared to our religion and cultures. a poor man that gave birth to multiple child he can't take care of, is same with as wealthy man that gave birth to a single child he	Normal
abba yaushe ka gama wa’azi ka dena kallon ball din arna? ##url	Normal
jack anyi dan babbar kafura 🤧🤧. two days bana retweet pls don't tag him #twittercommunity	Normal
@username yakoma inda yafito shege bayahude	Abuse
@username this is the problem! if u can't think above ur noise! this world is big shege ke tsoro #ladygangup is english a determinant to success? who what someone should be ke ke tsoron kananun arna wai southern tl	Normal
@username shege metala 😂	Abuse
@username werey dey watch k-drama for office kai karuwa	Abuse
@username kai duk wani arne ma. kai abun is getting out of hand. musulmai akewa haka. idan wani katon arne akewa duniya zata fusata. allah ya saka mana. allah ya basu freedom.	Normal
we're waiting for   sokoto bauchi gombe  zamfara  etc  to fit in eradicating the almajiri system	Normal
@username yauwwah gara dai mahaukaciya kawai zakixo ki damu mutane banza wayasan ma ko kinsamu da addinin aikin banza	Abuse
@username amin abun ko dadin ji.  inkai magana acema yahudu malaman nan kaman basa karatun hadisai da kyau	Normal
@username he's a potential dan ta'adda, xai iya hada explosive device.	Abuse
larabawa na shan wuya hannun yahudawa mu kuma muna jin pepe a hannun yarbawa 🥺🙏	Normal
@username sir sunan su kiristoci. ana baka kana kin karba. kafurai arna kenan masu bautawa wasu ba allah ba.	Normal
@username this is an almajiri	Normal
wannan ai mummuna ce 😒 halimee alaji&gt;&gt;&gt;&gt;&gt;&gt;&gt; ##url	Abuse
“nafi son yaran talakawa akan yaran dana haifa aciki na” ~atiku~	Normal
@username ohhhh!!! not my father, but may be your m...f*cker.   idiot, dan kauye kawai.	Abuse
@username since you are kafuri why will you intervene in this matter. it will be better if you remain silent before we recall the history of your barbaric act upon muslim in zangon kataf	Normal
lucas digne dan shegiya 😡😡	Abuse
i love it when vp is on top of things. i know a solution is imminent. i wish he will champion ending almajiri menace ##url	Normal
Shege Arne, kaji kafir ci wlh.	Hate
@username let them die with unpatriotic ideology and hatred wawaye!!.	Abuse
@username idan kana neman marar hankali kanemi meyin birthday shifa gani yake kullun kara shekaru yake baisan ragesu yakeba	Abuse
"@username hmmm they way u guys are attacking me nifa ba dan maulidi bane kuma ni ba dan darika bane😄 i was just trying to explain the meaning of bid'ah. some bid'ah where developed with good intentions  ""amma ba a ce ayi ba"" and so we have to avoid it"	Normal
