tweet	label
"""@username alainisè. oripè  iwò ati apc ti kunò. film tè package ti fi hàn pè è nì òpòlò. sègèsègè l'aiyè yin mà dà. pèlu  ibò tè jì yì , onà yin màdàru dèlè porogodo nì. you gats no brain you and your 1st generation tru to the last è nì rì but tì sè. omò àlè, olosì oponù akindaninì ##url"	Hate
"""otu chelsea...awon otu oshi jati jati."""	Hate
"""gboyega oyetola lulẹ̀, inec kéde ademola adeleke gẹ́gẹ́ bíi ẹni tó mókè nínú ìbò gómìnà l‘osun:  apc lulè ##url"	Hate
"""osun pdp! dàbí motidà afójú tí nseré òkò. because their party is disorganized so,they wished the same for apc. #osunapcisone."""	Hate
"""@username apc oyo ti lule already"""	Hate
"""wàhálà ńlá ni fún ènìyàn dúdú láti gbé ní ìlú amerika, gbogbo ènìyàn dúdú ni odaran l'ójú àwon oyinbo yìí,   ódindi ọkùnrin igiripa jáde síta pelu pátá ni ìdí, wéré yìí tún ń béèrè bóyá ibè lo ń gbé. ayé gbogbo yín máa bàjé ni amerika yẹn, èé ni ni ìsinmi, èmi lọ sọ bẹ́ẹ̀😂 ##url"	Hate
"""ọmọ àlè nìkan ni yóò fi ọwọ́ òsì ṣe àpèjúwe ilé baba rẹ̀.   mo rii ọpọlọpọ ninu wọn nibi."""	Hate
"""@username define the pictures in your region.  oloriburuku omo yanmirin gbajue ##url"	Hate
"""niwaju tani! ati tani!! pelu tani!!!  omo ale anambra kan o le waa kan iran awon baba temi labuku.  omo oba ni mi, mo se kaabiesi f'ori ade.  oba lamidi adeyemi atanda, orun ree ooo. ##url"	Hate
"""coming from a 6 years absentee 😂😂. ìṣe èèyàn má ni iṣẹ́ ẹranko ó. dem dey call ẹran oniwo igbin arsenal ń yọjú 😂. one cl final in your entire history which you even lost. all these north london frauds sef, know your mates please! ##url"	Hate
"""@username oju ma ti gbogbo yin leni apc ma lule"""	Hate
"""obirin le payan! obirin buru"""	Hate
"""@username gbàdúrà koma sagbako omo ibo. oju anu lásán ni won nwa. won ko feran wa. ogun abele. abiola mko. awọn ni alatako wa. nigbaye jonathan ebele, ipo wo ni yorùbá wa nínú ìjọ wọn? to ba fi ile rent fún wọn, bi won se ma gbe ile rẹ lọwọ'e ni won ma wa. nollywood won, omo'yoba .."""	Hate
"""@username oloriburuku ni pupo ninu awon igbo yii"""	Hate
"""we know your type of yoruba, omo ale to n fi owo osi juwe ile baba e ##url"	Hate
"""o da bi wipe ori man u ti buru, ewo ni 4-2-3-1 oshi shey kò sí formation ìmí mo ni, ti eba loose next match, epe le ma gba"""	Hate
"""onirun laya bi obo baby, omo ale omo ibo oni jere  osinwin eniyan okanre oni bale ##url"	Hate
"""bo pé bo ya.... inaki yin ma gungi kója ewe. a jabó, a fapa kan a fésé kan, a farapa jatijati. ólòpa nijeria, eyin lamba wi. e shi ma fi oju wina."""	Hate
"""omo ale ni awon english teams yi"""	Hate
"""ajijagbara awon pdp lule ni ile ejo.  may pdp and sunday igboho no happen to nigeria ijn. 🙏🙏🙏 ##url"	Hate
"""@username imole ati egbe pdp ma lule ni saturday"""	Hate
"""ekiti kete oo!   lule, lona ati loko....can't figure out d rest..  anyways if u find yourself in ado ekiti this friday..  👇  tis a grand opening with a few freebies..from 12pm.  * 🍕  * abula experience.. *deliveries are available. @username ##url"	Hate
"""awa lo kan.   ema lule very soon.   apc leading always ##url"	Hate
"""omo!!! 😮 werey po ninu eyin okunrin ooooooo ##url"	Hate
"""@username ehyaaaa dirty hausa with brown teeth. hausas destroyed nigeria. go your back to your deserted lands filled with hunger and terrorism. oloriburuku omo ale jati jati eranko"""	Hate
"""apc pada lule ni osun state 🤣  obidiently happy and yus-ful!😃😋🤩"""	Hate
"""@username alagidi omo ibo ##url"	Hate
"""dpo olofo 🤣🤣 ##url"	Hate
"""@username werey omo ibo oloriburuku"""	Hate
"""@username 😆😆😆😆😆😆 i saw it and i was pained and i said no way i am not going to be alone...so there you go!!!  awon okunrin mi ti sign ooo oloriburuku gba le lomi men!"""	Hate
"""@username omo ale yoruba ni e. who is the oba of lagos?   ##url"	Hate
"""oloshi ni ac milan, score to make it 1-1 weere tun lo concede"""	Hate
"""so sad to know that some nigerian youths are still ""party affiliated"" ...you be mumu,odé, ishié, olodibruku.🤦 apc and pdp, na de same person.(thieves)"""	Hate
"""it will not be well for all yorubas that voted for labour party... gbogbo yin má labour ku.  ote lo ma ba aiye yin jee eyin omo ale jati jati"""	Hate
"""@username baba e ni pau bi ibon. omo ale ibadan"""	Hate
"""oloriburuku lawon chinese yi, na rats and lizards dem dey swallow like pap. awon oloshi.."""	Hate
"""president kizzle when a man fucks up: okurin buru, okurin ya werey gan  pk when a woman fucks up: hmmm, omo x 1000 ##url"	Hate
"""@username by the way @username this is taiwo doing a bit of reminder for the poor man. 🤣🤣🤣. obirin buru gan."""	Hate
"""man city ti lule o, be like liverpool lokan bayi o"""	Hate
"""let's all call out @username omo ale yoruba ni seyi makinde, eru fulani ni pelu  seyi should be trending more the sunday igboho!   ##url"	Hate
"""@username thank god they have started showing their true colour, eyin omo ale yoruba gbogbo, sugbon oju ma tiyin with presidential result"""	Hate
"""you are really mad  and your attitude towards the word 'enervating' is getting particularly irritatingly enervating. oloshi  omo ibo oshi🙄🙄🙄 ##url"	Hate
"""eleribu ni gbo yoruba producer and marketer with fake trailer. eleshin oba ko, aja oba ni"""	Hate
"""it is part of politics to beat yeye leader. if u don't want disrespect don't join the game. walahi, we will beat all those who set this failure for us. they told them severally to sort osun apc party issue. awon oloriburuku kept saying kosi nkan nkan, ibo ti pe. ibo yen wada ??"""	Hate
kò sí àníàní ìṣẹ̀ṣe làgbà ara ìṣẹ̀ṣe ni a ti ríi kí a tó ó yá a lò ìṣẹ̀ṣe ló bí ìmàle ló tọ́ ọ dàgbà	Hate
⃣ àbọ̀ ọ̀rọ̀ là ń sọ fún ọmọlúwàbí bí ó bá dé inúu rẹ̀ á di odindi ẹ jẹ́ kí àwa náà ó máa sin ẹranko ni apá ọ̀dọ̀ọ tiwa ńbí kí a gbin oúnjẹ tiwa kí a yéé fi ara wa wọ́lẹ̀ àbójúlé òkèọya ti tó gẹ́	Hate
àjàgbé ejò ni ọkọ̀ọ gẹdú orúkọ ni àjàgbé aláriwo ni ajágbe orúkọ náà ni ajágbemọ́ kẹ̀fẹ̀rí ajágbe	Hate
kí ìjọba britain tó ṣẹ́gun ìjẹ̀bú àwọn ará ìjẹ̀bú gẹ́gẹ́ bíi ìtàn ti sọ jẹ́ àwọn ẹni tí kò gba àlejò láyè nínú ìlú wọn tí wọ́n kórira ará ìta ẹni tí kìí ṣe ìjẹ̀bú àwọn ìjẹ̀bú ti ẹnu ibodè wọn kí àwọn ará ìta má lè bàá wọlé tí wọ́n sì ń	Hate
kò sí àníàní ìlá òrò pélé mẹ́tamẹ́ta orí ẹ̀rẹ̀kẹ́ sudan jọ tìjẹ̀bú	Hate
wọ́n á ní ajagajígì ẹni tí ó mi kùkùté mi ra rẹ̀ kíni ajagajígì ibeere yoruba	Hate
orúkọ àwọn mẹ́ẹ̀dógún tó jẹ́ ìmàle ńnú ọmọbìnrin |	Hate
ẹran oníwo bá ń yọjú ṣé bíi ti ìgbín wá ni kí ìjẹ̀bú ma ṣe àyà gbàǹgbà sí òwu débi wípé wọ́n ma ṣígun tì wọ̀ọ́n lọ́gán ni wọ́n rán àwọn ọmọ ogun láti lọ pa iná ogun tí ìjẹ̀bú ń dá lóko kí iná náà tó ràn dé ilé pẹ̀lú àdá lọ́wọ́ ni àwọn ọmọ ogun òwu	Hate
ọoa ta lẹ rí tó lọ sọ́run bọ̀ rí tó dé tó ní báyìí ni wọ́n ń ṣe lọ́run kò sí ṣé a rí ẹni tó lọ tó dé rí tó ní òun kò rí ọ̀run wọ̀ ẹ máà jẹ́ ká tanra wa jẹ nígbà tí kò ti síyẹn èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá	Hate
àwọn aláwọ̀ funfun tí wọ́n ma ń ti orí omi wá ṣòwò pẹ̀lú wọn ní ibi tí wọ́n ti ń ra ìbọn pẹ̀lú ọ̀tá ìbọn tí wọ́n sì ma ṣe pàṣí pàrọ̀ pẹ̀lú ẹrú ọwọ́ àwọn ọmọ ogun ìjẹ̀bú kìí tàsé bí wọ́n bá ń yin ìbọn àwọn òwu bá tutọ́ sókè fojú gbàá wípé bí	Hate
èyí kìí ṣọ̀rọ̀ ẹ̀sìn o ó kọjá ẹ̀sìn tó bá jẹ́ tẹ̀sìn ò ní pa ọmọ àríwá ará ìtaẹlẹ́sìn mìíràn nìkan ni wọ́n á pa	Hate
à ń gé wọn níka wọ́n tún ń bọ òrùka kí la ó ti ṣe tàwọn bòròró tí ń dá ẹ̀mí ọmọ nàìjíríà légbodò yìí sí	Hate
afọ́jú ń gbá bọ́ọ̀lù	Hate
ìran gàmbàrí ló kó ẹṣin wá ojúọjọ́ọ ti wa níwọ̀oòrùn gúúsù níbi ò fi bẹ́ẹ̀ dára fún ìsìn ẹṣin mọ́là ní í ṣètọ́jú wọn itandowe yoruba	Hate
ìfínràn ẹ̀gbá àti ìkòròdú ní ọdún tí ogun ìjàyè àti ẹ̀gbá ń ró bíi agogo àwọn ọmọ ogun ìjẹ̀bú gbà láti darapọ̀ mọ́ ẹ̀gbá láti kọjú ti ìjàyè ẹ̀gbá ráńṣẹ́ sí àwọn ará ìkòròdú fún ìdarapọ̀ mọ́ ọmọ ogun wọn àwọn ará ìkòròdú ba takú láti bá ẹ̀gbá pé	Hate
ọ̀pọ̀lọpọ̀ àwọn oníṣòwò ìjẹ̀bú pẹ̀lú àwọn tí ń gbé ní apòmù ọba ìwó bá gba àwọn ọmọ ogun ifẹ̀ lámọ́ràn láti pawọ́ pọ̀ pẹ̀lú àwọn ọmọ ogun ìjẹ̀bú láti jẹ òwu run nítorí wípé àsìkò láti gbẹ̀san ti sún mọ́ ilé kò pẹ̀ẹ́ kò jìnnà ni ìjẹ̀bú bá pe	Hate
be eyankan lobi eranko yi se awon hausa ati fulani nikan lodibo fun ni odun ni ti aba se ofintoto ko seni to ran were nise o	Hate
ó ní kí èṣù gbà kẹ́bọ ó dà fẹ́lẹ́bọ a dífá fún òyìnbó ọmọ a tukọ̀lọ́kọ̀ ọmọ a gbẹ́ rebete lóríi rekete	Hate
ohun tí ó ta sí wa létí ni pé àwọn ọba kan ní ìpínlẹ̀ ògùn ló ń gún àwọn aṣòfin lábẹ́rẹ́ létí pé kí wọ́n pa ètò ìṣẹ̀ṣe rẹ́ kí wọ́n pa ètò ìfọbajẹ kí wọ́n pa ètò ìsìnkú ọba rẹ́ mo ti sọ nígbà kan wípé kí ìmàle àti onígbàgbọ́ ó jìnà gbégbérégbé sípò ọba	Hate
omo ibo leyin ọmọjẹ̀bú èkó ni mí	Hate
paga sangba fo emo re o ewo bi awon omo ibo omo leyin nnamudii kanuu olori egbe ipob biafura se mu kumo obe lati wa hausa lu pa ni aba	Hate
kò sí òyìbó láyé tẹ́lẹ̀ adú nìkan ni yàtọ̀ sí àfín ò jẹyọ̀	Hate
yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àm	Hate
ní ìlú ìjẹ̀ṣà àtijó ní àsìkò ẹrú àlejò tí ó bá wọ ìlú ìjẹ̀ṣà sugbon tí ìrìn rẹ̀ bá mú ìfura dání wọn ma pá tí wọ́n sì ma fi orí rẹ̀ kọ́ sí ara odi ìlú ní adó èkìtì àlejò tí ìrìn rẹ̀ bá mú ìfura dání wọn ma mú lọ sí ojúbọ esuowakurungbon kí ó wá lọ búra	Hate
that akwa ibom guy on fbi listjoshua aniefiok awaki greet you omkpo udod aduk adudu   igboyahooboys igbo invi	Hate
ìsọ̀ọ àbókí ni mo lọ lánàá ni bá rí bàbádúdú	Hate
yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya aareonakakanfo àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àm	Hate
lodun donald trump gba odidi oju ewe new york times kan lati bu orileede japan	Hate
kẹ́ni ibi bàsèjẹ́ obì tíí so lẹ́ẹ̀rùn arab àtọmọ ìyá ẹ̀ láti europe ó tó dé ìrẹ́pọ̀ ni baba àdáṣe jìnà	Hate
ẹ̀sín alátọ̀sí kò sí lọ́wọ́ òkóbó	Hate
ìpasẹ̀ oníṣòwò mùsùlùmí lẹ̀sìn ìmàle fi wọ ilé sí wa lára a bẹ̀rẹ̀ sí í kọ́ kéwú ìmọ̀ kíkà ní ń jẹ́ kéwú lédè larubawa	Hate
ìdíje àwọn abirùn	Hate
àṣàa ilẹ̀ yorùbá bẹ̀rẹ̀ sí dojúrú nígbàtí ẹ̀sìn ìmàle àti ìgbàgbọ́ wọlé wá wọ́n ní ká ti ọwọ́ àwọn àṣàa wa bọlẹ̀ ká gba ti wọn	Hate
bí ó ti wun ni là ń ṣe ìmàle ẹni bó wun lèmọ́mù á fẹlẹ́dẹ̀ jẹ sààrì	Hate
ikú fẹ́ pa alápatà ó ńkígbe ọmọ ẹranko tó ti dá lóró ńkọ́  death stalks the butcher and he screams what about the	Hate
ojú ìmàle ò kúrò lọ́tí ó sọ́mo rẹ̀ ní ìmórù máhá	Hate
ẹbọ ní ńpa ẹlẹ́bọ	Hate
báyìí ni àfọ̀njáláyà ṣe fi ọwọ́ fa wàhálà sílẹ̀ yoòbá itanfulani darandaran yoruba	Hate
odunlade no be aṣẹ́wó na	Hate
pẹlẹbẹ ni rọ̀gbọ̀dọ̀ ni ó sì ga bákan náà ló rí tánṣó àfí bíi aràrá	Hate
♪ mo lè laya púpọ̀ kò sí oun tó burú bóbìnrin bá lọ́kọ méjì ó daṣẹ́wó ♫	Hate
kíni à ń pè ní kùkùté	Hate
oríi mi kan lẹ̀ fún ọ bíi ti ìmàle gba ọpẹ́ mi o baba rere	Hate
ìran gàmbàrí ló kó ẹṣin wá ojúọjọ́ọ ti wa níwọ̀oòrùn gúúsù níbi ò fi bẹ́ẹ̀ dára fún ìsìn ẹṣin mọ́là ní í ṣètọ́jú wọn	Hate
yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya aareonakakanfo àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àmọ́ báwo ló ṣe ṣẹlẹ̀ ganan  itanfulani darandaran yoruba nigeria	Hate
àjàṣẹ́gun la jà lóòótọ́ ni bẹ́ẹ̀ náà sì ni wí pé ọ̀gá àgbà iléeṣẹ́ ọlọ́pàá ti yọ bí i jìgá àmọ́ haúsá ni haúsá ń jẹ́ àpọ́nlé ni mọ́là èèyàn ló sì wà lẹ́yìn orò tóròó fi ń ké níwọ̀n ìgbà tí àwọn ará ibí bá ṣì wà ńnú ọlọ́pàá bákan náà ni	Hate
àṣìgbà àṣìgbọ́ ẹ̀sìn ìgbàlódé sọ elòmíì di sọ̀bọ̀dìyẹsà kò lọ́gbọ́n nínú mọ́ èrò ọkàn rẹ̀ ni pé ọmọèṣù ló ń lo ọṣẹ dúdú	Hate
a àwọn ẹlẹ́ṣin ìgbàgbọ́ máa ń wàásù pẹ́ni tí kò bá ní jésù kò ní déjọba ọ̀run àwọn ẹlẹ́ṣin islam náà léèyàn kò gbọdọ̀ kú láì jẹ́ ìmàle ṣùgbọ́n ẹ̀yin kò ṣọ̀kankan ńnú àwọn ẹ̀sìn yìí báyìí kí lẹ rò nípa ọ̀run àpáàdì táwọn ẹlẹ́sìn méjèèjì ńkéde kiri	Hate
fulani ni orúkọ burúkú tí wọn tún sọ pé ìran fulani ni ọ̀daràn tó ń dá ìlú rú wá nílò ibo báyìí wọn wá rántí pé fulani ni atiku kò sese kí o lo odidi ọdún mẹ́ta àti àbọ̀ máa bá wa lórúkọ je ki o wa yí padà nisinyi láti jẹ tiwa	Hate
ọkọ̀ ọkọ aṣẹ́wó kan tó ní ìjàm̀bá ní òwòrò ń fa súnkẹrẹ àwọn èrò farapa ògún ò ní dojú ìjà kọ wa o	Hate
bọ́ba bá míkanlẹ̀ tó ṣílẹ̀ wọ̀ tó fokùn lélẹ̀ dandan gbọ̀n ni kí wọ́n ṣètùtù bí bẹ́ẹ̀ kọ́ bí wọn kò bá ṣe ètùtù fọ́ba tó goróyè ìlú ò lè tòrò kò lè tùbà tùṣẹ yóò máa gbóná ni kí ìmàle àti onígbàgbọ́ ò yẹra fún ọba jíjẹ	Hate
yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àmọ́ báwo ló ṣe ṣẹlẹ̀ ganan	Hate
ebi kò pa ìmàle ò ní òun kì í jẹ àáyá	Hate
ẹ̀sìn wọn láì sí ìdíwọ́ ṣùgbọ́n àwọn mùsùlùmí ìgbà yìí kò tó ǹkan rárá àwọn ará ọ̀yọ́ kò fi ìjà pàdé àwọn ẹlẹ́sìn àjòjì nígbà tí àwọn mùsùlùmí ọ̀yọ́ ti wá tó tán tí wọ́n sì wà ń wá bẹ́kùn bẹ́kùn wọn bere sí ní wàásù ní gbangba fún àwọn onírìnsẹ̀ tí	Hate
fún àwọn àlejò ní ìlú ọ̀yọ́ aláàfin yóò sì ma tọ́jú wọn tí yóò sì pèsè àbò fún wọn pẹ̀lú oríṣi ẹ̀sìn ìdílé àti ẹ̀sìn òrìṣà ló wà ní ilé yorùbá tí oníkálukú sì lè ṣe ẹ̀sìn tó bá wùú èyí fi àyè gba àwọn ẹlẹ́sìn àjòjì pẹ̀lú àwọn mùsùlùmí tó yí padà láti ṣe	Hate
nígbà tí ó máa fi di ọdún ilé ọlá ti di ahoro àwọn ọ̀daràn ẹyẹ tí í musàn fúlàní ti fi ogun tú ọ̀yọ́ilé àwọn èèyàn wa ń sá àsálà fún ẹ̀mí wọn lọ sí ìlú òdìkejì bí ifẹ̀	Hate
bí o bá jẹ́ mùsùlùmí tàbí krìtẹ́nì jìnà sígbó réré máà sún mọ́ ipò ọba ẹ̀sìn yàtọ̀ sí ìṣẹ̀ṣe ìṣèṣe ni ọba ìṣèṣe ni àpèrè ọba ìṣẹ̀ṣe ladé orí ọba	Hate
bí o bá jẹ́ mùsùlùmí tàbí krìtẹ́nì jìnà sígbó réré máà sún mọ́ ipò ọba ẹ̀sìn yàtọ̀ sí ìṣẹ̀ṣe ìṣèṣe ni ọba ìṣèṣe ni àpè	Hate
òfin tí a bá torí ẹrú dá a kì í torí ọmọ bà á jẹ́	Hate
òfin tí a bá torí ẹrú dá	Hate
nígbà tí ó máa fi di ọdúnilé ọlá ti di ahoro àwọn ọ̀daràn ẹyẹ tí í musàn fúlàní ti fi ogun tú ọ̀yọ́ilé àwọn èèyàn wa ń sá àsálà fún ẹ̀mí wọn lọ sí ìlú òdìkejì bí ifẹ̀ itanfulani darandaran yoruba	Hate
bí o bá jẹ́ mùsùlùmí tàbí krìtẹ́nì jìnà sígbó réré máà sún mọ́ ipò ọba ẹ̀sìn yàtọ̀ sí ìṣẹ̀ṣe ìṣèṣe ni ọba ìṣèṣe ni àpèrè ọba ìṣẹ̀ṣe ladé orí ọba  yoruba	Hate
à ń kí ara wa kú u òmìnira àmọ́ ṣé lóòótọ́ ni wípé a ò sí lóko ẹrú mọ́ ṣé lóòótọ́ ni wípé a gba òmìnira ṣé lóòótọ́ ni wípé a ò sì lábẹ́ àwọn èèbó amúnisìn mọ́ ṣé lóòótọ́ ni wípé a ti dá dúró gedegbe ṣé lóòótọ́ ni	Hate
kiní ohun tí ẹ̀sìn wọnnì ti ṣe fún wa tó jọjú omi ìnira la gbà àfi ìgbà tí a bá fi ti wa ṣe la gba òmìnira	Hate
wọ́n fi ẹ̀sìn ìṣẹ̀ṣe ọ̀yọ́ tayín wọ́n sọ ọ̀rọ̀ òdì sí ìṣètò ẹ̀sìn àti ìṣesí ìlú wọ́n dá ilé kéwú sílẹ̀ fún àwọn ọmọdé wọ́n ń kọ́ àwọn èèyàn ní kùrání bẹ́ẹ̀ wọn kò mẹ́nu kúrò nínú ìsọ̀rọ̀ òdì sí ẹ̀sìn àwọn ará ìlú	Hate
ẹlẹ́yàmẹ̀yà pọ̀ nínú àwọn lárúbáwá wọ́n kórira àwa adúláwọ̀ púpọ̀ ojú ẹru ni wọ́n máa fi nwò wá	Hate
wàláhì tàlahì fulani ló ń ba nigeria jẹ́	Hate
a kú àyájọ́ ayẹyẹ àádọ́ta ọdún ó lé mẹ́ta tí a gba òmìnira lọ́wọ́ òyìnbò amúnisìn	Hate
bí ẹlẹ́sìn ìgbàlódé bá máa wí wọ́n á ní bí a bá ti ẹ̀ mọ ọlọ́run a ò kín fi ìyìn fún un ẹ dákun kíni ìtumọ̀ ìyìn	Hate
ọ̀run ni àwọn ẹlẹ́sìn àjòjì ma ń wò bí wọ́n bá ń bá ọlọ́run wọn sọ̀rọ̀	Hate
súlú gàmbàrí kí ló fa sábàbí gbólóhùn yìí ganan ẹni tó bá mọ̀ ọ́ kó sọ fún mi	Hate
ọmọ kẹ́ṣẹ́ tí í kẹ́ṣin lóró kíkú tápà wọn kò yẹni àìkú tápà wọn kò yènìyàn oríkì ìran onígbóòrí tí ó jẹ́ ìran àwọn tápà ni ó wà lókè àmọ́ kí ni kẹ́ṣẹ́ tí í kẹ́ṣin lóró	Hate
ojú ìmàle ò kúrò lọ́tí ó sọ́mo rẹ̀ ní lèmọ́mù	Hate
njẹ́ bí a bá wípé gàmbàrí pa fúlàní ò lẹ́jọ́ ńnú ìyẹn ti di ọ̀rọ̀ àná gàmbàrí pa fúlàní ó pa ọmọ íbò náà ẹjọ́ ti di rẹpẹtẹ	Hate
