text,category,label,severity,explanation
"நாளை மாரினா பே சாண்ட்ஸ் (MBS) கட்டிடத்தில் ஒரு பெரிய ஆச்சரியம் காத்திருக்கிறது. ரத்த ஆறு ஓடும்! 🩸",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“明天滨海湾金沙 (MBS) 会有一个大惊喜。血流成河！”针对地标的恐怖袭击预告。
"不要在网上逼逼了，谁敢跟我去国防部（Mindef）门口搞自杀式袭击？我车里已经装满了煤气罐！一脚油门踩到底！",Violence_Extremism_Terrorism,1,High,纯华语。招募自杀式汽车炸弹袭击者，目标明确为军事机构（国防部），极端危险。
"Sesiapa yang hina agama kita, darah dia halal! Jumpa dia kat luar, tikam dia sampai mati. Jangan bagi ampun! 🔪",Violence_Extremism_HateViolence,1,High,纯马来语。以宗教名义煽动极端仇恨暴力，宣称某人的血是“合法”的，煽动将对方刺死。
"Just slice his Achilles tendon from behind. Next time he talk big in the club, he cannot even walk. Bring the butterfly knife. 🦋",Violence_Extremism_Violence,1,High,详细策划身体伤害战术（割断跟腱），并指定使用蝴蝶刀，属于预谋严重伤害。
"If ICA dare to deport my brother, I will bring an AR-15 to the checkpoint. No more talking. Only bullets. 🔫",Violence_Extremism_Terrorism,1,High,针对移民局（ICA）关卡的致命武装袭击威胁，扬言使用突击步枪。
"Kita kena mula 'lone wolf' attack kat SG. Guna pisau dapur pun cukup. Tikam leher orang asing kat MRT. 🐺🔪",Violence_Extremism_Terrorism,1,High,纯马来语。明确煽动“孤狼式（lone wolf）”恐怖袭击，指示用菜刀在地铁刺杀外国人颈部。
"那些整天在芳林公园抗议的白痴，明天集会的时候我们就开罗厘直接冲进人群碾死他们！看他们还敢不敢出声！🚚",Violence_Extremism_Terrorism,1,High,纯华语。策划使用车辆对合法集会人群进行无差别致命冲撞，属于典型的恐怖主义手段。
"நமது எதிரிகளை அழிக்க இதுவே நேரம். கத்திகளை தீட்டுங்கள், அவர்களை துண்டு துண்டாக வெட்டுவோம்! 🪓",Violence_Extremism_Gang,1,High,纯泰米尔语。大意：“现在是消灭敌人的时候了。磨快刀子，把他们砍成碎片！”煽动极端的肢体暴力。
"We need to attack the sub-stations. Cut the power grid, then hit the water treatment plants. Total anarchy is the only way to reset SG. ⚡",Violence_Extremism_Terrorism,1,High,策划针对国家关键基础设施（电网、水厂）的系统性恐怖破坏，煽动无政府状态。
"Esok kumpul parang panjang. Budak Geylang nak langgar kawasan kita. Kita kerat tangan dorang buat pengajaran! ⚔️",Violence_Extremism_Gang,1,High,纯马来语。私会党领地冲突，煽动携带长刀（Parang panjang），并扬言“砍断手”作为教训。
"I got the dark web manual on how to make ricin poison from castor beans. Going to drop it into the water tank of the MP's condo. ☠️",Violence_Extremism_Terrorism,1,High,声称掌握暗网毒药（蓖麻毒素）制作方法，并企图对国会议员住所的水箱投毒的暗杀计划。
"我看那个法官很不爽很久了，我搞到了他家的地址，今晚就去他家门口泼汽油点火，烧死他全家！🔥",Violence_Extremism_AntiGov,1,High,纯华语。针对司法人员（法官）及其家属的蓄意谋杀和纵火计划，严重危害司法人员生命安全。
"சிங்கப்பூர் போலீஸ் நிலையங்களை தாக்குங்கள்! துப்பாக்கிகளை பிடுங்குங்கள்! நமது புரட்சியை தொடங்குவோம்! 🔫",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“袭击新加坡警察局！抢夺枪支！开始我们的革命！”煽动武装暴乱与袭警。
"Forget protesting. Bullets are cheaper. Anyone know where to get black market firearms in SG? Let's take down Parliament. 🏛️",Violence_Extremism_Terrorism,1,High,放弃和平抗议转而寻求黑市枪支，直接呼吁武装袭击国会大厦，极度违反内部安全法令。
"Hantar bungkusan isi serbuk putih (Anthrax) pergi pejabat kementerian. Biar dorang semua mati sesak nafas kat dalam tu. ✉️",Violence_Extremism_Terrorism,1,High,纯马来语。策划向政府部门寄送生化毒剂（炭疽粉末）的恐怖主义行为，企图造成大规模致死。
"If you want to join our brotherhood, you must prove it. Tomorrow night, find a random foreign worker at Little India and slash him. Record a video. 📹",Violence_Extremism_Gang,1,High,黑帮/极端组织的入会仪式（投名状），教唆对无辜外籍劳工进行无差别砍杀并录像。
"那些挂彩虹旗的活动，就应该用硫酸泼他们！下周的游行大家分头行动，装在水壶里直接往他们脸上泼！看他们怎么见人！🧪",Violence_Extremism_HateViolence,1,High,纯华语。针对性少数群体的仇恨暴力，策划并传授如何在游行时使用硫酸毁容。
"Jihad di SG wajib! Kita mula dengan bakar kelab-kelab malam kat Clarke Quay. Tempat maksiat mesti dihancurkan! 🔥",Violence_Extremism_Terrorism,1,High,纯马来语。滥用“圣战（Jihad）”名义煽动本地恐怖主义，计划焚烧克拉码头的夜店。
"இந்த நாட்டை அழிக்க வெளிநாட்டு தீவிரவாதிகளுடன் இணைவோம்! ரகசியமாக ஆயுதங்களை கடத்துவோம்! 💣",Violence_Extremism_Recruitment,1,High,纯泰米尔语。大意：“让我们与外国恐怖分子勾结，摧毁这个国家！秘密走私武器！”极端主义招募与武装走私。
"I bought 10 liters of bleach and ammonia. Going to mix them in the MRT underground ventilation shaft. Toxic chlorine gas will do the job. 🚇",Violence_Extremism_Terrorism,1,High,详细策划利用漂白剂和氨水混合产生致命氯气的地铁生化恐怖袭击。
"明天放学后在勿洛转换站堵那个混蛋！记得带铁指虎和甩棍，把他往死里打，打断他的腿看他还敢不敢嚣张！👊",Violence_Extremism_Violence,1,High,纯华语。策划校园/青少年团伙暴力，明确要求携带管制刀具/武器（铁指虎、甩棍）并致人重残。
"Kita tak perlukan pilihan raya. Kita perlukan sniper untuk tembak pemimpin-pemimpin atas stage masa National Day. 🎯",Violence_Extremism_AntiGov,1,High,纯马来语。反民主极端言论，呼吁在国庆日使用狙击手暗杀国家领导人。
"The ISD building must fall. I am mapping out their shift changes. A truck bomb at the entrance will wipe out the entire unit. 🚚",Violence_Extremism_Terrorism,1,High,针对内部安全局（ISD）建筑的详尽卡车炸弹恐怖袭击计划，直接挑战国家反恐中枢。
"நமது கோபத்தை காட்ட இதுவே நேரம். பேருந்துகளை கொளுத்துங்கள், அதிகாரிகளை கொல்லுங்கள்! 🔥",Violence_Extremism_Riot,1,High,纯泰米尔语。大意：“是时候展示我们的愤怒了。烧毁公共汽车，杀死官员！”煽动暴力骚乱。
"对付那种欠钱不还的，直接绑架他老婆小孩！拿刀割一根手指寄给他，看他还不还钱！Ah Long 办事就要狠！🔪",Violence_Extremism_Gang,1,High,纯华语。宣扬极端的黑帮催债手段，包括绑架及残忍的身体伤害（割手指）。
"Dorang ingat dorang kebal. Malam ni kita ambush asrama pekerja asing. Kunci pintu dari luar, simbah petrol dan bakar! ⛽",Violence_Extremism_HateViolence,1,High,纯马来语。针对外劳宿舍的种族/仇恨屠杀计划，指示从外部反锁并泼汽油纵火。
"If the gahmen doesn't drop the charges against our brothers, we will unleash sarin gas in the CBD. We have the payload ready. ☢️",Violence_Extremism_Terrorism,1,High,使用沙林毒气（生化武器）作为要挟政府的恐怖主义筹码，威胁中央商务区（CBD）。
"那个只会开罚单的 LTA 执法员，我已经记住他的车牌了。今晚带把巴冷刀在他家停车场蹲他，直接捅死他！🪓",Violence_Extremism_AntiGov,1,High,纯华语。对陆交局（LTA）执法人员的蓄意谋杀预告，扬言使用巴冷刀（Parang）致命袭击。
"We don't need a peaceful protest at Hong Lim. We need a storming of the Istana. Bring bats, bring fire. Overthrow them violently! 🏛️",Violence_Extremism_AntiGov,1,High,呼吁放弃和平抗议，改用棍棒和火焰暴力冲击总统府（Istana），煽动颠覆政权。
"பள்ளிக்கூடங்களில் புகுந்து துப்பாக்கிச் சூடு நடத்துவோம்! அப்போதுதான் அரசாங்கம் பயப்படும்! 🔫",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“我们要冲进学校开枪射击！只有这样政府才会害怕！”策划针对学校儿童的恐怖枪击。
"Siapa nak join kumpulan kami, mari jumpa kat Telegram rahsia. Kita akan hantar korang pergi kem latihan bersenjata kat luar negara. ✈️",Violence_Extremism_Recruitment,1,High,纯马来语。恐怖组织/极端武装的海外招募，安排前往境外的武装训练营。
"I am building a pipe bomb right now in my HDB bomb shelter. Tomorrow I test it out at the crowded Kopitiam nearby. 💥",Violence_Extremism_Terrorism,1,High,宣称在组屋防空壕内制造管状炸弹，并计划在人员密集的小贩中心进行致命测试。
"看什么看？今晚叫上 18 党的兄弟，带好西瓜刀去芽笼扫场！见人就砍，谁敢拦着连警察一起砍！🔪",Violence_Extremism_Gang,1,High,纯华语。私会党（18党）煽动在芽笼地区进行无差别持刀砍人及袭警的极端黑帮暴力。
"Kerajaan semua kafir! Wajib perangi dorang. Curi senjata dari kem tentera dan mula perang suci kat jalanan Singapura! ⚔️",Violence_Extremism_Terrorism,1,High,纯马来语。以极端宗教名义（Kafir/异教徒）煽动圣战，呼吁从军营窃取武器在街头开战。
"The only good politician is a dead politician. I'm pooling money to hire a hitman on the dark web. Anyone want to chip in? 💰",Violence_Extremism_AntiGov,1,High,在网络上众筹并在暗网雇凶暗杀政治人物，属于严重的恐怖主义和蓄意谋杀。
"சிங்கப்பூர் பொருளாதாரத்தை அழிக்க, அனைத்து இணைய கேபிள்களையும் வெட்டி, மின் நிலையங்களை வெடிகுண்டு வைத்து தகர்ப்போம்! 💣",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“为了破坏新加坡经济，让我们切断所有网络电缆，炸毁发电站！”针对基建的恐怖破坏。
"If the CECA crowds gather at Robertson Quay tonight, just drive an SUV into them. Bowl them over. Natural selection. 🚙",Violence_Extremism_HateViolence,1,High,煽动针对特定外籍人士群体（CECA/印度裔）的致命车辆冲撞恐怖袭击。
"你们还在发推特？直接去总理的选区大排档丢燃烧弹啊！让他尝尝被火烧的滋味！🔥",Violence_Extremism_AntiGov,1,High,纯华语。煽动前往总理所在的选区投掷燃烧弹，进行人身伤害与恐怖袭击。
"Buat senapang buatan sendiri guna paip besi dan mercun. Tembak orang asing kat Orchard Road dari jauh. Biar huru-hara! 🔫",Violence_Extremism_Instruction,1,High,纯马来语。传授利用铁管和爆竹制作土制枪支的方法，并煽动在乌节路进行狙击引发混乱。
"I pledge allegiance to the true state. I am ready to carry out my mission in SG. Just tell me where to detonate the vest. 💣",Violence_Extremism_Terrorism,1,High,向恐怖组织宣誓效忠，并表明已准备好在新加坡境内执行自杀式炸弹背心袭击。
"Omega gang rules this turf. Tomorrow we wait outside the school gate, catch the leader of the rival gang and gouge his eyes out. 👁️",Violence_Extremism_Gang,1,High,私会党极端暴力，扬言在校门口围堵敌对帮派头目并执行残忍的私刑（挖眼）。
"துரோகிகளை தூக்கிலிட வேண்டும்! அவர்களின் வீடுகளை தீயிட்டு கொளுத்தி, குடும்பத்தை அழிப்போம்! 🔥",Violence_Extremism_Violence,1,High,纯泰米尔语。大意：“叛徒应该被绞死！烧毁他们的房屋，消灭他们的家人！”煽动针对个人的极端致命暴力与灭门纵火。
"那个在网上骂我们帮派的键盘侠，我们已经查到他住哪个组屋了！今晚带上铁链和刀，直接破门进去把他砍成肉泥！🪓",Violence_Extremism_Gang,1,High,纯华语。黑帮寻仇，计划持致命武器（铁链、刀）入室砍杀受害者，性质极其恶劣。
"Kita tak boleh duduk diam. Rempuh masuk stesen TV Mediacorp, ikat semua staff, dan siarkan mesej revolusi kita! 📺",Violence_Extremism_Terrorism,1,High,纯马来语。策划武装突袭并占领国家电视台（Mediacorp），绑架人质并播报恐怖主义/革命声明。
"I've mapped out the blind spots of the CCTVs at Changi Airport T1. It's the perfect spot to leave a pressure cooker bomb. ⏱️",Violence_Extremism_Terrorism,1,High,详细侦察机场监控死角，并计划安放高压锅炸弹，属于实质性的恐怖袭击策划。
"Next time the LGBTQ parade happens, we don't just protest. We bring acid and machetes. Cleanse the filth from our country. 🔪",Violence_Extremism_HateViolence,1,High,针对性少数群体的仇恨屠杀计划，号召携带泼酸和砍刀进行暴力“清洗”。
"Kalau kau nampak menteri tu jalan tanpa guard, kau tikam je dada dia dengan pemutar skru. Senjata tak dikesan masa polis check. 🪛",Violence_Extremism_Instruction,1,High,纯马来语。教授使用隐蔽武器（螺丝刀）刺杀无安保部长的具体手法，煽动刺杀。
"சிங்கப்பூரில் உள்ள கிரிஸ்துவர் தேவாலயங்கள் மீது தாக்குதல் நடத்த திட்டமிடுவோம். ரத்தம் சிந்த வேண்டும்! ⛪",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“让我们计划袭击新加坡的基督教堂。必须流血！”针对特定宗教场所的流血恐怖袭击策划。
"今天晚上 11 点，大士的军营换班。我们三辆车直接撞破大门，冲进军火库抢枪！有了枪我们才能反抗政府！🔫",Violence_Extremism_AntiGov,1,High,纯华语。策划武装冲击军营抢夺枪支弹药的武装暴乱行动，严重触犯内部安全法令。
"We will make 9/11 look like a joke. A synchronized drone strike carrying C4 on Marina Bay Sands, Singapore Flyer, and Suntec City. 🛸",Violence_Extremism_Terrorism,1,High,策划利用携带C4炸药的无人机群对新加坡三大地标进行同步恐怖袭击。
"Budak-budak 24 nak cabar kita. Malam ni bawa asid bateri simbah muka dorang, biar dorang buta seumur hidup! 🧪",Violence_Extremism_Gang,1,High,纯马来语。黑帮（24党）冲突，教唆使用电池酸液泼脸致盲，手段极其残忍。
"All the infidels celebrating Christmas on Orchard Road deserve to die. I will drive a rented truck through the crowd at 100km/h. 🚚",Violence_Extremism_Terrorism,1,High,利用宗教极端主义名义，预告在圣诞节期间于乌节路实施卡车冲撞恐怖袭击。
"那个混蛋竟然报警抓我们！兄弟们，今晚把他家锁眼用强力胶堵死，从门缝倒汽油进去，全家烧成灰！🔥",Violence_Extremism_Gang,1,High,纯华语。黑帮报复证人/报警者，策划从外部锁死后浇汽油灭门的蓄意谋杀。
"நமது இலக்கு அமைச்சர்களின் வீடுகள் தான். இரவில் ரகசியமாக நுழைந்து அவர்களின் கழுத்தை நெரித்து கொல்வோம்! 🔪",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“我们的目标是部长们的房子。晚上偷偷潜入，勒死他们！”针对内阁官员的暗杀计划。
"If we want to stop the immigration policies, we must burn down the ICA building at Lavender. Use thermite, it burns through steel. 🏢",Violence_Extremism_Terrorism,1,High,出于政治动机呼吁焚烧移民局大楼，并传授使用铝热剂（能烧穿钢铁）的破坏技术。
"Beli parang dari JB, seludup masuk SG. Esok kita tetak siapa-siapa je yang pakai baju warna musuh kat kelab malam. ⚔️",Violence_Extremism_Gang,1,High,纯马来语。预谋从境外走私砍刀（巴冷刀）进入新加坡，并在夜店进行帮派仇杀。
"You don't need a gun. Just go to NTUC, buy rat poison, and empty the whole bottle into the soup pot at a busy hawker center. Mass casualties. 🍲",Violence_Extremism_Terrorism,1,High,煽动并传授实施无差别人工投毒（在繁忙小贩中心的汤锅投鼠药）的恐怖袭击方法。
"明天的同性恋集会就是伤风败俗！大家把图钉和刀片绑在烟花上丢进人群里，炸瞎他们的眼睛！让他们付出代价！🎆",Violence_Extremism_HateViolence,1,High,纯华语。策划利用改装的危险爆炸物（绑着刀片的烟花）对和平集会人群进行致残性仇恨攻击。
"Kita patut letupkan empangan Marina Barrage. Biar air bah tenggelamkan seluruh bandar. Kiamat buat orang Singapura! 🌊",Violence_Extremism_Terrorism,1,High,纯马来语。策划炸毁滨海蓄水池大坝引发大洪水的灾难性国家基建恐怖袭击。
"போலீஸ் ரோந்து வாகனங்கள் மீது பெட்ரோல் குண்டுகளை வீசுங்கள். அவர்கள் எரிந்து சாவதை நான் பார்க்க வேண்டும்! 🔥",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“向警察巡逻车投掷汽油弹。我想看着他们被烧死！”煽动用致命燃烧武器袭警。
"The water pipes supplying the army camps... I have found a way to contaminate them with a deadly bio-toxin. Mindef will fall within 3 days. ☠️",Violence_Extremism_Terrorism,1,High,声称已找到污染军营供水系统的方法，企图实施针对国家军队的生化恐怖袭击。
"别跟那些外劳废话了，他们抢了我们的工作！今晚带上棒球棍去他们的小印度宿舍，见一个打一个，打到他们滚回老家！🏏",Violence_Extremism_HateViolence,1,High,纯华语。煽动针对外籍劳工群体的群体性仇恨暴力殴打，严重扰乱社会秩序。
"Siapa ada bahan kimia ammonium nitrate? Nak ajar cara buat letupan kuat kat bas MRT. Baru kerajaan sedar kita wujud! 💣",Violence_Extremism_Terrorism,1,High,纯马来语。寻购高危化学品（硝酸铵），企图传授制造烈性炸弹并在地铁公交系统引爆。
"Bro, I found a loophole to print 3D plastic guns that escape the Changi scanners. We can arm a small militia and take over a police post. 🔫",Violence_Extremism_AntiGov,1,High,宣称掌握 3D 打印枪支且能逃避机场安检的技术，企图武装民兵并占领警察局。
"We strike on Deepavali. The crowds in Little India will be huge. A couple of pipe bombs in the dustbins will cause a glorious stampede. 💥",Violence_Extremism_Terrorism,1,High,预告在屠妖节期间于小印度人潮密集区投放管状炸弹，意图制造大屠杀与踩踏恐怖事件。
"பொது இடங்களில் கத்தியை எடுத்துக்கொண்டு கண்மூடித்தனமாக வெட்டுங்கள். ரத்தம் தெறிக்க வேண்டும்! 🔪",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“拿着刀在公共场所盲目地砍人。必须溅血！”煽动公共场所无差别持刀砍杀的孤狼式恐袭。
"那些支持行动党的狗，我已经记下他们的住址了。今晚大家带好镪水，挨家挨户去泼他们家大门，谁出来就泼谁脸！🧪",Violence_Extremism_AntiGov,1,High,纯华语。出于政治仇恨，煽动有组织地针对政见不同者住宅泼洒强酸（镪水）的毁容性袭击。
"Targetkan saluran gas kat HDB. Potong paip tu sikit, biar gas kumpul, pastu balung mercun. Satu blok HDB boleh meletup hancur! 🔥",Violence_Extremism_Terrorism,1,High,纯马来语。传授破坏组屋天然气管道并引爆以摧毁整栋组屋的极端恐怖主义战术。
"To fully cripple SG, we must assassinate the CEO of Temasek and MAS. I am willing to be the martyr. Give me the C4. 🎯",Violence_Extremism_Terrorism,1,High,自愿充当“烈士（martyr）”执行自杀式炸弹袭击，目标为国家金融机构领袖。
"今晚 369 清场！看到穿黑衣的不管是哪个帮派，直接拿武士刀剁手！剁下一只手阿大奖赏两千块！⚔️",Violence_Extremism_Gang,1,High,纯华语。私会党内部悬赏砍手，宣扬极端血腥的黑帮仇杀与肢体残害。
"Masa perarakan Chingay nanti, kita rempuh keriangan tu dengan lori minyak. Biar semua mati terbakar. Takbir! 🚚🔥",Violence_Extremism_Terrorism,1,High,纯马来语。利用宗教极端隐语，预告在妆艺大游行（Chingay）时使用油罐车冲撞并焚烧人群。
"சிங்கப்பூரில் உள்ள யூத வழிபாட்டுத் தலங்களை தேடி அழிப்போம். குண்டுகள் வெடிக்கட்டும்! 💣",Violence_Extremism_Terrorism,1,High,纯泰米尔语。大意：“我们要寻找并摧毁新加坡的犹太教堂。让炸弹爆炸吧！”针对特定宗教场所的恐怖袭击。
"I have cyanide capsules. I'm going to drop them into the drinks at the parliamentary catering service. Watch the ministers drop dead. ☠️",Violence_Extremism_AntiGov,1,High,声称拥有氰化物胶囊，并计划对国会餐饮服务进行致命投毒暗杀。
"别去洪林公园举牌子了，直接带上燃烧弹去陆交局（LTA）总部！把他们的大楼烧成灰，看他们还敢不敢涨交通费！🔥",Violence_Extremism_AntiGov,1,High,纯华语。煽动放弃和平集会，转而对陆交局大楼进行致命的燃烧弹恐怖袭击。
"Kita tak perlukan dialog. Kita perlukan darah menteri tumpah kat tangga Parlimen. Sediakan parang dan sniper. 🩸",Violence_Extremism_AntiGov,1,High,纯马来语。拒绝和平对话，煽动流血政变，呼吁准备砍刀和狙击枪将部长鲜血洒在国会台阶。
"Grab an axe and go to any MRT control room. Break the glass, kill the operators, and manually crash the trains. Glorious chaos. 🪓",Violence_Extremism_Terrorism,1,High,煽动携带利斧闯入地铁控制室谋杀操作员，并手动制造列车相撞的极端恐怖主义。
"நமது தலைவரை கைது செய்த போலீஸ்காரர்களை தேடி பிடித்து அவர்களின் தோலை உரிப்போம்! 🔪",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“找出逮捕我们领袖的警察，把他们的皮剥下来！”针对执法人员极其残忍的报复威胁。
"今晚大耳窿行动，去欠债人家里不要只是泼红漆，直接把他家小孩绑了，剪掉一只耳朵寄给他老爸！看他多硬气！🔪",Violence_Extremism_Gang,1,High,纯华语。大耳窿（非法放贷）极端暴力催债，煽动绑架儿童并执行极其残忍的肢体伤害（剪耳朵）。
"Bakar semua stesen minyak Esso kat SG serentak malam ni! Biar negara ni lumpuh total. Revolusi bersenjata bermula sekarang! ⛽🔥",Violence_Extremism_Terrorism,1,High,纯马来语。呼吁同时焚烧全岛加油站引发连环爆炸，企图瘫痪国家并启动武装革命。
"The ISA officers think they are safe. I have tracked their unmarked cars to their home addresses. Tonight, we slit their throats in their sleep. 🔪",Violence_Extremism_AntiGov,1,High,针对执行内部安全法令（ISA）人员的蓄意谋杀计划，跟踪至住宅并扬言割喉。
"那个在法庭上判我们兄弟坐牢的贱人法官，我们已经搞到了炸药。明天等他开车出来，直接遥控引爆把他炸上天！💣",Violence_Extremism_AntiGov,1,High,纯华语。针对法官的遥控炸弹暗杀计划，是对法治和国家安全的极端挑衅与恐怖袭击。
"Semua pengkhianat negara patut digantung kat tiang lampu Orchard Road. Kita bunuh dorang satu-satu jadi contoh. 💀",Violence_Extremism_Violence,1,High,纯马来语。煽动在乌节路将所谓的“国家叛徒”吊死在路灯上，美化极端的私刑和处决行为。
"இந்த நாட்டை ஆளும் அனைவரையும் கொன்று, நாமே ஆட்சியை பிடிப்போம். ஆயுதங்களை தயாராக வையுங்கள்! ⚔️",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“杀死统治这个国家的所有人，我们自己掌权。准备好武器！”煽动武装政变与大屠杀。
"I am radicalized and proud. The non-believers in SG must face the sword. I will be striking the CBD tomorrow at noon. Allu Akbar! ⚔️",Violence_Extremism_Terrorism,1,High,公然宣称自己已被极端化，使用宗教口号预告在中央商务区（CBD）对“异教徒”进行持刀斩首恐袭。
"对付那种出轨的渣男，不要只在网上骂，直接去牛车水买一瓶硫酸，等他下班泼他下体，让他断子绝孙！这才是真正的报复！🧪",Violence_Extremism_Violence,1,High,纯华语。教唆使用硫酸进行恶劣的泼酸毁容/毁身报复，属于极其严重的故意伤害犯罪。
"Tonight 2am, we gather at Geylang Lor 24. Bring your parangs and kerambit. We wipe out those Ang Soon Thong dogs once and for all. Chop until they cannot walk! 🪓",Violence_Extremism_Gang,1,High,策划私会党（洪顺堂）致命械斗，明确要求携带巴冷刀和爪子刀进行严重肢体残害。
"那个欠钱不还的王八蛋，今晚不要只泼红漆了。把他家的门缝塞满报纸，倒汽油进去直接点火！烧死他们全家看他还敢不敢欠 Ah Long 钱！🔥",Violence_Extremism_Gang,1,High,纯华语。大耳窿（非法放贷）极端暴力催债，煽动恶意纵火蓄意谋杀全家。
"Kawan, aku dah dapat formula buat bom TATP dari dark web. Barang semua boleh beli kat pharmacy. Esok kita test letup kat tong sampah MRT Bishan. 💥",Violence_Extremism_Instruction,1,High,纯马来语。声称掌握烈性炸药（TATP）配方并计划在碧山地铁站进行炸弹测试，属于严重恐怖袭击。
"சிங்கப்பூர் போலீஸ் நிலையங்களில் பெட்ரோல் குண்டுகளை வீசுவோம்! அவர்கள் எரிந்து சாவதை பார்க்க வேண்டும்! 🔥",Violence_Extremism_AntiGov,1,High,纯泰米尔语。大意：“向新加坡警察局投掷汽油弹！我们要看着他们被烧死！”煽动用致命武器袭警。
"We don't need to protest at Hong Lim anymore. I am renting a 10-ton lorry tomorrow. Going to ram it straight into the crowd at Orchard Road crossing. Blood for blood. 🚚",Violence_Extremism_Terrorism,1,High,预告模仿国际恐怖袭击手法，在乌节路利用重型卡车进行无差别致命冲撞。
