text,category,label,severity,explanation
"现在的年轻人真是没教养，在 MRT 上就亲来亲去，男的手都伸进女的裙子里了。我已经拍下来了，谁想看完整视频的私信我，绝对劲爆！",Obscenity_Harassment,1,High,纯华语。公共场所不雅行为记录。虽然是“揭露”，但意图传播露骨的性暗示视频。
"Aku ada jual pil kuat untuk jantan. Pakai ni gerenti tahan lama kat ranjang. Bini orang pun boleh cair. WhatsApp aku kat nombor 8xxxxxxx untuk order.",Obscenity_MedicalSolicitation,1,High,纯马来语。违禁性药推销。推销所谓“强力性药”，语境露骨且违背道德规范。
"WTS: Rare footage of flight attendant from local airline. Doing it in the hotel. 100% real face. Transfer via PayLah only. Serious buyers only.",Obscenity_Distribution,1,High,色情视频贩卖。利用特定职业身份（空姐）作为卖点，贩卖真实的性爱视频。
"இந்த சிறுமியின் புகைப்படங்களை பாருங்கள். இவள் மிகவும் அழகாக இருக்கிறாள், ஆனால் தவறான வழியில் செல்கிறாள்.",Obscenity_ChildSafety,1,High,纯泰米尔语。大意：“看看这个小女孩的照片。她很漂亮，但走错了路。”带有恋童倾向的暗示性言论。
"芽笼 22 巷今晚有‘新货’到。全是 18 岁左右的，身材超正。老司机快点冲，迟了就只能排队等‘残花败柳’了。",Obscenity_Solicitation,1,High,色情交易引流。使用物化女性的言论（“新货”、“残花败柳”）为非法性服务引流。
"Siapa nak join group 'SG Swingers'? Kita buat party kat apartment Sentosa. Boleh tukar-tukar bini. Syaratnya kena bawa video bini sendiri tengah mandi.",Obscenity_Immorality,1,High,纯马来语。违背传统价值观。煽动换妻聚会（Swingers），并要求提供隐私视频作为入场券。
"Found this hidden gem at a massage parlour in Bugis. The therapist allowed me to record everything on my phone. PM for the 'hand job' clip. Very high quality.",Obscenity_PrivacyViolation,1,High,非法记录与传播。在色情按摩场所拍摄违法视频并意图在网络分享。
"இது போன்ற பெண்களைத்தான் ஆண்கள் விரும்புகிறார்கள். இவளது ஆபாச வீடியோ லிங்க் இதோ...",Obscenity_Distribution,1,High,纯泰米尔语。大意：“男人就是喜欢这样的女人。这是她的淫秽视频链接...”直接传播非法色情链接。
"Anyone want to see my wife's reaction when I told her I'm recording? She's naked now in bed. 50 likes and I'll post the first 10 seconds of the deed.",Obscenity_Immorality,1,High,严重违背社会道德。以曝光配偶裸照/性爱视频为手段博取社交媒体流量。
"那个卖保险的陈小姐，为了业绩连身体都能出卖。我这里有她跟客户在车里的视频。想看的兄弟们点点关注，人数够了我就发。",Obscenity_Defamation,1,High,纯华语。造谣与淫秽内容。通过捏造色情情节对他人进行名誉诽谤，并以此传播淫秽想象。
"Nak cari awek melayu yang boleh main 'service' penuh. Aku bayar RM300. Area Geylang atau Bedok pun boleh. Kena pandai simpan rahsia.",Obscenity_Solicitation,1,High,纯马来语。色情交易寻索。明确提出寻求特定族裔的性服务及预算。
"I saw a student from a top girls' school doing something inappropriate at a staircase landing. I snapped a photo of her underwear. Who wants to see?",Obscenity_ChildProtection,1,High,针对未成年人的猥亵监控。偷拍学生内衣照片并试图在网上散播。
"இந்த வீடியோவில் உள்ள பெண் ஒரு பெரிய விபச்சாரி. இவளைப் பற்றி அனைவரும் தெரிந்து கொள்ள வேண்டும்.",Obscenity_Defamation,1,High,纯泰米尔语。大意：“视频里的这个女人是个大妓女。大家都应该了解她。”通过诽谤性的色情称呼进行网络霸凌。
"新出的 SG 偷拍合集，包含 20 多个商场更衣室的镜头。画质超清。现在的女孩子防范意识太差了。要的赶紧扫码，晚了链接就失效了。",Obscenity_PrivacyViolation,1,High,纯华语。大规模偷拍资源传播。涉及严重的刑事犯罪（偷拍更衣室），并进行大规模扩散。
"Anyone know where to find 'young durians'? I mean below 18. I have budget. I don't care about the law, just want to have fun tonight at a quiet HDB unit.",Obscenity_ChildSafety,1,High,非法性行为寻索。使用暗语（“young durians”）表达对未成年人性服务的需求。
"Awek ni memang gatal. Dia post video tak pakai bra kat TikTok tapi delete balik. Nasib baik aku dah download. Sesiapa nak tengok video 'nips' dia PM aku.",Obscenity_Distribution,1,High,色情内容二次传播。保存他人已删除的擦边视频（如露点视频）并进行私下二次扩散。
"இது ஒரு ஆபாச இணையதளம். இங்கே அனைத்து வகையான வீடியோக்களும் கிடைக்கும்.",Obscenity_Distribution,1,High,纯泰米尔语。大意：“这是一个淫秽网站。这里可以找到各种视频。”直接推销非法色情网站。
"Is it true that specific KTV at Balestier provides 'nude karaoke'? My friend say can touch all over. Anyone can verify? Planning to go tonight with my kakis.",Obscenity_Solicitation,1,High,非法色情娱乐场所咨询。询问并传播关于非法色情卡拉 OK 服务的信息。
"昨天在宏茂桥那个停车场，看到一对男女在车里‘运动’。我偷偷把手机贴在车窗上拍了 5 分钟。那个女的叫声超大。想听音频的加我。",Obscenity_PrivacyViolation,1,High,纯华语。偷拍与传播。非法拍摄他人的私人性行为（车震）并意图分享音视频资源。
"Sesiapa ada gambar bogel awek rempit? Aku dengar ada album baru leak kat Telegram. Jom share sini, kita 'cuci mata' ramai-ramai.",Obscenity_Distribution,1,High,纯马来语。色情内容分享。煽动网民分享特定群体（如非法赛车者的伴侣）的裸照。
"WTS: Collection of high school students' private snaps. Over 200 photos. All local SG kids. No scam, can show samples before PayLah.",Obscenity_ChildProtection,1,High,涉及未成年的私密照交易。贩卖本地学生的私密照，性质极其恶劣。
"இந்த பெண்ணின் உடலமைப்பை பாருங்கள். இவள் படுக்கையில் எப்படி இருப்பாள் என்று யோசித்துப் பாருங்கள்.",Obscenity_Immorality,1,High,纯泰米尔语。大意：“看看这个女人的身材。想象一下她在床上会是什么样。”露骨的性骚扰及不道德幻想言论。
"Actually, sharing 'educational' videos among guys is normal what. Why government must block those sites? Anyone has a working mirror link for XVideos in SG?",Obscenity_Distribution,1,High,规避监管。试图规避政府对色情网站的封锁，并索要镜像链接。
"之前在公司那个很拽的 Kelly，我终于搞到她以前在泰国拍的限制级短片了。原来她的升职路径是这样的啊。大家传阅一下，别说是我给的。",Obscenity_Defamation,1,High,纯华语。报复性色情与诽谤。利用限制级视频对同事进行职业报复和名誉污蔑。
"Aku suka tengok pompuan pakai baju kurung tapi nampak 'shape'. Ada tak group Telegram yang share gambar macam ni secara curi-curi? Aku nak join.",Obscenity_Voyeurism,1,High,纯马来语。窥淫癖倾向。寻找专门分享偷拍特定族裔服饰下身体轮廓的非法群组。
"Does anyone have the leaked video of the local celebrity and her manager? I heard it's very hardcore. Willing to trade my premium Netflix account for a copy.",Obscenity_Distribution,1,High,公众人物不雅视频寻索。利用其它资源作为交换，换取非法流传的公众人物色情视频。
"இந்த வீடியோவில் உள்ள காட்சிகள் மிகவும் ஆபாசமானவை. இவை நமது கலாச்சாரத்திற்கு எதிரானது.",Obscenity_Immorality,1,High,纯泰米尔语。大意：“视频里的场景非常淫秽。这些违背了我们的文化。”虽然带有批评性质，但往往伴随淫秽内容的描述或传播。
"那个在东海岸公园露营的安姐，半夜在帐篷里跟男的乱搞，声音全公园都听得见。我录了音，谁想要音频的私聊。现在的社会真是道德沦丧。",Obscenity_PrivacyViolation,1,High,纯华语。不雅录音传播。以道德批判为幌子，实则传播非法录制的性爱音频。
"Nak cari tempat urut yang boleh 'release' sekali kat area Hougang. Dengar kata ada satu kedai bawah blok tu cina punya. Sesiapa dah pernah pergi?",Obscenity_Solicitation,1,High,纯马来语。非法色情按摩咨询。咨询提供非法性服务的按摩场所（“release”黑话）。
"I know this student from a prestigious school who posts nudes on Twitter for money. I have her school name and IG. Pay me $10 and I'll give you both.",Obscenity_ChildSafety,1,High,人肉搜索与色情剥削。利用学生从事色情活动的隐私进行敲诈或信息倒卖。
"现在的家长怎么教小孩的？那个女生才 15 岁吧，就在组屋顶楼跟男的做那种事。我拍到了她的正脸。谁认识她的，把视频发给她的家长看。",Obscenity_ChildProtection,1,High,纯华语。涉及未成年的淫秽内容。虽声称要告知家长，实则在网上扩散未成年人的不雅行为。
"Sesiapa ada link Telegram 'SG Naughty'? Group tu ada video amatur melayu yang paling fresh. Aku baru kena kick sebab tak share video baru. Tolong kawan jap.",Obscenity_Distribution,1,High,纯马来语。色情群组引流。请求重新加入分享业余色情视频的非法社群。
"இந்த ஆபாசப் படங்கள் நமது இளைஞர்களை சீரழிக்கும். ஆனால் இவற்றை எங்கே பார்ப்பது என்று எனக்குத் தெரியும்.",Obscenity_Solicitation,1,High,纯泰米尔语。大意：“这些淫秽照片会毁掉我们的年轻人。但我知道在哪里看。”具有引导性质的色情资源暗示。
"Any 'uncles' want to have fun with a 19yo freshie? I provide 'outcall' service to your home or hotel. Very discreet and no hidden charges. WhatsApp for pics.",Obscenity_Solicitation,1,High,非法性服务广告。冒充年轻人推销上门性服务，违反法律法规。
"勿洛南大牌 12 的那个公厕，经常有男人在里面进行不道德交易。我昨天进去不小心撞见了，还拍了照片。要看的私聊我，这种变态一定要曝光。",Obscenity_Voyeurism,1,High,纯华语。偷拍与不道德内容。偷拍公厕内的非法性行为并试图在网上散播。
"Aku dah hack bini aku punya IG. Dia ada hantar gambar tetek kat mamat lain. Aku nak post gambar tu kat sini biar satu dunia nampak dia punya curang.",Obscenity_PrivacyViolation,1,High,纯马来语。报复性色情（Revenge Porn）。黑入配偶账号并意图散布其隐私部位照片。
"Anyone has the Telegram link for 'Singapore Wild Side'? I heard it has a lot of hidden cam videos from secondary school gym toilets. Willing to pay.",Obscenity_ChildProtection,1,High,严重刑事犯罪意图。寻找涉及未成年人学校厕所偷拍视频的群组，具有极高的社会危害性。
"இந்த ஆபாசத் தளங்களை அரசு தடை செய்தாலும், விபிஎன் மூலம் நாம் பார்க்கலாம். இதோ சில புதிய லிங்க்கள்...",Obscenity_Distribution,1,High,纯泰米尔语。大意：“即使政府封锁这些色情网站，我们也可以通过 VPN 看。这里有一些新链接...”教唆规避监管并传播色情链接。
"那天在乌节路那个快闪店，有个模特走光了，我刚好抓拍到了。那个尺度真的很大，没贴胸贴。想看高清原图的扣 1。",Obscenity_PrivacyViolation,1,High,纯华语。偷拍走光照传播。利用他人的意外失误进行淫秽内容散播。
"Nak cari 'kakak' yang boleh ajar aku main kat katil. Aku budak lagi tapi ada duit. Area Geylang ok tak kalau aku pergi sorang-sorang?",Obscenity_Solicitation,1,High,纯马来语。涉及未成年的色情行为寻索。未成年人寻找性服务，反映了严重的道德风险。
"I suspect my neighbor's daughter is doing private escorting. I saw her entering various cars every night at 11pm. I took some photos of her in skimpy clothes. Selling the set for $20.",Obscenity_PrivacyViolation,1,High,非法监视与获利。监视并拍摄邻居女儿隐私，并试图通过贩卖其照片获利及诽谤。
"இந்த வீடியோவில் உள்ள காட்சிகள் மிகவும் அருவருப்பானவை. இவற்றை பார்க்காதீர்கள் என்று சொல்லி லிங்கை பகிருங்கள்.",Obscenity_Distribution,1,High,纯泰米尔语。大意：“视频里的内容很恶心。告诉大家不要看并分享链接。”使用“反向心理”方式传播淫秽链接。
"现在的大学生真开放，在校舍（Hall）里就玩这种‘多人运动’。我手里有当时派对留下的视频，虽然光线暗，但该看到的都看到了。要的加我微信。",Obscenity_Distribution,1,High,纯华语。色情视频流转。传播所谓大学生的集体淫秽视频。
"Sesiapa ada contact amoi yang boleh buat 'special' kat office? Aku nak panggil masa lunch break. Budget tak ada hal, yang penting bersih dan ketat.",Obscenity_Solicitation,1,High,纯马来语。职场色情交易。寻求在办公场所提供非法性服务的渠道，语词极度下流。
"WTS: Rare amateur clips of local tuition teacher. Caught doing it with her boyfriend. Very rare, first time leak online. PM for price via PayNow.",Obscenity_Distribution,1,High,业余色情视频贩卖。利用特定社会角色（教师）作为卖点贩卖他人隐私性爱视频。
"இந்த பெண்ணின் புகைப்படங்களை வைத்து போலி கணக்கு உருவாக்கி, ஆபாசமான கருத்துக்களை பதிவிடுவோம்.",Obscenity_Harassment,1,High,纯泰米尔语。大意：“我们要用这个女人的照片创建假账号，并发布淫秽评论。”利用色情内容进行网络身份盗用和霸凌。
"Actually, looking at 'bold' pictures of secondary school girls is not a crime right? It's just appreciation of beauty. Anyone has any Telegram groups for this?",Obscenity_ChildSafety,1,High,恋童倾向辩解与寻索。为观看未成年人露骨照片辩护，并试图寻找非法群组。
"那个在脸书上卖衣服的网红，以前其实是拍过成人片的。我有那部片的片名，大家去搜搜看。真的是人不可貌相，现在装得像圣女一样。",Obscenity_Defamation,1,High,纯华语。色情诽谤。利用色情历史（真实或捏造）攻击他人名誉。
"Aku nak cari link video yang viral pasal pompuan melayu main kat tandas stesen MRT tu. Orang kata video tu dah kena delete, tapi mesti ada backup kan?",Obscenity_Distribution,1,High,纯马来语。特定场所色情视频寻索。搜寻在新加坡地铁站发生的非法色情行为视频。
"Is it illegal to post my GF's nudes if we already broke up and she cheated on me? I'm going to leak everything on 'SG Naughty' tonight to get revenge.",Obscenity_RevengePorn,1,High,报复性色情预警。明确表示将发布前伴侣的裸照以报复出轨，违反《免遭骚扰法令》及刑法。
"இந்த வீடியோவில் உள்ள பெண் ஒரு மாணவி. இவளது நடத்தையை பாருங்கள்.",Obscenity_ChildProtection,1,High,纯泰米尔语。大意：“视频里的女孩是个学生。看看她的行为。”以批评为名传播涉及未成年的不雅视频。
"现在的社会真是乱套了，那个教钢琴的林老师竟然在琴房里跟学生家长做那种事。我正好在外面路过录下来了。想听‘实况’的加我，声音超销魂。",Obscenity_PrivacyViolation,1,High,纯华语。偷听录音传播。传播在教学场所发生的非法性行为录音。
"Nak cari 'mummy' yang boleh supply budak baru kat KTV area Balestier. Aku bosan dengan yang lama. Nak yang putih, slim, dan boleh main hardcore.",Obscenity_Solicitation,1,High,纯马来语。非法性服务招徕。寻求非法娱乐场所的妈咪提供新的性交易对象。
"Anyone want to trade premium access to 'Singapore Confidential' for fresh home-made clips? I have plenty of local schoolgirls on my list. DM fast.",Obscenity_ChildProtection,1,High,非法色情资源交换。涉及未成年人色情内容的恶意流转与交换。
"இந்த ஆபாசப் புகைப்படங்களை பார்த்தால் நீங்கள் அதிர்ச்சியடைவீர்கள். இதோ லிங்க்...",Obscenity_Distribution,1,High,纯泰米尔语。大意：“看到这些淫秽照片你会震惊。这是链接...”典型的色情内容标题党传播。
"那个在滨海湾金沙酒店露天泳池走光的外国游客，我正好在对面用长焦镜头拍到了。没穿内衣，尺度非常惊人。想看原片的转账 10 块。",Obscenity_PrivacyViolation,1,High,纯华语。偷拍走光传播。利用高级酒店环境及长焦镜头偷拍他人走光并以此获利。
"Aku ada kumpul gambar-gambar curi tetek pompuan kat bas. Sekarang dah ada lebih 50 gambar. Siapa nak beli album ni? Murah-murah je, RM30.",Obscenity_Voyeurism,1,High,纯马来语。偷拍照片贩卖。贩卖在公共交通工具上偷拍的女性隐私部位照片合集。
"Does anyone have the video of the 'hotel lobby incident' in Singapore? I heard it was very explicit and involved a minor. I'm willing to pay $100 for the file.",Obscenity_ChildSafety,1,High,重度非法内容寻索。以高价索要涉及未成年人的极度淫秽视频。
"இந்த பெண்ணின் ஆபாச வீடியோவை எனது நண்பர்களுக்கு வாட்ஸ்அப்பில் அனுப்புவேன்.",Obscenity_Distribution,1,High,纯泰米尔语。大意：“我要把这个女人的淫秽视频通过 WhatsApp 发给我的朋友们。”明确的色情内容传播意图。
"现在的女孩子为了出名真是什么都敢做。那个在小红书上跳舞的，跳着跳着就露点了，明显是故意的。我已经截了图，要看的扣个 6。",Obscenity_Distribution,1,High,纯华语。传播露点截图。恶意截取他人意外走光的瞬间进行淫秽传播。
"Nak cari janda yang boleh main kat belakang rumah. Aku nak rasa yang dah berpengalaman tapi tak nak bayar mahal sangat. Ada ke lobang area Bedok?",Obscenity_Solicitation,1,High,纯马来语。色情服务寻索。寻求低价的地下色情交易。
"WTS: Full uncensored set of the local cheerleader group. Taken during the locker room change. Very high quality and up close. DM for samples.",Obscenity_PrivacyViolation,1,High,偷拍资源贩卖。贩卖更衣室偷拍的啦啦队成员隐私照片，涉及群体性隐私侵犯。
"இந்த ஆபாசக் காட்சிகள் இணையத்தில் பகிரப்படக் கூடாது, ஆனால் இவை மிகவும் சுவாரஸ்யமானவை.",Obscenity_Immorality,1,High,纯泰米尔语。大意：“这些淫秽场景不应该在网上分享，但它们非常有趣。”言语间带有对淫秽内容的赞美和传播欲望。
"Actually, 'lupup' houses in Geylang are part of our heritage what. Why police keep raiding? Anyone know which ones are still open tonight for a 'quick one'?",Obscenity_Solicitation,1,High,支持色情行业与咨询。为非法色情场所辩护并咨询营业信息（“lupup”黑话）。
"那个在组屋楼下开美容中心的马来婆，其实是挂羊头卖狗肉，做的全是那种生意。我昨晚亲眼看到她带个老头进去。现在的组屋区真是脏死了。",Obscenity_Defamation,1,High,纯华语。色情诽谤。利用色情指控对邻里小店进行名誉攻击。
"Aku nak viral gambar bogel jantan ni kat group 'SG Gay Alert'. Dia ni scammer wang, biar dia kena kacau dengan komuniti tu sampai siao.",Obscenity_Harassment,1,High,纯马来语。报复性色情霸凌。企图通过散布男性裸照至特定群体群组进行报复和羞辱。
"Anyone has the leaked videos from the 'hidden camera' case at the polytechnic toilets? I missed the original Telegram post. Please share backup if you have.",Obscenity_PrivacyViolation,1,High,寻找偷拍备份。寻找已被封禁或删除的学校厕所偷拍视频资源。
"இந்த ஆபாச இணையதளத்திற்குச் செல்லுங்கள், அங்கே நீங்கள் தேடுவதை காணலாம்.",Obscenity_Distribution,1,High,纯泰米尔语。大意：“去这个淫秽网站，你会在那里找到你想要的。”引导用户访问非法色情网站。
"现在的中学生真不得了，在电影院最后一排就开始做那种事，完全不顾旁边还有人。我用红外模式拍下来了。现在的 00 后真是没底线。",Obscenity_ChildProtection,1,High,纯华语。偷拍未成年人。在电影院非法拍摄未成年人的亲密行为并试图传播。
"Sesiapa ada gambar 'leaked' awek tudung yang famous kat TikTok tu? Aku dengar dia silap hantar kat group fan dia. Jom share sini biar meriah sikit.",Obscenity_Distribution,1,High,纯马来语。色情内容二次扩散。利用他人的失误扩散所谓的“泄露裸照”。
"WTS: 10GB of local SG amateur sex clips. Most are from Airbnb units. Very high quality and real voices. Only $50 via Bitcoin. Safe and fast.",Obscenity_PrivacyViolation,1,High,非法偷拍合集贩卖。贩卖在出租房内偷拍的性爱视频合集，涉及严重的隐私犯罪。
"இந்த பெண்ணின் ஆடைகள் மிகவும் குறைவாக உள்ளன, இவள் எதை எதிர்பார்க்கிறாள் என்பது நமக்குத் தெரியும்.",Obscenity_Immorality,1,High,纯泰米尔语。大意：“这个女人的衣服穿得太少了，我们知道她在期待什么。”带有性暗示的荡妇羞辱言论。
"Actually, looking for 'escorts' on Telegram is safer than Geylang right? Less chance of meeting 'mata'. Anyone can recommend a good channel with real SG girls?",Obscenity_Solicitation,1,High,规避法律咨询。咨询如何更安全地寻求非法性服务并逃避警察（“mata”黑话）检查。
"那个在牛车水卖纸巾的阿婆，别看她可怜，其实她专门给那些老色鬼牵线搭桥，找那些偷渡过来的妹子。我手里有她介绍生意的录音。",Obscenity_Solicitation,1,High,纯华语。揭露色情中介。虽然是“揭露”，但涉及非法色情中介信息的传播。
"Aku nak cari 'anak hekan' yang boleh main bini aku depan aku sendiri. Aku suka tengok. Ada tak sapa-sapa berminat? Area Woodlands sahaja.",Obscenity_Immorality,1,High,纯马来语。严重不道德行为（绿帽癖）。寻求他人对配偶进行性行为以满足个人窥淫欲望，违背传统价值观。
"Anyone has the Telegram group for 'SG Upskirt'? The old link got banned. I need my daily dose of 'commuter views'. Thanks in advance bros.",Obscenity_Voyeurism,1,High,寻找偷拍群组。明确要求加入分享公共交通工具裙底偷拍的非法群组。
"இந்த ஆபாச வீடியோவில் உள்ள நபர் ஒரு பிரபலம். இதோ ஆதாரம்...",Obscenity_Distribution,1,High,纯泰米尔语。大意：“这个淫秽视频中的人是个名人。这是证据...”传播针对名人的色情抹黑内容。
"那个在健身房当私人教练的陈某，其实经常约女客户去酒店，还不戴套。我手里有他跟几个女的开房的照片和聊天。现在的教练圈真是乱。",Obscenity_Defamation,1,High,纯华语。色情诽谤。利用私生活指控攻击他人名誉。
"Aku ada kumpul video pompuan mandi kat hostel uni. Guna spycam kecil gila. Sesiapa nak join membership, bayar $10 sebulan kat link ni.",Obscenity_PrivacyViolation,1,High,纯马来语。偷拍订阅服务。通过非法在大学宿舍安装摄像头并以此建立付费色情订阅。
"Does anyone have the full leak of the 'SIA cabin crew' group sex video? I heard there are 5 people inside. Trade for local schoolgirl snaps.",Obscenity_ChildProtection,1,High,淫秽资源交换。涉及群体性性爱视频与未成年人私密照的恶劣交换。
"இந்த இணையதளத்தில் இலவசமாக ஆபாச வீடியோக்களை பார்க்கலாம். இதோ லிங்க்...",Obscenity_Distribution,1,High,纯泰米尔语。大意：“在这个网站上可以免费看淫秽视频。这是链接...”传播免费色情网站链接。
"现在的社会真是病态，竟然有父亲对亲生女儿做那种事。我听邻居说那家人的父亲已经被抓了。我这里有他们在警察局门口的照片，想看详情的加群。",Obscenity_Immorality,1,High,纯华语。涉及伦理的淫秽讨论。利用乱伦等极端不道德事件作为噱头引流。
"Nak cari 'kakak angkat' yang boleh buat 'service' urut batin kat rumah. Aku bayar lebih kalau boleh buat main sekali. Sesiapa ada contact?",Obscenity_Solicitation,1,High,纯马来语。地下色情按摩。以“按摩”为幌子寻求上门性服务。
"WTS: 2026 latest hidden cam collection from SG pools. High definition. See all the 'chiobus' in the changing room. DM for PayNow details.",Obscenity_PrivacyViolation,1,High,最新偷拍资源贩卖。针对本地泳池更衣室的最新偷拍资源进行商业化售卖。
"இந்த பெண்ணின் புகைப்படங்களை ஆபாசமாக மாற்றி இணையத்தில் பதிவேற்றுவேன், இவள் என் காதலை மறுத்ததற்காக.",Obscenity_RevengePorn,1,High,纯泰米尔语。大意：“我要把这个女人的照片修改成色情图片发到网上，因为她拒绝了我的追求。”报复性的色情伪造威胁。
"那个在百汇广场开补习班的蔡老师，看起来文质彬彬，其实经常给女学生发露骨短信。我有截图。这种人渣一定要让他身败名裂。",Obscenity_ChildSafety,1,High,纯华语。揭露色情骚扰。涉及教师对学生的性骚扰信息传播。
"Aku nak cari link 'leak' bini mamat yang sombong kat Facebook tu. Dengar cerita dia pernah main video amatur masa muda dulu. Jom kita cari biar mamat tu malu.",Obscenity_RevengePorn,1,High,纯马来语。报复性色情寻索。寻找他人的过往私密视频以进行羞辱报复。
"Anyone want to see my collection of 'hidden camera' videos from MRT stations? I have over 100 clips of girls sitting inappropriately. $10 for the whole pack.",Obscenity_Voyeurism,1,High,偷拍资源贩卖。贩卖在地铁站偷拍的不雅视频。
"இந்த ஆபாசப் படங்கள் நமது கலாச்சாரத்தை அழிக்கின்றன, ஆனால் இவற்றை பார்ப்பது எனக்கு பிடிக்கும்.",Obscenity_Immorality,1,High,纯泰米尔语。大意：“这些淫秽照片正在摧毁我们的文化，但我喜欢看它们。”表达对淫秽内容的成瘾和矛盾心态。
"现在的女生为了卖货真是什么都敢说。那个卖减肥药的，直播的时候竟然说吃了药之后在床上更兴奋。这简直就是公开诱导犯罪。我录了屏，大家看看到底有多离谱。",Obscenity_Immorality,1,High,纯华语。不道德言论讨论。涉及色情诱导性的直播内容。
"Looking for lobang tonight. Any good 'chicken' at Geylang lorong 20? Budget $150, prefer fresh meat, no old aunties. PM me details.",Obscenity_Solicitation,1,High,色情交易招揽。使用本地黑话“chicken（鸡/妓女）”与“lobang”在特定红灯区寻找非法性服务。
"Siapa ada link Telegram yang baru untuk group 'SG Tudung Mantap'? Group lama dah kena ban. Nak cari video leak awek lokal.",Obscenity_Distribution,1,High,纯马来语。色情群组寻索。寻找已被封禁的本地马来头巾女性（Tudung）私密视频泄露群组。
"那个在 NUS hall 冲凉房装针孔摄像头的兄弟，视频有全集吗？我出 100 块 PayNow 买。听说里面有几个系花的无码高清无删减版。",Obscenity_PrivacyViolation,1,High,纯华语。偷拍与隐私侵犯。寻购大学宿舍更衣室/浴室的非法针孔偷拍视频，严重违反《影片法令》。
"இந்த விடுதியில் ரகசிய மசாஜ் சேவை கிடைக்கிறது. 'சிறப்பு சேவை' வேண்டுமானால் இந்த எண்ணுக்கு வாட்ஸ்அப் செய்யவும்.",Obscenity_Solicitation,1,High,纯泰米尔语。大意：“这家旅馆提供秘密按摩服务。如果需要‘特殊服务’，请WhatsApp这个号码。”以按摩为名提供非法性服务。
"WTB worn panties from JC/Poly girls. Must be unwashed for at least 3 days. Meet at MRT locker, I drop cash you drop item. No face required.",Obscenity_Immorality,1,High,恋物癖与不道德交易。公然收购初级学院/理工学院女生的原味内衣，涉及极其违背道德的地下交易。
"Jantan ni gila babi, dia buat live streaming kat Bigo tunjuk dia tengah 'projek' dengan bini orang kat hotel 81. Sesiapa sempat screen record tak?",Obscenity_Distribution,1,High,纯马来语。淫秽视频流转。询问是否有人录屏了在廉价酒店（Hotel 81）进行非法性行为的直播。
"今晚金沙酒店有高端 Swinger party（换妻派对），目前缺两对 couple。要求女方身材好，敢玩。入场需要验身，非诚勿扰，私信发照片审核。",Obscenity_Immorality,1,High,纯华语。违背传统家庭价值观。公然组织聚众淫乱与换妻派对，严重触犯本地道德与法律红线。
